Levy Year,County,County Code,Number of Basic Exemptions,Amount of Basic Reimbursement,Number of Enhanced Exemptions,Amount of  Enhanced Reimbursement,Total Amount of Reimbursement ,Data Preparation Date
1999,Franklin,16,7096,1038705,2947,1654910,2693615,03/15/2016
1999,Fulton,17,8924,1414543,4004,2588850,4003393,03/15/2016
1999,Genesee,18,10294,2098683,3783,3427549,5526232,03/15/2016
1999,Greene,19,7223,1116065,3326,2331627,3447692,03/15/2016
1999,Hamilton,20,1082,90858,676,255958,346816,03/15/2016
1999,Herkimer,21,10408,1630315,5013,3251020,4881335,03/15/2016
1999,Jefferson,22,13489,1724577,5443,2903137,4627714,03/15/2016
1999,Lewis,23,4746,613158,1854,910670,1523828,03/15/2016
1999,Livingston,24,10594,1785836,3223,2413510,4199346,03/15/2016
1999,Madison,25,11799,2192257,3804,2936856,5129113,03/15/2016
1999,Monroe,26,123980,22426288,35760,30750932,53177220,03/15/2016
1999,Montgomery,27,7122,1324687,4139,3237255,4561942,03/15/2016
1999,Nassau,28,228340,64101267,56606,77831063,141932330,03/15/2016
1999,Niagara,29,34090,6398159,14887,12090799,18488958,03/15/2016
1999,Oneida,30,35139,6623381,16611,13329827,19953208,03/15/2016
1999,Onondaga,31,77557,14520366,26763,21876823,36397189,03/15/2016
1999,Ontario,32,17035,3237619,5283,4549973,7787592,03/15/2016
1999,Orange,33,50196,11081878,12259,12423452,23505330,03/15/2016
1999,Orleans,34,6772,1244502,2528,2025150,3269652,03/15/2016
1999,Oswego,35,20243,3711362,6630,4579832,8291194,03/15/2016
1999,Otsego,36,9441,1656471,4113,3154071,4810542,03/15/2016
1999,Putnam,37,17444,5231917,3261,4720870,9952787,03/15/2016
1999,Rensselaer,38,24290,4682674,8428,7056410,11739084,03/15/2016
1999,Rockland,39,45258,15242402,9554,14752907,29995309,03/15/2016
1999,St. Lawrence,40,17669,2843387,6838,4073495,6916882,03/15/2016
1999,Saratoga,41,35570,6967086,8889,7562883,14529969,03/15/2016
1999,Schenectady,42,24918,4705688,9879,8463341,13169029,03/15/2016
1999,Schoharie,43,5437,813313,1992,1284597,2097910,03/15/2016
1999,Schuyler,44,3125,448862,1340,786230,1235092,03/15/2016
1999,Seneca,45,5301,847503,2387,1635637,2483140,03/15/2016
1999,Steuben,46,16043,2625183,6727,4365595,6990778,03/15/2016
1999,Suffolk,47,233201,62587326,57718,71076432,133663758,03/15/2016
1999,Sullivan,48,10042,1838397,4392,3479740,5318137,03/15/2016
1999,Tioga,49,8935,1722234,3034,2361079,4083313,03/15/2016
1999,Tompkins,50,12626,2494897,3145,2590302,5085199,03/15/2016
1999,Ulster,51,27787,5495109,9818,8643188,14138297,03/15/2016
1999,Warren,52,10393,1526327,3972,2498880,4025207,03/15/2016
1999,Washington,53,9786,1652724,3998,2985573,4638297,03/15/2016
1999,Wayne,54,17097,3157458,4896,3921043,7078501,03/15/2016
1999,Westchester,55,117312,54752441,29401,59525028,114277469,03/15/2016
1999,Wyoming,56,7823,1208159,2380,1695454,2903613,03/15/2016
1999,Yates,57,3996,552922,1731,1043973,1596895,03/15/2016
1999,New York City,65,319683,21677515,113557,38231907,59909422,03/15/2016
1998,Albany,01,,,14592,11496984,11496984,03/15/2016
1998,Allegany,02,,,3075,1638939,1638939,03/15/2016
1998,Broome,03,,,13327,12238012,12238012,03/15/2016
1998,Cattaraugus,04,,,5180,2735990,2735990,03/15/2016
1998,Cayuga,05,,,4503,3150667,3150667,03/15/2016
1998,Chautauqua,06,,,8995,6340981,6340981,03/15/2016
1998,Chemung,07,,,6030,4032360,4032360,03/15/2016
1998,Chenango,08,,,2926,2148156,2148156,03/15/2016
1998,Clinton,09,,,3524,2240493,2240493,03/15/2016
1998,Columbia,10,,,3617,2636960,2636960,03/15/2016
1998,Cortland,11,,,2377,1619253,1619253,03/15/2016
1998,Delaware,12,,,3389,2088923,2088923,03/15/2016
1998,Dutchess,13,,,10497,10048331,10048331,03/15/2016
1998,Erie,14,,,57565,39526411,39526411,03/15/2016
1998,Essex,15,,,2640,1264491,1264491,03/15/2016
1998,Franklin,16,,,2582,1440416,1440416,03/15/2016
1998,Fulton,17,,,3655,2215446,2215446,03/15/2016
1998,Genesee,18,,,3469,3033070,3033070,03/15/2016
1998,Greene,19,,,2937,2025805,2025805,03/15/2016
1998,Hamilton,20,,,575,206832,206832,03/15/2016
1998,Herkimer,21,,,4553,2862983,2862983,03/15/2016
1998,Jefferson,22,,,4866,2559972,2559972,03/15/2016
1998,Lewis,23,,,1630,794041,794041,03/15/2016
1998,Livingston,24,,,2980,2154322,2154322,03/15/2016
1998,Madison,25,,,3374,2489747,2489747,03/15/2016
1998,Monroe,26,,,32869,27343150,27343150,03/15/2016
1998,Montgomery,27,,,3633,2703375,2703375,03/15/2016
1998,Nassau,28,,,44080,58931663,58931663,03/15/2016
1998,Niagara,29,,,13818,10451411,10451411,03/15/2016
1998,Oneida,30,,,15700,12396097,12396097,03/15/2016
1998,Onondaga,31,,,24888,19772711,19772711,03/15/2016
1998,Ontario,32,,,4692,3849774,3849774,03/15/2016
1998,Orange,33,,,11006,10586796,10586796,03/15/2016
1998,Orleans,34,,,2254,1663328,1663328,03/15/2016
1998,Oswego,35,,,5900,3635053,3635053,03/15/2016
1998,Otsego,36,,,3611,2630054,2630054,03/15/2016
1998,Putnam,37,,,3027,4229073,4229073,03/15/2016
1998,Rensselaer,38,,,7965,6444580,6444580,03/15/2016
1998,Rockland,39,,,8107,12015749,12015749,03/15/2016
1998,St. Lawrence,40,,,6337,3638701,3638701,03/15/2016
1998,Saratoga,41,,,8188,6771738,6771738,03/15/2016
1998,Schenectady,42,,,9114,7705929,7705929,03/15/2016
1998,Schoharie,43,,,1793,1099760,1099760,03/15/2016
1998,Schuyler,44,,,1126,628294,628294,03/15/2016
1998,Seneca,45,,,2132,1366046,1366046,03/15/2016
1998,Steuben,46,,,6054,3725350,3725350,03/15/2016
1998,Suffolk,47,,,53106,64263746,64263746,03/15/2016
1998,Sullivan,48,,,3789,2844007,2844007,03/15/2016
1998,Tioga,49,,,2735,2095944,2095944,03/15/2016
1998,Tompkins,50,,,2993,2382294,2382294,03/15/2016
1998,Ulster,51,,,8758,7434761,7434761,03/15/2016
1998,Warren,52,,,3602,2179919,2179919,03/15/2016
1998,Washington,53,,,3642,2600680,2600680,03/15/2016
1998,Wayne,54,,,4379,3377315,3377315,03/15/2016
1998,Westchester,55,,,26482,51210917,51210917,03/15/2016
1998,Wyoming,56,,,2186,1502822,1502822,03/15/2016
1998,Yates,57,,,1481,881067,881067,03/15/2016
1998,New York City,65,,,99003,31797998,31797998,03/15/2016
