InspectionID,CSNumber,CS Overall Condition,CS Litter,CS Graffiti,CS Amenities,CS Structural
41111,1,U,N,N,U,N
97885,1,N,N,N,N,N
60432,1,N,N,N,N,N
95560,1,N,N,N,N,N
90922,1,A,A,A,U,A
76633,1,A,A,A,A,A
76629,1,A,A,A,A,A
44698,1,A,A,A,A,A
117772,1,A,A,A,A,A
96503,1,A,A,A,A,A
119600,2,A,A,A,A,U
47560,1,A,A,A,A,A
90052,1,A,A,A,A,A
93800,1,N,N,N,N,N
81870,1,N,N,N,N,N
97433,1,A,A,A,A,A
35356,1,A,A,A,A,A
63005,1,A,A,A,A,A
119016,1,A,A,A,A,A
35759,1,A,A,A,A,A
116932,1,A,A,A,A,A
45617,1,,,,,
115141,1,A,A,A,A,A
35323,1,U,A,A,U,U
119837,1,A,A,A,A,A
116530,1,A,A,A,A,A
44313,1,N,N,N,N,N
39708,1,A,A,A,U,A
66764,1,A,A,A,A,A
79647,1,U,A,A,U,A
90101,1,N,N,N,N,N
113691,1,U,U/S,A,U,U
52093,1,A,A,A,A,A
105881,1,U,A,A,U,U/S
47258,1,N,N,N,N,N
72748,1,A,A,A,A,A
49693,1,A,A,A,U,A
52576,2,N,N,N,N,N
64302,1,A,A,A,A,A
69724,1,A,A,A,A,A
54124,1,A,A,A,A,A
88796,1,U,A,A,A,U/S
36574,1,U,A,A,U/S,A
44952,1,N,N,N,N,N
53923,1,A,A,A,A,A
107601,1,N,N,N,N,N
52751,1,A,A,A,U,A
34784,1,U,U,U,U,U
120690,1,A,A,A,A,A
114054,1,N,N,N,N,N
106421,1,A,A,A,A,A
120013,1,N,N,N,N,N
73629,1,A,A,A,A,A
51600,1,N,N,N,N,N
51509,1,A,U,A,A,A
34233,1,A,A,A,U,A
119020,1,N,N,N,N,N
39715,1,A,A,A,A,A
103189,1,U,U/S,A,U,U/S
117986,1,A,A,A,U,A
66714,1,A,A,A,A,A
82926,1,A,A,A,A,A
121774,1,A,A,A,U,A
108526,1,U,N,N,N,N
102311,1,A,A,A,A,A
86801,1,A,A,A,U,A
70155,1,A,A,A,A,U
95434,1,A,A,A,A,A
45621,1,N,N,N,N,N
51293,1,U,A,A,U/S,U/S
80165,1,A,A,A,A,A
107576,1,A,A,A,A,A
106712,1,A,A,A,A,A
61172,1,U,U/S,A,A,A
46446,1,A,U,A,A,A
63300,1,N,N,N,N,N
102078,1,A,A,A,A,A
92177,1,A,A,A,A,A
121035,1,N,N,N,N,N
34640,1,N,N,N,N,N
108209,1,A,A,A,A,A
118276,1,U,U,A,U,U
120620,1,A,A,A,A,A
81140,1,A,A,A,A,A
102753,1,A,A,A,U,A
80319,1,A,A,A,A,A
43098,1,N,N,N,N,N
113379,1,N,N,N,N,N
105869,1,A,A,A,A,A
120587,1,N,N,N,N,N
102549,1,U,A,A,A,U/S
71892,1,A,A,A,A,A
93596,1,N,N,N,N,N
56090,1,A,A,A,A,A
92240,1,A,A,A,A,A
86783,1,A,A,A,A,A
62893,1,N,N,N,N,N
115167,1,A,A,A,A,A
106248,1,A,A,A,A,A
50223,1,A,A,A,U,A
117606,1,A,A,A,U,A
97955,1,A,A,A,A,A
105589,1,A,A,A,A,A
77726,1,A,A,A,A,A
97317,1,U,N,N,N,N
39485,1,U,N,N,N,N
114483,1,A,A,A,A,A
74492,1,N,N,N,N,N
54356,1,A,A,A,U,A
44232,1,U,A,A,U/S,U
88298,1,U,N,N,N,N
100482,1,U,U/S,A,A,A
122172,1,A,A,A,A,A
70937,1,N,N,N,N,N
81925,1,U,U,A,U,A
50271,1,A,A,A,A,A
106172,1,A,N,N,N,N
54874,1,A,A,A,A,A
91467,1,A,A,A,A,A
75031,1,A,A,A,A,A
87129,1,A,A,A,A,A
93051,1,A,A,A,A,A
89578,1,A,A,A,A,A
69739,1,A,A,A,U,A
43599,1,A,A,A,U,A
71535,1,A,A,A,U,A
35797,1,U,N,N,N,N
100139,2,N,N,N,N,N
120761,1,N,N,N,N,N
77703,1,A,A,A,A,A
91284,1,A,A,A,A,A
117166,1,A,A,A,A,A
94850,1,A,A,A,A,A
45546,1,A,A,A,U,A
79383,1,A,A,A,A,A
49966,1,A,A,A,A,A
109717,1,A,A,A,A,U
109456,1,A,N,N,N,N
108819,1,A,A,A,A,A
40081,1,U,U/S,A,U,U/S
71632,1,N,N,N,N,N
94470,1,N,N,N,N,N
57746,1,A,A,A,U,A
52151,1,N,N,N,N,N
117072,1,N,N,N,N,N
45669,1,,,,,
118902,1,U,A,A,U,U/S
81854,1,A,A,A,A,A
92653,1,U,N,N,N,N
70358,1,A,A,A,A,A
115589,1,A,A,A,A,A
47052,1,A,A,A,U,A
117718,1,A,A,A,A,A
40412,1,U,N,N,N,N
82781,1,A,A,A,A,A
79004,1,A,A,A,A,A
60331,1,A,A,A,U,A
119460,1,A,A,A,U,A
46445,1,U,A,A,U/S,A
104686,1,A,A,A,A,A
122040,1,A,A,A,A,A
50042,1,N,N,N,N,N
77577,1,A,A,A,A,A
67446,1,A,A,A,A,A
90600,1,A,A,A,A,A
72716,1,U,A,A,U,A
46220,1,U,U,A,U,A
34690,1,A,A,A,A,A
72522,1,A,A,A,A,A
113512,1,N,N,N,N,N
99851,1,N,N,N,N,N
79012,1,A,A,A,A,A
100815,1,N,N,N,N,N
91225,1,A,A,A,A,A
69592,1,U,U,A,U,U
71936,1,U,A,A,U/S,A
70321,1,A,A,A,U,A
54134,1,A,A,A,A,A
67020,1,U,N,N,N,N
77228,1,A,A,A,U,A
42916,1,N,N,N,N,N
107017,1,A,A,A,A,A
68203,1,A,A,A,A,A
119727,2,A,A,A,A,A
92799,1,A,A,A,U,A
95460,1,A,A,A,A,A
40132,1,A,A,A,A,A
61219,1,U,A,A,A,A
103648,1,A,A,A,A,A
42352,1,A,A,A,U,A
77739,1,A,A,A,A,A
120771,1,A,A,A,A,A
83420,1,A,A,A,A,A
120706,1,N,N,N,N,N
119961,1,N,N,N,N,N
82193,1,A,A,A,A,A
60061,1,A,A,A,A,A
90729,1,A,A,A,A,A
99901,1,A,A,A,A,A
108665,1,N,N,N,N,N
71116,1,N,N,N,N,N
104565,1,A,A,A,A,A
36725,1,U,N,N,N,N
86630,1,A,A,A,A,A
56743,1,A,A,A,A,A
45130,1,U,A,A,A,U/S
56861,1,U,A,A,U,U
63399,1,U,U,A,U,A
106652,1,A,A,A,A,A
115665,1,A,A,A,A,A
66866,1,U,N,N,N,N
105485,1,N,N,N,N,N
81771,1,U,N,N,N,N
78493,1,A,A,A,A,A
112340,1,A,A,A,A,A
100567,1,A,A,A,A,A
89526,1,N,N,N,N,N
113882,1,N,N,N,N,N
97361,1,U,N,N,N,N
64929,1,A,A,A,U,A
39965,1,U,A,A,A,U/S
77240,1,A,A,A,A,A
120755,1,A,A,A,A,A
86253,1,A,A,A,U,A
46854,1,A,A,A,A,A
100718,1,A,A,A,A,A
36936,1,A,A,A,U,A
67411,1,N,N,N,N,N
89716,1,U,A,A,A,U/S
82967,1,U,N,N,N,N
36935,1,A,A,A,A,A
94979,1,A,A,A,A,A
69019,1,A,A,A,A,A
68473,1,N,N,N,N,N
67963,1,A,A,A,A,A
85162,1,A,A,A,A,A
70775,1,U,U/S,A,A,A
56362,1,A,U,A,A,A
87535,1,A,A,A,U,A
85212,1,U,A,A,U,U/S
69534,1,N,N,N,N,N
91161,1,A,A,A,A,A
66027,1,A,A,A,A,A
97964,1,A,A,A,A,A
107056,1,A,A,A,U,A
47499,1,U,A,A,A,A
103334,1,U,A,A,U,A
89248,1,A,A,A,A,A
100604,1,N,N,N,N,N
35195,1,A,A,A,A,A
53524,1,A,A,A,A,A
120832,1,A,A,A,A,A
80110,1,A,A,A,A,A
58862,1,A,A,A,U,A
120214,1,A,A,A,A,A
120915,1,A,A,A,A,A
106795,1,A,A,A,U,A
94909,1,A,U,A,A,A
59107,1,A,A,A,A,A
86353,1,A,A,A,A,A
36791,1,A,A,A,A,A
102415,1,U,U/S,A,A,A
108054,1,A,A,A,A,A
111506,1,U,A,A,U,U/S
121356,1,N,N,N,N,N
79324,1,A,A,A,A,A
114094,1,A,A,A,A,A
32557,1,A,A,A,U,A
101637,1,A,A,A,A,A
46530,1,U,A,A,U/S,A
74793,1,N,N,N,N,N
109644,1,N,A,N,A,N
89394,1,A,A,A,A,A
120686,1,A,A,A,A,A
111049,1,A,A,A,A,A
57266,1,A,A,A,A,A
96991,1,A,A,A,A,A
83575,1,A,A,A,A,A
118092,1,A,A,A,U,A
70297,1,N,N,N,N,N
81596,1,A,A,A,U,A
96629,1,N,N,N,N,N
61613,1,U,N,N,N,N
110413,2,A,A,A,A,A
92473,1,A,A,A,A,A
116112,1,A,A,A,A,A
115739,1,N,N,N,N,N
91914,1,N,N,N,N,N
95738,1,A,A,A,A,A
102389,1,A,A,A,U,A
79412,1,A,A,A,A,A
53183,1,A,A,A,A,A
113917,1,N,N,N,N,N
103852,1,A,A,A,A,U
41902,1,U,A,A,A,U/S
118351,1,N,N,N,N,N
60424,1,A,A,A,A,A
49775,1,A,A,A,A,U
115647,1,A,A,A,A,A
57646,1,A,A,A,U,A
94912,1,N,N,N,N,N
89001,1,N,N,N,N,N
73308,1,A,A,A,A,A
110660,1,A,A,A,A,A
43286,1,A,A,A,A,A
82665,1,A,A,A,A,A
120281,1,A,A,A,A,A
82572,1,N,N,N,N,N
88444,1,U,N,N,N,N
47747,1,A,A,A,A,A
83054,1,A,A,A,A,A
83366,1,N,N,N,N,N
97434,1,A,A,A,A,A
90346,1,A,A,A,A,U
115611,1,A,A,A,A,A
113187,1,A,A,A,U,A
113049,1,N,N,N,N,N
49493,1,N,N,N,N,N
118120,1,A,A,A,A,A
75088,1,A,A,A,A,A
40283,1,U,N,N,N,N
63083,1,A,A,A,A,A
84242,1,A,A,A,A,A
61062,1,A,A,A,A,A
115094,1,A,A,A,A,A
73796,1,A,A,A,A,A
44398,1,A,A,A,U,A
73972,1,A,A,A,A,A
34949,1,N,N,N,N,N
113647,1,N,N,N,N,N
56987,1,U,A,A,A,U/S
103176,1,U,A,A,A,A
101530,1,A,A,A,A,A
70466,1,A,A,A,U,A
112238,1,U,N,N,N,N
96392,1,A,A,A,A,A
97271,2,U,U/S,A,A,A
111731,1,U,N,N,N,N
116322,1,A,A,A,U,A
63644,1,N,N,N,N,N
107263,1,A,A,A,A,A
103077,1,A,A,A,A,A
117615,1,A,A,A,U,A
53655,1,A,A,A,U,A
62047,1,A,A,A,A,A
35112,1,U,N,N,N,N
60874,1,U,N,N,N,N
119818,1,A,A,A,A,A
66386,1,U,N,N,N,N
74208,1,U,U/S,A,A,A
35127,1,U,N,N,N,N
52742,1,N,N,N,N,N
44344,1,A,A,A,A,A
113347,1,A,A,A,A,A
64700,1,A,A,A,A,A
118089,1,A,A,A,A,A
86499,1,U,A,A,U,U
103567,1,A,A,A,U,A
95535,1,A,A,A,A,A
108618,1,A,A,A,A,A
95533,1,U,U,A,A,U/S
111282,1,N,A,N,A,N
56715,1,A,A,A,A,A
69645,1,A,A,A,U,A
79688,1,U,A,A,A,U/S
78882,1,A,A,A,A,A
99235,1,A,A,A,A,A
122012,1,A,A,A,A,A
113533,1,A,A,A,A,A
45307,1,A,U,A,A,A
50657,1,A,A,A,A,A
42457,1,N,N,N,N,N
106933,1,N,N,N,N,N
92668,1,A,A,A,A,A
80831,1,A,A,A,U,A
34525,1,N,N,N,N,N
64568,1,A,A,A,U,A
45828,1,N,N,N,N,N
71848,1,N,N,N,N,N
92610,1,A,A,A,A,A
111111,1,A,A,A,A,A
97899,1,U,U/S,A,U,U/S
61819,1,A,A,A,U,A
100127,1,A,A,A,A,A
33766,1,U,U,U,U,U
42675,1,N,N,N,N,N
74653,1,A,A,A,A,A
119177,1,A,A,A,A,A
109501,1,N,N,N,N,N
65554,1,N,N,N,N,N
101113,1,A,A,A,A,A
110358,1,N,A,N,A,N
121839,1,A,A,A,U,A
57334,1,A,A,A,A,A
45440,1,A,A,A,A,A
45832,1,N,N,N,N,N
109005,1,U,A,A,A,A
105161,1,A,A,A,U,A
110676,1,A,A,A,A,A
105795,1,A,A,A,U,A
82748,1,A,A,A,A,A
91368,1,A,A,A,U,A
110329,1,N,N,N,N,N
61598,1,A,A,A,A,A
75862,1,A,A,A,A,A
114736,1,A,A,A,A,A
48788,1,A,A,A,A,A
107909,1,A,A,A,A,A
38544,1,A,A,A,A,A
46217,1,A,A,A,A,A
60516,1,N,N,N,N,N
105335,1,A,A,A,A,A
97925,1,A,U,A,A,A
61977,1,U,U/S,A,A,A
114618,2,A,A,A,A,A
96947,1,A,A,A,A,A
112847,1,A,A,A,A,A
105409,1,A,A,A,U,A
62290,1,U,N,N,N,N
43919,1,U,A,A,U,U
38771,1,N,N,N,N,N
103052,1,A,A,A,A,A
92576,1,A,A,A,U,A
97772,1,N,N,N,N,N
65599,1,N,N,N,N,N
61510,1,U,A,A,A,U/S
76079,1,U,N,N,N,N
112465,1,A,A,A,A,A
70876,1,A,A,A,U,A
91790,1,A,A,A,A,A
47646,1,N,N,N,N,N
45982,1,A,A,A,U,A
39878,1,U,A,A,U/S,A
69391,1,A,A,A,A,U
76588,1,A,A,A,U,A
48128,1,A,A,A,A,A
56473,1,A,A,A,A,A
43237,1,U,U,A,U,U
101536,1,A,A,A,U,A
50202,1,A,A,A,U,A
68009,1,A,A,A,A,A
102829,1,A,A,A,A,A
77638,1,A,A,A,A,A
102359,1,A,A,A,A,A
72252,1,N,N,N,N,N
118912,1,A,A,A,A,A
41204,1,A,A,A,A,A
44239,1,A,A,A,A,A
35540,1,U,A,A,U/S,A
96077,1,A,A,A,A,A
45810,1,N,N,N,N,N
105486,1,A,A,A,A,A
78123,1,A,A,A,A,A
92337,1,U,N,N,N,N
120628,1,U,A,U,U,U
122346,1,U,A,A,U,U
84384,1,U,A,A,U,U
113052,1,A,A,A,A,A
59300,1,N,N,N,N,N
41410,1,U,N,N,N,N
111293,1,N,A,N,A,N
80237,1,A,A,A,A,A
64364,1,N,N,N,N,N
85727,1,A,A,A,U,A
83816,2,U,A,A,U,A
113784,1,A,A,A,A,A
35874,1,N,N,N,N,N
69059,1,U,A,A,A,U/S
104299,1,A,A,A,A,A
77584,1,A,A,A,A,A
111799,1,A,U,A,A,A
114015,1,U,N,N,N,N
74485,1,U,A,A,A,U/S
109025,1,N,N,N,N,N
33230,1,U,A,A,U,U
70339,1,U,A,A,U,U
119440,1,A,A,A,A,A
71266,1,A,A,A,A,A
84341,1,A,A,A,A,A
91559,1,A,A,A,A,A
119456,1,A,A,A,A,A
116351,1,A,A,A,U,A
85541,1,A,A,A,A,U
116587,1,N,A,N,A,N
57214,1,A,A,A,U,A
48792,1,U,N,N,N,N
85743,1,A,A,A,A,A
114813,1,U,A,U/S,A,U/S
66252,1,U,U,A,U,A
92183,1,A,A,A,U,A
78464,1,A,A,A,A,A
92451,1,A,A,A,A,A
95323,1,N,N,N,N,N
91923,1,A,A,A,U,A
118115,1,A,A,A,U,A
117015,1,A,A,A,A,A
88145,1,A,A,A,A,A
95873,1,N,N,N,N,N
103690,1,A,A,U,A,A
73380,1,A,A,A,A,A
115528,1,U,A,A,A,A
105685,1,U,A,A,U/S,U
91658,1,A,A,A,A,A
42434,1,A,A,A,A,A
47161,1,A,A,A,A,A
56163,1,A,A,U,A,A
118147,1,A,A,A,U,A
62814,1,U,N,N,N,N
58476,1,A,A,A,U,A
101526,1,A,A,A,A,A
105202,1,A,A,A,A,A
87185,1,U,N,N,N,N
68741,1,A,A,A,A,A
113198,1,A,A,A,A,A
59826,1,U,U/S,A,A,A
88607,1,U,N,N,N,N
87931,1,N,N,N,N,N
36636,1,A,A,A,A,A
92761,1,A,A,A,A,A
53550,1,A,A,A,A,A
107035,1,A,A,A,A,A
51829,1,A,A,A,A,A
85716,1,U,U,A,U,U
50090,1,U,N,N,N,N
94424,1,A,A,A,A,A
82905,1,U,N,N,N,N
107831,1,A,A,A,A,A
62451,1,U,A,A,U/S,A
101192,1,U,N,N,N,N
59206,1,A,A,A,A,A
70515,1,U,U,A,U/S,U/S
76567,1,N,N,N,N,N
45002,1,A,A,A,U,A
97542,1,U,N,N,N,N
74411,1,A,A,A,A,A
41936,1,A,A,A,A,A
77768,1,A,A,A,A,A
85600,1,A,A,A,U,A
115707,1,A,A,A,A,A
41985,1,U,N,N,N,N
43358,1,A,A,A,A,A
88063,1,A,A,A,U,A
44318,1,A,A,A,U,A
110504,1,A,A,A,A,A
90589,1,A,A,A,A,A
112052,1,A,A,A,A,A
87682,1,A,A,A,A,A
83544,1,A,A,A,A,A
92206,1,A,A,A,A,A
112815,1,N,N,N,N,N
120817,1,A,A,A,A,A
44207,1,N,N,N,N,N
46514,1,A,A,A,A,A
62918,1,A,A,A,A,A
110405,1,A,A,A,U,A
79843,1,A,A,A,U,A
63651,1,N,N,N,N,N
39703,1,U,A,A,U/S,U/S
87916,1,A,A,A,A,U
101416,1,A,A,A,A,A
88480,1,U,N,N,N,N
76036,1,A,A,A,A,A
113353,1,A,A,A,A,A
106185,1,A,A,A,A,A
78878,1,A,A,A,A,A
118153,1,A,A,A,A,A
45371,1,A,U,A,A,A
61240,1,A,A,A,A,A
46136,1,A,U/S,A,U,A
34443,1,N,N,N,N,N
82080,1,U,A,A,U,U/S
117737,1,A,A,A,A,A
49065,1,A,A,A,A,A
112361,1,A,A,A,A,A
102351,1,A,A,A,A,A
109697,1,N,A,N,A,N
110908,1,A,A,A,A,A
70323,1,A,A,A,A,A
101098,1,A,A,A,A,A
77885,1,A,A,A,A,A
35469,1,U,N,N,N,N
121453,1,A,A,A,A,A
94458,1,A,A,A,A,A
67724,1,A,A,A,A,A
63862,1,N,N,N,N,N
83955,1,N,N,N,N,N
49584,1,A,A,A,A,A
62920,1,N,N,N,N,N
87145,1,A,A,A,A,A
45550,1,A,A,A,A,A
69987,1,U,A,A,U,U
52833,1,U,A,A,U/S,U/S
109011,1,A,A,A,A,A
103292,1,A,A,A,U,A
35064,1,A,A,A,A,A
122130,1,A,A,A,A,A
36185,1,U,A,A,U,U
49610,1,A,A,A,A,A
74203,1,A,A,A,U,A
57926,1,U,N,N,N,N
94137,1,A,A,A,A,U
44311,1,A,A,A,A,A
40178,1,A,A,A,U,A
113132,1,A,A,A,A,A
73562,1,A,A,A,A,A
95714,1,A,A,A,U,A
92500,1,A,A,A,A,A
40747,1,U,A,A,A,U/S
39835,1,U,A,A,A,U/S
109831,1,N,A,N,A,N
59744,1,U,A,A,A,A
65216,1,A,A,A,U,A
72537,1,A,A,A,A,A
44974,1,U,A,A,U,U
44181,1,A,A,A,U,A
118106,1,U,N,N,N,N
85690,1,A,A,A,A,A
67036,1,U,A,A,U/S,A
51427,1,N,N,N,N,N
58736,1,N,N,N,N,N
109273,1,A,A,A,A,A
68530,1,A,A,A,A,A
75711,1,U,A,A,U/S,A
64946,1,A,A,U,A,A
116740,1,A,A,A,A,A
108131,1,U,A,A,U,U/S
52927,1,N,N,N,N,N
56919,1,A,A,A,A,A
86677,1,A,A,A,A,A
64034,1,A,A,A,A,A
80755,1,A,A,A,U,A
118030,2,N,N,N,N,N
117200,1,N,A,N,A,N
96728,1,A,A,A,A,U
102381,1,N,N,N,N,N
111042,1,A,A,A,U,A
113452,1,A,A,A,A,A
53664,1,N,N,N,N,N
117094,1,N,N,N,N,N
94263,1,A,A,A,U,A
71736,1,A,A,A,U,A
61926,1,A,A,A,U,A
83249,1,A,A,A,A,A
94309,1,A,A,A,A,A
50483,1,A,A,A,A,A
39448,1,U,A,A,U/S,A
99434,2,U,N,N,N,N
89565,1,A,A,A,A,A
49732,1,U,N,N,N,N
81855,1,A,A,A,A,A
80986,1,A,A,A,A,A
64537,1,A,A,A,U,A
74205,1,A,A,A,A,A
116420,1,N,N,N,N,N
97100,1,A,A,A,A,A
96768,1,U,A,A,A,U/S
101249,1,U,U/S,A,U,U
49417,1,N,N,N,N,N
49116,1,A,A,A,A,A
121020,1,A,A,A,A,A
65102,1,A,A,A,A,A
33946,1,U,A,A,U,U/S
116339,1,A,A,A,A,A
106433,1,U,N,N,N,N
84095,1,A,A,A,A,A
113308,1,A,A,A,A,A
80223,1,A,A,A,A,A
62985,1,A,A,A,U,A
46266,1,N,N,N,N,N
95758,1,A,A,A,A,A
86135,1,A,A,A,A,A
71878,1,A,A,A,U,A
102124,1,A,A,A,A,A
79362,1,A,A,A,A,A
82063,1,A,A,A,A,A
87114,2,U,N,N,N,N
59816,1,A,A,A,U,A
111480,1,A,A,A,A,A
121242,1,A,A,A,A,A
78935,1,A,A,A,A,A
93157,1,N,N,N,N,N
71547,1,A,A,A,A,A
54909,1,U,A,A,U,A
93404,1,N,N,N,N,N
97250,1,A,A,A,A,A
121012,1,A,A,A,A,A
85640,1,A,A,A,A,A
58206,1,A,A,A,U,A
50772,1,U,A,A,U,U/S
68304,1,A,A,A,A,A
56545,1,A,A,A,A,A
100579,1,N,N,N,N,N
117237,1,A,A,A,A,A
87646,1,A,A,A,U,A
39142,1,U,N,N,N,N
107248,1,N,N,N,N,N
74615,1,A,A,A,U,A
98271,1,A,A,A,A,A
36762,1,U,A,A,U/S,A
71089,1,A,A,A,U,A
57921,1,N,N,N,N,N
45633,1,N,N,N,N,N
58362,1,A,A,A,A,A
66068,1,A,A,A,A,A
107322,1,A,A,A,A,A
81656,1,A,A,A,A,A
119218,1,N,N,N,N,N
95924,1,A,A,A,A,A
91691,1,A,A,A,A,A
103170,1,A,A,A,A,A
50849,1,A,A,A,A,A
92907,1,A,A,A,A,A
109474,1,A,A,A,A,A
117501,1,A,A,A,U,A
122071,1,A,A,A,U,A
95568,1,A,A,A,A,A
106297,1,A,A,A,A,A
73462,1,A,A,A,A,A
98560,1,U,U/S,A,U,A
61937,1,A,A,A,U,A
114273,1,A,A,A,A,U
60855,1,A,A,A,U,A
108476,1,U,A,A,U,U
40546,1,A,A,A,U,A
106142,1,A,A,A,U,A
87483,1,A,A,A,A,A
46109,1,U,A,A,U,A
113210,1,N,N,N,N,N
82808,1,A,A,A,A,A
75340,1,A,A,A,A,A
119828,1,A,A,A,A,A
112865,1,A,A,A,U,A
76339,1,A,U,A,A,A
119164,1,A,A,A,A,A
121234,1,A,A,A,A,A
110397,1,A,A,A,A,A
102424,1,U,U/S,A,U,A
83878,1,U,N,N,N,N
94914,1,A,A,A,A,A
37371,1,U,A,A,U,A
101065,1,A,A,A,A,A
88444,2,U,N,N,N,N
57440,1,N,N,N,N,N
52805,1,A,A,A,U,A
38424,1,A,A,A,A,A
68238,1,A,A,A,U,A
91293,1,U,N,N,N,U/S
45073,1,,,,,
74424,1,N,N,N,N,N
116891,1,N,A,N,U,N
66127,1,A,A,A,U,A
116319,1,A,A,A,A,A
113397,1,A,A,A,A,A
66702,1,A,A,A,U,A
57534,1,N,N,N,N,N
68080,1,A,A,A,A,A
108732,1,U,N,N,N,N
86483,1,U,A,A,U,A
93379,1,A,A,A,A,A
54288,1,A,A,A,A,A
75072,1,A,A,A,A,A
38651,1,U,U,A,U,U/S
119576,1,A,A,A,A,A
99246,1,A,A,A,A,A
84844,1,A,A,A,U,A
115893,1,N,N,N,N,N
103344,1,N,N,N,N,N
66261,1,N,N,N,N,N
41801,1,U,A,A,U/S,U
100361,1,N,N,N,N,N
121277,1,A,A,A,A,A
94721,1,A,A,A,A,A
80261,1,A,A,A,A,A
71479,1,N,N,N,N,N
85832,1,N,N,N,N,N
85277,1,A,A,A,U,A
110305,1,A,A,A,A,A
122196,1,N,N,N,N,N
84564,1,U,A,A,U,U/S
90288,1,A,A,A,A,A
101404,1,A,A,A,U,A
54126,1,A,A,A,U,A
80869,1,A,A,A,A,A
108431,1,A,A,A,A,A
106157,1,U,N,N,N,N
121932,1,A,A,A,A,A
104016,1,A,A,A,A,A
102505,1,A,A,A,A,A
67126,1,A,A,A,U,A
81645,1,A,A,A,A,A
72102,1,N,N,N,N,N
82798,1,N,N,N,N,N
67368,1,U,U,A,U,A
109345,1,A,A,A,A,A
34791,1,U,A,A,U,U
121144,1,A,A,A,A,A
58655,1,A,A,A,A,A
41906,1,U,A,A,A,U/S
76518,1,N,N,N,N,N
42985,1,A,A,A,U,A
45100,1,U,A,A,U/S,A
67986,1,A,U,A,A,A
117479,1,N,A,N,A,N
114997,1,A,A,A,A,A
68455,1,U,A,U,U,A
114674,1,A,A,A,A,A
91392,1,U,U,A,U,A
121702,1,N,N,N,N,N
34646,1,U,N,N,N,N
103001,1,A,A,A,A,A
66233,1,A,A,A,A,A
95508,1,N,N,N,N,N
84234,1,A,A,A,U,A
86049,1,A,A,A,A,A
91214,1,A,A,A,A,A
36106,1,A,A,A,U,A
67055,1,A,A,A,A,A
69561,1,A,A,A,A,A
42235,1,N,N,N,N,N
53476,1,A,A,A,U,A
97270,1,U,A,U,U,U
77526,1,A,A,A,A,A
53436,1,U,U,A,U/S,A
107802,1,A,A,A,A,U
50046,1,A,A,A,A,A
108340,1,A,A,A,A,A
104996,1,A,A,A,A,A
120278,1,U,A,A,U,U
108066,1,A,A,A,U,A
110451,1,A,A,A,A,A
35335,1,U,A,A,U/S,A
46025,1,A,A,A,A,A
49723,1,U,N,N,N,N
44636,1,U,U,A,U,U/S
113259,1,A,A,A,A,A
108750,1,A,A,A,A,A
58653,1,A,A,A,U,A
114212,1,A,A,A,A,A
88662,1,A,A,A,A,U
56468,1,N,N,N,N,N
121982,1,A,A,A,A,A
62123,1,U,N,N,N,N
117013,1,A,A,A,A,A
106941,1,A,A,A,A,A
75184,1,A,A,A,A,A
78264,1,A,A,A,A,A
34340,1,U,N,N,N,N
117484,1,N,A,N,A,N
73817,1,A,A,A,U,A
103620,1,A,A,A,A,U
67132,1,A,A,A,A,A
89729,1,A,A,A,A,A
32728,1,A,A,A,U,A
95388,1,N,N,N,N,N
83956,1,A,A,A,A,A
52216,1,U,A,U,U/S,U
103932,1,A,A,A,U,A
65185,1,N,N,N,N,N
117358,1,N,A,N,U,N
118469,1,A,A,A,A,A
110743,2,A,A,A,A,A
46355,1,N,N,N,N,N
97660,1,U,U/S,A,U,U
45508,1,A,A,A,A,A
119204,1,A,A,A,A,A
106419,1,N,N,N,N,N
114205,1,A,A,A,A,A
61919,1,A,A,A,A,A
110470,1,N,A,N,A,N
107760,1,A,A,A,A,A
43205,1,A,A,A,A,U/S
60207,1,A,A,A,A,U
57670,1,N,N,N,N,N
57478,1,U,A,A,U/S,U/S
61921,1,A,A,A,U,A
38384,1,A,A,A,A,A
74771,1,A,A,A,A,A
99834,1,A,A,A,A,A
105238,1,A,A,A,A,A
63199,1,A,A,A,A,A
114990,1,A,A,A,A,A
101577,1,A,A,A,A,A
92779,1,A,A,A,A,A
47317,1,A,A,A,U,A
58626,1,N,N,N,N,N
47796,1,A,A,U,A,A
114392,1,A,A,A,A,A
59980,1,A,A,A,U,A
108304,1,A,A,A,A,A
104197,1,A,A,A,A,A
98453,1,A,A,A,U,A
101072,1,A,A,A,A,A
57319,1,A,A,A,A,A
72550,1,U,A,A,U,U
99765,1,A,A,A,A,A
77575,1,N,N,N,N,N
113074,1,U,U/S,A,A,U/S
104327,1,A,A,A,U,A
111282,2,N,A,N,A,N
64469,1,N,N,N,N,N
120762,1,N,N,N,N,N
86595,1,A,A,A,A,A
104833,1,A,A,A,A,A
60681,1,A,A,A,A,A
42897,1,A,A,A,A,A
74030,1,A,U,A,A,A
109748,1,A,A,A,A,A
110942,1,A,A,A,A,A
49219,1,A,A,A,A,A
35652,1,N,N,N,N,N
106761,1,A,A,A,A,A
116510,1,A,A,A,A,A
57141,1,A,A,A,A,A
119371,1,A,A,A,A,A
118753,1,A,A,A,A,A
69635,1,A,A,A,A,A
56134,1,A,A,A,A,A
86785,1,A,A,A,A,A
98975,1,A,A,A,U,A
58184,1,A,A,A,U,U/S
