Reporting Area,MMWR Year,MMWR Week,"Hepatitis B, perinatal infection, Current week","Hepatitis B, perinatal infection, Current week, flag","Hepatitis B, perinatal infection, Previous 52 weeks Max†","Hepatitis B, perinatal infection, Previous 52 weeks Max† , flag","Hepatitis B, perinatal infection, Cum 2020†","Hepatitis B, perinatal infection, Cum 2020†, flag","Hepatitis B, perinatal infection, Cum 2019†","Hepatitis B, perinatal infection, Cum 2019†, flag","Hepatitis C, acute§, Confirmed, Current week","Hepatitis C, acute§, Confirmed, Current week, flag","Hepatitis C, acute§, Confirmed, Previous 52 weeks Max†","Hepatitis C, acute§, Previous 52 weeks Max† , flag","Hepatitis C, acute§, Confirmed, Cum 2020†","Hepatitis C, acute§, Confirmed, Cum 2020†, flag","Hepatitis C, acute§, Confirmed, Cum 2019†","Hepatitis C, acute§, Confirmed, Cum 2019†, flag","Hepatitis C, acute§,  Probable, Current week","Hepatitis C, acute§, Probable, Current week, flag","Hepatitis C, acute§, Probable, Previous 52 weeks Max†","Hepatitis C, acute§, Probable, Previous 52 weeks Max† , flag","Hepatitis C, acute§, Probable, Cum 2020†","Hepatitis C, acute§, Probable, Cum 2020†, flag","Hepatitis C, acute§, Probable, Cum 2019†","Hepatitis C, acute§, Probable, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
TEXAS,2020,9,,-,0,,,-,,-,,-,4,,2,,10,,,-,1,,1,,,NP,TEXAS,,20200947,POINT (-99.317341 31.447238)
ALASKA,2020,9,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,ALASKA,,20200958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,9,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,NP,DISTRICT OF COLUMBIA,,20200930,POINT (-77.016275 38.904785)
WASHINGTON,2020,9,,-,0,,,-,,-,,-,4,,6,,10,,,-,0,,,-,,NP,WASHINGTON,,20200962,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,9,,-,1,,,-,1,,,-,7,,15,,42,,,-,2,,6,,,NP,,NEW ENGLAND,20200902,
RHODE ISLAND,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,RHODE ISLAND,,20200907,POINT (-71.534637 41.572574)
OREGON,2020,9,,-,0,,,-,,-,,-,3,,7,,2,,1,,2,,4,,,NP,OREGON,,20200961,POINT (-120.605279 43.940449)
DELAWARE,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,DELAWARE,,20200929,POINT (-75.452394 38.994926)
ALABAMA,2020,9,,-,0,,,-,,-,,-,1,,,-,2,,,-,1,,1,,,NP,ALABAMA,,20200939,POINT (-86.844516 32.756889)
KANSAS,2020,9,,-,0,,,-,,-,,-,2,,,-,5,,,-,0,,,-,,NP,KANSAS,,20200922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,9,,-,0,,,-,1,,,-,8,,5,,31,,,-,1,,1,,,NP,NORTH CAROLINA,,20200934,POINT (-79.130883 35.52603)
GUAM,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,GUAM,,20200966,POINT (144.653198 13.3532)
NEW JERSEY,2020,9,,-,0,,,-,,-,,-,4,,2,,14,,,-,1,,1,,,NP,NEW JERSEY,,20200910,POINT (-74.655514 40.110253)
NEW MEXICO,2020,9,,-,0,,,-,,-,,-,3,,,-,7,,,-,0,,,-,,NP,NEW MEXICO,,20200954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,9,,-,1,,1,,,-,2,,35,,59,,173,,2,,6,,19,,,NP,,EAST NORTH CENTRAL,20200914,
TENNESSEE,2020,9,,-,1,,,-,,-,,-,8,,20,,39,,3,,4,,17,,,NP,TENNESSEE,,20200942,POINT (-86.343226 35.842998)
CONNECTICUT,2020,9,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,NP,CONNECTICUT,,20200903,POINT (-72.738288 41.575155)
MARYLAND,2020,9,,-,0,,,-,,-,,-,3,,8,,4,,,-,1,,1,,,NP,MARYLAND,,20200933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,9,,-,0,,,-,,-,,-,2,,1,,4,,,-,0,,,-,,NP,SOUTH CAROLINA,,20200935,POINT (-80.864614 33.878572)
OKLAHOMA,2020,9,,-,0,,,-,,-,,-,5,,,-,1,,,-,0,,,-,,NP,OKLAHOMA,,20200946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTHERN MARIANA ISLANDS,,20200965,POINT (145.725693 15.1834)
OHIO,2020,9,,-,1,,1,,,-,2,,11,,40,,80,,2,,4,,16,,,NP,OHIO,,20200918,POINT (-82.70936 40.415534)
MINNESOTA,2020,9,,-,0,,,-,,-,2,,5,,11,,11,,,-,1,,1,,,NP,MINNESOTA,,20200923,POINT (-94.198308 46.349153)
LOUISIANA,2020,9,,-,0,,,-,,-,,-,2,,1,,1,,,-,1,,1,,,NP,LOUISIANA,,20200945,POINT (-91.840238 30.921314)
HAWAII,2020,9,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,HAWAII,,20200960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,9,,-,1,,,-,3,,1,,46,,55,,166,,1,,5,,22,,,NP,,SOUTH ATLANTIC,20200928,
PENNSYLVANIA,2020,9,,-,1,,,-,1,,,-,8,,2,,36,,,-,2,,5,,,NP,PENNSYLVANIA,,20200913,POINT (-77.838886 40.896694)
UTAH,2020,9,,-,0,,,-,,-,,-,7,,9,,30,,3,,3,,11,,,NP,UTAH,,20200955,POINT (-111.678222 39.323779)
COLORADO,2020,9,,-,0,,,-,1,,,-,3,,1,,4,,,-,0,,,-,,NP,COLORADO,,20200950,POINT (-105.547832 38.998552)
VERMONT,2020,9,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,VERMONT,,20200908,POINT (-72.662695 44.075252)
KENTUCKY,2020,9,,-,0,,,-,,-,1,,9,,17,,25,,4,,4,,18,,,NP,KENTUCKY,,20200940,POINT (-85.290484 37.526683)
PUERTO RICO,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,PUERTO RICO,,20200967,POINT (-66.414655 18.215692)
MAINE,2020,9,,-,1,,,-,,-,,-,3,,13,,8,,,-,1,,3,,,NP,MAINE,,20200904,POINT (-69.06137 45.117911)
VIRGINIA,2020,9,,-,0,,,-,2,,1,,5,,10,,13,,1,,1,,2,,,NP,VIRGINIA,,20200936,POINT (-78.666382 37.510861)
ARIZONA,2020,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,ARIZONA,,20200949,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,AMERICAN SAMOA,20200964,
WISCONSIN,2020,9,,-,0,,,-,,-,,-,7,,2,,13,,,-,0,,,-,,NP,WISCONSIN,,20200919,POINT (-89.732969 44.639954)
IDAHO,2020,9,,-,0,,,-,,-,,-,2,,1,,6,,,-,0,,,-,,NP,IDAHO,,20200951,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,VIRGIN ISLANDS,,20200968,POINT (-64.840836 18.060868)
MICHIGAN,2020,9,,-,0,,,-,,-,,-,5,,13,,22,,,-,1,,2,,,NP,MICHIGAN,,20200917,POINT (-85.730977 44.874798)
GEORGIA,2020,9,,-,0,,,-,,-,,-,5,,2,,17,,,-,0,,,-,,NP,GEORGIA,,20200932,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,9,,-,1,,,-,,-,,-,4,,7,,,-,,-,3,,7,,,NP,,NEW YORK CITY,20200912,
ARKANSAS,2020,9,,-,0,,,-,,-,,-,8,,10,,10,,,-,1,,4,,,NP,ARKANSAS,,20200944,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,9,,-,0,,,-,,-,,-,2,,8,,,-,,-,1,,1,,,NP,MISSISSIPPI,,20200941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,9,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,NP,SOUTH DAKOTA,,20200927,POINT (-100.230491 44.43614)
WYOMING,2020,9,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,NP,WYOMING,,20200956,POINT (-107.55145 42.999627)
MISSOURI,2020,9,,-,1,,,-,,-,,-,3,,2,,11,,,-,0,,,-,,NP,MISSOURI,,20200924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,9,1,,1,,1,,1,,3,,16,,33,,85,,,-,4,,17,,,NP,,MIDDLE ATLANTIC,20200909,
CALIFORNIA,2020,9,,-,1,,,-,1,,,-,10,,6,,34,,,-,1,,2,,,NP,CALIFORNIA,,20200959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,9,,-,0,,,-,,-,,-,5,,,-,9,,,-,1,,2,,,NP,WEST VIRGINIA,,20200937,POINT (-80.613729 38.642579)
FLORIDA,2020,9,,-,1,,,-,,-,,-,36,,29,,88,,,-,5,,16,,,NP,FLORIDA,,20200931,POINT (-82.420978 28.260731)
MONTANA,2020,9,,-,0,,,-,,-,,-,1,,,-,5,,,-,0,,,-,,NP,MONTANA,,20200952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,9,,-,1,,,-,,-,2,,7,,15,,32,,,-,1,,2,,,NP,,WEST NORTH CENTRAL,20200920,
MASSACHUSETTS,2020,9,,-,0,,,-,1,,,-,6,,1,,29,,,-,0,,,-,,NP,MASSACHUSETTS,,20200905,POINT (-71.481104 42.151077)
MOUNTAIN,2020,9,,-,1,,,-,1,,,-,9,,12,,57,,3,,3,,11,,,NP,,MOUNTAIN,20200948,
INDIANA,2020,9,,-,0,,,-,,-,,-,22,,,-,38,,,-,0,,,-,,NP,INDIANA,,20200916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,NON-US RESIDENTS,20200969,
US TERRITORIES,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,US TERRITORIES,20200963,
MASSACHUSETTS,2020,16,,-,0,,,-,1,,,-,6,,1,,55,,,-,0,,,-,,NP,MASSACHUSETTS,,20201605,POINT (-71.481104 42.151077)
MOUNTAIN,2020,16,,-,1,,1,,1,,1,,10,,30,,88,,1,,4,,23,,,NP,,MOUNTAIN,20201648,
TOTAL,2020,10,1,,2,,3,,7,,17,,113,,309,,763,,14,,19,,148,,,NP,,TOTAL,20201070,
US RESIDENTS,2020,10,1,,2,,3,,7,,17,,113,,309,,763,,14,,19,,148,,,NP,,US RESIDENTS,20201001,
NEW HAMPSHIRE,2020,10,,-,0,,,-,,-,,-,1,,1,,5,,,-,2,,3,,,NP,NEW HAMPSHIRE,,20201006,POINT (-71.57139 43.680429)
NEW YORK,2020,10,,-,1,,1,,,-,1,,14,,23,,38,,3,,2,,7,,,NP,NEW YORK,,20201011,POINT (-75.59655 42.921241)
PACIFIC,2020,10,,-,1,,,-,1,,1,,13,,22,,52,,1,,2,,7,,,NP,,PACIFIC,20201057,
WEST SOUTH CENTRAL,2020,10,,-,0,,,-,,-,,-,11,,11,,24,,,-,2,,8,,,NP,,WEST SOUTH CENTRAL,20201043,
NEBRASKA,2020,10,,-,0,,,-,,-,,-,1,,,-,1,,,-,1,,1,,,NP,NEBRASKA,,20201025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,10,,-,1,,,-,,-,,-,12,,45,,76,,2,,8,,38,,,NP,,EAST SOUTH CENTRAL,20201038,
NORTH DAKOTA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTH DAKOTA,,20201026,POINT (-100.46931 47.446305)
NEVADA,2020,10,,-,0,,,-,,-,,-,2,,1,,4,,,-,0,,,-,,NP,NEVADA,,20201053,POINT (-114.916992 39.283294)
ILLINOIS,2020,10,,-,0,,,-,,-,,-,5,,5,,25,,,-,1,,1,,,NP,ILLINOIS,,20201015,POINT (-89.148632 40.124144)
IOWA,2020,10,,-,0,,,-,,-,,-,1,,1,,3,,,-,0,,,-,,NP,IOWA,,20201021,POINT (-93.500061 42.074659)
TEXAS,2020,10,,-,0,,,-,,-,,-,4,,4,,12,,,-,1,,1,,,NP,TEXAS,,20201047,POINT (-99.317341 31.447238)
ALASKA,2020,10,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,ALASKA,,20201058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,10,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,NP,DISTRICT OF COLUMBIA,,20201030,POINT (-77.016275 38.904785)
WASHINGTON,2020,10,,-,0,,,-,,-,,-,4,,6,,10,,,-,0,,,-,,NP,WASHINGTON,,20201062,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,10,,-,1,,,-,1,,1,,7,,16,,48,,,-,2,,6,,,NP,,NEW ENGLAND,20201002,
RHODE ISLAND,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,RHODE ISLAND,,20201007,POINT (-71.534637 41.572574)
OREGON,2020,10,,-,0,,,-,,-,1,,3,,9,,4,,1,,2,,4,,,NP,OREGON,,20201061,POINT (-120.605279 43.940449)
DELAWARE,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,DELAWARE,,20201029,POINT (-75.452394 38.994926)
ALABAMA,2020,10,,-,0,,,-,,-,,-,2,,,-,4,,,-,1,,1,,,NP,ALABAMA,,20201039,POINT (-86.844516 32.756889)
KANSAS,2020,10,,-,0,,,-,,-,,-,2,,,-,5,,,-,0,,,-,,NP,KANSAS,,20201022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,10,,-,0,,,-,1,,,-,8,,5,,32,,,-,1,,1,,,NP,NORTH CAROLINA,,20201034,POINT (-79.130883 35.52603)
GUAM,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,GUAM,,20201066,POINT (144.653198 13.3532)
NEW JERSEY,2020,10,,-,0,,,-,,-,,-,4,,2,,16,,,-,1,,1,,,NP,NEW JERSEY,,20201010,POINT (-74.655514 40.110253)
NEW MEXICO,2020,10,,-,0,,,-,,-,,-,1,,1,,7,,,-,0,,,-,,NP,NEW MEXICO,,20201054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,10,,-,1,,1,,,-,1,,37,,63,,196,,1,,6,,20,,,NP,,EAST NORTH CENTRAL,20201014,
TENNESSEE,2020,10,,-,1,,,-,,-,,-,9,,20,,41,,,-,4,,16,,,NP,TENNESSEE,,20201042,POINT (-86.343226 35.842998)
CONNECTICUT,2020,10,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,NP,CONNECTICUT,,20201003,POINT (-72.738288 41.575155)
MARYLAND,2020,10,1,,0,,1,,,-,1,,3,,13,,6,,,-,1,,2,,,NP,MARYLAND,,20201033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,10,,-,0,,,-,,-,,-,2,,1,,4,,,-,1,,1,,,NP,SOUTH CAROLINA,,20201035,POINT (-80.864614 33.878572)
OKLAHOMA,2020,10,,-,0,,,-,,-,,-,5,,,-,1,,,-,0,,,-,,NP,OKLAHOMA,,20201046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTHERN MARIANA ISLANDS,,20201065,POINT (145.725693 15.1834)
OHIO,2020,10,,-,1,,1,,,-,1,,11,,43,,89,,1,,4,,17,,,NP,OHIO,,20201018,POINT (-82.70936 40.415534)
MINNESOTA,2020,10,,-,0,,,-,,-,,-,5,,13,,12,,,-,0,,,-,,NP,MINNESOTA,,20201023,POINT (-94.198308 46.349153)
LOUISIANA,2020,10,,-,0,,,-,,-,,-,2,,,-,2,,,-,2,,3,,,NP,LOUISIANA,,20201045,POINT (-91.840238 30.921314)
HAWAII,2020,10,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,HAWAII,,20201060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,10,1,,1,,1,,3,,3,,46,,69,,181,,,-,6,,29,,,NP,,SOUTH ATLANTIC,20201028,
PENNSYLVANIA,2020,10,,-,1,,,-,1,,1,,8,,4,,37,,1,,2,,7,,,NP,PENNSYLVANIA,,20201013,POINT (-77.838886 40.896694)
UTAH,2020,10,,-,0,,,-,,-,,-,7,,13,,32,,1,,4,,12,,,NP,UTAH,,20201055,POINT (-111.678222 39.323779)
COLORADO,2020,10,,-,0,,,-,1,,,-,3,,1,,5,,,-,0,,,-,,NP,COLORADO,,20201050,POINT (-105.547832 38.998552)
VERMONT,2020,10,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,VERMONT,,20201008,POINT (-72.662695 44.075252)
KENTUCKY,2020,10,,-,0,,,-,,-,,-,9,,17,,31,,2,,4,,20,,,NP,KENTUCKY,,20201040,POINT (-85.290484 37.526683)
PUERTO RICO,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,PUERTO RICO,,20201067,POINT (-66.414655 18.215692)
MAINE,2020,10,,-,1,,,-,,-,1,,3,,14,,9,,,-,1,,3,,,NP,MAINE,,20201004,POINT (-69.06137 45.117911)
VIRGINIA,2020,10,,-,0,,,-,2,,2,,5,,12,,15,,,-,3,,4,,,NP,VIRGINIA,,20201036,POINT (-78.666382 37.510861)
ARIZONA,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,ARIZONA,,20201049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,AMERICAN SAMOA,20201064,
WISCONSIN,2020,10,,-,0,,,-,,-,,-,6,,2,,15,,,-,0,,,-,,NP,WISCONSIN,,20201019,POINT (-89.732969 44.639954)
IDAHO,2020,10,,-,0,,,-,,-,,-,2,,1,,6,,,-,0,,,-,,NP,IDAHO,,20201051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,VIRGIN ISLANDS,,20201068,POINT (-64.840836 18.060868)
MICHIGAN,2020,10,,-,0,,,-,,-,,-,5,,13,,25,,,-,1,,2,,,NP,MICHIGAN,,20201017,POINT (-85.730977 44.874798)
GEORGIA,2020,10,,-,0,,,-,,-,,-,5,,2,,17,,,-,0,,,-,,NP,GEORGIA,,20201032,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,10,,-,1,,,-,,-,7,,4,,14,,,-,4,,3,,11,,,NP,,NEW YORK CITY,20201012,
ARKANSAS,2020,10,,-,0,,,-,,-,,-,7,,7,,9,,,-,1,,4,,,NP,ARKANSAS,,20201044,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,10,,-,0,,,-,,-,,-,2,,8,,,-,,-,1,,1,,,NP,MISSISSIPPI,,20201041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,10,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,NP,SOUTH DAKOTA,,20201027,POINT (-100.230491 44.43614)
WYOMING,2020,10,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,NP,WYOMING,,20201056,POINT (-107.55145 42.999627)
MISSOURI,2020,10,,-,1,,,-,,-,1,,3,,6,,13,,,-,0,,,-,,NP,MISSOURI,,20201024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,10,,-,1,,1,,1,,9,,17,,43,,91,,8,,4,,26,,,NP,,MIDDLE ATLANTIC,20201009,
CALIFORNIA,2020,10,,-,1,,,-,1,,,-,10,,7,,38,,,-,2,,3,,,NP,CALIFORNIA,,20201059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,10,,-,0,,,-,,-,,-,5,,7,,9,,,-,4,,5,,,NP,WEST VIRGINIA,,20201037,POINT (-80.613729 38.642579)
FLORIDA,2020,10,,-,1,,,-,,-,,-,36,,29,,98,,,-,5,,16,,,NP,FLORIDA,,20201031,POINT (-82.420978 28.260731)
MONTANA,2020,10,,-,0,,,-,,-,1,,1,,2,,5,,1,,0,,1,,,NP,MONTANA,,20201052,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,10,,-,1,,,-,,-,1,,7,,21,,35,,,-,1,,1,,,NP,,WEST NORTH CENTRAL,20201020,
MASSACHUSETTS,2020,10,,-,0,,,-,1,,,-,6,,1,,32,,,-,0,,,-,,NP,MASSACHUSETTS,,20201005,POINT (-71.481104 42.151077)
MOUNTAIN,2020,10,,-,1,,,-,1,,1,,9,,19,,60,,2,,4,,13,,,NP,,MOUNTAIN,20201048,
INDIANA,2020,10,,-,0,,,-,,-,,-,22,,,-,42,,,-,0,,,-,,NP,INDIANA,,20201016,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,NON-US RESIDENTS,20201069,
US TERRITORIES,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,US TERRITORIES,20201063,
NEW HAMPSHIRE,2020,11,,-,0,,,-,,-,,-,1,,1,,6,,,-,2,,3,,,NP,NEW HAMPSHIRE,,20201106,POINT (-71.57139 43.680429)
NEW YORK,2020,11,,-,1,,1,,,-,1,,14,,24,,42,,,-,3,,7,,,NP,NEW YORK,,20201111,POINT (-75.59655 42.921241)
PACIFIC,2020,11,,-,1,,,-,1,,1,,14,,27,,58,,,-,3,,7,,,NP,,PACIFIC,20201157,
WEST SOUTH CENTRAL,2020,11,,-,0,,,-,1,,1,,11,,13,,25,,,-,2,,8,,,NP,,WEST SOUTH CENTRAL,20201143,
NEBRASKA,2020,11,,-,0,,,-,,-,,-,1,,,-,1,,,-,1,,1,,,NP,NEBRASKA,,20201125,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,11,,-,1,,,-,,-,2,,13,,62,,86,,,-,9,,42,,,NP,,EAST SOUTH CENTRAL,20201138,
NORTH DAKOTA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTH DAKOTA,,20201126,POINT (-100.46931 47.446305)
NEVADA,2020,11,,-,0,,,-,,-,,-,2,,1,,5,,,-,0,,,-,,NP,NEVADA,,20201153,POINT (-114.916992 39.283294)
ILLINOIS,2020,11,,-,0,,,-,,-,,-,3,,5,,27,,,-,1,,1,,,NP,ILLINOIS,,20201115,POINT (-89.148632 40.124144)
IOWA,2020,11,,-,0,,,-,,-,,-,1,,2,,3,,,-,0,,,-,,NP,IOWA,,20201121,POINT (-93.500061 42.074659)
TEXAS,2020,11,,-,0,,,-,1,,,-,4,,5,,13,,,-,1,,1,,,NP,TEXAS,,20201147,POINT (-99.317341 31.447238)
ALASKA,2020,11,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,ALASKA,,20201158,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,11,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,NP,DISTRICT OF COLUMBIA,,20201130,POINT (-77.016275 38.904785)
WASHINGTON,2020,11,,-,0,,,-,,-,,-,4,,6,,13,,,-,1,,1,,,NP,WASHINGTON,,20201162,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,11,,-,1,,,-,1,,,-,7,,21,,53,,1,,2,,8,,,NP,,NEW ENGLAND,20201102,
RHODE ISLAND,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,RHODE ISLAND,,20201107,POINT (-71.534637 41.572574)
OREGON,2020,11,,-,0,,,-,,-,1,,3,,12,,5,,,-,2,,4,,,NP,OREGON,,20201161,POINT (-120.605279 43.940449)
DELAWARE,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,DELAWARE,,20201129,POINT (-75.452394 38.994926)
ALABAMA,2020,11,,-,0,,,-,,-,,-,4,,,-,6,,,-,1,,1,,,NP,ALABAMA,,20201139,POINT (-86.844516 32.756889)
KANSAS,2020,11,,-,0,,,-,,-,,-,2,,,-,5,,,-,0,,,-,,NP,KANSAS,,20201122,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,11,,-,0,,,-,1,,,-,8,,5,,35,,,-,1,,1,,,NP,NORTH CAROLINA,,20201134,POINT (-79.130883 35.52603)
GUAM,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,GUAM,,20201166,POINT (144.653198 13.3532)
NEW JERSEY,2020,11,,-,0,,,-,,-,,-,4,,2,,18,,,-,1,,1,,,NP,NEW JERSEY,,20201110,POINT (-74.655514 40.110253)
NEW MEXICO,2020,11,,-,0,,,-,,-,,-,1,,1,,7,,,-,0,,,-,,NP,NEW MEXICO,,20201154,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,11,,-,1,,1,,,-,,-,37,,64,,217,,,-,6,,20,,,NP,,EAST NORTH CENTRAL,20201114,
TENNESSEE,2020,11,,-,1,,,-,,-,1,,9,,27,,44,,,-,5,,19,,,NP,TENNESSEE,,20201142,POINT (-86.343226 35.842998)
CONNECTICUT,2020,11,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,NP,CONNECTICUT,,20201103,POINT (-72.738288 41.575155)
MARYLAND,2020,11,,-,1,,1,,,-,,-,3,,14,,6,,,-,1,,2,,,NP,MARYLAND,,20201133,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,11,,-,0,,,-,,-,,-,2,,1,,4,,,-,1,,1,,,NP,SOUTH CAROLINA,,20201135,POINT (-80.864614 33.878572)
OKLAHOMA,2020,11,,-,0,,,-,,-,,-,5,,,-,1,,,-,0,,,-,,NP,OKLAHOMA,,20201146,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTHERN MARIANA ISLANDS,,20201165,POINT (145.725693 15.1834)
OHIO,2020,11,,-,1,,1,,,-,,-,11,,44,,96,,,-,4,,17,,,NP,OHIO,,20201118,POINT (-82.70936 40.415534)
MINNESOTA,2020,11,,-,0,,,-,,-,,-,5,,13,,13,,,-,0,,,-,,NP,MINNESOTA,,20201123,POINT (-94.198308 46.349153)
LOUISIANA,2020,11,,-,0,,,-,,-,,-,2,,,-,2,,,-,2,,3,,,NP,LOUISIANA,,20201145,POINT (-91.840238 30.921314)
HAWAII,2020,11,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,HAWAII,,20201160,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,11,,-,1,,1,,3,,,-,45,,181,,198,,1,,11,,62,,,NP,,SOUTH ATLANTIC,20201128,
PENNSYLVANIA,2020,11,,-,1,,,-,1,,,-,8,,4,,41,,,-,2,,7,,,NP,PENNSYLVANIA,,20201113,POINT (-77.838886 40.896694)
UTAH,2020,11,,-,0,,,-,,-,,-,7,,13,,35,,,-,4,,15,,,NP,UTAH,,20201155,POINT (-111.678222 39.323779)
COLORADO,2020,11,,-,0,,,-,1,,,-,3,,1,,6,,,-,0,,,-,,NP,COLORADO,,20201150,POINT (-105.547832 38.998552)
VERMONT,2020,11,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,VERMONT,,20201108,POINT (-72.662695 44.075252)
