Week Ending Date,State,Observed Number,Threshold,Exceeds Threshold,Excess,Year,Total Excess in 2020,Percent Excess,Type,Outcome,Suppress
10/13/2018,Alaska,84,105,false,0,2018,0,0.0,Predicted (weighted),All causes,
10/14/2017,Alaska,79,107,false,0,2017,0,0.0,Predicted (weighted),All causes,
10/19/2019,Alaska,94,107,false,0,2019,0,0.0,Predicted (weighted),All causes,
10/20/2018,Alaska,80,103,false,0,2018,0,0.0,Predicted (weighted),All causes,
10/21/2017,Alaska,79,106,false,0,2017,0,0.0,Predicted (weighted),All causes,
10/26/2019,Alaska,67,107,false,0,2019,0,0.0,Predicted (weighted),All causes,
10/27/2018,Alaska,89,103,false,0,2018,0,0.0,Predicted (weighted),All causes,
10/28/2017,Alaska,96,106,false,0,2017,0,0.0,Predicted (weighted),All causes,
11/02/2019,Alaska,81,105,false,0,2019,0,0.0,Predicted (weighted),All causes,
11/03/2018,Alaska,67,101,false,0,2018,0,0.0,Predicted (weighted),All causes,
11/04/2017,Alaska,64,105,false,0,2017,0,0.0,Predicted (weighted),All causes,
11/09/2019,Alaska,91,103,false,0,2019,0,0.0,Predicted (weighted),All causes,
11/10/2018,Alaska,92,99,false,0,2018,0,0.0,Predicted (weighted),All causes,
11/11/2017,Alaska,71,103,false,0,2017,0,0.0,Predicted (weighted),All causes,
11/16/2019,Alaska,92,104,false,0,2019,0,0.0,Predicted (weighted),All causes,
11/17/2018,Alaska,82,99,false,0,2018,0,0.0,Predicted (weighted),All causes,
11/18/2017,Alaska,81,103,false,0,2017,0,0.0,Predicted (weighted),All causes,
11/23/2019,Alaska,95,107,false,0,2019,0,0.0,Predicted (weighted),All causes,
11/24/2018,Alaska,94,103,false,0,2018,0,0.0,Predicted (weighted),All causes,
11/25/2017,Alaska,75,104,false,0,2017,0,0.0,Predicted (weighted),All causes,
11/30/2019,Alaska,106,109,false,0,2019,0,0.0,Predicted (weighted),All causes,
12/01/2018,Alaska,89,104,false,0,2018,0,0.0,Predicted (weighted),All causes,
12/02/2017,Alaska,94,103,false,0,2017,0,0.0,Predicted (weighted),All causes,
12/07/2019,Alaska,96,111,false,0,2019,0,0.0,Predicted (weighted),All causes,
12/08/2018,Alaska,75,105,false,0,2018,0,0.0,Predicted (weighted),All causes,
12/09/2017,Alaska,76,103,false,0,2017,0,0.0,Predicted (weighted),All causes,
12/14/2019,Alaska,97,111,false,0,2019,0,0.0,Predicted (weighted),All causes,
12/15/2018,Alaska,110,106,true,,2018,0,0.0,Predicted (weighted),All causes,
12/16/2017,Alaska,96,105,false,0,2017,0,0.0,Predicted (weighted),All causes,
12/21/2019,Alaska,86,112,false,0,2019,0,0.0,Predicted (weighted),All causes,
12/22/2018,Alaska,95,107,false,0,2018,0,0.0,Predicted (weighted),All causes,
12/23/2017,Alaska,90,107,false,0,2017,0,0.0,Predicted (weighted),All causes,
12/28/2019,Alaska,103,114,false,0,2019,0,0.0,Predicted (weighted),All causes,
12/29/2018,Alaska,68,108,false,0,2018,0,0.0,Predicted (weighted),All causes,
12/30/2017,Alaska,86,107,false,0,2017,0,0.0,Predicted (weighted),All causes,
01/04/2020,Arizona,1306,1390,false,0,2020,215,0.0,Predicted (weighted),All causes,
01/05/2019,Arizona,1351,1359,false,0,2019,215,0.0,Predicted (weighted),All causes,
01/06/2018,Arizona,1532,1306,true,226,2018,215,0.2,Predicted (weighted),All causes,
01/11/2020,Arizona,1397,1424,false,0,2020,215,0.0,Predicted (weighted),All causes,
01/12/2019,Arizona,1350,1391,false,0,2019,215,0.0,Predicted (weighted),All causes,
01/13/2018,Arizona,1514,1335,true,179,2018,215,0.1,Predicted (weighted),All causes,
01/14/2017,Arizona,1205,1341,false,0,2017,215,0.0,Predicted (weighted),All causes,
01/18/2020,Arizona,1319,1429,false,0,2020,215,0.0,Predicted (weighted),All causes,
01/19/2019,Arizona,1270,1403,false,0,2019,215,0.0,Predicted (weighted),All causes,
01/20/2018,Arizona,1379,1355,true,24,2018,215,0.0,Predicted (weighted),All causes,
01/21/2017,Arizona,1122,1367,false,0,2017,215,0.0,Predicted (weighted),All causes,
01/25/2020,Arizona,1282,1431,false,0,2020,215,0.0,Predicted (weighted),All causes,
01/26/2019,Arizona,1253,1414,false,0,2019,215,0.0,Predicted (weighted),All causes,
01/27/2018,Arizona,1363,1370,false,0,2018,215,0.0,Predicted (weighted),All causes,
01/28/2017,Arizona,1191,1391,false,0,2017,215,0.0,Predicted (weighted),All causes,
02/01/2020,Arizona,1272,1420,false,0,2020,215,0.0,Predicted (weighted),All causes,
02/02/2019,Arizona,1217,1412,false,0,2019,215,0.0,Predicted (weighted),All causes,
02/03/2018,Arizona,1375,1384,false,0,2018,215,0.0,Predicted (weighted),All causes,
02/04/2017,Arizona,1235,1398,false,0,2017,215,0.0,Predicted (weighted),All causes,
02/08/2020,Arizona,1270,1410,false,0,2020,215,0.0,Predicted (weighted),All causes,
02/09/2019,Arizona,1204,1406,false,0,2019,215,0.0,Predicted (weighted),All causes,
02/10/2018,Arizona,1309,1379,false,0,2018,215,0.0,Predicted (weighted),All causes,
02/11/2017,Arizona,1216,1395,false,0,2017,215,0.0,Predicted (weighted),All causes,
02/15/2020,Arizona,1320,1416,false,0,2020,215,0.0,Predicted (weighted),All causes,
02/16/2019,Arizona,1188,1405,false,0,2019,215,0.0,Predicted (weighted),All causes,
02/17/2018,Arizona,1228,1368,false,0,2018,215,0.0,Predicted (weighted),All causes,
02/18/2017,Arizona,1138,1378,false,0,2017,215,0.0,Predicted (weighted),All causes,
02/22/2020,Arizona,1348,1410,false,0,2020,215,0.0,Predicted (weighted),All causes,
02/23/2019,Arizona,1313,1387,false,0,2019,215,0.0,Predicted (weighted),All causes,
02/24/2018,Arizona,1172,1361,false,0,2018,215,0.0,Predicted (weighted),All causes,
02/25/2017,Arizona,1125,1364,false,0,2017,215,0.0,Predicted (weighted),All causes,
02/29/2020,Arizona,1373,1413,false,0,2020,215,0.0,Predicted (weighted),All causes,
03/02/2019,Arizona,1250,1383,false,0,2019,215,0.0,Predicted (weighted),All causes,
03/03/2018,Arizona,1272,1352,false,0,2018,215,0.0,Predicted (weighted),All causes,
03/04/2017,Arizona,1176,1361,false,0,2017,215,0.0,Predicted (weighted),All causes,
03/07/2020,Arizona,1410,1419,false,0,2020,215,0.0,Predicted (weighted),All causes,
03/09/2019,Arizona,1252,1381,false,0,2019,215,0.0,Predicted (weighted),All causes,
03/10/2018,Arizona,1282,1353,false,0,2018,215,0.0,Predicted (weighted),All causes,
03/11/2017,Arizona,1169,1348,false,0,2017,215,0.0,Predicted (weighted),All causes,
03/14/2020,Arizona,1369,1414,false,0,2020,215,0.0,Predicted (weighted),All causes,
03/16/2019,Arizona,1279,1381,false,0,2019,215,0.0,Predicted (weighted),All causes,
03/17/2018,Arizona,1196,1345,false,0,2018,215,0.0,Predicted (weighted),All causes,
03/18/2017,Arizona,1209,1338,false,0,2017,215,0.0,Predicted (weighted),All causes,
03/21/2020,Arizona,1305,1414,false,0,2020,215,0.0,Predicted (weighted),All causes,
03/23/2019,Arizona,1192,1372,false,0,2019,215,0.0,Predicted (weighted),All causes,
03/24/2018,Arizona,1232,1340,false,0,2018,215,0.0,Predicted (weighted),All causes,
03/25/2017,Arizona,1189,1308,false,0,2017,215,0.0,Predicted (weighted),All causes,
03/28/2020,Arizona,1350,1400,false,0,2020,215,0.0,Predicted (weighted),All causes,
03/30/2019,Arizona,1240,1332,false,0,2019,215,0.0,Predicted (weighted),All causes,
03/31/2018,Arizona,1195,1317,false,0,2018,215,0.0,Predicted (weighted),All causes,
04/01/2017,Arizona,1127,1291,false,0,2017,215,0.0,Predicted (weighted),All causes,
04/04/2020,Arizona,1401,1377,true,24,2020,215,0.0,Predicted (weighted),All causes,
04/06/2019,Arizona,1254,1323,false,0,2019,215,0.0,Predicted (weighted),All causes,
04/07/2018,Arizona,1247,1315,false,0,2018,215,0.0,Predicted (weighted),All causes,
04/08/2017,Arizona,1171,1287,false,0,2017,215,0.0,Predicted (weighted),All causes,
04/11/2020,Arizona,1506,1365,true,141,2020,215,0.1,Predicted (weighted),All causes,
04/13/2019,Arizona,1325,1307,true,18,2019,215,0.0,Predicted (weighted),All causes,
04/14/2018,Arizona,1179,1303,false,0,2018,215,0.0,Predicted (weighted),All causes,
04/15/2017,Arizona,1141,1272,false,0,2017,215,0.0,Predicted (weighted),All causes,
04/18/2020,Arizona,1395,1345,true,50,2020,215,0.0,Predicted (weighted),All causes,
04/20/2019,Arizona,1167,1296,false,0,2019,215,0.0,Predicted (weighted),All causes,
04/21/2018,Arizona,1161,1301,false,0,2018,215,0.0,Predicted (weighted),All causes,
04/22/2017,Arizona,1124,1257,false,0,2017,215,0.0,Predicted (weighted),All causes,
04/25/2020,Arizona,1248,1335,false,0,2020,215,0.0,Predicted (weighted),All causes,
04/27/2019,Arizona,1175,1281,false,0,2019,215,0.0,Predicted (weighted),All causes,
04/28/2018,Arizona,1145,1287,false,0,2018,215,0.0,Predicted (weighted),All causes,
04/29/2017,Arizona,1182,1248,false,0,2017,215,0.0,Predicted (weighted),All causes,
05/04/2019,Arizona,1160,1261,false,0,2019,215,0.0,Predicted (weighted),All causes,
05/05/2018,Arizona,1157,1269,false,0,2018,215,0.0,Predicted (weighted),All causes,
05/06/2017,Arizona,1169,1231,false,0,2017,215,0.0,Predicted (weighted),All causes,
05/11/2019,Arizona,1191,1245,false,0,2019,215,0.0,Predicted (weighted),All causes,
05/12/2018,Arizona,1141,1252,false,0,2018,215,0.0,Predicted (weighted),All causes,
05/13/2017,Arizona,1120,1202,false,0,2017,215,0.0,Predicted (weighted),All causes,
05/18/2019,Arizona,1139,1231,false,0,2019,215,0.0,Predicted (weighted),All causes,
05/19/2018,Arizona,1030,1240,false,0,2018,215,0.0,Predicted (weighted),All causes,
05/20/2017,Arizona,1078,1198,false,0,2017,215,0.0,Predicted (weighted),All causes,
05/25/2019,Arizona,1122,1226,false,0,2019,215,0.0,Predicted (weighted),All causes,
05/26/2018,Arizona,1063,1245,false,0,2018,215,0.0,Predicted (weighted),All causes,
05/27/2017,Arizona,1065,1199,false,0,2017,215,0.0,Predicted (weighted),All causes,
06/01/2019,Arizona,1168,1224,false,0,2019,215,0.0,Predicted (weighted),All causes,
06/02/2018,Arizona,1033,1236,false,0,2018,215,0.0,Predicted (weighted),All causes,
06/03/2017,Arizona,1146,1189,false,0,2017,215,0.0,Predicted (weighted),All causes,
06/08/2019,Arizona,1073,1219,false,0,2019,215,0.0,Predicted (weighted),All causes,
06/09/2018,Arizona,1086,1224,false,0,2018,215,0.0,Predicted (weighted),All causes,
06/10/2017,Arizona,1139,1180,false,0,2017,215,0.0,Predicted (weighted),All causes,
06/15/2019,Arizona,1149,1234,false,0,2019,215,0.0,Predicted (weighted),All causes,
06/16/2018,Arizona,1154,1232,false,0,2018,215,0.0,Predicted (weighted),All causes,
06/17/2017,Arizona,1082,1176,false,0,2017,215,0.0,Predicted (weighted),All causes,
06/22/2019,Arizona,1060,1235,false,0,2019,215,0.0,Predicted (weighted),All causes,
06/23/2018,Arizona,1065,1226,false,0,2018,215,0.0,Predicted (weighted),All causes,
06/24/2017,Arizona,1102,1174,false,0,2017,215,0.0,Predicted (weighted),All causes,
06/29/2019,Arizona,1122,1222,false,0,2019,215,0.0,Predicted (weighted),All causes,
06/30/2018,Arizona,1105,1217,false,0,2018,215,0.0,Predicted (weighted),All causes,
07/01/2017,Arizona,1109,1161,false,0,2017,215,0.0,Predicted (weighted),All causes,
07/06/2019,Arizona,1120,1217,false,0,2019,215,0.0,Predicted (weighted),All causes,
07/07/2018,Arizona,1079,1205,false,0,2018,215,0.0,Predicted (weighted),All causes,
07/08/2017,Arizona,1142,1149,false,0,2017,215,0.0,Predicted (weighted),All causes,
07/13/2019,Arizona,1165,1206,false,0,2019,215,0.0,Predicted (weighted),All causes,
07/14/2018,Arizona,1042,1193,false,0,2018,215,0.0,Predicted (weighted),All causes,
07/15/2017,Arizona,1071,1153,false,0,2017,215,0.0,Predicted (weighted),All causes,
07/20/2019,Arizona,1144,1200,false,0,2019,215,0.0,Predicted (weighted),All causes,
07/21/2018,Arizona,1121,1186,false,0,2018,215,0.0,Predicted (weighted),All causes,
07/22/2017,Arizona,1075,1138,false,0,2017,215,0.0,Predicted (weighted),All causes,
07/27/2019,Arizona,1068,1190,false,0,2019,215,0.0,Predicted (weighted),All causes,
07/28/2018,Arizona,1090,1174,false,0,2018,215,0.0,Predicted (weighted),All causes,
07/29/2017,Arizona,1002,1132,false,0,2017,215,0.0,Predicted (weighted),All causes,
08/03/2019,Arizona,1085,1180,false,0,2019,215,0.0,Predicted (weighted),All causes,
08/04/2018,Arizona,1097,1165,false,0,2018,215,0.0,Predicted (weighted),All causes,
08/05/2017,Arizona,1048,1141,false,0,2017,215,0.0,Predicted (weighted),All causes,
08/10/2019,Arizona,1085,1179,false,0,2019,215,0.0,Predicted (weighted),All causes,
08/11/2018,Arizona,1042,1165,false,0,2018,215,0.0,Predicted (weighted),All causes,
08/12/2017,Arizona,1064,1143,false,0,2017,215,0.0,Predicted (weighted),All causes,
08/17/2019,Arizona,1071,1173,false,0,2019,215,0.0,Predicted (weighted),All causes,
08/18/2018,Arizona,1015,1164,false,0,2018,215,0.0,Predicted (weighted),All causes,
08/19/2017,Arizona,975,1136,false,0,2017,215,0.0,Predicted (weighted),All causes,
08/24/2019,Arizona,1063,1174,false,0,2019,215,0.0,Predicted (weighted),All causes,
08/25/2018,Arizona,1082,1166,false,0,2018,215,0.0,Predicted (weighted),All causes,
08/26/2017,Arizona,1002,1132,false,0,2017,215,0.0,Predicted (weighted),All causes,
08/31/2019,Arizona,1151,1169,false,0,2019,215,0.0,Predicted (weighted),All causes,
09/01/2018,Arizona,1070,1154,false,0,2018,215,0.0,Predicted (weighted),All causes,
09/02/2017,Arizona,1054,1133,false,0,2017,215,0.0,Predicted (weighted),All causes,
09/07/2019,Arizona,1176,1178,false,0,2019,215,0.0,Predicted (weighted),All causes,
09/08/2018,Arizona,1046,1167,false,0,2018,215,0.0,Predicted (weighted),All causes,
09/09/2017,Arizona,1072,1140,false,0,2017,215,0.0,Predicted (weighted),All causes,
09/14/2019,Arizona,1038,1178,false,0,2019,215,0.0,Predicted (weighted),All causes,
09/15/2018,Arizona,1070,1166,false,0,2018,215,0.0,Predicted (weighted),All causes,
09/16/2017,Arizona,1062,1137,false,0,2017,215,0.0,Predicted (weighted),All causes,
09/21/2019,Arizona,1079,1166,false,0,2019,215,0.0,Predicted (weighted),All causes,
09/22/2018,Arizona,1065,1160,false,0,2018,215,0.0,Predicted (weighted),All causes,
09/23/2017,Arizona,1036,1141,false,0,2017,215,0.0,Predicted (weighted),All causes,
09/28/2019,Arizona,1159,1175,false,0,2019,215,0.0,Predicted (weighted),All causes,
09/29/2018,Arizona,1073,1172,false,0,2018,215,0.0,Predicted (weighted),All causes,
09/30/2017,Arizona,1007,1143,false,0,2017,215,0.0,Predicted (weighted),All causes,
10/05/2019,Arizona,1102,1185,false,0,2019,215,0.0,Predicted (weighted),All causes,
10/06/2018,Arizona,997,1181,false,0,2018,215,0.0,Predicted (weighted),All causes,
10/07/2017,Arizona,1056,1152,false,0,2017,215,0.0,Predicted (weighted),All causes,
10/12/2019,Arizona,1117,1182,false,0,2019,215,0.0,Predicted (weighted),All causes,
10/13/2018,Arizona,1027,1179,false,0,2018,215,0.0,Predicted (weighted),All causes,
10/14/2017,Arizona,1065,1149,false,0,2017,215,0.0,Predicted (weighted),All causes,
10/19/2019,Arizona,1139,1179,false,0,2019,215,0.0,Predicted (weighted),All causes,
10/20/2018,Arizona,1098,1181,false,0,2018,215,0.0,Predicted (weighted),All causes,
10/21/2017,Arizona,1056,1151,false,0,2017,215,0.0,Predicted (weighted),All causes,
10/26/2019,Arizona,1013,1187,false,0,2019,215,0.0,Predicted (weighted),All causes,
10/27/2018,Arizona,1088,1188,false,0,2018,215,0.0,Predicted (weighted),All causes,
10/28/2017,Arizona,1032,1160,false,0,2017,215,0.0,Predicted (weighted),All causes,
11/02/2019,Arizona,1121,1200,false,0,2019,215,0.0,Predicted (weighted),All causes,
11/03/2018,Arizona,1027,1190,false,0,2018,215,0.0,Predicted (weighted),All causes,
11/04/2017,Arizona,1085,1174,false,0,2017,215,0.0,Predicted (weighted),All causes,
11/09/2019,Arizona,1262,1229,true,33,2019,215,0.0,Predicted (weighted),All causes,
11/10/2018,Arizona,1102,1219,false,0,2018,215,0.0,Predicted (weighted),All causes,
11/11/2017,Arizona,1034,1186,false,0,2017,215,0.0,Predicted (weighted),All causes,
11/16/2019,Arizona,1206,1250,false,0,2019,215,0.0,Predicted (weighted),All causes,
11/17/2018,Arizona,1098,1242,false,0,2018,215,0.0,Predicted (weighted),All causes,
11/18/2017,Arizona,1145,1205,false,0,2017,215,0.0,Predicted (weighted),All causes,
11/23/2019,Arizona,1229,1263,false,0,2019,215,0.0,Predicted (weighted),All causes,
11/24/2018,Arizona,1119,1259,false,0,2018,215,0.0,Predicted (weighted),All causes,
11/25/2017,Arizona,1112,1238,false,0,2017,215,0.0,Predicted (weighted),All causes,
11/30/2019,Arizona,1128,1283,false,0,2019,215,0.0,Predicted (weighted),All causes,
12/01/2018,Arizona,1156,1276,false,0,2018,215,0.0,Predicted (weighted),All causes,
12/02/2017,Arizona,1133,1246,false,0,2017,215,0.0,Predicted (weighted),All causes,
12/07/2019,Arizona,1231,1298,false,0,2019,215,0.0,Predicted (weighted),All causes,
12/08/2018,Arizona,1188,1274,false,0,2018,215,0.0,Predicted (weighted),All causes,
12/09/2017,Arizona,1092,1250,false,0,2017,215,0.0,Predicted (weighted),All causes,
12/14/2019,Arizona,1202,1303,false,0,2019,215,0.0,Predicted (weighted),All causes,
12/15/2018,Arizona,1152,1273,false,0,2018,215,0.0,Predicted (weighted),All causes,
12/16/2017,Arizona,1155,1254,false,0,2017,215,0.0,Predicted (weighted),All causes,
12/21/2019,Arizona,1174,1340,false,0,2019,215,0.0,Predicted (weighted),All causes,
12/22/2018,Arizona,1274,1302,false,0,2018,215,0.0,Predicted (weighted),All causes,
12/23/2017,Arizona,1336,1263,true,73,2017,215,0.1,Predicted (weighted),All causes,
12/28/2019,Arizona,1229,1364,false,0,2019,215,0.0,Predicted (weighted),All causes,
12/29/2018,Arizona,1185,1326,false,0,2018,215,0.0,Predicted (weighted),All causes,
12/30/2017,Arizona,1429,1282,true,147,2017,215,0.1,Predicted (weighted),All causes,
01/04/2020,Arkansas,679,745,false,0,2020,0,0.0,Predicted (weighted),All causes,
01/05/2019,Arkansas,692,753,false,0,2019,0,0.0,Predicted (weighted),All causes,
01/06/2018,Arkansas,734,723,true,11,2018,0,0.0,Predicted (weighted),All causes,
01/11/2020,Arkansas,692,742,false,0,2020,0,0.0,Predicted (weighted),All causes,
01/12/2019,Arkansas,602,754,false,0,2019,0,0.0,Predicted (weighted),All causes,
01/13/2018,Arkansas,763,725,true,38,2018,0,0.1,Predicted (weighted),All causes,
01/14/2017,Arkansas,658,723,false,0,2017,0,0.0,Predicted (weighted),All causes,
01/18/2020,Arkansas,663,732,false,0,2020,0,0.0,Predicted (weighted),All causes,
01/19/2019,Arkansas,662,749,false,0,2019,0,0.0,Predicted (weighted),All causes,
01/20/2018,Arkansas,761,731,true,30,2018,0,0.0,Predicted (weighted),All causes,
01/21/2017,Arkansas,657,746,false,0,2017,0,0.0,Predicted (weighted),All causes,
01/25/2020,Arkansas,623,725,false,0,2020,0,0.0,Predicted (weighted),All causes,
01/26/2019,Arkansas,650,753,false,0,2019,0,0.0,Predicted (weighted),All causes,
01/27/2018,Arkansas,736,731,true,,2018,0,0.0,Predicted (weighted),All causes,
01/28/2017,Arkansas,579,742,false,0,2017,0,0.0,Predicted (weighted),All causes,
02/01/2020,Arkansas,685,731,false,0,2020,0,0.0,Predicted (weighted),All causes,
02/02/2019,Arkansas,671,740,false,0,2019,0,0.0,Predicted (weighted),All causes,
02/03/2018,Arkansas,667,726,false,0,2018,0,0.0,Predicted (weighted),All causes,
02/04/2017,Arkansas,614,736,false,0,2017,0,0.0,Predicted (weighted),All causes,
02/08/2020,Arkansas,673,727,false,0,2020,0,0.0,Predicted (weighted),All causes,
02/09/2019,Arkansas,665,737,false,0,2019,0,0.0,Predicted (weighted),All causes,
02/10/2018,Arkansas,680,726,false,0,2018,0,0.0,Predicted (weighted),All causes,
02/11/2017,Arkansas,626,736,false,0,2017,0,0.0,Predicted (weighted),All causes,
02/15/2020,Arkansas,695,731,false,0,2020,0,0.0,Predicted (weighted),All causes,
02/16/2019,Arkansas,695,736,false,0,2019,0,0.0,Predicted (weighted),All causes,
02/17/2018,Arkansas,674,731,false,0,2018,0,0.0,Predicted (weighted),All causes,
02/18/2017,Arkansas,648,725,false,0,2017,0,0.0,Predicted (weighted),All causes,
02/22/2020,Arkansas,700,727,false,0,2020,0,0.0,Predicted (weighted),All causes,
02/23/2019,Arkansas,723,730,false,0,2019,0,0.0,Predicted (weighted),All causes,
02/24/2018,Arkansas,671,731,false,0,2018,0,0.0,Predicted (weighted),All causes,
02/25/2017,Arkansas,657,714,false,0,2017,0,0.0,Predicted (weighted),All causes,
02/29/2020,Arkansas,661,724,false,0,2020,0,0.0,Predicted (weighted),All causes,
03/02/2019,Arkansas,643,722,false,0,2019,0,0.0,Predicted (weighted),All causes,
03/03/2018,Arkansas,611,728,false,0,2018,0,0.0,Predicted (weighted),All causes,
03/04/2017,Arkansas,662,714,false,0,2017,0,0.0,Predicted (weighted),All causes,
03/07/2020,Arkansas,703,718,false,0,2020,0,0.0,Predicted (weighted),All causes,
03/09/2019,Arkansas,686,708,false,0,2019,0,0.0,Predicted (weighted),All causes,
03/10/2018,Arkansas,652,722,false,0,2018,0,0.0,Predicted (weighted),All causes,
03/11/2017,Arkansas,635,700,false,0,2017,0,0.0,Predicted (weighted),All causes,
03/14/2020,Arkansas,628,709,false,0,2020,0,0.0,Predicted (weighted),All causes,
03/16/2019,Arkansas,703,700,true,,2019,0,0.0,Predicted (weighted),All causes,
03/17/2018,Arkansas,583,721,false,0,2018,0,0.0,Predicted (weighted),All causes,
