the_geom,OBJECTID,PROJECT_NAME,PROJECT_STATUS,PROPOSED_LAND_USE,PROJECT_SOURCE,FOLDERRSN,HYPERLINK,CASE_NUMBER,DESCRIPTION,CREATED_BY,CREATED_DATE,MODIFIED_BY,MODIFIED_DATE,EMERGING_PROJECTS_ID,Shape__Area,Shape__Length
"MULTIPOLYGON (((-97.750438447655 30.266013392141, -97.750030262324 30.265901308281, -97.750013606877 30.265896308283, -97.749998176548 30.265888917419, -97.749984421839 30.265879354117, -97.749972745924 30.265867896304, -97.749963488068 30.265854879274, -97.749956919788 30.265840683874, -97.749953233739 30.265825724556, -97.750206390014 30.26512655315, -97.750212849642 30.265115903125, -97.750221198305 30.26510629278, -97.750231219281 30.265097974011, -97.750242651055 30.265091163521, -97.750255196807 30.265086037597, -97.750268529662 30.265082730416, -97.750282301141 30.265081328793, -97.750296152713 30.265081867913, -97.750309724009 30.265084335094, -97.750322661254 30.265088665457, -97.750334627559 30.265094745733, -97.750946358054 30.265276359881, -97.75092677462 30.265306948821, -97.75092533076 30.265308968934, -97.750533769724 30.265988549351, -97.750455347606 30.265966552173, -97.750452676881 30.265970289968, -97.750438447655 30.266013392141)))",1021,Block 185,2,2,6,12042776,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12042776,SP-2018-0452C,The 1.55-acre site will have a high-rise mixed use building.,,10/12/2018 02:22:28 PM +0000,,,1021,65024.875,1026.76624846557
"MULTIPOLYGON (((-97.722544122386 30.279515791971, -97.722439374446 30.279055981422, -97.722789192996 30.278997929993, -97.722795056886 30.279025267658, -97.723039720873 30.27898011435, -97.723127944727 30.27941022257, -97.723057430934 30.27942382727, -97.723061870934 30.279447794236, -97.723028475589 30.279453687339, -97.723022519016 30.279433142895, -97.722544122386 30.279515791971)))",583,MLK Mixed Use,3,14,6,11497464,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11497464,SP-2016-0124C,The 0.56-acre site will have 20 residential condominiums and retail space.,,,Bakshis,04/13/2018 02:13:01 PM +0000,583,31537.759765625,734.90254008647
"MULTIPOLYGON (((-97.701157072543 30.224267607894, -97.701170503914 30.224266343735, -97.701183090762 30.224267014972, -97.701195237838 30.224269877456, -97.701207207921 30.224273423891, -97.702454174607 30.224811463993, -97.702465505945 30.224816372365, -97.702476869687 30.224821253898, -97.702488234179 30.224826107942, -97.702499599421 30.224830934497, -97.702510996317 30.224835761701, -97.702522393964 30.224840561415, -97.70253379236 30.224845333641, -97.70254522316 30.224850079027, -97.702556653961 30.224854824413, -97.702568085512 30.224859542309, -97.702579549466 30.224864233366, -97.702591013422 30.224868924422, -97.702612253001 30.224877501752, -97.702597182718 30.22490172538, -97.702582111679 30.224925976495, -97.702348838402 30.225300843916, -97.702047794842 30.22578466298, -97.702577073993 30.226033001618, -97.702604937845 30.226046060575, -97.702211842733 30.226677966256, -97.702174583455 30.226737736184, -97.702147082636 30.226724134523, -97.701100808317 30.226206608756, -97.701480892756 30.225653704341, -97.700535067434 30.225182518571, -97.700467761168 30.225148983273, -97.70044026329 30.225135298782, -97.701017667739 30.224348518648, -97.701032292198 30.22433369226, -97.701041310813 30.224327001726, -97.70105115916 30.224320080713, -97.701062960842 30.224312374738, -97.701072083592 30.224306511449, -97.701081901969 30.224300689961, -97.70109254783 30.224294720457, -97.701102348974 30.224289531195, -97.70111435743 30.224283534686, -97.701136708322 30.224273405173, -97.701157072543 30.224267607894)))",466,6400 Riverside Mixed Use,2,2,6,11738038,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11738038,SP-2017-0207C,"The 7.3-acre site will have a mixed use development with 300 multifamily residential units, as well as 30,000 sq.ft. of retail space; 60,000 sq.ft of office space; as well as restaurants and a movie theater.",BAKSHIS,06/14/2017 02:51:24 PM +0000,Bakshis,04/16/2018 01:20:27 PM +0000,466,320699.1796875,2768.5980520957
"MULTIPOLYGON (((-97.728584797501 30.324335192892, -97.728988817191 30.323720251748, -97.729318564111 30.323880117262, -97.728917571218 30.324496908641, -97.728768960291 30.32442463558, -97.728584797501 30.324335192892)))",637,826 Houston St.,3,11,6,11711013,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11711013,SP-2017-0142C,"The 0.71-acre site will have 17,700 sq.ft of office space.",,06/22/2017 10:58:09 AM +0000,Bakshis,04/16/2018 01:20:27 PM +0000,637,30834.80859375,754.485287275777
"MULTIPOLYGON (((-97.855415960507 30.26040957444, -97.856037071729 30.260148706192, -97.856346834772 30.259812701684, -97.856013654912 30.258826566668, -97.856074391985 30.25881099186, -97.856382675596 30.259725299786, -97.85687493305 30.259865525776, -97.857263628502 30.259845581822, -97.857335204109 30.259842788069, -97.857715546984 30.259837603299, -97.85758089947 30.259565226979, -97.857690881947 30.259525871118, -97.857884445421 30.259457988749, -97.858900357622 30.259290162921, -97.858882022205 30.259190016793, -97.85933500613 30.258944506801, -97.860091006722 30.258980150908, -97.860289058941 30.258785223622, -97.860453391742 30.258948470068, -97.860998210951 30.258476851124, -97.861300076315 30.25811764402, -97.862536216483 30.258582104859, -97.862820659913 30.259127140227, -97.862746255415 30.259199273588, -97.86251933654 30.259394005451, -97.862263699649 30.259582453895, -97.862149185242 30.259656522352, -97.862188292324 30.259708129183, -97.861868717464 30.259893195019, -97.861829757059 30.259835861754, -97.861491672548 30.259989771709, -97.861161603839 30.260107667639, -97.860680544065 30.260225871834, -97.860417682368 30.260277378634, -97.860434120043 30.260344304106, -97.860078348828 30.260415505195, -97.860063525335 30.260350042693, -97.859899959734 30.260380548526, -97.85960724689 30.260437923357, -97.859428114724 30.260473857211, -97.859255597289 30.260509201757, -97.859111118346 30.260545087531, -97.858936695204 30.260590421325, -97.858547999415 30.26072615872, -97.858360270096 30.260807761824, -97.857420589624 30.261249418441, -97.857197929238 30.261354696844, -97.856756985688 30.261561756611, -97.856469064215 30.261689407504, -97.856326074983 30.261744297624, -97.855784868819 30.261048412877, -97.855415960507 30.26040957444)))",289,Barton Creek Section N Multi-Family,7,14,6,11067385,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11067385,SP-2013-0490D,The 27.4-acre site will have an apartment complex.,,,BAKSHIS,09/27/2018 09:48:29 AM +0000,289,1197847.39453125,6699.81618624557
"MULTIPOLYGON (((-98.093596658331 30.337363571282, -98.101091948051 30.333549892533, -98.108869673296 30.345924813214, -98.094797851626 30.353091584543, -98.093927317113 30.352298782428, -98.091675687027 30.348990354608, -98.089971563229 30.346486228095, -98.089339212615 30.345556979766, -98.087165286855 30.342362205028, -98.088250177962 30.340648394549, -98.088550935965 30.340179491326, -98.0890524827 30.339882611392, -98.08926278593 30.339758125475, -98.093596658331 30.337363571282)))",884,West Cypress Hills Ph. 3 PP,8,1,13,,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=,,The 622-acre site will have 897 residential units.,,,BAKSHIS,12/01/2017 12:00:00 AM +0000,884,26961878.3203125,20408.0720985352
"MULTIPOLYGON (((-97.547687279218 30.470702089508, -97.547547975711 30.470636201504, -97.547546997446 30.470637706795, -97.547541319242 30.470645061464, -97.547534599328 30.470651723102, -97.54752694605 30.47065758232, -97.547518487239 30.470662542188, -97.54750936223 30.470666519775, -97.547499723793 30.470669447916, -97.547489730052 30.470671280188, -97.547479548552 30.470671987566, -97.547469348423 30.470671554808, -97.547459294182 30.470669988922, -97.547449555603 30.470667321098, -97.547440294275 30.470663590941, -97.546154859822 30.470055581265, -97.546123238789 30.469962323973, -97.546084899521 30.469944196334, -97.546067512467 30.469935974863, -97.546773562594 30.468822906956, -97.546888101809 30.468642334548, -97.546997167671 30.468470393234, -97.549047817078 30.469427639132, -97.549046814649 30.469429226425, -97.54937765437 30.469583989321, -97.549767473715 30.468969498925, -97.54994035584 30.469801164922, -97.550378048311 30.469750540875, -97.550410763395 30.469962770328, -97.550415327042 30.469996737943, -97.55041857163 30.470030819649, -97.550420498349 30.470064974214, -97.55042110224 30.470099167151, -97.550420380526 30.470133357142, -97.550418338214 30.470167508195, -97.550414974462 30.470201580755, -97.550410294326 30.470235537111, -97.550404304945 30.470269336161, -97.550397009295 30.470302943589, -97.550388416449 30.470336320052, -97.550378539348 30.470369429731, -97.550367998867 30.470400565315, -97.55035631812 30.470431395979, -97.550343513916 30.470461889423, -97.550329597063 30.470492014941, -97.550314582387 30.470521740189, -97.550298482532 30.470551039658, -97.550036850583 30.471008299743, -97.549777622045 30.471461349932, -97.549678143556 30.471635210166, -97.549672949927 30.471642969095, -97.549666632053 30.471650074478, -97.54965930051 30.471656408378, -97.549651079559 30.471661860034, -97.549642108782 30.471666337922, -97.549632539264 30.471669764523, -97.549622535428 30.471672081516, -97.549612271016 30.47167325141, -97.549601915361 30.471673252091, -97.549591651079 30.47167208236, -97.549581648144 30.471669766531, -97.549572078214 30.47166633927, -97.549493263866 30.471632137029, -97.549415017146 30.471596974063, -97.549337351789 30.47156085583, -97.548011453212 30.470933724691, -97.547796595112 30.470832110899, -97.547718897494 30.470795365227, -97.547710131938 30.470790549091, -97.547702165818 30.470784784194, -97.547695139252 30.470778166403, -97.547689168013 30.470770809968, -97.547684355524 30.470762844343, -97.547680787308 30.470754400312, -97.547678518645 30.470745625195, -97.547677594794 30.47073666953, -97.547678027201 30.470727686561, -97.54767980951 30.470718827427, -97.547682909485 30.470710246143, -97.547687279218 30.470702089508)))",920,Park at Blackhawk VI Sec 5,8,1,13,,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=,,The 19.69-acre site will have 39 residential units.,,,BAKSHIS,12/04/2017 12:00:00 AM +0000,920,846563.896484375,4249.15107777404
"MULTIPOLYGON (((-97.654934801579 30.32707557842, -97.655194144331 30.327035827587, -97.654726777436 30.327807817982, -97.654578310073 30.328053135944, -97.653691926258 30.32811337443, -97.653634322494 30.328070659997, -97.653477959278 30.327298777541, -97.653531291975 30.327290632039, -97.654708636812 30.327110239194, -97.654934801579 30.32707557842)))",1066,King Ranch Turfgrass,2,Commercial,6,12083668,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12083668,SP-2018-0538C,"The 3.09-acre site will have an office, shop, and outdoor storage.",,11/26/2018 09:47:55 AM +0000,,,1066,135198.279296875,1557.16612083392
"MULTIPOLYGON (((-97.596143670856 30.251421832773, -97.596085809145 30.251414102023, -97.596030154782 30.251406036789, -97.595964377678 30.251398136853, -97.595907394606 30.251390424796, -97.595849362167 30.251305537405, -97.595870105235 30.251271103535, -97.595990000829 30.251049151651, -97.595947077624 30.251030566428, -97.596074793548 30.250813166793, -97.596138679495 30.250838732138, -97.596411938362 30.250359477903, -97.597031300652 30.250625649892, -97.597142457611 30.251221677579, -97.597164910469 30.251220940075, -97.59718631752 30.251226363531, -97.597205405113 30.251235938718, -97.597219582629 30.251248083821, -97.597230507944 30.251266272282, -97.597234965608 30.251279737993, -97.597237612016 30.251295073126, -97.597243173186 30.251316203429, -97.597256584924 30.251339791131, -97.597273171098 30.251360010317, -97.597289493062 30.251374111039, -97.59730768042 30.251384431945, -97.597325902232 30.251393607001, -97.597354311734 30.251400324844, -97.597377960618 30.251404267941, -97.597404770895 30.251420885809, -97.597334032177 30.251432743842, -97.597065613504 30.251479727982, -97.596974508117 30.251496118758, -97.596945927942 30.251433240376, -97.5968578499 30.251435943606, -97.596792187399 30.251439507223, -97.596730558364 30.251440482181, -97.59666712679 30.251442948526, -97.596601462346 30.251446510286, -97.596564470907 30.251447631586, -97.596494363775 30.251468288541, -97.596396764633 30.251496382479, -97.596344026986 30.251494109178, -97.59623427164 30.251454329218, -97.596174611813 30.25143242634, -97.596143670856 30.251421832773)))",417,Gilbert Gas Station,15,4,6,11789505,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11789505,SP-2017-0350D,The 2.5-acre site will have a gas station.,BAKSHIS,09/22/2016 04:21:45 PM +0000,Bakshis,04/16/2018 01:20:27 PM +0000,417,118880.720703125,1517.96799617577
"MULTIPOLYGON (((-97.829673662308 30.167646057578, -97.828669905842 30.167397462266, -97.8287752844 30.167199222036, -97.82897678527 30.166820026185, -97.829004964045 30.166730669462, -97.829021048247 30.166650767369, -97.829109913057 30.166564983788, -97.829717425478 30.166715330179, -97.830466976547 30.166900794259, -97.830471277283 30.167052798068, -97.830535041116 30.16705181714, -97.830547554568 30.167414536988, -97.830481485002 30.167416009145, -97.83048641524 30.167590761403, -97.830562585561 30.167589909592, -97.830563741226 30.167622130967, -97.830487294905 30.167621875555, -97.830493692062 30.167849141953, -97.829673662308 30.167646057578)))",259,Manchaca Road Business Park Phase B,3,3,6,10948105,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10948105,SP-2013-0178D,"The 3.96-acre site will have 48,900 square feet of warehouse and office space.",,,BAKSHIS,12/04/2017 09:29:10 AM +0000,259,175619.447265625,1816.23679733427
"MULTIPOLYGON (((-97.731409195712 30.26777453557, -97.731498883248 30.267356488575, -97.731554610606 30.267370849343, -97.732029007511 30.267506997412, -97.731830241056 30.267910508555, -97.731409195712 30.26777453557)))",976,Offices at San Marcos,2,11,6,11948908,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11948908,SP-2018-0218C,The 0.53-acre site will have an office building.,,06/25/2018 10:44:31 AM +0000,,08/07/2018 12:00:00 AM +0000,976,24846.421875,632.167389365086
"MULTIPOLYGON (((-97.83196901478 30.392245941168, -97.83187087665 30.392198017946, -97.831850307532 30.392187973695, -97.831849147352 30.392187798581, -97.831848144647 30.392187651802, -97.831842897777 30.392186885386, -97.831830263222 30.392184982364, -97.831823980813 30.392184010779, -97.831817776769 30.392183067791, -97.831805151918 30.392181111718, -97.831798907688 30.392180112904, -97.831792675216 30.39217914229, -97.831780082957 30.392177133613, -97.831773839429 30.392176107741, -97.831767550699 30.392175099034, -97.831761325512 30.392174048254, -97.831755161061 30.392173063626, -97.831748710192 30.392172005738, -97.831742509753 30.392170923858, -97.831736289019 30.392169902038, -97.83173000346 30.392168811279, -97.831723711926 30.39216775018, -97.831717510062 30.392166643006, -97.831711292182 30.392165591463, -97.831705009359 30.392164475491, -97.831698710252 30.392163385369, -97.831692515356 30.392162250357, -97.831686291936 30.392161171636, -97.831680024497 30.392160024381, -97.831673779127 30.392158909137, -97.831667499813 30.39215773819, -97.831661299668 30.392156604878, -97.831655061874 30.392155438349, -97.831648842198 30.392154295633, -97.831642626836 30.392153106982, -97.831636418416 30.392151971704, -97.831611455908 30.392147180837, -97.831599092108 30.392144751599, -97.831592815765 30.392143546417, -97.831586586531 30.39214229072, -97.831580378396 30.39214106431, -97.831574132155 30.392139782113, -97.831567968158 30.392138539418, -97.831561786161 30.3921372684, -97.831555565064 30.392136020079, -97.831543149569 30.392133457184, -97.83153697357 30.392132155602, -97.831530754426 30.392130872128, -97.831524551157 30.392129538432, -97.831518344989 30.39212823626, -97.831512205041 30.392126909212, -97.831506001117 30.392125600768, -97.831499784104 30.392124235221, -97.831487458363 30.392121582936, -97.831475035968 30.392118844849, -97.831468922299 30.39211746778, -97.831462763241 30.392116115092, -97.831450361924 30.392113326883, -97.831444223091 30.392111916839, -97.831438036974 30.392110523919, -97.831431870964 30.392109078154, -97.831425692598 30.392107667338, -97.831419597191 30.392106228363, -97.831413455073 30.39210482457, -97.831394913703 30.39210047289, -97.831388819584 30.39209898431, -97.831382707369 30.392097551322, -97.831370363175 30.39209456751, -97.831364253043 30.392093054254, -97.831358092892 30.392091583334, -97.831327459631 30.392083951372, -97.831321375265 30.392082407937, -97.831315210488 30.392080874664, -97.831309094995 30.39207928731, -97.831303017817 30.392077747623, -97.831290736989 30.392074568332, -97.83128465197 30.39207296984, -97.831272510629 30.392069830263, -97.831266328451 30.392068205513, -97.831254101655 30.392064949671, -97.831248065335 30.392063319644, -97.831235856553 30.392060051519, -97.831205488862 30.392051732619, -97.831199451365 30.392050027672, -97.831193377234 30.392048370737, -97.831163047115 30.392039767423, -97.831157058037 30.392038041763, -97.831150926434 30.392036313324, -97.83114486194 30.392034525736, -97.831138837749 30.392032789465, -97.831126713472 30.39202923333, -97.831120686829 30.39202743114, -97.831102638225 30.392022100975, -97.831090540125 30.392018458723, -97.831084570246 30.39201663508, -97.831072568641 30.392013004634, -97.831066532627 30.392011162556, -97.831060487834 30.392009297749, -97.831042541571 30.392003714212, -97.831024525283 30.391998061632, -97.831018564702 30.391996160567, -97.831012531134 30.391994264394, -97.83100655198 30.391992316948, -97.831000616181 30.391990423584, -97.830994658336 30.391988497306, -97.830988658481 30.391986585547, -97.830970741189 30.391980728257, -97.830964756942 30.391978736495, -97.830952860137 30.391974838284, -97.830940933726 30.391970837532, -97.830935011352 30.391968828026, -97.830929066569 30.391966839739, -97.83092316921 30.391964828916, -97.830917224498 30.391962837923, -97.830899390706 30.391956731403, -97.830893495863 30.391954663781, -97.830887638727 30.391952667275, -97.830881672196 30.391950594645, -97.830869804032 30.39194643531, -97.830863900599 30.391944337742, -97.830852120327 30.391940200873, -97.830846240064 30.391938092928, -97.830840312892 30.391935987677, -97.830834435202 30.391933860833, -97.83082855882 30.39193176379, -97.830810886465 30.391925332861, -97.830805078806 30.391923194749, -97.830799218662 30.391921073659, -97.830793293459 30.391918892649, -97.830781566548 30.391914544766, -97.830769857197 30.391910162034, -97.83075821036 30.391905776911, -97.830752332325 30.391903583284, -97.830746433018 30.391901326981, -97.830734773783 30.391896898302, -97.830728911613 30.39189461475, -97.830705701742 30.391885663859, -97.830702251266 30.391884301708, -97.830699846542 30.391883352469, -97.830688235708 30.391878823669, -97.830682420626 30.391876490503, -97.830676607613 30.391874197982, -97.830670868031 30.391871883433, -97.830659272105 30.391867301683, -97.83065347761 30.391864937336, -97.830641901933 30.391860297328, -97.830636125734 30.391857909876, -97.830630347347 30.391855566596, -97.830624635251 30.391853195733, -97.830613090298 30.391848494964, -97.830607368595 30.391846093234, -97.830601656838 30.391843749447, -97.830595817077 30.39184132466, -97.8305901651 30.391838923387, -97.830584407044 30.391836558845, -97.830578617092 30.391834099838, -97.830572921212 30.391831705829, -97.83055574287 30.39182440924, -97.830544319206 30.391819487053, -97.83053288037 30.391814588029, -97.83052719276 30.391812075974, -97.830521498311 30.391809626948, -97.830515792163 30.391807107312, -97.830510121 30.391804643401, -97.83048734726 30.391794610962, -97.830481679947 30.391792038845, -97.830470351432 30.391787020153, -97.830464728761 30.391784452515, -97.830459070682 30.391781925693, -97.83043647535 30.391771636855, -97.830419531916 30.391763832306, -97.830413970664 30.391761224357, -97.830408395991 30.391758652239, -97.830391552531 30.39175076572, -97.830380369389 30.391745480058, -97.830374780354 30.391742859835, -97.830363560337 30.391737511192, -97.830352383139 30.391732157068, -97.830341208748 30.391726775024, -97.830335699018 30.391724067016, -97.830330154616 30.391721411568, -97.830319034164 30.391715956584, -97.830313476486 30.391713251248, -97.830302363331 30.3917077558, -97.830296891687 30.39170502417, -97.830291360393 30.391702304911, -97.830269210295 30.391691225264, -97.830258294296 30.391685673202, -97.830252704514 30.391682881516, -97.83024714507 30.391680003798, -97.830241754026 30.391677254789, -97.830230731301 30.391671604093, -97.830225298554 30.391668777572, -97.830219831861 30.391665975653, -97.830208859204 30.391660280816, -97.830203438253 30.391657440989, -97.830197914066 30.391654568468, -97.830192492463 30.391651673586, -97.830187073406 30.391648841013, -97.830181579169 30.391645937495, -97.830176165726 30.391643049087, -97.830165283375 30.391637283821, -97.830159836797 30.391634348747, -97.830149223913 30.391628668143, -97.830149084255 30.391628595036, -97.830143569976 30.391625621645, -97.830138175812 30.391622672254, -97.830127482656 30.391616876388, -97.830123082038 30.391614626738, -97.829800493761 30.391449720579, -97.829772687526 30.391495413407, -97.829638582657 30.391715406873, -97.829581019849 30.391798393401, -97.828969855692 30.391502369621, -97.829022322465 30.391419397581, -97.828587909768 30.391210734202, -97.827985450124 30.390921299241, -97.826402844543 30.390161057137, -97.826351897793 30.390136546852, -97.824758484189 30.38936955434, -97.824438614656 30.389215552524, -97.824433455291 30.389213911348, -97.824415740746 30.389208256505, -97.824334093028 30.389182209288, -97.824305210012 30.389173009113, -97.824222575966 30.389145869663, -97.823769078344 30.388996981104, -97.824017827577 30.388563089649, -97.824611207492 30.3882128359, -97.826845814381 30.389813436571, -97.826870107175 30.389830826279, -97.826879952365 30.38983775633, -97.826889796492 30.389844687262, -97.826899674638 30.389851590885, -97.826909551745 30.389858494487, -97.826919428853 30.389865398089, -97.826929338915 30.389872275263, -97.826939248665 30.389879124458, -97.826949190666 30.389885974283, -97.82695910146 30.389892823497, -97.826969044167 30.389899646264, -97.826979019125 30.38990646966, -97.826988961859 30.389913291524, -97.826998937523 30.389920087862, -97.827008945148 30.389926855949, -97.827018920502 30.389933624308, -97.827028928106 30.389940393295, -97.827038968689 30.389947134954, -97.827048977023 30.389953875982, -97.827059018311 30.389960590583, -97.82706909081 30.389967305793, -97.827079131061 30.389974020372, -97.82708920429 30.389980707623, -97.827099278223 30.389987367816, -97.827109383704 30.389994055695, -97.827119489576 30.390000688538, -97.827129595763 30.390007349359, -97.827139703381 30.390013955165, -97.827149841507 30.390020588636, -97.827159980337 30.39002719505, -97.827170151081 30.390033775016, -97.827180322891 30.3900403541, -97.827190493661 30.390046933163, -97.827200666177 30.39005348519, -97.827210869903 30.390060037825, -97.827221074333 30.390066563403, -97.827231278789 30.390073088079, -97.827241514455 30.390079613363, -97.827251750826 30.390086111591, -97.827261988942 30.390092582781, -97.827272258292 30.390099053679, -97.82728252762 30.390105525477, -97.827293359187 30.390112310539, -97.827304951304 30.390116744543, -97.827316541656 30.390121206483, -97.827328131305 30.390125695479, -97.827339720932 30.390130185376, -97.827351278648 30.390134701718, -97.827362834621 30.390139245095, -97.82737435866 30.390143815819, -97.827385914246 30.390148414229, -97.827397437583 30.390153012007, -97.827408928985 30.390157637133, -97.827420419662 30.390162290216, -97.82743190862 30.390166969432, -97.827443398596 30.390171649569, -97.827454854894 30.39017638409, -97.827466312233 30.39018111863, -97.827477735581 30.390185879574, -97.827482663792 30.390187928477, -97.828092414561 30.390560374765, -97.828728833784 30.390921264603, -97.82888328022 30.391008852401, -97.829070815918 30.391111453708, -97.829112651109 30.391074731527, -97.828979221878 30.390916626547, -97.828989841856 30.390902191725, -97.829514581265 30.391188965514, -97.829241922356 30.391150283964, -97.829205092751 30.39118491754, -97.829252204634 30.391210692683, -97.829612522817 30.391407799034, -97.829796775468 30.391376816389, -97.830157153547 30.391567150354, -97.830316890124 30.391649072801, -97.830480092338 30.391725688372, -97.830646525645 30.391796889611, -97.830815951242 30.391862572593, -97.830988125881 30.391922644133, -97.831162803027 30.391977017301, -97.83133973071 30.392025614084, -97.831518655679 30.39206836547, -97.83169932036 30.392105208679, -97.831881464815 30.392136091715, -97.832009461212 30.39219536186, -97.832040799695 30.39219904347, -97.832072190097 30.392202529375, -97.832103570849 30.392205825596, -97.832135000642 30.392208956736, -97.832166479746 30.39221187227, -97.832197965506 30.392214651675, -97.832229441347 30.392217211612, -97.832260930858 30.392219605779, -97.832292505388 30.392221812106, -97.832324053787 30.39222382211, -97.832355619536 30.39222564476, -97.832387218721 30.392227302026, -97.832418777067 30.392228768095, -97.832450384045 30.392230044713, -97.832481994334 30.392231153555, -97.832513628262 30.39223207336, -97.832545233858 30.392232801311, -97.832576853778 30.392233338239, -97.832608510228 30.392233710745, -97.832640156056 30.39223389084, -97.83267177665 30.392233880044, -97.832700994293 30.392233693371, -97.833637703306 30.392223942478, -97.834949727541 30.392210210296, -97.835015835501 30.392209012604, -97.835081817226 30.392212767112, -97.835147178044 30.392221444339, -97.835211431423 30.392234981573, -97.835200446657 30.392290603857, -97.835009291216 30.392266311247, -97.83499479087 30.392264467852, -97.83363846665 30.392278930912, -97.832704083961 30.392288661293, -97.832672026207 30.392288872015, -97.832639961138 30.392288883172, -97.832607870882 30.392288701633, -97.83257580237 30.392288323802, -97.83254377046 30.392287778844, -97.832511724783 30.392287042314, -97.832479648811 30.392286109381, -97.832447626742 30.392284984392, -97.832415605857 30.392283693389, -97.832383605701 30.392282205171, -97.832351598021 30.392280525505, -97.832319621649 30.392278682217, -97.832287631698 30.392276640144, -97.832255611407 30.39227440347, -97.83222370841 30.392271978683, -97.83219179007 30.392269383049, -97.832159900328 30.392266567795, -97.832128011022 30.392263615388, -97.832096131682 30.392260439389, -97.832064344037 30.392257099141, -97.832032512552 30.392253563127, -97.83200076098 30.392249835565, -97.83196901478 30.392245941168)))",390,Tumbleweed Hill,3,14,6,10776265,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10776265,SP-2012-0189C,The 9.75-acre site will have 79 residential units.,,,BAKSHIS,12/04/2017 12:00:00 AM +0000,390,455643.056640625,8612.1503012639
"MULTIPOLYGON (((-97.751983146982 30.269897392599, -97.752419048722 30.269668654263, -97.752605784681 30.269702586605, -97.752673107139 30.269714806346, -97.752730009062 30.269725688545, -97.752786694533 30.269737556481, -97.752843036145 30.269750435091, -97.752899097237 30.269764325651, -97.752954815207 30.269779199398, -97.753010158388 30.269795055694, -97.753046210602 30.26980595794, -97.752509271222 30.270838017082, -97.752474622271 30.270824392617, -97.752377632523 30.270786409636, -97.752302373439 30.270756950293, -97.752238089797 30.270731782488, -97.752089360076 30.270673532195, -97.751957438275 30.2706218636, -97.751948062588 30.270618181792, -97.751800806223 30.27056053841, -97.7516561845 30.270503910557, -97.751487480114 30.270437858692, -97.751544929922 30.270366654874, -97.751645981577 30.270232576714, -97.751839989843 30.270015908422, -97.751790754948 30.269996764265, -97.751983146982 30.269897392599)))",170,Sixth + Lamar East Block,3,11,6,10714677,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10714677,SP-2012-0036C,"The two buildings, one with 15 stories and the other 5 stories will have a total of 51,685 sq.ft of retail space and 345,900 sq.ft of office space, as well as 1,218 parking spaces in 5 levels of underground, and 3 levels of above ground parking.",,,BAKSHIS,12/01/2017 12:00:00 AM +0000,170,117272.24609375,1408.30085589046
"MULTIPOLYGON (((-97.718988338049 30.273995509429, -97.719171662975 30.273967152891, -97.719254898329 30.274361560657, -97.71906917129 30.274388713173, -97.718988338049 30.273995509429)))",1006,"Lofts at Poquito, The",2,2,6,11959352,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11959352,SP-2018-0244C,The 0.18-acre site will have 12 residential units.,,08/06/2018 02:34:48 PM +0000,,,1006,8604.0234375,409.327360863844
"MULTIPOLYGON (((-97.778160078124 30.229748587978, -97.778260557449 30.22958912323, -97.77829736558 30.229605704465, -97.778456881031 30.22934824264, -97.778587248358 30.229141251944, -97.778498728933 30.229100218676, -97.778620254487 30.22891391444, -97.7787058641 30.228952919676, -97.778907655259 30.229051209596, -97.77901508701 30.229104671277, -97.779071893523 30.229132728003, -97.7792284736 30.229209668914, -97.779382991055 30.229285719341, -97.779132689601 30.229680592723, -97.778869101599 30.230094394436, -97.778160078124 30.229748587978)))",736,Mesa Condominium,15,14,6,11810097,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11810097,SP-2017-0415C,The 1.87-acre site will have a multifamily residential development.,,11/07/2017 12:38:38 PM +0000,Bakshis,04/16/2018 01:20:28 PM +0000,736,85679.8671875,1249.89413995849
