the_geom,OBJECTID,NAME,District,Zone,Subzone,Shape_Length,Shape_Area
"MULTIPOLYGON (((-90.013080299092 29.978213862833, -90.013989625585 29.975459090236, -90.015128961069 29.972007179394, -90.018569521629 29.972781126141, -90.021688938749 29.973482757931, -90.023970438956 29.974028417482, -90.023093356235 29.976904439462, -90.021931041857 29.98071547309, -90.021320114691 29.980634419289, -90.02122877415 29.98061904421, -90.021143728148 29.9805982589, -90.021044342518 29.980562865125, -90.020968086964 29.980507737381, -90.020908540039 29.980445571, -90.02078236942 29.980232371094, -90.020628472157 29.979994721095, -90.020490008316 29.979914139649, -90.01967089872 29.979710139665, -90.014627018786 29.978565061848, -90.013080299092 29.978213862833)))",7260,5I02,5,5I,02,10771.997396966994,6931738.6798254494
"MULTIPOLYGON (((-90.049649145827 29.97095419302, -90.049986384642 29.969858776067, -90.050176276401 29.96917832594, -90.050171895656 29.969037538372, -90.050593492675 29.969033770115, -90.056853526336 29.968624512546, -90.056910054914 29.96958783397, -90.056967730566 29.970570279133, -90.05034463108 29.970976739586, -90.049874021448 29.971002157186, -90.049649145827 29.97095419302)))",7395,5B02,5,5B,02,5872.8457792737772,1559202.8002776345
"MULTIPOLYGON (((-90.090055223561 29.945083116445, -90.090801386104 29.944649479375, -90.091289238909 29.944365941283, -90.091939642064 29.94524259005, -90.092145297822 29.945519777266, -90.094226845572 29.948325360189, -90.093643698178 29.948658170604, -90.093470877767 29.948756779598, -90.0933268888 29.948875707563, -90.09066678617 29.945792067443, -90.090055223561 29.945083116445)))",7117,6K02,6,6K,02,4258.2772562651844,701320.68191421265
"MULTIPOLYGON (((-90.105688548337 29.969756821175, -90.105764110714 29.969681379295, -90.105910919773 29.969534744323, -90.106067917545 29.969381467304, -90.106329148366 29.969127605015, -90.106467006859 29.969025463016, -90.10659195595 29.96893290846, -90.106817676249 29.968728488938, -90.106883470126 29.968663954381, -90.107088332664 29.968462942593, -90.107644155752 29.967917573982, -90.107785119326 29.968056139284, -90.108084147031 29.968350091786, -90.108157815331 29.968433881399, -90.108549517645 29.968879394744, -90.108832863838 29.96928831324, -90.109054376755 29.969665746626, -90.109134188671 29.969817765668, -90.109193640658 29.969930270094, -90.109314827669 29.970167373634, -90.109551879987 29.97063272877, -90.10978233007 29.971054518679, -90.110029940679 29.971532402739, -90.110319189353 29.972110138731, -90.110413214633 29.97230373077, -90.110552492032 29.972590995979, -90.110708083349 29.973005845153, -90.110823948936 29.973368543865, -90.109771514267 29.972518451834, -90.109162053585 29.972118383129, -90.107774520777 29.971176305499, -90.106972972108 29.970622473397, -90.105688548337 29.969756821175)))",6939,3D01,3,3D,01,5244.8464641476503,1082170.2463722033
"MULTIPOLYGON (((-90.119249607508 29.961720134323, -90.117430065498 29.96024086691, -90.116602744879 29.959568246953, -90.118871837269 29.957432809366, -90.119115131716 29.957207245834, -90.120526043565 29.955899000657, -90.124061543408 29.958765230833, -90.124807409482 29.959376666141, -90.12085817141 29.963027786239, -90.119708693198 29.962093334907, -90.119249607508 29.961720134323)))",6932,2T01,2,2T,01,7344.7311337311749,3375769.4695360856
"MULTIPOLYGON (((-90.094935202941 29.935500993149, -90.096025983933 29.935111406976, -90.096105935088 29.935082843696, -90.096118778791 29.93507826207, -90.096915213678 29.934931391892, -90.097656608111 29.934787520441, -90.098406126749 29.934642648343, -90.0993645198 29.934580554725, -90.10049821771 29.934487013256, -90.100795244045 29.934465376682, -90.101601660986 29.934406627383, -90.102858023046 29.934304891309, -90.102915664618 29.934848802456, -90.102959588374 29.935263252722, -90.10170158693 29.935363818764, -90.100599564232 29.935445924086, -90.098656756354 29.935581896838, -90.09716910272 29.935879227064, -90.096618511677 29.93596623215, -90.09656821095 29.935974174372, -90.0965392009 29.935978769171, -90.096451625954 29.935990623052, -90.095971479089 29.936161283677, -90.09536477747 29.936378215264, -90.094935202941 29.935500993149)))",7031,6Q03,6,6Q,03,5713.1413148232641,875572.50093688339
"MULTIPOLYGON (((-90.068644366566 29.956894016322, -90.068755733084 29.956768421949, -90.069640275899 29.955770943658, -90.070043213762 29.955316553079, -90.071364746532 29.956218198055, -90.07192924233 29.956603274325, -90.070893491008 29.957759119699, -90.070780190754 29.957885522833, -90.070519759024 29.958176145818, -90.070019174128 29.957833915903, -90.069661865286 29.957589640799, -90.06901951599 29.95715051132, -90.068644366566 29.956894016322)))",7097,8D02,8,8D,02,2964.0742078688304,548846.55667319801
"MULTIPOLYGON (((-89.980092555589 30.043144676015, -89.982320409639 30.042061835156, -89.984766519552 30.040872181682, -89.984894710533 30.040809832444, -89.988749696993 30.047071079985, -89.987445333302 30.047686622899, -89.983946784 30.049388071177, -89.983768486143 30.049085726593, -89.983017268652 30.047807095362, -89.981908753445 30.046008924878, -89.981140129054 30.044761068409, -89.980926245904 30.044445484896, -89.980092555589 30.043144676015)))",7339,7P07,7,7P,07,8638.7290299743909,4457805.6001941506
"MULTIPOLYGON (((-90.127927820249 29.956423620331, -90.129006050799 29.955417732659, -90.132056166226 29.952564541363, -90.132475362006 29.952172370327, -90.133233642121 29.951463028041, -90.136017909946 29.953723714721, -90.136550334221 29.953790020437, -90.136362483686 29.954120343179, -90.13586864164 29.954988721339, -90.135593812798 29.955471949513, -90.135201580977 29.956161621116, -90.133909966227 29.958432666184, -90.133550169469 29.959065236277, -90.133340810913 29.959433364649, -90.13113479181 29.957680137599, -90.130383574873 29.958380017481, -90.127927820249 29.956423620331)))",6921,2K02,2,2K,02,8479.4170204830389,3933542.7956631244
"MULTIPOLYGON (((-90.075479759501 29.954901630917, -90.07478962947 29.954587114294, -90.074962558602 29.954389420976, -90.075069878039 29.954168248434, -90.075132986275 29.95400189917, -90.075250937804 29.95363119999, -90.075360251957 29.953256623348, -90.075496777418 29.952795021603, -90.075596579079 29.952481073738, -90.075654617842 29.952263361537, -90.075671019608 29.952162180976, -90.075700024258 29.951983130488, -90.075710340529 29.951851092401, -90.07572038339 29.951640621024, -90.075714880685 29.951576108756, -90.075707887025 29.951494586968, -90.075695548622 29.951361094484, -90.075687452078 29.951219198588, -90.075693557175 29.951028023402, -90.075731051233 29.950794191343, -90.075968582953 29.950869611345, -90.076644757138 29.951097005977, -90.076778541425 29.951140825507, -90.077319749834 29.951318088269, -90.077592854546 29.951410151738, -90.077714850906 29.951449733724, -90.077773962384 29.951475130708, -90.078147260525 29.951635551769, -90.078702859752 29.951899322627, -90.079556950669 29.952225830014, -90.080601777173 29.95268122567, -90.08244854979 29.953523931421, -90.082685321975 29.953640691834, -90.082550162617 29.953791811321, -90.082285167158 29.954112471639, -90.082053263313 29.954393075961, -90.08127552465 29.95529328488, -90.080941199569 29.955629342441, -90.080770997382 29.955809250464, -90.080579875917 29.956010270613, -90.0801932074 29.956412487179, -90.079787170216 29.956868034597, -90.075479759501 29.954901630917)))",7224,8J02,8,8J,02,7145.8418038069722,2984365.4805052332
"MULTIPOLYGON (((-90.085808177214 29.919437247388, -90.08352064737 29.914928703085, -90.08465221975 29.914569712369, -90.08509924658 29.914428067314, -90.086654063009 29.918385689982, -90.088892766036 29.923004620459, -90.087736117109 29.923436451534, -90.085808177214 29.919437247388)))",7208,6A03,6,6A,03,7645.2480274222717,1438004.0910296305
"MULTIPOLYGON (((-90.061101124641 30.022011458626, -90.070673752477 30.02141822592, -90.070701052924 30.022389200468, -90.070703430599 30.022473426457, -90.070723368918 30.023182340335, -90.070207320574 30.023249192331, -90.069295363376 30.02331114253, -90.068038232629 30.023359677827, -90.066873644269 30.023434336232, -90.06639154889 30.023465062842, -90.065813006108 30.023547879131, -90.065056926676 30.02364526356, -90.064186994838 30.02368965341, -90.063294964975 30.023734676078, -90.063153889759 30.023792165277, -90.062791034876 30.02402048717, -90.062666879917 30.024076736163, -90.062461845051 30.024099176911, -90.06126934489 30.024163506349, -90.061185206624 30.023087097998, -90.061168716516 30.022876208135, -90.061101124641 30.022011458626)))",7194,3S01,3,3S,01,7503.2688137013247,2062062.7361294564
"MULTIPOLYGON (((-90.085499688669 29.97480256069, -90.091361018317 29.968270332488, -90.09223087464 29.968864807727, -90.094056743722 29.970112632519, -90.091321926987 29.973173681, -90.09126225069 29.973316612007, -90.090918424355 29.974372852603, -90.090660934686 29.975072657533, -90.090463604281 29.975615979079, -90.090387722359 29.975824810221, -90.090059756539 29.976788084169, -90.08992660192 29.976923665609, -90.089396987637 29.977462882294, -90.085625872265 29.974888704114, -90.085499688669 29.97480256069)))",6960,1M04,1,1M,04,8774.7410312284301,3751238.3104723906
"MULTIPOLYGON (((-90.077610203664 29.936270199441, -90.077677145432 29.936204564197, -90.077988691724 29.935945709414, -90.078330418155 29.935671934725, -90.078388148693 29.935625680466, -90.078717156064 29.935361408439, -90.078958048876 29.935194359717, -90.079286930646 29.934977440408, -90.079697635888 29.934706519344, -90.080595516402 29.934121155364, -90.081429822885 29.935084365302, -90.081925149612 29.935656183184, -90.083084074646 29.936994076098, -90.082132329374 29.937616125542, -90.081447641808 29.938063637254, -90.081400899045 29.938120062668, -90.081283674855 29.938337983981, -90.0807489864 29.939062607328, -90.077610203664 29.936270199441)))",7123,6G01,6,6G,01,5032.5125711790051,1523110.5332870751
"MULTIPOLYGON (((-90.074970874773 29.939802245859, -90.075650486654 29.938883863533, -90.076540992602 29.937680531196, -90.077533005183 29.936350506245, -90.077610203664 29.936270199441, -90.0807489864 29.939062607328, -90.078661792213 29.941887318194, -90.076435083673 29.940629445014, -90.074970874773 29.939802245859)))",7179,6G02,6,6G,02,5568.8374459733905,1918398.8807750174
"MULTIPOLYGON (((-90.097622420549 29.972521733623, -90.098447932182 29.971596055231, -90.099134743657 29.970825874765, -90.100626068755 29.969156010612, -90.101929677535 29.967695543252, -90.102379344661 29.967167683486, -90.10306469784 29.967478928377, -90.103837777969 29.967829983367, -90.104630713994 29.968190074455, -90.105890484346 29.968762138839, -90.106467006859 29.969025463016, -90.106329148366 29.969127605015, -90.106067917545 29.969381467304, -90.105910919773 29.969534744323, -90.105764110714 29.969681379295, -90.105688548337 29.969756821175, -90.104425213077 29.970945067392, -90.102933279915 29.972336890389, -90.101658098864 29.973522414605, -90.100583266057 29.974521649213, -90.099056454013 29.973490368728, -90.098947540492 29.973416803098, -90.098931282193 29.973405842876, -90.097622420549 29.972521733623)))",6950,1L04,1,1L,04,7840.9565542368782,3381103.7505515637
"MULTIPOLYGON (((-90.048425626409 29.9792360997, -90.049436565646 29.979174437479, -90.049556409358 29.979167108406, -90.050623470123 29.979103757779, -90.05275730264 29.978977026898, -90.052939427615 29.978965433194, -90.053107641729 29.98103223029, -90.053263804613 29.983017125209, -90.052135601301 29.983083670148, -90.05100417435 29.983155124539, -90.050995703152 29.983155592366, -90.049891092428 29.983217342396, -90.048745521919 29.983285477184, -90.048545537097 29.980754027917, -90.048425626409 29.9792360997)))",7199,5L02,5,5L,02,5819.2922862456362,2117250.3157981085
"MULTIPOLYGON (((-90.065196167791 29.972110812666, -90.065185841103 29.972095753346, -90.065071725252 29.971884306854, -90.064823860748 29.971435758969, -90.064790303157 29.97137727349, -90.064272573253 29.970474739985, -90.063860616769 29.969756895384, -90.063437575231 29.969016999341, -90.063156134455 29.968525169874, -90.062944893094 29.96815600572, -90.062723735358 29.967769448856, -90.062494707454 29.967415816344, -90.062376505859 29.96730527981, -90.062447852659 29.96723108669, -90.062616727786 29.967040493432, -90.062638517634 29.9670158989, -90.062966874141 29.966628156544, -90.063601459317 29.965920519906, -90.064302523674 29.966404406105, -90.065341272316 29.967123229908, -90.066356289669 29.967819211537, -90.067641411744 29.968705882941, -90.06860465711 29.96939722386, -90.067909747076 29.970177976302, -90.067017639201 29.971180209086, -90.066226963689 29.972065713462, -90.065620580367 29.972744787118, -90.065456965096 29.97249136629, -90.065292734855 29.972251662177, -90.065196167791 29.972110812666)))",7080,1A01,1,1A,01,6435.352215257607,2200386.1319275037
"MULTIPOLYGON (((-90.102065158654 29.926488526222, -90.101995011 29.925748752108, -90.101885870716 29.924689448479, -90.101696997531 29.922856510732, -90.101588500206 29.92179874531, -90.100332653921 29.921902041775, -90.100235367426 29.920908067527, -90.101487344763 29.920812534733, -90.103472025117 29.920654390902, -90.104997899363 29.92053277025, -90.106126788058 29.920449725298, -90.108001354441 29.920303384153, -90.109111993623 29.920343700252, -90.109008014049 29.922368464187, -90.108894565487 29.924765901371, -90.108810223517 29.926548049166, -90.108804981963 29.926545553531, -90.108573424725 29.926441400038, -90.108442544528 29.926386281404, -90.108203498364 29.9262904726, -90.107945492908 29.926216487582, -90.107717820071 29.926168881618, -90.107534408091 29.926136839727, -90.107240639634 29.926113889328, -90.106814912225 29.926128950393, -90.106649242436 29.92613290559, -90.106349676652 29.926152607021, -90.105574350767 29.926212500563, -90.105321254219 29.92623235818, -90.10443213414 29.926305977403, -90.104051546793 29.926334183474, -90.103324246522 29.926388104935, -90.102065158654 29.926488526222)))",7021,2F04,2,2F,04,9726.9540914665977,4927624.9273718996
"MULTIPOLYGON (((-90.091289238909 29.944365941283, -90.092460092103 29.943711489914, -90.092516849527 29.94367976786, -90.092916415374 29.943456441256, -90.093262973382 29.943262697719, -90.093462023093 29.943151438853, -90.09458025612 29.942526365484, -90.096467011995 29.941449343777, -90.097551137724 29.941033255004, -90.097613397796 29.941291349907, -90.09827661755 29.942931485568, -90.098331767231 29.943067825418, -90.098352436867 29.94311988486, -90.098421461765 29.94329353478, -90.099321641766 29.945558184776, -90.09932451909 29.945565526114, -90.098483192422 29.94590402275, -90.098353642996 29.946010221422, -90.095460462267 29.947633330738, -90.094226845572 29.948325360189, -90.092145297822 29.945519777266, -90.091939642064 29.94524259005, -90.091289238909 29.944365941283)))",7116,6K01,6,6K,01,7689.049997167479,3622949.7393469792
"MULTIPOLYGON (((-90.08524794664 29.950615831041, -90.085321713482 29.950522507829, -90.085448293262 29.950362421714, -90.085619251429 29.950148388097, -90.085688449211 29.950061732119, -90.085805514176 29.949947781957, -90.085994199181 29.949717609071, -90.086330935175 29.949289298932, -90.086590281394 29.948938438067, -90.086835827447 29.948589947831, -90.087290882217 29.947974160802, -90.087661149487 29.947471916006, -90.087844412618 29.947222548388, -90.087934405296 29.947096295335, -90.088030408639 29.946961574865, -90.088366282709 29.946512297137, -90.08868350248 29.946115284062, -90.088909793817 29.945879109264, -90.089166031064 29.945689995949, -90.089224672146 29.94564671483, -90.089234832341 29.945639798789, -90.090055223561 29.945083116445, -90.09066678617 29.945792067443, -90.0933268888 29.948875707563, -90.093306214102 29.948892783143, -90.093177323899 29.949029039758, -90.091317011187 29.947977330171, -90.089038956801 29.950996117725, -90.090913263847 29.952055085127, -90.090233663112 29.952964084428, -90.089286337709 29.954231127718, -90.088610407521 29.953754981283, -90.088090127979 29.953398581796, -90.087622299931 29.953153969151, -90.087202972622 29.952945344735, -90.087094163433 29.952891211863, -90.086628887389 29.95262209005, -90.086356196428 29.952400083596, -90.086107467872 29.952143242252, -90.08590924925 29.951875136793, -90.085711977637 29.951533944263, -90.08524794664 29.950615831041)))",7219,6L01,6,6L,01,9895.8160258498865,3578232.2346815965
