Permit_number,Schedule_Date,Schedule_time,Base_Number,Last_Updated_Date,Last_Updated_Time
BB040,11/06/2020,9:00AM,B01614,05/10/2020,18:05:03.586
AF904,07/28/2020,10:15AM,B02660,05/10/2020,18:05:03.586
AE131,06/10/2020,10:15AM,,05/10/2020,18:05:03.586
AF668,08/05/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AD509,06/24/2020,9:30AM,,05/10/2020,18:05:03.586
AC607,11/05/2020,10:45AM,B02346,05/10/2020,18:05:03.586
BB436,07/29/2020,10:45AM,B02520,05/10/2020,18:05:03.586
BA099,06/19/2020,10:30AM,B02660,05/10/2020,18:05:03.586
AE539,06/01/2020,10:15AM,,05/10/2020,18:05:03.586
AE134,07/09/2020,10:00AM,B01848,05/10/2020,18:05:03.586
BB994,11/02/2020,11:00AM,B01231,05/10/2020,18:05:03.586
BC155,06/03/2020,10:45AM,B02902,05/10/2020,18:05:03.586
BC225,11/02/2020,11:00AM,B02346,05/10/2020,18:05:03.586
AE959,09/03/2020,9:00AM,B02804,05/10/2020,18:05:03.586
AD775,06/29/2020,9:45AM,B02197,05/10/2020,18:05:03.586
BB579,08/11/2020,10:30AM,B02847,05/10/2020,18:05:03.586
AD464,06/08/2020,10:00AM,B02822,05/10/2020,18:05:03.586
BB537,10/06/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AA427,07/31/2020,9:00AM,B90675,05/10/2020,18:05:03.586
aa625,10/01/2020,9:15AM,B01663,05/10/2020,18:05:03.586
AE214,05/20/2020,9:00AM,B03036,05/10/2020,18:05:03.586
AB506,10/02/2020,9:45AM,B01848,05/10/2020,18:05:03.586
BA858,10/20/2020,10:45AM,B03027,05/10/2020,18:05:03.586
AB640,10/19/2020,9:45AM,,05/10/2020,18:05:03.586
AF173,07/06/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AC263,06/18/2020,9:15AM,B02520,05/10/2020,18:05:03.586
AE847,06/15/2020,10:15AM,B02379,05/10/2020,18:05:03.586
AF828,09/22/2020,10:00AM,B02537,05/10/2020,18:05:03.586
BA896,10/23/2020,10:45AM,B02932,05/10/2020,18:05:03.586
BA765,07/23/2020,10:30AM,,05/10/2020,18:05:03.586
AC312,07/17/2020,9:00AM,,05/10/2020,18:05:03.586
AC434,05/28/2020,9:00AM,B02902,05/10/2020,18:05:03.586
AC739,08/21/2020,10:30AM,B02183,05/10/2020,18:05:03.586
AE783,07/22/2020,9:45AM,B01243,05/10/2020,18:05:03.586
AE126,07/15/2020,9:45AM,B02932,05/10/2020,18:05:03.586
AE452,09/17/2020,10:45AM,B01593,05/10/2020,18:05:03.586
BA277,09/29/2020,10:30AM,B03027,05/10/2020,18:05:03.586
AB537,09/24/2020,9:15AM,B02346,05/10/2020,18:05:03.586
AD473,06/11/2020,9:45AM,B02932,05/10/2020,18:05:03.586
AF887,07/27/2020,10:45AM,B01726,05/10/2020,18:05:03.586
AC081,10/29/2020,9:15AM,B90675,05/10/2020,18:05:03.586
AF590,08/20/2020,10:00AM,B00485,05/10/2020,18:05:03.586
AA639,06/12/2020,9:00AM,,05/10/2020,18:05:03.586
AF920,08/10/2020,9:30AM,B01614,05/10/2020,18:05:03.586
AC134,10/07/2020,9:45AM,B02660,05/10/2020,18:05:03.586
AD753,08/19/2020,9:30AM,B01848,05/10/2020,18:05:03.586
AF885,06/26/2020,10:45AM,B03036,05/10/2020,18:05:03.586
AB814,05/20/2020,10:15AM,B02932,05/10/2020,18:05:03.586
AB185,11/04/2020,10:00AM,,05/10/2020,18:05:03.586
BA585,05/20/2020,9:45AM,B01455,05/10/2020,18:05:03.586
AB329,10/29/2020,9:00AM,,05/10/2020,18:05:03.586
AF901,06/18/2020,10:30AM,,05/10/2020,18:05:03.586
BB234,07/20/2020,10:30AM,B03152,05/10/2020,18:05:03.586
AF453,06/30/2020,9:45AM,B02638,05/10/2020,18:05:03.586
AA952,10/26/2020,9:15AM,,05/10/2020,18:05:03.586
BB800,10/13/2020,10:45AM,B03027,05/10/2020,18:05:03.586
AF722,07/17/2020,10:30AM,,05/10/2020,18:05:03.586
AF411,08/21/2020,10:00AM,B02932,05/10/2020,18:05:03.586
AE894,06/02/2020,10:15AM,B01848,05/10/2020,18:05:03.586
AB600,11/09/2020,9:00AM,B01285,05/10/2020,18:05:03.586
BA713,06/01/2020,10:45AM,B01777,05/10/2020,18:05:03.586
BB442,05/29/2020,10:15AM,B02660,05/10/2020,18:05:03.586
AF909,07/09/2020,10:45AM,B02932,05/10/2020,18:05:03.586
BB284,08/04/2020,10:00AM,B03036,05/10/2020,18:05:03.586
BA322,06/26/2020,10:45AM,B01081,05/10/2020,18:05:03.586
AA954,11/04/2020,9:45AM,B01259,05/10/2020,18:05:03.586
AE619,09/01/2020,10:00AM,B01510,05/10/2020,18:05:03.586
AD432,10/06/2020,10:00AM,,05/10/2020,18:05:03.586
AC921,06/09/2020,9:45AM,,05/10/2020,18:05:03.586
AC212,10/07/2020,9:45AM,B01734,05/10/2020,18:05:03.586
AB220,10/14/2020,9:30AM,B02346,05/10/2020,18:05:03.586
AF756,07/23/2020,10:15AM,B02822,05/10/2020,18:05:03.586
AC348,06/22/2020,9:00AM,B02414,05/10/2020,18:05:03.586
BC188,08/19/2020,10:30AM,B02346,05/10/2020,18:05:03.586
AF193,06/12/2020,10:30AM,B02197,05/10/2020,18:05:03.586
AD861,06/12/2020,10:00AM,,05/10/2020,18:05:03.586
BB138,07/22/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AE800,07/08/2020,10:00AM,B02219,05/10/2020,18:05:03.586
AA381,08/13/2020,9:15AM,B01848,05/10/2020,18:05:03.586
AE639,06/17/2020,10:00AM,B02660,05/10/2020,18:05:03.586
AE249,06/29/2020,9:45AM,B02932,05/10/2020,18:05:03.586
AE675,08/13/2020,9:00AM,B02197,05/10/2020,18:05:03.586
AA394,06/26/2020,9:00AM,B01614,05/10/2020,18:05:03.586
AB885,06/24/2020,9:00AM,,05/10/2020,18:05:03.586
BC074,09/14/2020,9:15AM,B01231,05/10/2020,18:05:03.586
AB830,07/14/2020,9:00AM,B03152,05/10/2020,18:05:03.586
AE671,08/04/2020,9:45AM,B01124,05/10/2020,18:05:03.586
AA230,10/09/2020,9:00AM,B01196,05/10/2020,18:05:03.586
AE914,05/19/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AF313,07/09/2020,10:30AM,B03027,05/10/2020,18:05:03.586
AA913,11/05/2020,9:00AM,B01726,05/10/2020,18:05:03.586
BA808,06/25/2020,10:30AM,B02219,05/10/2020,18:05:03.586
AC035,06/22/2020,9:00AM,B00375,05/10/2020,18:05:03.586
AB987,05/12/2020,10:00AM,B90675,05/10/2020,18:05:03.586
AF876,07/20/2020,10:30AM,B03152,05/10/2020,18:05:03.586
BB604,11/10/2020,9:45AM,B02346,05/10/2020,18:05:03.586
AF658,06/30/2020,9:45AM,B01536,05/10/2020,18:05:03.586
AE109,07/23/2020,9:15AM,B02847,05/10/2020,18:05:03.586
AB424,10/16/2020,9:30AM,B02183,05/10/2020,18:05:03.586
AD023,05/22/2020,10:00AM,B01614,05/10/2020,18:05:03.586
ac162,10/22/2020,10:15AM,B03036,05/10/2020,18:05:03.586
AE445,08/26/2020,9:45AM,B02414,05/10/2020,18:05:03.586
AB314,10/22/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AF077,07/02/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AF937,08/28/2020,9:30AM,B90675,05/10/2020,18:05:03.586
BA929,06/30/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AE419,06/16/2020,9:45AM,,05/10/2020,18:05:03.586
BA749,05/21/2020,10:15AM,B01614,05/10/2020,18:05:03.586
BB476,07/22/2020,10:45AM,B02414,05/10/2020,18:05:03.586
BA410,10/09/2020,10:30AM,B03027,05/10/2020,18:05:03.586
AF906,09/14/2020,10:00AM,,05/10/2020,18:05:03.586
AD046,11/05/2020,9:00AM,B02847,05/10/2020,18:05:03.586
AE666,10/27/2020,10:30AM,,05/10/2020,18:05:03.586
AF531,07/20/2020,10:30AM,B03036,05/10/2020,18:05:03.586
AB457,06/18/2020,9:00AM,B02902,05/10/2020,18:05:03.586
AB565,05/11/2020,9:00AM,B01234,05/10/2020,18:05:03.586
AC151,05/22/2020,9:30AM,,05/10/2020,18:05:03.586
AD963,08/17/2020,9:45AM,,05/10/2020,18:05:03.586
AB637,06/25/2020,9:00AM,B03027,05/10/2020,18:05:03.586
BA141,07/30/2020,10:45AM,B02346,05/10/2020,18:05:03.586
AF246,07/06/2020,10:00AM,B02902,05/10/2020,18:05:03.586
AE960,09/03/2020,9:00AM,B01124,05/10/2020,18:05:03.586
AF895,07/28/2020,10:15AM,B02346,05/10/2020,18:05:03.586
AA379,06/04/2020,9:00AM,,05/10/2020,18:05:03.586
AA803,08/04/2020,10:15AM,B01234,05/10/2020,18:05:03.586
BB377,07/29/2020,10:45AM,B02660,05/10/2020,18:05:03.586
BB660,09/22/2020,10:30AM,,05/10/2020,18:05:03.586
BA429,06/29/2020,10:15AM,B02822,05/10/2020,18:05:03.586
AB130,06/12/2020,9:00AM,B00937,05/10/2020,18:05:03.586
AD012,05/11/2020,10:00AM,B03036,05/10/2020,18:05:03.586
AA593,11/04/2020,9:30AM,B00937,05/10/2020,18:05:03.586
AE850,06/19/2020,10:15AM,B02932,05/10/2020,18:05:03.586
AD049,07/16/2020,9:15AM,B01593,05/10/2020,18:05:03.586
AD918,06/02/2020,10:00AM,B00485,05/10/2020,18:05:03.586
AF596,08/10/2020,9:30AM,B01601,05/10/2020,18:05:03.586
AB790,07/10/2020,9:00AM,B01678,05/10/2020,18:05:03.586
AE187,08/06/2020,10:30AM,B02847,05/10/2020,18:05:03.586
AB512,10/14/2020,9:30AM,B02932,05/10/2020,18:05:03.586
BB416,09/18/2020,10:30AM,B02847,05/10/2020,18:05:03.586
AB146,06/18/2020,9:00AM,B01196,05/10/2020,18:05:03.586
AD694,05/26/2020,10:45AM,B02932,05/10/2020,18:05:03.586
AD423,06/19/2020,9:30AM,B01848,05/10/2020,18:05:03.586
BB606,09/02/2020,9:45AM,B02346,05/10/2020,18:05:03.586
AE080,06/24/2020,9:45AM,B03036,05/10/2020,18:05:03.586
AF322,07/17/2020,10:30AM,B02804,05/10/2020,18:05:03.586
AB638,07/10/2020,9:00AM,,05/10/2020,18:05:03.586
AB340,10/30/2020,10:45AM,B02219,05/10/2020,18:05:03.586
BA106,10/27/2020,10:45AM,B01848,05/10/2020,18:05:03.586
AF358,07/31/2020,10:00AM,B03027,05/10/2020,18:05:03.586
BB287,10/21/2020,10:30AM,B03152,05/10/2020,18:05:03.586
BA654,06/15/2020,10:30AM,B01848,05/10/2020,18:05:03.586
AC106,06/08/2020,9:15AM,B01065,05/10/2020,18:05:03.586
AC682,09/17/2020,9:15AM,B01848,05/10/2020,18:05:03.586
AA877,10/26/2020,9:15AM,B02346,05/10/2020,18:05:03.586
AE694,07/16/2020,10:15AM,B01848,05/10/2020,18:05:03.586
AC360,08/24/2020,10:45AM,B02932,05/10/2020,18:05:03.586
AD909,06/03/2020,9:30AM,B02219,05/10/2020,18:05:03.586
AD081,11/04/2020,10:45AM,B02847,05/10/2020,18:05:03.586
BA603,09/30/2020,9:30AM,B03152,05/10/2020,18:05:03.586
AB385,06/01/2020,9:15AM,B01848,05/10/2020,18:05:03.586
BB726,07/02/2020,10:45AM,B01848,05/10/2020,18:05:03.586
AE107,08/28/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AA440,06/18/2020,9:00AM,B02759,05/10/2020,18:05:03.586
AD080,11/04/2020,10:45AM,B01614,05/10/2020,18:05:03.586
AC481,10/07/2020,10:00AM,,05/10/2020,18:05:03.586
AD192,07/21/2020,9:00AM,B02822,05/10/2020,18:05:03.586
AA246,07/08/2020,9:00AM,B02346,05/10/2020,18:05:03.586
AC045,06/05/2020,9:30AM,,05/10/2020,18:05:03.586
AE908,06/12/2020,10:15AM,B00350,05/10/2020,18:05:03.586
AA944,05/21/2020,10:30AM,B02847,05/10/2020,18:05:03.586
AA911,10/28/2020,9:45AM,B03027,05/10/2020,18:05:03.586
AD315,11/02/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AC528,06/08/2020,9:30AM,B02847,05/10/2020,18:05:03.586
AA656,09/11/2020,10:30AM,,05/10/2020,18:05:03.586
AD434,07/23/2020,9:15AM,B01678,05/10/2020,18:05:03.586
AA822,09/16/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AE723,10/14/2020,10:00AM,B02219,05/10/2020,18:05:03.586
AB674,06/17/2020,9:15AM,B02932,05/10/2020,18:05:03.586
AF629,06/25/2020,10:15AM,B01777,05/10/2020,18:05:03.586
AD595,07/02/2020,9:30AM,B02346,05/10/2020,18:05:03.586
AD823,05/26/2020,9:00AM,B02847,05/10/2020,18:05:03.586
AD516,08/21/2020,10:45AM,B01848,05/10/2020,18:05:03.586
AD240,07/13/2020,9:15AM,B02847,05/10/2020,18:05:03.586
BA363,09/29/2020,10:30AM,,05/10/2020,18:05:03.586
AA270,10/27/2020,9:30AM,B01338,05/10/2020,18:05:03.586
AD590,07/07/2020,9:30AM,B02806,05/10/2020,18:05:03.586
AB831,10/05/2020,9:15AM,B01614,05/10/2020,18:05:03.586
AD991,05/21/2020,9:30AM,,05/10/2020,18:05:03.586
AC188,10/06/2020,10:00AM,B01848,05/10/2020,18:05:03.586
BB789,09/28/2020,10:00AM,,05/10/2020,18:05:03.586
AB143,06/08/2020,9:00AM,B01848,05/10/2020,18:05:03.586
AB968,05/22/2020,9:15AM,,05/10/2020,18:05:03.586
AF442,09/02/2020,10:45AM,,05/10/2020,18:05:03.586
AD017,08/26/2020,9:30AM,B03027,05/10/2020,18:05:03.586
AD804,07/02/2020,9:45AM,B01614,05/10/2020,18:05:03.586
BA086,09/10/2020,9:45AM,B01848,05/10/2020,18:05:03.586
BB292,09/04/2020,9:15AM,B01848,05/10/2020,18:05:03.586
BC309,06/18/2020,11:00AM,B02182,05/10/2020,18:05:03.586
AC530,05/28/2020,9:00AM,B01811,05/10/2020,18:05:03.586
BA739,07/07/2020,10:30AM,B02346,05/10/2020,18:05:03.586
AD065,07/28/2020,9:00AM,B01726,05/10/2020,18:05:03.586
AF430,09/17/2020,9:00AM,B02219,05/10/2020,18:05:03.586
AE820,06/22/2020,10:15AM,,05/10/2020,18:05:03.586
AD487,08/14/2020,10:15AM,B01848,05/10/2020,18:05:03.586
BB754,06/03/2020,10:45AM,B01593,05/10/2020,18:05:03.586
AE513,07/16/2020,10:00AM,B01536,05/10/2020,18:05:03.586
BA712,10/20/2020,10:30AM,,05/10/2020,18:05:03.586
AB049,10/29/2020,10:30AM,B00221,05/10/2020,18:05:03.586
BA824,07/29/2020,10:30AM,B02346,05/10/2020,18:05:03.586
BA961,05/28/2020,10:15AM,B02902,05/10/2020,18:05:03.586
AC229,10/21/2020,10:00AM,,05/10/2020,18:05:03.586
AC847,06/09/2020,9:30AM,,05/10/2020,18:05:03.586
AF365,07/06/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AA774,06/03/2020,9:00AM,B02107,05/10/2020,18:05:03.586
AA909,10/09/2020,9:15AM,B01811,05/10/2020,18:05:03.586
AC243,10/09/2020,9:30AM,B02822,05/10/2020,18:05:03.586
BB062,06/17/2020,10:45AM,B01614,05/10/2020,18:05:03.586
BA563,09/14/2020,10:45AM,,05/10/2020,18:05:03.586
AE371,11/05/2020,9:15AM,B01614,05/10/2020,18:05:03.586
AA209,10/07/2020,9:15AM,B01339,05/10/2020,18:05:03.586
AE103,08/25/2020,9:30AM,B02847,05/10/2020,18:05:03.586
AE474,09/09/2020,9:00AM,B01848,05/10/2020,18:05:03.586
AB112,10/14/2020,9:15AM,B01313,05/10/2020,18:05:03.586
AD756,06/04/2020,10:45AM,B02660,05/10/2020,18:05:03.586
BB122,07/14/2020,10:30AM,B03027,05/10/2020,18:05:03.586
BA379,10/23/2020,10:30AM,B02902,05/10/2020,18:05:03.586
BB495,10/13/2020,10:30AM,B01848,05/10/2020,18:05:03.586
AB630,05/12/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AE475,09/01/2020,9:45AM,B03027,05/10/2020,18:05:03.586
AB712,07/16/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AC329,08/26/2020,9:15AM,B03152,05/10/2020,18:05:03.586
AB005,10/15/2020,9:45AM,B02183,05/10/2020,18:05:03.586
AB916,10/23/2020,10:00AM,B01455,05/10/2020,18:05:03.586
AF591,10/15/2020,10:15AM,B90675,05/10/2020,18:05:03.586
BB389,06/23/2020,10:45AM,,05/10/2020,18:05:03.586
AF817,07/29/2020,10:15AM,,05/10/2020,18:05:03.586
BB639,09/16/2020,9:15AM,B01313,05/10/2020,18:05:03.586
AD339,06/08/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AD493,07/06/2020,9:15AM,B01355,05/10/2020,18:05:03.586
AA330,11/04/2020,11:00AM,B01231,05/10/2020,18:05:03.586
BA990,05/19/2020,9:15AM,B01963,05/10/2020,18:05:03.586
AE689,06/22/2020,10:00AM,B02932,05/10/2020,18:05:03.586
BA895,07/16/2020,10:45AM,B02414,05/10/2020,18:05:03.586
AC769,07/14/2020,9:00AM,,05/10/2020,18:05:03.586
AE198,06/26/2020,10:00AM,B02932,05/10/2020,18:05:03.586
AE682,07/27/2020,9:45AM,B03027,05/10/2020,18:05:03.586
AF247,07/20/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AA525,08/11/2020,10:45AM,B01848,05/10/2020,18:05:03.586
AF782,10/21/2020,10:30AM,B02804,05/10/2020,18:05:03.586
AF810,09/24/2020,9:00AM,,05/10/2020,18:05:03.586
BA670,05/14/2020,9:00AM,B01313,05/10/2020,18:05:03.586
AC105,11/09/2020,9:15AM,,05/10/2020,18:05:03.586
BA845,07/13/2020,10:45AM,B02346,05/10/2020,18:05:03.586
AC886,07/22/2020,9:00AM,,05/10/2020,18:05:03.586
AF778,08/12/2020,10:15AM,B02932,05/10/2020,18:05:03.586
BB768,09/10/2020,9:15AM,B02346,05/10/2020,18:05:03.586
AE845,07/13/2020,10:30AM,,05/10/2020,18:05:03.586
AE238,06/29/2020,9:45AM,B01467,05/10/2020,18:05:03.586
AF851,09/02/2020,10:45AM,B01614,05/10/2020,18:05:03.586
BA128,07/06/2020,10:45AM,B01081,05/10/2020,18:05:03.586
BA288,05/27/2020,9:15AM,B02346,05/10/2020,18:05:03.586
BB350,08/19/2020,10:15AM,B03152,05/10/2020,18:05:03.586
AB247,08/13/2020,10:00AM,B03036,05/10/2020,18:05:03.586
AC651,08/07/2020,9:15AM,B02847,05/10/2020,18:05:03.586
AF061,08/28/2020,10:45AM,B03036,05/10/2020,18:05:03.586
AD271,06/09/2020,9:45AM,,05/10/2020,18:05:03.586
AC913,06/18/2020,9:30AM,B02822,05/10/2020,18:05:03.586
AE527,08/25/2020,9:45AM,,05/10/2020,18:05:03.586
AC624,10/01/2020,10:00AM,B03027,05/10/2020,18:05:03.586
BA331,09/08/2020,9:45AM,B02660,05/10/2020,18:05:03.586
AA020,08/17/2020,9:00AM,B02847,05/10/2020,18:05:03.586
AD471,10/28/2020,10:45AM,B01593,05/10/2020,18:05:03.586
AE931,07/28/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AC834,05/13/2020,10:30AM,B02346,05/10/2020,18:05:03.586
AB280,11/10/2020,9:00AM,B02822,05/10/2020,18:05:03.586
AE683,06/22/2020,10:00AM,B01848,05/10/2020,18:05:03.586
BA994,11/06/2020,9:45AM,B03027,05/10/2020,18:05:03.586
AB399,10/20/2020,9:30AM,B03027,05/10/2020,18:05:03.586
AA151,10/21/2020,9:00AM,B01196,05/10/2020,18:05:03.586
AD626,08/10/2020,9:45AM,B02414,05/10/2020,18:05:03.586
BA303,10/13/2020,10:15AM,B02932,05/10/2020,18:05:03.586
AF761,05/28/2020,9:15AM,B01455,05/10/2020,18:05:03.586
AA318,10/07/2020,9:15AM,B02183,05/10/2020,18:05:03.586
AF948,07/28/2020,10:45AM,B02346,05/10/2020,18:05:03.586
AC305,05/12/2020,10:00AM,B90675,05/10/2020,18:05:03.586
AD322,06/05/2020,9:45AM,B01313,05/10/2020,18:05:03.586
BB668,09/22/2020,10:30AM,B02772,05/10/2020,18:05:03.586
BB262,09/10/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AE106,08/19/2020,9:45AM,B03152,05/10/2020,18:05:03.586
AE514,06/05/2020,10:15AM,B03027,05/10/2020,18:05:03.586
BB637,10/26/2020,10:45AM,B01848,05/10/2020,18:05:03.586
AB708,10/30/2020,10:45AM,B02932,05/10/2020,18:05:03.586
AD550,07/13/2020,9:30AM,B03027,05/10/2020,18:05:03.586
BA108,08/14/2020,9:00AM,,05/10/2020,18:05:03.586
AA687,10/29/2020,10:00AM,B03036,05/10/2020,18:05:03.586
BB499,10/06/2020,10:30AM,B02089,05/10/2020,18:05:03.586
AE825,05/19/2020,9:00AM,,05/10/2020,18:05:03.586
AC701,05/19/2020,10:15AM,B01593,05/10/2020,18:05:03.586
AD531,06/08/2020,10:00AM,,05/10/2020,18:05:03.586
AF165,06/16/2020,9:45AM,B02847,05/10/2020,18:05:03.586
AD024,05/22/2020,10:00AM,B01593,05/10/2020,18:05:03.586
AE984,06/19/2020,10:15AM,B01848,05/10/2020,18:05:03.586
BB970,11/04/2020,9:15AM,B01231,05/10/2020,18:05:03.586
AD984,08/14/2020,10:45AM,,05/10/2020,18:05:03.586
BB386,09/18/2020,9:15AM,B02346,05/10/2020,18:05:03.586
AC901,05/26/2020,10:15AM,B02847,05/10/2020,18:05:03.586
BA491,11/06/2020,9:15AM,B02847,05/10/2020,18:05:03.586
AD649,09/23/2020,10:45AM,B02346,05/10/2020,18:05:03.586
AF021,08/28/2020,10:30AM,B02847,05/10/2020,18:05:03.586
AA469,10/13/2020,9:15AM,B01848,05/10/2020,18:05:03.586
AF380,07/30/2020,10:00AM,B01109,05/10/2020,18:05:03.586
AA820,10/30/2020,10:15AM,,05/10/2020,18:05:03.586
AF519,09/02/2020,10:00AM,B01614,05/10/2020,18:05:03.586
AC679,05/26/2020,10:00AM,B02219,05/10/2020,18:05:03.586
AC384,06/09/2020,9:30AM,,05/10/2020,18:05:03.586
AD685,07/29/2020,9:15AM,B02183,05/10/2020,18:05:03.586
AF465,10/21/2020,10:30AM,B03027,05/10/2020,18:05:03.586
AB967,11/10/2020,9:45AM,B01614,05/10/2020,18:05:03.586
AA066,10/08/2020,9:00AM,B03027,05/10/2020,18:05:03.586
BA318,11/04/2020,9:15AM,B02183,05/10/2020,18:05:03.586
AF153,07/15/2020,10:00AM,B02183,05/10/2020,18:05:03.586
AF926,07/14/2020,10:00AM,B01614,05/10/2020,18:05:03.586
AB671,05/21/2020,10:45AM,B02540,05/10/2020,18:05:03.586
AE329,08/18/2020,10:15AM,B01338,05/10/2020,18:05:03.586
BB161,08/14/2020,9:15AM,B02660,05/10/2020,18:05:03.586
AF671,06/30/2020,9:45AM,B01340,05/10/2020,18:05:03.586
AC247,10/22/2020,10:15AM,B01536,05/10/2020,18:05:03.586
BB490,07/07/2020,10:45AM,B00911,05/10/2020,18:05:03.586
AD011,07/24/2020,9:00AM,B01313,05/10/2020,18:05:03.586
BB702,10/19/2020,10:45AM,B03036,05/10/2020,18:05:03.586
AB845,05/15/2020,10:45AM,,05/10/2020,18:05:03.586
AA905,05/12/2020,9:30AM,B01811,05/10/2020,18:05:03.586
AF102,07/22/2020,9:45AM,B02346,05/10/2020,18:05:03.586
BC121,09/10/2020,9:30AM,B02804,05/10/2020,18:05:03.586
AD829,08/12/2020,9:15AM,,05/10/2020,18:05:03.586
AA987,07/15/2020,9:00AM,B00221,05/10/2020,18:05:03.586
AD148,10/28/2020,10:45AM,B00647,05/10/2020,18:05:03.586
BB118,07/16/2020,10:45AM,B02932,05/10/2020,18:05:03.586
AA883,06/25/2020,9:00AM,B90675,05/10/2020,18:05:03.586
BA859,06/03/2020,10:30AM,,05/10/2020,18:05:03.586
AC687,08/20/2020,10:45AM,B02183,05/10/2020,18:05:03.586
AB482,08/24/2020,10:45AM,B02219,05/10/2020,18:05:03.586
BB301,09/09/2020,10:30AM,B02346,05/10/2020,18:05:03.586
AC396,09/21/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AD287,06/23/2020,9:30AM,B01145,05/10/2020,18:05:03.586
AC202,07/08/2020,9:15AM,B01313,05/10/2020,18:05:03.586
AD219,06/09/2020,9:45AM,B02183,05/10/2020,18:05:03.586
AC060,06/25/2020,9:15AM,B01848,05/10/2020,18:05:03.586
AF918,07/31/2020,10:45AM,B02932,05/10/2020,18:05:03.586
AE942,06/15/2020,10:30AM,B01313,05/10/2020,18:05:03.586
AB074,06/25/2020,9:00AM,B00937,05/10/2020,18:05:03.586
AE738,10/27/2020,10:30AM,B01651,05/10/2020,18:05:03.586
AD700,08/06/2020,10:15AM,B01678,05/10/2020,18:05:03.586
AD853,08/14/2020,10:30AM,,05/10/2020,18:05:03.586
BA473,08/31/2020,10:30AM,B02531,05/10/2020,18:05:03.586
AA226,10/08/2020,9:15AM,B02537,05/10/2020,18:05:03.586
AC734,08/07/2020,10:30AM,B90639,05/10/2020,18:05:03.586
AC446,05/15/2020,9:00AM,B02932,05/10/2020,18:05:03.586
BC253,07/14/2020,10:45AM,B02847,05/10/2020,18:05:03.586
BA544,10/20/2020,10:30AM,B02660,05/10/2020,18:05:03.586
AD298,06/22/2020,9:15AM,B02932,05/10/2020,18:05:03.586
AB011,11/05/2020,10:00AM,B01339,05/10/2020,18:05:03.586
BB457,09/22/2020,10:00AM,B02414,05/10/2020,18:05:03.586
AD244,07/20/2020,9:15AM,B01010,05/10/2020,18:05:03.586
AB585,09/15/2020,9:45AM,,05/10/2020,18:05:03.586
BA689,06/03/2020,10:30AM,B01455,05/10/2020,18:05:03.586
BB614,09/28/2020,9:45AM,B02932,05/10/2020,18:05:03.586
AB826,07/06/2020,9:00AM,B01010,05/10/2020,18:05:03.586
AD417,07/31/2020,9:15AM,B01848,05/10/2020,18:05:03.586
AB037,10/29/2020,10:30AM,B03027,05/10/2020,18:05:03.586
AF593,06/15/2020,10:30AM,B03027,05/10/2020,18:05:03.586
AA741,09/21/2020,9:45AM,B03152,05/10/2020,18:05:03.586
BA541,05/20/2020,9:30AM,B03036,05/10/2020,18:05:03.586
AE660,06/22/2020,9:45AM,B01614,05/10/2020,18:05:03.586
AD840,06/10/2020,10:00AM,B00653,05/10/2020,18:05:03.586
AC013,05/22/2020,9:15AM,B02932,05/10/2020,18:05:03.586
AC676,09/08/2020,9:00AM,B03027,05/10/2020,18:05:03.586
BA694,06/04/2020,9:45AM,B01734,05/10/2020,18:05:03.586
AB230,08/27/2020,9:15AM,B01010,05/10/2020,18:05:03.586
AD242,05/15/2020,9:30AM,B02902,05/10/2020,18:05:03.586
AA490,09/23/2020,9:45AM,,05/10/2020,18:05:03.586
AC424,11/06/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AC534,06/25/2020,9:15AM,B02932,05/10/2020,18:05:03.586
AE292,06/03/2020,9:45AM,B01593,05/10/2020,18:05:03.586
AB299,09/24/2020,9:15AM,B01332,05/10/2020,18:05:03.586
AE626,09/01/2020,10:00AM,B01614,05/10/2020,18:05:03.586
aB080,09/28/2020,9:15AM,B01065,05/10/2020,18:05:03.586
AD197,05/21/2020,9:15AM,B02902,05/10/2020,18:05:03.586
AE779,10/08/2020,10:15AM,B01848,05/10/2020,18:05:03.586
BA540,07/07/2020,10:15AM,B03036,05/10/2020,18:05:03.586
AC649,06/12/2020,9:30AM,,05/10/2020,18:05:03.586
AD867,08/06/2020,9:00AM,B02219,05/10/2020,18:05:03.586
