Permit_number,Schedule_Date,Schedule_time,Base_Number,Last_Updated_Date,Last_Updated_Time
BA623,06/18/2020,10:30AM,B01614,05/10/2020,18:05:03.586
BB201,11/02/2020,9:00AM,,05/10/2020,18:05:03.586
AD786,06/17/2020,10:00AM,,05/10/2020,18:05:03.586
AE746,06/22/2020,10:15AM,B02932,05/10/2020,18:05:03.586
AA818,06/10/2020,9:00AM,B01593,05/10/2020,18:05:03.586
AB309,11/02/2020,9:30AM,B01313,05/10/2020,18:05:03.586
AE772,08/10/2020,10:30AM,B02414,05/10/2020,18:05:03.586
BB561,09/24/2020,10:15AM,B01109,05/10/2020,18:05:03.586
BC280,05/12/2020,10:00AM,B01109,05/10/2020,18:05:03.586
AE883,08/10/2020,10:15AM,B01777,05/10/2020,18:05:03.586
AE087,09/08/2020,10:45AM,,05/10/2020,18:05:03.586
BA143,09/08/2020,9:45AM,B02772,05/10/2020,18:05:03.586
AC265,07/20/2020,9:00AM,B01848,05/10/2020,18:05:03.586
AB145,10/22/2020,9:45AM,B01300,05/10/2020,18:05:03.586
AB332,07/02/2020,9:00AM,B02107,05/10/2020,18:05:03.586
AD016,07/09/2020,9:30AM,B01536,05/10/2020,18:05:03.586
BA596,05/14/2020,9:00AM,B02183,05/10/2020,18:05:03.586
AA498,07/15/2020,9:00AM,,05/10/2020,18:05:03.586
AB019,05/18/2020,9:00AM,,05/10/2020,18:05:03.586
AF479,06/19/2020,10:30AM,B02183,05/10/2020,18:05:03.586
AA028,10/16/2020,9:00AM,B01777,05/10/2020,18:05:03.586
BB526,05/13/2020,9:15AM,B02932,05/10/2020,18:05:03.586
AF491,07/14/2020,9:45AM,B02932,05/10/2020,18:05:03.586
BA846,06/18/2020,10:30AM,,05/10/2020,18:05:03.586
AD160,06/01/2020,10:00AM,B01313,05/10/2020,18:05:03.586
AB105,08/13/2020,10:00AM,B01593,05/10/2020,18:05:03.586
AF989,08/28/2020,9:30AM,B01614,05/10/2020,18:05:03.586
AB977,09/23/2020,10:45AM,B90675,05/10/2020,18:05:03.586
AD174,06/18/2020,9:45AM,,05/10/2020,18:05:03.586
BB174,05/18/2020,10:15AM,B02520,05/10/2020,18:05:03.586
BB415,08/11/2020,9:30AM,B02772,05/10/2020,18:05:03.586
BA391,11/04/2020,9:15AM,B02531,05/10/2020,18:05:03.586
AE461,08/20/2020,9:30AM,,05/10/2020,18:05:03.586
AB810,10/20/2020,9:30AM,B01362,05/10/2020,18:05:03.586
AE372,06/08/2020,10:15AM,B01848,05/10/2020,18:05:03.586
AD519,06/11/2020,10:00AM,B01455,05/10/2020,18:05:03.586
BA998,06/24/2020,10:45AM,,05/10/2020,18:05:03.586
BB456,09/24/2020,10:15AM,B00882,05/10/2020,18:05:03.586
AD155,07/17/2020,9:15AM,,05/10/2020,18:05:03.586
AC603,06/26/2020,9:15AM,,05/10/2020,18:05:03.586
AB857,06/09/2020,9:15AM,,05/10/2020,18:05:03.586
AC028,05/19/2020,9:45AM,,05/10/2020,18:05:03.586
AF037,07/21/2020,10:15AM,B02219,05/10/2020,18:05:03.586
AA078,10/07/2020,9:00AM,B01536,05/10/2020,18:05:03.586
AC148,08/05/2020,10:15AM,B02537,05/10/2020,18:05:03.586
AA099,10/01/2020,9:00AM,,05/10/2020,18:05:03.586
AB050,06/22/2020,9:00AM,B01601,05/10/2020,18:05:03.586
AA237,11/02/2020,9:00AM,,05/10/2020,18:05:03.586
AA500,07/07/2020,9:00AM,,05/10/2020,18:05:03.586
AF514,10/23/2020,10:15AM,,05/10/2020,18:05:03.586
AE259,06/25/2020,10:00AM,B01768,05/10/2020,18:05:03.586
AA014,10/23/2020,9:00AM,B02107,05/10/2020,18:05:03.586
AA040,08/14/2020,9:30AM,,05/10/2020,18:05:03.586
AB349,06/17/2020,9:15AM,B02653,05/10/2020,18:05:03.586
ab722,10/23/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AC502,10/22/2020,10:15AM,,05/10/2020,18:05:03.586
AE765,07/01/2020,10:00AM,B02932,05/10/2020,18:05:03.586
AA605,09/24/2020,9:30AM,B02932,05/10/2020,18:05:03.586
AF763,08/17/2020,10:30AM,B02847,05/10/2020,18:05:03.586
BA454,10/15/2020,10:30AM,B01848,05/10/2020,18:05:03.586
BB893,06/30/2020,10:45AM,B03036,05/10/2020,18:05:03.586
AE981,08/26/2020,10:15AM,B01738,05/10/2020,18:05:03.586
AC307,08/27/2020,9:45AM,B90675,05/10/2020,18:05:03.586
AC819,06/05/2020,9:45AM,B02638,05/10/2020,18:05:03.586
AA042,08/11/2020,10:30AM,B01678,05/10/2020,18:05:03.586
AA740,09/01/2020,9:15AM,B03027,05/10/2020,18:05:03.586
AF274,06/17/2020,10:15AM,B02847,05/10/2020,18:05:03.586
BA702,06/30/2020,10:00AM,B01593,05/10/2020,18:05:03.586
AD435,08/04/2020,9:00AM,B02197,05/10/2020,18:05:03.586
AC862,07/31/2020,9:15AM,B02638,05/10/2020,18:05:03.586
AB235,09/17/2020,10:15AM,,05/10/2020,18:05:03.586
AC626,06/23/2020,9:15AM,B02520,05/10/2020,18:05:03.586
BB967,05/27/2020,9:45AM,B01231,05/10/2020,18:05:03.586
AA657,09/11/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AB352,08/07/2020,10:00AM,B01734,05/10/2020,18:05:03.586
AC355,11/06/2020,9:45AM,B02772,05/10/2020,18:05:03.586
AF284,05/27/2020,9:00AM,B02414,05/10/2020,18:05:03.586
AA100,09/28/2020,9:00AM,B02660,05/10/2020,18:05:03.586
AE293,06/30/2020,9:30AM,B01768,05/10/2020,18:05:03.586
BA542,10/22/2020,10:30AM,B01355,05/10/2020,18:05:03.586
AB892,09/15/2020,9:30AM,B02780,05/10/2020,18:05:03.586
BB988,08/13/2020,9:00AM,B02293,05/10/2020,18:05:03.586
AF237,07/29/2020,9:45AM,B03152,05/10/2020,18:05:03.586
AD237,06/08/2020,9:30AM,B02183,05/10/2020,18:05:03.586
BA261,05/28/2020,9:30AM,B03036,05/10/2020,18:05:03.586
AC523,05/21/2020,10:45AM,B01313,05/10/2020,18:05:03.586
AE439,07/22/2020,9:30AM,B01196,05/10/2020,18:05:03.586
AB750,11/05/2020,9:30AM,B01124,05/10/2020,18:05:03.586
AD133,07/29/2020,9:00AM,B03027,05/10/2020,18:05:03.586
AC166,06/18/2020,9:15AM,B03152,05/10/2020,18:05:03.586
AF002,07/21/2020,10:15AM,B03152,05/10/2020,18:05:03.586
AF163,06/22/2020,10:00AM,,05/10/2020,18:05:03.586
BB977,09/14/2020,9:00AM,B01231,05/10/2020,18:05:03.586
AC615,06/12/2020,9:30AM,,05/10/2020,18:05:03.586
AA795,09/25/2020,9:30AM,,05/10/2020,18:05:03.586
AD555,07/09/2020,9:45AM,B02346,05/10/2020,18:05:03.586
AF575,08/03/2020,9:00AM,B02089,05/10/2020,18:05:03.586
AE784,10/22/2020,10:30AM,,05/10/2020,18:05:03.586
BA149,06/18/2020,10:30AM,B02902,05/10/2020,18:05:03.586
AD633,06/08/2020,10:00AM,B00987,05/10/2020,18:05:03.586
AC742,08/24/2020,9:00AM,B02346,05/10/2020,18:05:03.586
AB574,10/27/2020,10:00AM,B02932,05/10/2020,18:05:03.586
aa198,09/22/2020,9:30AM,B01285,05/10/2020,18:05:03.586
BA554,06/03/2020,10:30AM,B01510,05/10/2020,18:05:03.586
AE775,08/18/2020,10:30AM,B01601,05/10/2020,18:05:03.586
AD139,06/15/2020,9:30AM,B02537,05/10/2020,18:05:03.586
AC996,07/13/2020,9:15AM,B01614,05/10/2020,18:05:03.586
AD003,06/10/2020,9:45AM,B01109,05/10/2020,18:05:03.586
AE841,07/24/2020,9:45AM,B02346,05/10/2020,18:05:03.586
AD556,06/10/2020,10:00AM,B01848,05/10/2020,18:05:03.586
BA362,07/14/2020,10:00AM,,05/10/2020,18:05:03.586
BA903,10/30/2020,10:15AM,B03027,05/10/2020,18:05:03.586
BA129,07/22/2020,10:00AM,B02539,05/10/2020,18:05:03.586
BA576,07/23/2020,10:30AM,B01601,05/10/2020,18:05:03.586
BA625,08/25/2020,10:15AM,B03027,05/10/2020,18:05:03.586
AF022,06/01/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AC413,11/02/2020,10:00AM,B02219,05/10/2020,18:05:03.586
AA117,10/22/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AF962,09/29/2020,10:30AM,B02660,05/10/2020,18:05:03.586
AA850,05/11/2020,9:00AM,B03152,05/10/2020,18:05:03.586
AC511,07/07/2020,9:15AM,,05/10/2020,18:05:03.586
AC586,06/18/2020,9:30AM,,05/10/2020,18:05:03.586
AA484,07/08/2020,9:15AM,B01285,05/10/2020,18:05:03.586
AF700,08/17/2020,10:30AM,B02822,05/10/2020,18:05:03.586
AD241,05/11/2020,10:00AM,B02932,05/10/2020,18:05:03.586
AD060,09/25/2020,10:15AM,B03027,05/10/2020,18:05:03.586
BA578,05/14/2020,9:00AM,,05/10/2020,18:05:03.586
AB688,05/18/2020,9:15AM,B01600,05/10/2020,18:05:03.586
AE340,06/30/2020,9:30AM,,05/10/2020,18:05:03.586
AB580,11/06/2020,9:45AM,B01362,05/10/2020,18:05:03.586
BA357,09/22/2020,9:45AM,B02539,05/10/2020,18:05:03.586
AB450,09/09/2020,9:15AM,B02346,05/10/2020,18:05:03.586
AD491,06/09/2020,10:00AM,B02932,05/10/2020,18:05:03.586
AE905,09/03/2020,9:00AM,B01848,05/10/2020,18:05:03.586
AD227,07/16/2020,9:15AM,B01243,05/10/2020,18:05:03.586
AE583,07/29/2020,9:45AM,,05/10/2020,18:05:03.586
AB286,10/16/2020,9:30AM,B01614,05/10/2020,18:05:03.586
AC228,05/26/2020,9:45AM,B02660,05/10/2020,18:05:03.586
AA826,05/14/2020,10:00AM,B02932,05/10/2020,18:05:03.586
AD395,07/02/2020,9:30AM,B01594,05/10/2020,18:05:03.586
AF482,07/27/2020,10:30AM,B02414,05/10/2020,18:05:03.586
AC449,05/15/2020,9:15AM,B02414,05/10/2020,18:05:03.586
AC236,06/25/2020,9:15AM,B01614,05/10/2020,18:05:03.586
AC477,06/11/2020,9:30AM,B02520,05/10/2020,18:05:03.586
AB766,11/09/2020,9:00AM,B02379,05/10/2020,18:05:03.586
AA487,11/09/2020,9:45AM,B02822,05/10/2020,18:05:03.586
AC490,09/02/2020,10:30AM,B01848,05/10/2020,18:05:03.586
AA473,11/09/2020,9:45AM,B02660,05/10/2020,18:05:03.586
BB512,10/19/2020,10:30AM,B02346,05/10/2020,18:05:03.586
BA307,10/28/2020,9:15AM,B02414,05/10/2020,18:05:03.586
AE254,07/13/2020,10:00AM,B02346,05/10/2020,18:05:03.586
AD194,10/26/2020,10:00AM,B02847,05/10/2020,18:05:03.586
AE638,06/16/2020,9:45AM,B00937,05/10/2020,18:05:03.586
AD214,06/25/2020,9:30AM,B01339,05/10/2020,18:05:03.586
AF511,09/23/2020,9:30AM,B01734,05/10/2020,18:05:03.586
AB085,10/16/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AF691,07/01/2020,10:30AM,B01453,05/10/2020,18:05:03.586
AA486,10/06/2020,9:30AM,B02772,05/10/2020,18:05:03.586
AB836,05/11/2020,9:30AM,B02288,05/10/2020,18:05:03.586
AC854,06/16/2020,9:15AM,,05/10/2020,18:05:03.586
AE537,06/26/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AA691,10/01/2020,9:15AM,B02847,05/10/2020,18:05:03.586
AE393,08/21/2020,9:15AM,B02660,05/10/2020,18:05:03.586
AE719,06/26/2020,10:15AM,B02546,05/10/2020,18:05:03.586
AD115,06/18/2020,9:45AM,B01340,05/10/2020,18:05:03.586
AE493,07/10/2020,10:00AM,B01848,05/10/2020,18:05:03.586
AC745,05/21/2020,10:45AM,B02346,05/10/2020,18:05:03.586
AE622,09/01/2020,10:00AM,B01010,05/10/2020,18:05:03.586
BA726,05/28/2020,10:00AM,,05/10/2020,18:05:03.586
BB552,08/20/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AB440,09/30/2020,10:30AM,,05/10/2020,18:05:03.586
AE091,05/26/2020,10:45AM,B02822,05/10/2020,18:05:03.586
AB569,05/15/2020,10:30AM,B02759,05/10/2020,18:05:03.586
AC884,09/25/2020,10:15AM,B02346,05/10/2020,18:05:03.586
aa690,09/17/2020,10:15AM,B01678,05/10/2020,18:05:03.586
AE068,06/16/2020,9:30AM,B02219,05/10/2020,18:05:03.586
BA378,08/10/2020,9:45AM,B01734,05/10/2020,18:05:03.586
BA514,06/25/2020,10:30AM,B03027,05/10/2020,18:05:03.586
AB262,10/29/2020,9:00AM,B02847,05/10/2020,18:05:03.586
AE287,08/21/2020,9:15AM,B01738,05/10/2020,18:05:03.586
AC432,07/14/2020,9:00AM,,05/10/2020,18:05:03.586
AB838,10/19/2020,9:45AM,,05/10/2020,18:05:03.586
AA459,07/29/2020,9:00AM,B02293,05/10/2020,18:05:03.586
AF422,06/03/2020,10:00AM,B03027,05/10/2020,18:05:03.586
AE807,07/23/2020,9:45AM,B02346,05/10/2020,18:05:03.586
AC915,11/10/2020,10:00AM,B01010,05/10/2020,18:05:03.586
AE082,07/21/2020,9:15AM,,05/10/2020,18:05:03.586
BB362,05/18/2020,10:30AM,,05/10/2020,18:05:03.586
AF957,06/19/2020,10:30AM,,05/10/2020,18:05:03.586
AE753,07/24/2020,9:30AM,,05/10/2020,18:05:03.586
BB288,09/28/2020,10:45AM,B02657,05/10/2020,18:05:03.586
BA271,10/05/2020,10:15AM,B02847,05/10/2020,18:05:03.586
AE314,06/19/2020,10:00AM,B03036,05/10/2020,18:05:03.586
AF464,07/17/2020,10:30AM,B02089,05/10/2020,18:05:03.586
BC289,05/14/2020,11:00AM,B02182,05/10/2020,18:05:03.586
AD293,07/20/2020,9:30AM,B01726,05/10/2020,18:05:03.586
AB601,06/08/2020,9:15AM,B03027,05/10/2020,18:05:03.586
AC172,11/09/2020,9:15AM,B01848,05/10/2020,18:05:03.586
AC564,06/12/2020,9:30AM,B03027,05/10/2020,18:05:03.586
AD140,08/13/2020,10:45AM,B01300,05/10/2020,18:05:03.586
AF187,06/30/2020,9:45AM,B01593,05/10/2020,18:05:03.586
BB855,09/08/2020,10:00AM,B02660,05/10/2020,18:05:03.586
AB305,07/17/2020,9:00AM,,05/10/2020,18:05:03.586
AE579,07/23/2020,9:30AM,,05/10/2020,18:05:03.586
AA834,06/01/2020,9:00AM,B02847,05/10/2020,18:05:03.586
AD629,06/17/2020,9:45AM,B01614,05/10/2020,18:05:03.586
BB066,09/14/2020,10:30AM,B03027,05/10/2020,18:05:03.586
BA301,07/22/2020,10:15AM,B02219,05/10/2020,18:05:03.586
AF829,07/09/2020,10:45AM,B01313,05/10/2020,18:05:03.586
AD479,07/09/2020,9:00AM,B01614,05/10/2020,18:05:03.586
AA675,05/12/2020,9:15AM,B03152,05/10/2020,18:05:03.586
BB050,08/20/2020,10:00AM,B02932,05/10/2020,18:05:03.586
BB064,10/06/2020,10:45AM,B02772,05/10/2020,18:05:03.586
AB602,05/26/2020,9:30AM,B02651,05/10/2020,18:05:03.586
AB322,05/18/2020,9:15AM,B02847,05/10/2020,18:05:03.586
AB268,05/11/2020,9:00AM,B02651,05/10/2020,18:05:03.586
AE611,07/01/2020,9:45AM,B02219,05/10/2020,18:05:03.586
AC264,06/11/2020,9:30AM,B02219,05/10/2020,18:05:03.586
AD879,06/23/2020,9:30AM,B01614,05/10/2020,18:05:03.586
AF035,07/21/2020,10:15AM,B01364,05/10/2020,18:05:03.586
AA801,10/06/2020,9:30AM,B02932,05/10/2020,18:05:03.586
AA390,06/24/2020,9:00AM,B01010,05/10/2020,18:05:03.586
AB779,11/05/2020,9:30AM,B01678,05/10/2020,18:05:03.586
AE518,07/21/2020,9:45AM,B01455,05/10/2020,18:05:03.586
AF245,07/24/2020,10:15AM,B03027,05/10/2020,18:05:03.586
AC433,10/28/2020,10:30AM,,05/10/2020,18:05:03.586
BB510,10/07/2020,10:30AM,B01614,05/10/2020,18:05:03.586
BB845,05/29/2020,10:45AM,B02932,05/10/2020,18:05:03.586
AE261,06/11/2020,10:15AM,B02219,05/10/2020,18:05:03.586
AC850,07/13/2020,9:15AM,B02638,05/10/2020,18:05:03.586
BB247,09/22/2020,10:15AM,B01848,05/10/2020,18:05:03.586
BA785,08/26/2020,10:30AM,B01848,05/10/2020,18:05:03.586
AB910,06/01/2020,9:30AM,B01536,05/10/2020,18:05:03.586
AE113,05/15/2020,9:45AM,B03027,05/10/2020,18:05:03.586
AE046,07/24/2020,9:15AM,B02657,05/10/2020,18:05:03.586
AD512,06/08/2020,10:00AM,B02219,05/10/2020,18:05:03.586
BB846,05/21/2020,10:15AM,B02657,05/10/2020,18:05:03.586
AC637,06/19/2020,9:15AM,B03027,05/10/2020,18:05:03.586
aa576,09/21/2020,9:45AM,B02759,05/10/2020,18:05:03.586
AA930,06/12/2020,9:00AM,B03027,05/10/2020,18:05:03.586
BB631,09/02/2020,9:45AM,B02414,05/10/2020,18:05:03.586
AE096,07/02/2020,9:45AM,B02902,05/10/2020,18:05:03.586
AC509,07/09/2020,9:30AM,B01848,05/10/2020,18:05:03.586
ab824,10/16/2020,10:15AM,B02822,05/10/2020,18:05:03.586
AA133,10/23/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AE312,07/13/2020,10:00AM,B03189,05/10/2020,18:05:03.586
AF719,08/31/2020,10:30AM,B02822,05/10/2020,18:05:03.586
AA869,10/14/2020,9:00AM,B01338,05/10/2020,18:05:03.586
AF483,09/30/2020,10:00AM,B02089,05/10/2020,18:05:03.586
AF455,05/18/2020,10:15AM,B02107,05/10/2020,18:05:03.586
AD945,06/29/2020,9:45AM,B02932,05/10/2020,18:05:03.586
BA505,07/28/2020,10:30AM,B01355,05/10/2020,18:05:03.586
BA521,06/19/2020,10:45AM,B02537,05/10/2020,18:05:03.586
BB256,05/27/2020,9:30AM,B01340,05/10/2020,18:05:03.586
AB791,11/04/2020,10:30AM,B02293,05/10/2020,18:05:03.586
BB864,05/21/2020,11:00AM,B01231,05/10/2020,18:05:03.586
AF042,08/04/2020,10:00AM,B02414,05/10/2020,18:05:03.586
AE425,08/14/2020,9:00AM,B02932,05/10/2020,18:05:03.586
BB053,05/13/2020,9:00AM,B01109,05/10/2020,18:05:03.586
AD967,08/24/2020,9:30AM,B02183,05/10/2020,18:05:03.586
AD697,07/13/2020,9:45AM,B01313,05/10/2020,18:05:03.586
AE917,06/11/2020,10:30AM,B02183,05/10/2020,18:05:03.586
AC599,06/17/2020,9:30AM,,05/10/2020,18:05:03.586
AC630,10/28/2020,10:30AM,B01285,05/10/2020,18:05:03.586
AB719,08/12/2020,9:00AM,B03027,05/10/2020,18:05:03.586
BB286,09/18/2020,10:30AM,B01455,05/10/2020,18:05:03.586
AB747,06/24/2020,9:00AM,B01678,05/10/2020,18:05:03.586
AA928,06/18/2020,9:00AM,B01083,05/10/2020,18:05:03.586
BB578,06/29/2020,10:45AM,B02520,05/10/2020,18:05:03.586
AF506,08/19/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AA113,09/16/2020,10:15AM,B01734,05/10/2020,18:05:03.586
AB767,11/09/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AC376,07/28/2020,9:00AM,B01109,05/10/2020,18:05:03.586
BB113,07/16/2020,10:45AM,B03189,05/10/2020,18:05:03.586
AE437,08/18/2020,10:15AM,B02847,05/10/2020,18:05:03.586
AA293,10/29/2020,10:00AM,B02759,05/10/2020,18:05:03.586
AA856,08/12/2020,9:00AM,B02932,05/10/2020,18:05:03.586
AE578,07/30/2020,9:45AM,B01777,05/10/2020,18:05:03.586
AB081,10/30/2020,10:15AM,B01811,05/10/2020,18:05:03.586
AE851,06/22/2020,10:15AM,B01614,05/10/2020,18:05:03.586
BA439,10/06/2020,10:15AM,B02346,05/10/2020,18:05:03.586
BA874,05/22/2020,10:45AM,B01259,05/10/2020,18:05:03.586
AD211,06/01/2020,10:00AM,B01455,05/10/2020,18:05:03.586
AB874,06/08/2020,9:15AM,B02847,05/10/2020,18:05:03.586
AF292,07/24/2020,10:15AM,B02759,05/10/2020,18:05:03.586
BA848,07/16/2020,10:45AM,B01811,05/10/2020,18:05:03.586
BA991,06/15/2020,10:45AM,B01614,05/10/2020,18:05:03.586
AD797,10/08/2020,10:15AM,B02932,05/10/2020,18:05:03.586
BA605,05/28/2020,10:00AM,B02822,05/10/2020,18:05:03.586
AA063,09/09/2020,10:45AM,B02932,05/10/2020,18:05:03.586
AC296,08/14/2020,10:15AM,,05/10/2020,18:05:03.586
AA333,08/24/2020,10:30AM,B01231,05/10/2020,18:05:03.586
BB719,11/06/2020,9:00AM,B02657,05/10/2020,18:05:03.586
BB999,05/27/2020,9:45AM,B03152,05/10/2020,18:05:03.586
AF520,07/29/2020,10:00AM,B01663,05/10/2020,18:05:03.586
BA566,07/14/2020,10:15AM,B02346,05/10/2020,18:05:03.586
BB260,10/19/2020,10:30AM,,05/10/2020,18:05:03.586
AB178,09/21/2020,9:45AM,B01848,05/10/2020,18:05:03.586
BA380,10/09/2020,10:30AM,B01734,05/10/2020,18:05:03.586
AD762,05/26/2020,9:00AM,B03027,05/10/2020,18:05:03.586
AD068,10/20/2020,10:00AM,,05/10/2020,18:05:03.586
AF961,09/14/2020,10:15AM,B02653,05/10/2020,18:05:03.586
BA669,08/18/2020,9:45AM,B01614,05/10/2020,18:05:03.586
AB172,10/16/2020,10:00AM,,05/10/2020,18:05:03.586
AF276,10/21/2020,10:30AM,,05/10/2020,18:05:03.586
AE122,11/02/2020,10:30AM,B03152,05/10/2020,18:05:03.586
AF451,10/06/2020,10:15AM,B02660,05/10/2020,18:05:03.586
AE028,07/30/2020,9:30AM,B01061,05/10/2020,18:05:03.586
AF040,06/04/2020,9:15AM,B00653,05/10/2020,18:05:03.586
AF670,06/25/2020,10:30AM,B01848,05/10/2020,18:05:03.586
BA252,05/20/2020,9:15AM,B01848,05/10/2020,18:05:03.586
AC069,05/22/2020,9:30AM,B01963,05/10/2020,18:05:03.586
AC386,09/21/2020,10:15AM,B01614,05/10/2020,18:05:03.586
AD137,11/10/2020,10:00AM,B02415,05/10/2020,18:05:03.586
BA656,07/16/2020,10:30AM,B01777,05/10/2020,18:05:03.586
AC010,11/04/2020,10:30AM,,05/10/2020,18:05:03.586
BC194,08/27/2020,9:30AM,B02346,05/10/2020,18:05:03.586
AF174,06/26/2020,10:30AM,B01614,05/10/2020,18:05:03.586
BB139,06/15/2020,10:45AM,B01313,05/10/2020,18:05:03.586
AE594,08/25/2020,10:00AM,,05/10/2020,18:05:03.586
AA929,10/13/2020,9:30AM,B02660,05/10/2020,18:05:03.586
AD930,06/23/2020,9:45AM,B03152,05/10/2020,18:05:03.586
BB783,05/18/2020,10:30AM,B01848,05/10/2020,18:05:03.586
BA642,07/28/2020,10:30AM,B02660,05/10/2020,18:05:03.586
AC281,06/19/2020,9:15AM,B02377,05/10/2020,18:05:03.586
BB703,10/13/2020,10:45AM,B02660,05/10/2020,18:05:03.586
AC977,10/16/2020,10:30AM,B02219,05/10/2020,18:05:03.586
BA750,08/10/2020,10:00AM,B01109,05/10/2020,18:05:03.586
AB578,10/26/2020,9:30AM,B01848,05/10/2020,18:05:03.586
AA294,07/10/2020,9:00AM,B01734,05/10/2020,18:05:03.586
AC046,06/01/2020,9:30AM,B00937,05/10/2020,18:05:03.586
BA767,10/28/2020,9:30AM,B02346,05/10/2020,18:05:03.586
BA401,05/27/2020,9:15AM,,05/10/2020,18:05:03.586
AF334,06/04/2020,9:30AM,B02932,05/10/2020,18:05:03.586
AD118,09/23/2020,10:30AM,B03152,05/10/2020,18:05:03.586
AE730,06/29/2020,10:00AM,B01362,05/10/2020,18:05:03.586
AB336,06/10/2020,9:00AM,B02107,05/10/2020,18:05:03.586
BA930,05/22/2020,10:30AM,B01614,05/10/2020,18:05:03.586
AE408,07/30/2020,9:45AM,B01734,05/10/2020,18:05:03.586
AC933,07/07/2020,9:15AM,B01313,05/10/2020,18:05:03.586
BA404,06/23/2020,10:15AM,B02902,05/10/2020,18:05:03.586
AD977,06/19/2020,9:45AM,B01510,05/10/2020,18:05:03.586
AB334,10/29/2020,9:00AM,,05/10/2020,18:05:03.586
BC206,09/04/2020,10:30AM,B02932,05/10/2020,18:05:03.586
AA372,10/20/2020,9:00AM,B00222,05/10/2020,18:05:03.586
BA550,05/20/2020,9:45AM,B02902,05/10/2020,18:05:03.586
AD480,08/04/2020,9:00AM,B03027,05/10/2020,18:05:03.586
AA742,11/09/2020,9:00AM,B01848,05/10/2020,18:05:03.586
AF057,06/16/2020,10:30AM,B01614,05/10/2020,18:05:03.586
AE382,06/24/2020,10:00AM,B02902,05/10/2020,18:05:03.586
AE100,06/23/2020,9:45AM,B02414,05/10/2020,18:05:03.586
AD220,06/11/2020,9:45AM,B02183,05/10/2020,18:05:03.586
AE308,07/27/2020,9:45AM,B01065,05/10/2020,18:05:03.586
AF071,07/09/2020,10:30AM,B03027,05/10/2020,18:05:03.586
BB544,09/18/2020,9:00AM,B01848,05/10/2020,18:05:03.586
BC033,08/26/2020,10:00AM,,05/10/2020,18:05:03.586
BA443,05/20/2020,9:30AM,B01848,05/10/2020,18:05:03.586
BA704,08/10/2020,9:45AM,B01848,05/10/2020,18:05:03.586
AE009,11/10/2020,9:30AM,B00911,05/10/2020,18:05:03.586
BB799,09/10/2020,9:30AM,,05/10/2020,18:05:03.586
AC343,09/21/2020,10:15AM,B02346,05/10/2020,18:05:03.586
AA087,10/15/2020,9:00AM,B01196,05/10/2020,18:05:03.586
AB946,06/02/2020,9:30AM,B01734,05/10/2020,18:05:03.586
ac039,10/21/2020,9:45AM,B02932,05/10/2020,18:05:03.586
AE295,07/29/2020,9:30AM,B02932,05/10/2020,18:05:03.586
AD327,06/24/2020,9:30AM,,05/10/2020,18:05:03.586
AD119,07/07/2020,9:15AM,,05/10/2020,18:05:03.586
AE886,08/03/2020,10:45AM,B01734,05/10/2020,18:05:03.586
BB469,08/11/2020,10:30AM,B01614,05/10/2020,18:05:03.586
AE511,09/03/2020,9:15AM,B01010,05/10/2020,18:05:03.586
BA532,06/23/2020,10:15AM,B02657,05/10/2020,18:05:03.586
BC166,08/04/2020,9:30AM,B02346,05/10/2020,18:05:03.586
AC768,07/07/2020,9:15AM,,05/10/2020,18:05:03.586
AA673,10/19/2020,9:00AM,B01777,05/10/2020,18:05:03.586
AA407,09/28/2020,9:00AM,,05/10/2020,18:05:03.586
AB870,09/11/2020,9:15AM,B03027,05/10/2020,18:05:03.586
AD588,07/16/2020,9:30AM,B03027,05/10/2020,18:05:03.586
AD096,07/30/2020,9:15AM,B01536,05/10/2020,18:05:03.586
AA765,10/01/2020,9:15AM,B02902,05/10/2020,18:05:03.586
AA227,06/04/2020,9:00AM,B01455,05/10/2020,18:05:03.586
BA485,09/16/2020,9:30AM,B02759,05/10/2020,18:05:03.586
AA489,09/25/2020,9:30AM,B02414,05/10/2020,18:05:03.586
AC289,11/02/2020,10:00AM,B02759,05/10/2020,18:05:03.586
AC838,08/19/2020,9:15AM,B02937,05/10/2020,18:05:03.586
BB947,11/02/2020,11:00AM,B01231,05/10/2020,18:05:03.586
AE486,07/31/2020,9:30AM,B02660,05/10/2020,18:05:03.586
AE306,05/12/2020,10:15AM,,05/10/2020,18:05:03.586
AC924,05/29/2020,9:15AM,B01848,05/10/2020,18:05:03.586
BB723,05/13/2020,9:15AM,B01436,05/10/2020,18:05:03.586
AA860,09/16/2020,9:45AM,B01338,05/10/2020,18:05:03.586
AF971,07/09/2020,10:45AM,B01848,05/10/2020,18:05:03.586
AA274,09/30/2020,10:15AM,B02346,05/10/2020,18:05:03.586
