the_geom,Object ID,GIS_ID,CORRIDOR_TYPE,STREET_NAME,Shape__Length
"MULTILINESTRING ((-97.713812507241 30.301002562435, -97.714423148169 30.301308147015, -97.714585250652 30.301310221007))",124,195,Future Core Transit Corridor,AIRPORT BLVD,273.619884179949
"MULTILINESTRING ((-97.707724888312 30.281966483246, -97.70700904296 30.282070080057))",570,426,Core Transit Corridor,E MARTIN LUTHER KING BLVD,229.071905170887
"MULTILINESTRING ((-97.738154269236 30.302746382707, -97.737650677801 30.303498032314))",371,371,Core Transit Corridor,GUADALUPE ST,316.204256584707
"MULTILINESTRING ((-97.732983344434 30.310848641713, -97.732646037035 30.311367116588))",261,332,Core Transit Corridor,GUADALUPE ST,216.529454620388
"MULTILINESTRING ((-97.741254526718 30.290869551154, -97.741161172811 30.291990107486))",561,629,Core Transit Corridor,GUADALUPE ST,408.597902978297
"MULTILINESTRING ((-97.763035733426 30.236739234232, -97.763220186977 30.236473404149, -97.763493020889 30.235981069679))",653,653,Core Transit Corridor,S 1ST ST,311.579613133029
"MULTILINESTRING ((-97.74886994249 30.400703085449, -97.748453458986 30.402102273585, -97.748129380736 30.403228533665))",301,22,Future Core Transit Corridor,JOLLYVILLE RD,947.688486730314
"MULTILINESTRING ((-97.746641010826 30.268098586818, -97.747713753682 30.268387020912))",437,505,Core Transit Corridor,W 5TH ST,354.527777120103
"MULTILINESTRING ((-97.775535631109 30.202497769821, -97.776494280595 30.199049711528, -97.776758253769 30.198142622982))",200,271,Future Core Transit Corridor,S CONGRESS AVE,1630.35801284138
"MULTILINESTRING ((-97.720402321179 30.284087096111, -97.720168278111 30.284121323372))",286,7,Future Core Transit Corridor,MANOR RD,74.9141067420581
"MULTILINESTRING ((-97.728889478263 30.264950138062, -97.728000572694 30.264662532473))",184,255,Core Transit Corridor,E 7TH ST,299.487607296198
"MULTILINESTRING ((-97.752285202462 30.275022240898, -97.751833800633 30.275964764857))",625,481,Core Transit Corridor,N LAMAR BLVD,371.222630094063
"MULTILINESTRING ((-97.748433286405 30.258643339604, -97.749815477394 30.258353499605, -97.750074926319 30.258387664625))",102,173,Core Transit Corridor,BARTON SPRINGS RD,531.787844648494
"MULTILINESTRING ((-97.706936038373 30.287590438836, -97.706851769235 30.287688248193, -97.706936181026 30.287990510106, -97.70699497714 30.288261608646, -97.707056249956 30.28860360678, -97.707133219567 30.289099039901, -97.70724878193 30.289189475419))",145,216,Future Core Transit Corridor,AIRPORT BLVD,614.657891939643
"MULTILINESTRING ((-97.747513499108 30.307094057231, -97.748099009093 30.307246134615, -97.748655417802 30.307301360597))",277,348,Core Transit Corridor,W 38TH ST,369.591244894011
"MULTILINESTRING ((-97.749520902029 30.24999621968, -97.749599868423 30.249827291915))",511,579,Core Transit Corridor,S CONGRESS AVE,66.3040904923786
"MULTILINESTRING ((-97.691173235621 30.313569176294, -97.690071678738 30.313191667981, -97.688192349997 30.312305785235))",726,726,Core Transit Corridor,GASTON PLACE DR,1048.60062098585
"MULTILINESTRING ((-97.688955608726 30.377401151311, -97.688763661799 30.377691486182))",10,81,Future Core Transit Corridor,N LAMAR BLVD,121.708713563195
"MULTILINESTRING ((-97.726343317751 30.325948018906, -97.725199215871 30.327808747392))",470,538,Core Transit Corridor,N LAMAR BLVD,766.974656706695
"MULTILINESTRING ((-97.788567049394 30.167111690588, -97.788716908735 30.167070115739, -97.790809684708 30.167126003545, -97.790941416658 30.167201915067))",80,151,Future Core Transit Corridor,W SLAUGHTER LN,761.336774315255
"MULTILINESTRING ((-97.792598100372 30.236264736591, -97.792794137243 30.236304351761, -97.793601674887 30.235861284749, -97.794208306568 30.235564781406, -97.794651740345 30.235348156247))",657,657,Core Transit Corridor,S LAMAR BLVD,745.733903282435
"MULTILINESTRING ((-97.733555995769 30.300535427796, -97.734717360781 30.301076044736))",386,386,Core Transit Corridor,W 38TH ST,415.914556490295
"MULTILINESTRING ((-97.762272223074 30.2259178901, -97.76251281943 30.225386407047))",677,677,Core Transit Corridor,S CONGRESS AVE,207.69498165735
"MULTILINESTRING ((-97.737305607324 30.304071368821, -97.73653377993 30.305249386864))",363,363,Core Transit Corridor,GUADALUPE ST,492.826698211332
"MULTILINESTRING ((-97.730077004425 30.265326316195, -97.729090293965 30.265022979376))",179,250,Core Transit Corridor,E 7TH ST,330.461760649908
"MULTILINESTRING ((-97.691619759013 30.372670371157, -97.691162810372 30.373516330045))",16,87,Future Core Transit Corridor,N LAMAR BLVD,339.737543820467
"MULTILINESTRING ((-97.74197280051 30.296701363014, -97.741205546375 30.297890501065))",397,397,Core Transit Corridor,GUADALUPE ST,495.649101437895
"MULTILINESTRING ((-97.749877229796 30.269002730082, -97.75096199798 30.269316132956))",431,499,Core Transit Corridor,W 5TH ST,360.9168897024
"MULTILINESTRING ((-97.709762640395 30.309111701119, -97.709365124789 30.30949447436))",332,53,Core Transit Corridor,CAMERON RD,187.387782290818
"MULTILINESTRING ((-97.664075257335 30.314553320457, -97.663579366978 30.315288543841))",313,34,Future Core Transit Corridor,MANOR RD,309.809622812003
"MULTILINESTRING ((-97.739469265245 30.336932380328, -97.739256300385 30.338484773629))",217,288,Core Transit Corridor,BURNET RD,568.570305641006
"MULTILINESTRING ((-97.6987687316 30.318095850012, -97.698070554504 30.318703084738))",54,125,Core Transit Corridor,CAMERON RD,311.930922099379
"MULTILINESTRING ((-97.690239829214 30.300947695422, -97.68977016488 30.300302671563))",125,196,Core Transit Corridor,E 51ST ST,277.489024162817
"MULTILINESTRING ((-97.689282371059 30.292539293603, -97.689210168357 30.294625341185, -97.68887057802 30.295336183952, -97.688008693468 30.296138010035))",141,212,Future Core Transit Corridor,MANOR RD,1437.66012230128
"MULTILINESTRING ((-97.763958336796 30.235278070184, -97.764512483789 30.234450336117))",658,658,Core Transit Corridor,S 1ST ST,348.208307628226
"MULTILINESTRING ((-97.75294803624 30.271138857228, -97.753971460515 30.271543602144))",629,485,Core Transit Corridor,W 6TH ST,355.027642906765
"MULTILINESTRING ((-97.709465292406 30.28171059095, -97.708536796659 30.281826345067, -97.708065727553 30.281901956767, -97.707724888312 30.281966483246))",573,429,Core Transit Corridor,E MARTIN LUTHER KING BLVD,557.408334977856
"MULTILINESTRING ((-97.746882875957 30.257148869229, -97.745631213564 30.25591289578, -97.744835215828 30.255035024778, -97.744610151922 30.254786961809, -97.744510986598 30.254664245633, -97.744454715919 30.254580543516, -97.74439892568 30.254477763878, -97.744314842011 30.254338437942, -97.744229204013 30.254167313646))",116,187,Core Transit Corridor,E RIVERSIDE DR,1375.83610108851
"MULTILINESTRING ((-97.741692220661 30.286494653326, -97.741557796683 30.287724089367))",418,418,Core Transit Corridor,GUADALUPE ST,449.14115933924
"MULTILINESTRING ((-97.742609997558 30.278867250742, -97.742295008289 30.279740992538))",614,470,Core Transit Corridor,GUADALUPE ST,332.962425044457
"MULTILINESTRING ((-97.750278089766 30.247951489377, -97.750632219985 30.247029016672))",567,635,Core Transit Corridor,S CONGRESS AVE,353.638153099365
"MULTILINESTRING ((-97.689761339172 30.375896794206, -97.689316247711 30.376742991626))",12,83,Future Core Transit Corridor,N LAMAR BLVD,338.24552881825
"MULTILINESTRING ((-97.814399813235 30.17391796906, -97.814514352092 30.173843297297, -97.815161775079 30.173824902112))",70,141,Future Core Transit Corridor,W SLAUGHTER LN,249.943132477412
"MULTILINESTRING ((-97.810918351568 30.173996746471, -97.81101746875 30.173928540407, -97.812687787923 30.173894472314))",68,139,Future Core Transit Corridor,W SLAUGHTER LN,567.915762034096
"MULTILINESTRING ((-97.753141790462 30.35341793705, -97.753203296168 30.353533616937, -97.754768828969 30.354266525278, -97.754972533532 30.354362289947, -97.755089053684 30.354355006305))",84,155,Future Core Transit Corridor,FAR WEST BLVD,717.391070922989
"MULTILINESTRING ((-97.79583504968 30.169285142263, -97.796016900651 30.1693391049, -97.799466850994 30.172328992854, -97.799561264588 30.172460949711))",306,27,Future Core Transit Corridor,W SLAUGHTER LN,1657.03954628948
"MULTILINESTRING ((-97.747844418448 30.403915882361, -97.747703211702 30.404655632849, -97.747763988261 30.405228931622, -97.747863840436 30.406345938797, -97.747874980063 30.40780113009))",298,19,Future Core Transit Corridor,JOLLYVILLE RD,1418.78098290603
"MULTILINESTRING ((-97.6690703329 30.308991616006, -97.668004086965 30.309549782765, -97.667158969393 30.310067626441))",328,49,Future Core Transit Corridor,MANOR RD,719.431940644897
"MULTILINESTRING ((-97.757129893624 30.272754691248, -97.757557853925 30.272919816123))",551,619,Core Transit Corridor,W 6TH ST,147.842485324533
"MULTILINESTRING ((-97.755894885861 30.30873979199, -97.756339245805 30.308836736726))",514,582,Core Transit Corridor,W 35TH ST,144.585325599766
"MULTILINESTRING ((-97.749283281787 30.259763370637, -97.749572597197 30.260163878887))",94,165,Core Transit Corridor,W RIVERSIDE DR,171.931209429495
"MULTILINESTRING ((-97.729315098031 30.243234401684, -97.729321719334 30.243120397193, -97.728951737271 30.242590419361, -97.728403314538 30.241832934362, -97.728290658108 30.241791148753))",452,520,Core Transit Corridor,E RIVERSIDE DR,630.990040484345
"MULTILINESTRING ((-97.756259479274 30.266518681693, -97.756397434793 30.266217186774, -97.756574931717 30.265820692856, -97.756860377986 30.26509759428, -97.757113139792 30.264530607604))",534,602,Core Transit Corridor,S LAMAR BLVD,771.791892371393
"MULTILINESTRING ((-97.755837252846 30.267657875457, -97.755698272742 30.267969140548))",552,620,Core Transit Corridor,N LAMAR BLVD,121.408869796695
"MULTILINESTRING ((-97.72448215922 30.262371406854, -97.722520123833 30.261698859393))",414,414,Core Transit Corridor,E 6TH ST,665.976852566537
"MULTILINESTRING ((-97.71283382662 30.30041752263, -97.712900659104 30.300560477471, -97.713812507241 30.301002562435))",127,198,Future Core Transit Corridor,AIRPORT BLVD,385.73997701171
"MULTILINESTRING ((-97.746641010826 30.268098586818, -97.746267542145 30.269028912767))",436,504,Core Transit Corridor,GUADALUPE ST,358.302953037321
"MULTILINESTRING ((-97.75842909528 30.369449568007, -97.757703661127 30.370543393136, -97.757233050006 30.371538424963, -97.757008163618 30.371911145659, -97.756838626844 30.372255329484, -97.756503528774 30.372794817492, -97.75639572184 30.372971397006, -97.756073654105 30.373451545963, -97.755811196347 30.373843505815, -97.755461416111 30.37435984086))",201,272,Future Core Transit Corridor,,2019.27468723229
"MULTILINESTRING ((-97.756957620998 30.245632702884, -97.757685541393 30.244470200304))",642,642,Core Transit Corridor,S 1ST ST,481.231673984834
"MULTILINESTRING ((-97.71507605251 30.314012852824, -97.714635557225 30.315029741586))",378,378,Core Transit Corridor,AIRPORT BLVD,395.087240516964
"MULTILINESTRING ((-97.683038124896 30.302977289545, -97.68182748742 30.304123914662))",120,191,Future Core Transit Corridor,MANOR RD,565.561462438583
"MULTILINESTRING ((-97.721244343414 30.279811448874, -97.720218855576 30.279999568467))",475,543,Core Transit Corridor,E MARTIN LUTHER KING BLVD,330.847373777115
"MULTILINESTRING ((-97.730494010046 30.278563971312, -97.73027142115 30.278525428897, -97.730189995895 30.278520198863, -97.730055646404 30.27851155656, -97.729958593855 30.278505294253, -97.729816441091 30.278499298558, -97.729722875227 30.278495361869, -97.729520239185 30.278494847692, -97.729433354897 30.278494622547, -97.729085745795 30.278515117214))",618,474,Core Transit Corridor,E MARTIN LUTHER KING BLVD,446.522734343233
"MULTILINESTRING ((-97.732200898951 30.278980185721, -97.730494010046 30.278563971312))",616,472,Core Transit Corridor,E MARTIN LUTHER KING BLVD,559.647384725767
"MULTILINESTRING ((-97.736618698599 30.346740215596, -97.73578735141 30.348260829491))",209,280,Core Transit Corridor,BURNET RD,612.051219112085
"MULTILINESTRING ((-97.739466384877 30.323683866115, -97.739620380809 30.325857010665))",496,564,Core Transit Corridor,BURNET RD,791.839681071848
"MULTILINESTRING ((-97.667158969393 30.310067626441, -97.66663825482 30.310590178963, -97.666384989415 30.310922218798, -97.665996084687 30.311580877047))",134,205,Future Core Transit Corridor,MANOR RD,665.189375955167
"MULTILINESTRING ((-97.739446495 30.281025535244, -97.739901944632 30.281168006734))",589,445,Core Transit Corridor,W MARTIN LUTHER KING BLVD,152.814018505129
"MULTILINESTRING ((-97.736824470979 30.267407724492, -97.735795958387 30.267125595738))",481,549,Core Transit Corridor,E 7TH ST,340.520139377929
"MULTILINESTRING ((-97.665996084687 30.311580877047, -97.665504568982 30.31235506185))",320,41,Future Core Transit Corridor,MANOR RD,321.452989077728
"MULTILINESTRING ((-97.82938440044 30.175471687571, -97.829486696044 30.175442803005, -97.83030426036 30.175747295187, -97.830906529667 30.175990093211))",63,134,Future Core Transit Corridor,W SLAUGHTER LN,524.867297456522
"MULTILINESTRING ((-97.721113956504 30.283956329624, -97.720761010372 30.284019846289))",284,5,Future Core Transit Corridor,MANOR RD,113.772806535275
"MULTILINESTRING ((-97.760215358212 30.229655528943, -97.761198430742 30.22806358474))",671,671,Core Transit Corridor,S CONGRESS AVE,656.966666890393
"MULTILINESTRING ((-97.735795958387 30.267125595738, -97.73467371106 30.266826429798))",473,541,Core Transit Corridor,E 7TH ST,370.616403043062
"MULTILINESTRING ((-97.738367816952 30.343813488692, -97.737532665138 30.345389041774))",211,282,Core Transit Corridor,BURNET RD,630.667009508575
"MULTILINESTRING ((-97.731736510494 30.265901263499, -97.731094891867 30.265680445181))",486,554,Core Transit Corridor,E 7TH ST,217.896600818899
"MULTILINESTRING ((-97.726145440146 30.263959211437, -97.725121821069 30.263586333859))",403,403,Core Transit Corridor,E 7TH ST,350.461123885983
"MULTILINESTRING ((-97.72882808121 30.322015999386, -97.728744931102 30.322153147946, -97.728259858771 30.322953328386))",699,699,Core Transit Corridor,N LAMAR BLVD,385.164295159056
"MULTILINESTRING ((-97.77149061756 30.210915370512, -97.771885572703 30.210351205322, -97.772798879532 30.208867800093))",687,687,Core Transit Corridor,S CONGRESS AVE,851.927418261229
"MULTILINESTRING ((-97.673042106487 30.307990451849, -97.67203092865 30.308219748021))",334,55,Future Core Transit Corridor,MANOR RD,329.80303308802
"MULTILINESTRING ((-97.739897728461 30.330076162729, -97.740072547374 30.332478008058))",226,297,Core Transit Corridor,BURNET RD,875.262599869102
"MULTILINESTRING ((-97.735777589402 30.248038247265, -97.73489077814 30.247848558717))",442,510,Core Transit Corridor,E RIVERSIDE DR,288.388427412702
"MULTILINESTRING ((-97.805884658572 30.174067206635, -97.806081014396 30.17399798081, -97.809251063082 30.17394254013, -97.809336475641 30.173996699698))",67,138,Future Core Transit Corridor,W SLAUGHTER LN,1102.30364023907
"MULTILINESTRING ((-97.707933822239 30.227030046533, -97.707853540955 30.226920257481, -97.706356509768 30.22621187311, -97.706227373375 30.226232052764))",740,740,Core Transit Corridor,E RIVERSIDE DR,627.17606616077
"MULTILINESTRING ((-97.759982339092 30.261491502345, -97.760077173323 30.261460321026, -97.760568724335 30.261606966112, -97.760906515567 30.261708579786, -97.761136815176 30.261765817853, -97.761280727297 30.261811914459, -97.761443177165 30.261878157744, -97.761474594042 30.26198687669))",541,609,Core Transit Corridor,BARTON SPRINGS RD,530.46554244705
"MULTILINESTRING ((-97.759629913089 30.242116494111, -97.761167767131 30.239680340706))",649,649,Core Transit Corridor,S 1ST ST,1010.36318961229
"MULTILINESTRING ((-97.774236570352 30.247409516602, -97.775232172622 30.247270157471))",465,533,Core Transit Corridor,S LAMAR BLVD,318.428051495231
"MULTILINESTRING ((-97.732153656814 30.2464132998, -97.732073958361 30.246233239722, -97.731390214533 30.245704241857, -97.73119663676 30.245548821055, -97.731083158681 30.245442140201, -97.730977469257 30.245335617468, -97.730834355105 30.245177838361, -97.730515901987 30.244763986947, -97.730051207669 30.244104115142))",448,516,Core Transit Corridor,E RIVERSIDE DR,1081.88831377149
"MULTILINESTRING ((-97.728259858771 30.322953328386, -97.728084500981 30.323224801377))",498,566,Core Transit Corridor,N LAMAR BLVD,113.176916292046
"MULTILINESTRING ((-97.757943726138 30.273065088583, -97.759405835323 30.273608778585))",521,589,Core Transit Corridor,W 6TH ST,502.120230374132
"MULTILINESTRING ((-97.752179581471 30.242915452132, -97.752474042621 30.242068287734, -97.752534449871 30.241857316414))",453,521,Core Transit Corridor,S CONGRESS AVE,400.894270559539
"MULTILINESTRING ((-97.748431317825 30.269633650982, -97.74953184919 30.269950134255))",426,494,Core Transit Corridor,W 6TH ST,365.990428462805
"MULTILINESTRING ((-97.774263014586 30.206193512084, -97.774529020713 30.205585370858))",690,690,Core Transit Corridor,S CONGRESS AVE,236.600234283421
"MULTILINESTRING ((-97.767940107673 30.432539002601, -97.768015930086 30.43259156453, -97.768585283275 30.433142010706))",199,270,Future Core Transit Corridor,JOLLYVILLE RD,299.435473299361
"MULTILINESTRING ((-97.738154269236 30.302746382707, -97.739265253265 30.30333544361))",372,372,Core Transit Corridor,W 38TH ST,410.87245763271
"MULTILINESTRING ((-97.710597598462 30.260418469413, -97.709502814688 30.260132019699))",91,162,Core Transit Corridor,E 7TH ST,360.998525500477
"MULTILINESTRING ((-97.715966046768 30.342354312304, -97.714971578169 30.343977630564))",35,106,Future Core Transit Corridor,N LAMAR BLVD,668.548867750932
"MULTILINESTRING ((-97.723547516861 30.3303824815, -97.722765009765 30.331648220093))",224,295,Core Transit Corridor,N LAMAR BLVD,522.352060389765
"MULTILINESTRING ((-97.746267542145 30.269028912767, -97.745941348288 30.269968443457))",429,497,Core Transit Corridor,GUADALUPE ST,356.87673549258
"MULTILINESTRING ((-97.715518169071 30.310014599475, -97.715427800471 30.31109639751))",262,333,Core Transit Corridor,AIRPORT BLVD,394.469843125048
"MULTILINESTRING ((-97.740434661368 30.2990960636, -97.73998875998 30.299766378199))",392,392,Core Transit Corridor,GUADALUPE ST,281.485228244
"MULTILINESTRING ((-97.706369050179 30.286298577156, -97.704859398957 30.286531108244))",149,220,Future Core Transit Corridor,MANOR RD,483.936976442937
"MULTILINESTRING ((-97.778881902014 30.193019549065, -97.779558425468 30.191180797917))",174,245,Future Core Transit Corridor,S CONGRESS AVE,702.065758558442
"MULTILINESTRING ((-97.75286523412 30.239833191632, -97.752925342404 30.23969850864, -97.75298956958 30.239555519563, -97.753065750257 30.239417997584, -97.753526659646 30.238764836308))",456,524,Core Transit Corridor,S CONGRESS AVE,442.442932333967
"MULTILINESTRING ((-97.749450183643 30.307180636368, -97.749720361594 30.307111410699, -97.749999853749 30.307073120398, -97.750263904539 30.307043292705, -97.750476537081 30.307043204605))",278,349,Core Transit Corridor,W 35TH ST CTOF,329.313442617742
"MULTILINESTRING ((-97.709007416204 30.308701261423, -97.706495788364 30.307512263579))",136,207,Core Transit Corridor,E 51ST ST,902.857545772646
"MULTILINESTRING ((-97.696004316217 30.364876042205, -97.694594333298 30.367365596723))",19,90,Future Core Transit Corridor,N LAMAR BLVD,1008.71861731979
"MULTILINESTRING ((-97.750593429181 30.270301576246, -97.751327865335 30.270563908514, -97.751910148192 30.270733812591))",633,489,Core Transit Corridor,W 6TH ST,444.63511890226
"MULTILINESTRING ((-97.757839799343 30.260731605414, -97.758184084133 30.260773647394, -97.75853331584 30.260867768844))",545,613,Core Transit Corridor,BARTON SPRINGS RD,225.214060654076
"MULTILINESTRING ((-97.754609208895 30.270295794358, -97.754750749921 30.270355134652))",692,692,Core Transit Corridor,W 5TH ST,49.620929317889
"MULTILINESTRING ((-97.709365124789 30.30949447436, -97.708843584015 30.309996630973))",331,52,Core Transit Corridor,CAMERON RD,245.841010003689
"MULTILINESTRING ((-97.729903725953 30.263174772767, -97.729892809871 30.263170700659, -97.728953279765 30.262819914816))",409,409,Core Transit Corridor,E 5TH ST,326.638899972702
"MULTILINESTRING ((-97.761474594042 30.26198687669, -97.761603664339 30.261958581361, -97.761794917944 30.262080573962, -97.761936802189 30.262186174364, -97.762091289244 30.262314689726, -97.762196016755 30.262418855671, -97.762363045553 30.262579663471, -97.762490991058 30.262695984837, -97.762681440638 30.262860177595, -97.762807274933 30.262974888012, -97.76302617895 30.263161626625, -97.763213265641 30.263318903261, -97.763436470081 30.263490545586, -97.763696776985 30.263696705199, -97.763695251884 30.263801654331))",540,608,Core Transit Corridor,BARTON SPRINGS RD,996.05776027295
"MULTILINESTRING ((-97.741913486638 30.283801038444, -97.741817815572 30.285003754632))",421,421,Core Transit Corridor,GUADALUPE ST,438.456161818089
"MULTILINESTRING ((-97.750703132072 30.27983844269, -97.750671342388 30.279976034284, -97.750550656509 30.280498861694))",612,468,Core Transit Corridor,N LAMAR BLVD,244.962009294128
"MULTILINESTRING ((-97.746742635022 30.283109250601, -97.747192392298 30.2832365921))",488,556,Core Transit Corridor,W MARTIN LUTHER KING JR BLVD,149.324849938412
"MULTILINESTRING ((-97.748480105635 30.298140111935, -97.748444126843 30.298233778545, -97.748313659898 30.298347734421, -97.748153784486 30.298457989351, -97.747968111253 30.298555099055, -97.74779182367 30.298627205336, -97.747624855643 30.298676781118, -97.747420266502 30.298742869411, -97.747284009343 30.298816167927, -97.747153316276 30.298921949201, -97.747064483831 30.299019746499, -97.746985847474 30.299056417268))",395,395,Core Transit Corridor,N LAMAR BLVD,593.744735006
"MULTILINESTRING ((-97.742295008289 30.279740992538, -97.741998425234 30.280637108641))",610,466,Core Transit Corridor,GUADALUPE ST,339.087049225432
"MULTILINESTRING ((-97.73998875998 30.299766378199, -97.739902259496 30.299918647263))",390,390,Core Transit Corridor,GUADALUPE ST,61.7412726856929
"MULTILINESTRING ((-97.703569875085 30.314203636216, -97.702856888933 30.314774837103))",316,37,Core Transit Corridor,CAMERON RD,306.217094627751
"MULTILINESTRING ((-97.779558425468 30.191180797917, -97.779953026494 30.18984651992))",175,246,Future Core Transit Corridor,S CONGRESS AVE,501.025229890185
"MULTILINESTRING ((-97.728953279765 30.262819914816, -97.727980377594 30.262475593527))",411,411,Core Transit Corridor,E 5TH ST,331.698724983122
"MULTILINESTRING ((-97.761498186836 30.256056923982, -97.762164943986 30.254931671267))",501,569,Core Transit Corridor,S LAMAR BLVD,460.213893747943
"MULTILINESTRING ((-97.785284298439 30.17295588915, -97.785969607304 30.170824297949, -97.787757178913 30.169503964084, -97.788127319332 30.169120782647, -97.788403925801 30.168683485146, -97.788431623201 30.168593276324, -97.788523347874 30.16829531768, -97.788567049394 30.167111690588))",79,150,Future Core Transit Corridor,S CONGRESS AVE,2486.58477543482
"MULTILINESTRING ((-97.747925001187 30.2581325214, -97.748433286405 30.258643339604))",111,182,Core Transit Corridor,W RIVERSIDE DR,245.492705354873
"MULTILINESTRING ((-97.744840346439 30.282551026273, -97.745182633036 30.282667953094))",601,457,Core Transit Corridor,W MARTIN LUTHER KING BLVD,116.107784390174
"MULTILINESTRING ((-97.761417275094 30.272962491469, -97.761849819055 30.273128298415))",524,592,Core Transit Corridor,W 5TH ST,149.265606107527
"MULTILINESTRING ((-97.759249350942 30.427132621533, -97.760075763608 30.427561746491))",350,71,Future Core Transit Corridor,JOLLYVILLE RD,303.638067603001
"MULTILINESTRING ((-97.754421140165 30.263506794161, -97.754579946107 30.263531470671, -97.755099584926 30.263731013311, -97.755290951928 30.263820097081, -97.755670962388 30.263990013008, -97.756048961517 30.264134390844, -97.756120077702 30.264221576891))",704,704,Core Transit Corridor,W RIVERSIDE DR,603.053910545019
"MULTILINESTRING ((-97.711544415083 30.281409349583, -97.709465292406 30.28171059095))",577,433,Core Transit Corridor,E MARTIN LUTHER KING BLVD,665.347423884308
"MULTILINESTRING ((-97.73664614383 30.248415737414, -97.736507457751 30.248295459399, -97.736362791724 30.248194889856, -97.736174505003 30.248091977621))",440,508,Core Transit Corridor,E RIVERSIDE DR,190.667307125134
"MULTILINESTRING ((-97.749856638948 30.291714928522, -97.749789261901 30.291775232748, -97.748120256717 30.292096592392, -97.747951085219 30.292123543699, -97.747784681862 30.292164302319, -97.747646617516 30.29221668886, -97.747537051188 30.292272400563, -97.747420453323 30.292352805461, -97.747309704602 30.292452636593, -97.74722446479 30.292550231117, -97.747154842927 30.292656392654, -97.747109566372 30.29274577279, -97.747082108427 30.292830203999, -97.74701513936 30.292928388156))",560,628,Core Transit Corridor,N LAMAR BLVD,1061.88099751264
"MULTILINESTRING ((-97.73653377993 30.305249386864, -97.735804007346 30.306395249674))",357,357,Core Transit Corridor,GUADALUPE ST,476.134769338097
"MULTILINESTRING ((-97.734209685712 30.265641245172, -97.733572095145 30.265433034744))",469,537,Core Transit Corridor,E 6TH ST,215.058429259489
"MULTILINESTRING ((-97.719059317614 30.25939500267, -97.717951442929 30.259006595388))",95,166,Core Transit Corridor,E 5TH ST,377.223930913418
"MULTILINESTRING ((-97.747710762181 30.263648126955, -97.747767454131 30.264045319859, -97.748008217642 30.264371967132))",107,178,Core Transit Corridor,GUADALUPE ST,286.593185738397
"MULTILINESTRING ((-97.762597564521 30.27343412186, -97.763325931447 30.273712214061))",520,588,Core Transit Corridor,W 5TH ST,251.186143405884
"MULTILINESTRING ((-97.702151387732 30.315274678271, -97.701542972231 30.315817764428))",314,35,Core Transit Corridor,CAMERON RD,275.438990177785
"MULTILINESTRING ((-97.75732435621 30.27133918008, -97.758181654083 30.271658949031))",530,598,Core Transit Corridor,W 5TH ST,294.560089308204
"MULTILINESTRING ((-97.692509152679 30.314100023326, -97.691173235621 30.313569176294))",727,727,Core Transit Corridor,BRIARCLIFF BLVD,463.643288316156
"MULTILINESTRING ((-97.739901944632 30.281168006734, -97.740515676946 30.281333207674))",587,443,Core Transit Corridor,W MARTIN LUTHER KING BLVD,202.825478269919
"MULTILINESTRING ((-97.709033222533 30.227552262343, -97.709001573872 30.227466270963, -97.708071472519 30.227024094586, -97.707933822239 30.227030046533))",730,730,Core Transit Corridor,E RIVERSIDE DR,411.246476766984
"MULTILINESTRING ((-97.713742463908 30.257545427308, -97.711617739033 30.256803374559))",112,183,Core Transit Corridor,E 5TH ST,723.080229887297
"MULTILINESTRING ((-97.742479482183 30.268971626583, -97.741117244856 30.268608532785))",480,548,Core Transit Corridor,E 7TH ST,449.859003366758
"MULTILINESTRING ((-97.715257030138 30.313067672945, -97.71507605251 30.314012852824))",254,325,Core Transit Corridor,AIRPORT BLVD,348.462335423889
"MULTILINESTRING ((-97.768098703882 30.228699779814, -97.76854274158 30.227960586103))",672,672,Core Transit Corridor,S 1ST ST,303.215927422341
"MULTILINESTRING ((-97.739656240453 30.300345474086, -97.739109327033 30.30120626687))",387,387,Core Transit Corridor,GUADALUPE ST,357.486469317989
"MULTILINESTRING ((-97.745941348288 30.269968443457, -97.745600125134 30.270877416294))",636,492,Core Transit Corridor,GUADALUPE ST,347.690887790274
"MULTILINESTRING ((-97.697028479201 30.363145680884, -97.696004316217 30.364876042205))",20,91,Future Core Transit Corridor,N LAMAR BLVD,707.36083199053
"MULTILINESTRING ((-97.698092160303 30.36112263163, -97.697028479201 30.363145680884))",21,92,Future Core Transit Corridor,N LAMAR BLVD,808.627121566966
"MULTILINESTRING ((-97.76731348075 30.217484752422, -97.768781216994 30.21516263227))",685,685,Core Transit Corridor,S CONGRESS AVE,963.411109792072
"MULTILINESTRING ((-97.711312415625 30.310162421884, -97.709762640395 30.309111701119))",330,51,Future Core Transit Corridor,E 51ST ST,620.632458271895
"MULTILINESTRING ((-97.716239659807 30.28060595532, -97.715276091659 30.280759545666))",588,444,Core Transit Corridor,E MARTIN LUTHER KING BLVD,309.235472257607
"MULTILINESTRING ((-97.709003034762 30.297846102253, -97.708975545774 30.297973486261, -97.709160057248 30.29820031858, -97.709407083904 30.298465203896, -97.709693349736 30.298740682425, -97.709946155534 30.298949301643, -97.710298096524 30.299199168886, -97.71065348819 30.29942704871, -97.710777285293 30.299392313864))",138,209,Future Core Transit Corridor,AIRPORT BLVD,841.067252514807
"MULTILINESTRING ((-97.715640575179 30.308394383488, -97.715581008093 30.309188022719))",380,380,Core Transit Corridor,AIRPORT BLVD,289.249104749483
