the_geom,OBJECTID,MARKINGS_SPECIALTY_LINE_ID,INTERSECTION_ID,SEGMENT_ID,ALTERNATE_ID,LOCATION_DESCRIPTION,LOCATION_STATUS,DIRECTION,SPECIALTY_LINE_TYPE,NUMBER_OF_ASSETS,MARKING_TEXT_NOTE,MATERIAL,COLOR,INSTALL_DATE,ASSET_CONDITION,CREW_ASSIGNED,COMMENTS,CREATED_BY,CREATED_DATE,MODIFIED_BY,MODIFIED_DATE,GLOBALID,Shape__Length
"MULTILINESTRING ((-97.722564444621 30.255295411874, -97.72255061096 30.255290651631, -97.722549499888 30.255290149844, -97.722545312631 30.255287939493, -97.722541415932 30.255285362394, -97.722537849598 30.255282445528, -97.722534654352 30.255279220403, -97.722531863501 30.255275723792, -97.722529511342 30.255271994293, -97.722527619705 30.255268070249, -97.722526211262 30.255263997239, -97.722525302554 30.255259817108, -97.722525138896 30.255258104733, -97.722524899534 30.255255578704, -97.722525011396 30.25525132643, -97.722525631679 30.255247107075, -97.722526760176 30.255242966655, -97.722528376896 30.255238952586))",830,942,5159750,2019513,,,ACTIVE,S,CURBS,,,PAINT,Red,08/17/2019 12:00:00 AM +0000,Excellent,OTHER,,ADEANDA,08/22/2019 08:40:07 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,1695382c-d053-4a90-8f1e-bb5edc1b9482,26.7506670882592
"MULTILINESTRING ((-97.724180776392 30.29180113347, -97.724235454175 30.291826719129))",1076,1088,5159450,2017097,,,ACTIVE,,CURBS,1,,PAINT,Red,02/21/2020 12:00:00 AM +0000,Excellent,,,ADEANDA,03/16/2020 05:50:53 PM +0000,ADEANDA,03/23/2020 03:23:57 PM +0000,97d9d699-74bb-410c-a27c-7befc2c1337b,19.6058579766247
"MULTILINESTRING ((-97.796058511502 30.221740048791, -97.796586942496 30.221999762228))",523,508,5150770,2024406,,,ACTIVE,,CONCRETE_DOMES,20,,,White,,Unknown,BIKE,,SGOV,09/20/2018 06:46:56 PM +0000,CTREMEL,08/30/2019 03:46:50 PM +0000,7fbb63bf-6560-4f1f-94df-a7614b59e498,191.774354591781
"MULTILINESTRING ((-97.770146866103 30.250901402617, -97.770191415602 30.250828543382))",723,645,5153304,2021473,,,ACTIVE,,CURBS,1,,PAINT,Red,01/30/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,01/30/2019 10:09:21 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,85763f35-4af5-46d7-a018-c26958a479c7,30.0002516073191
"MULTILINESTRING ((-97.752584976169 30.329352567763, -97.752696581763 30.329412089487, -97.752804856445 30.32946781198, -97.752913111149 30.329520669038))",286,145,5155268,2012082,,,ACTIVE,,DELINEATORS,4,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:38 PM +0000,d71f2e8d-3502-4787-b773-5e2ffc768449,120.242620680579
"MULTILINESTRING ((-97.706844473885 30.228657416091, -97.706667636903 30.22894243376, -97.706574498247 30.229091649396, -97.706493939484 30.229233245499, -97.706416879478 30.229397831997, -97.706309480379 30.229677111464, -97.706290851445 30.229755514988, -97.706257649471 30.229969960447))",597,959,5161516,3261144,,,ACTIVE,,DELINEATORS,46,,,White,09/24/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,09/26/2019 03:36:48 PM +0000,ADEANDA,09/26/2019 03:39:14 PM +0000,fa38cf8d-47c5-428a-aace-3c71a8d7c861,516.422935067621
"MULTILINESTRING ((-97.731708588325 30.337927587325, -97.731269231126 30.338623929651))",88,361,5158417,2011674,,,ACTIVE,,CONCRETE_DOMES,20,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,77d81c08-971a-4542-88e3-c89221c91a12,288.697378382685
"MULTILINESTRING ((-97.729397980895 30.319334501887, -97.729434849886 30.319277665686, -97.729443736415 30.31926652895, -97.729449831849 30.319260922853, -97.729453865845 30.319258283311, -97.729458532902 30.319256659133))",699,710,5158761,2019856,,NW corner of intersection,ACTIVE,,CURBS,1,,PAINT,Red,03/13/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,03/15/2019 06:32:45 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,1407aecd-8051-4d70-9e1b-1bbed27dffe4,34.6290778559153
"MULTILINESTRING ((-97.827113877532 30.395381370192, -97.827161427931 30.395382764625, -97.827208979395 30.395384158159))",904,767,5147444,3318539,,,ACTIVE,NE,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/18/2019 04:35:28 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,d73d1dbe-0dbb-4f42-90c3-7520cd97e50a,30.0002065617946
"MULTILINESTRING ((-97.670559694263 30.382920928413, -97.670569704549 30.382837409769))",649,1049,5164963,2031624,,,ACTIVE,,DELINEATORS,11,,,Yellow,12/01/2019 12:00:00 AM +0000,Unknown,,,SGOV,01/29/2020 05:44:26 PM +0000,ADEANDA,01/29/2020 07:59:44 PM +0000,5ba2062f-27a8-4cd4-bdea-dcf1d509340c,30.5382522096139
"MULTILINESTRING ((-97.695104095995 30.220937825174, -97.695114635857 30.220929387882, -97.695169678953 30.220878195539))",907,770,5162793,2034063,,,ACTIVE,SW,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/18/2019 06:58:12 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,a225456e-15fc-41d8-9877-0a0ec3b9c8e4,30.0005122184664
"MULTILINESTRING ((-97.738802184629 30.261656884248, -97.738935096408 30.261285700295))",536,487,5157554,2019189,,,ACTIVE,,DELINEATORS,16,,,,05/01/2018 12:00:00 AM +0000,Unknown,,,SGOV,09/03/2018 07:39:52 PM +0000,SGOV,09/13/2018 02:28:55 PM +0000,880ca218-0102-4b82-bd7a-480af6be19d7,141.367131264456
"MULTILINESTRING ((-97.7100517952 30.256194153019, -97.70992548589 30.256151456441))",609,637,5161091,2019428,,,ACTIVE,,DELINEATORS,2,,,,12/12/2018 12:00:00 AM +0000,Unknown,,,SGOV,12/14/2018 06:15:46 PM +0000,SGOV,12/14/2018 06:16:28 PM +0000,9e77a263-5eee-4800-94c0-1027fd1dda2e,42.7959961377618
"MULTILINESTRING ((-97.672387887041 30.283711623263, -97.672353601905 30.283720756964))",487,486,5165082,2017584,,,ACTIVE,,DELINEATORS,4,,,White,,Unknown,,,SGOV,08/22/2018 09:29:26 PM +0000,SGOV,08/28/2018 06:22:03 PM +0000,fd6ea673-bb0c-43fa-9dc9-b8717a87df9b,11.3200598852145
"MULTILINESTRING ((-97.730883925843 30.339642719742, -97.730858870258 30.339653193688))",341,271,5158540,2011630,,,ACTIVE,,DELINEATORS,2,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:44 PM +0000,e8ef13a7-8e47-4c72-a597-ca771935d3f1,8.77395810703617
"MULTILINESTRING ((-97.674808355222 30.282965606361, -97.674839537775 30.28295872129, -97.674834922778 30.282946252455))",491,481,5164888,2017605,,,ACTIVE,,DELINEATORS,5,,,White,,Unknown,,,SGOV,08/23/2018 04:15:06 PM +0000,SGOV,08/28/2018 06:22:04 PM +0000,aeff058b-dc23-4dec-aafd-06145857cdc0,14.9190155747996
"MULTILINESTRING ((-97.706389402498 30.36965561043, -97.706410775081 30.369665320732, -97.706416497494 30.369671092976, -97.706418315283 30.369676220379, -97.706416396135 30.369681117849, -97.706410861086 30.369683939845, -97.706401224397 30.369684104326, -97.706378756769 30.369673907786, -97.706389402498 30.36965561043))",943,911,5161156,2010504,,,ACTIVE,W,CURBS,1,,PAINT,Yellow,07/02/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,07/05/2019 02:48:35 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,a852feb7-2cf4-4933-949c-1bdd4fcfcaef,34.7245563197296
"MULTILINESTRING ((-97.69738269618 30.286601860035, -97.697393162488 30.28667190917, -97.697398697039 30.286695897414))",30,864,5352782,2017576,,,ACTIVE,N,DELINEATORS,3,,,White,12/05/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,06/06/2019 06:59:10 PM +0000,CTREMEL,01/16/2020 10:05:32 PM +0000,1a5e2122-3d8a-4cce-bbef-666e5ee3fc18,34.5868422202129
"MULTILINESTRING ((-97.764103497068 30.203480825211, -97.764076980498 30.203488290538))",624,1018,5154274,2025058,,,ACTIVE,,CURBS,1,,PAINT,Red,11/21/2019 12:00:00 AM +0000,Excellent,,,CTREMEL,01/17/2020 06:36:14 PM +0000,ADEANDA,01/18/2020 06:23:41 AM +0000,09ba5527-e2a6-497c-8045-10f34eee2847,8.80562663497102
"MULTILINESTRING ((-97.76238662129 30.185728765107, -97.762346409066 30.185716617064, -97.762331029194 30.185700789903, -97.762321875687 30.185683297553, -97.762323277196 30.185656466892, -97.762344396293 30.185611529891))",561,529,5154589,2025706,,,ACTIVE,,CURBS,1,,PAINT,Red,,Unknown,OTHER,,SGOV,10/10/2018 04:18:56 PM +0000,CTREMEL,08/30/2019 03:48:13 PM +0000,d538472a-fd2a-464b-8889-c8e6066543b9,55.39425401892
"MULTILINESTRING ((-97.708010505182 30.302271663012, -97.708018623721 30.302271590173, -97.708024355202 30.302268246151, -97.70802551885 30.30226086891, -97.708020770766 30.302253369683))",121,654,5161142,3324727,,,ACTIVE,,RPM_LANE_SEPARATOR,5,,,Yellow,12/31/2018 12:00:00 AM +0000,Unknown,,,MSTEVENS,02/20/2019 09:16:13 PM +0000,MSTEVENS,02/20/2019 09:17:09 PM +0000,35de781e-5fbb-484e-a8f5-75df662d9312,10.5616686718535
"MULTILINESTRING ((-97.713126922065 30.314423402469, -97.713105031181 30.314457221754))",8,996,5160618,2015603,,,ACTIVE,N,CURBS,,,PAINT,Red,10/22/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,10/30/2019 08:16:32 PM +0000,ADEANDA,10/30/2019 09:11:21 PM +0000,01898e2b-0b68-4fa5-9e66-2af13a787f49,14.1065450636689
"MULTILINESTRING ((-97.728187937614 30.209712429115, -97.727588770579 30.20986258463, -97.727523678142 30.209880956356, -97.727464031294 30.20990123001, -97.72740773885 30.209924555037, -97.727354799696 30.209950934124, -97.727311508885 30.209976314843, -97.727257657015 30.210011030086, -97.727217687302 30.2100406571, -97.727173403235 30.210077358173, -97.727136706369 30.210113019851, -97.7271006164 30.210151677911, -97.727059379796 30.210202765623, -97.72702577971 30.210251024709, -97.72700071073 30.210288713256))",1003,900,5159397,2023193,,,ACTIVE,S,RPM_LANE_SEPARATOR,24,,,Yellow,06/13/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,06/17/2019 08:11:17 PM +0000,MSTEVENS,06/17/2019 08:11:17 PM +0000,260478b0-f67b-46ee-bf81-1b95bc5f4fe2,445.96290438787
"MULTILINESTRING ((-97.73310983404 30.334679239855, -97.733091230634 30.334675163868, -97.733083079962 30.334689529968))",277,380,5158191,2011824,,,ACTIVE,,DELINEATORS,3,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:49 PM +0000,c9ec46b5-42e9-46f9-9b7c-9343336215d8,11.8763946420617
"MULTILINESTRING ((-97.775376809173 30.249881384762, -97.775365500464 30.249851554279, -97.77538937136 30.249822427132))",414,52,5152737,2021511,,,ACTIVE,NE,DELINEATORS,3,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:34 PM +0000,7f82eb16-56d6-457d-9bb6-b83498fe9249,24.4225834881057
"MULTILINESTRING ((-97.726933481173 30.340788872056, -97.726980134218 30.340813534044))",448,112,5159057,2011562,,,ACTIVE,,CONCRETE_DOMES,3,,,White,,Unknown,BIKE,,SGOV,08/01/2018 06:27:31 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,44c1dee6-351c-46e4-a862-0177bdc6f65b,17.2346007553632
"MULTILINESTRING ((-97.710818579493 30.275237887421, -97.710826778009 30.275236393988, -97.710829694573 30.275231059442, -97.710830777128 30.275226379462, -97.710831428949 30.275221137527, -97.710823557211 30.275218791842, -97.710814926949 30.275219722397))",1106,1112,5160878,2042919,,,ACTIVE,E,CURBS,,,PAINT,Yellow,04/09/2020 12:00:00 AM +0000,Excellent,,,ADEANDA,05/06/2020 06:40:43 PM +0000,ADEANDA,05/08/2020 07:30:35 PM +0000,8b47ac29-324f-45c5-a1a3-1b2778708990,13.8178169052877
"MULTILINESTRING ((-97.768455883378 30.259566300442, -97.76846101812 30.259547366651, -97.768483748111 30.25955697498))",332,447,5153493,2021232,,,ACTIVE,,DELINEATORS,7,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:52 PM +0000,a9ca5d12-945c-4ff3-9405-db5298e264bc,15.0561212599283
"MULTILINESTRING ((-97.715845667581 30.256273038023, -97.715800427476 30.256369402853))",1018,866,5160486,2019425,,,ACTIVE,N,DELINEATORS,2,,,White,08/20/2019 12:00:00 AM +0000,Excellent,,,MSTEVENS,06/06/2019 07:19:08 PM +0000,ADEANDA,08/22/2019 07:19:14 PM +0000,bc5390f0-b9e9-4f72-9f56-0d72cb7912d4,37.8458356601461
"MULTILINESTRING ((-97.757010818329 30.331350931264, -97.75701203097 30.331326126785, -97.757022328827 30.331311530783, -97.757051380185 30.331274870354, -97.757070826899 30.331268099213, -97.757077985594 30.331280919155, -97.757044324515 30.331323286318, -97.757025517689 30.331346957646, -97.757010280048 30.331350443109))",1012,442,5154735,2013550,,,ACTIVE,S,DELINEATORS,11,Island marking,,Yellow,06/10/2019 12:00:00 AM +0000,Excellent,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,ADEANDA,08/07/2019 07:37:50 PM +0000,9aed468a-609b-44aa-aa65-4ac9c63876d8,77.3641799984888
"MULTILINESTRING ((-97.713755961304 30.260788199308, -97.713766494546 30.260764473613))",1095,1107,5160710,2019211,,,ACTIVE,S,DELINEATORS,3,,,Yellow,04/16/2020 12:00:00 AM +0000,Excellent,,,ADEANDA,04/22/2020 08:24:29 PM +0000,ADEANDA,04/24/2020 07:51:10 PM +0000,f6884918-f8d8-492f-8fca-6d71a01a2cf9,9.24743031387286
"MULTILINESTRING ((-97.78196449691 30.25587873857, -97.781970233906 30.255856769113))",779,826,5152017,2021343,,,ACTIVE,S,DELINEATORS,1,,,Yellow,05/14/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,05/15/2019 02:55:11 PM +0000,MSTEVENS,05/15/2019 03:04:41 PM +0000,ce905664-2213-4945-9232-60d14c9eba80,8.19281431386225
"MULTILINESTRING ((-97.724705288461 30.244818109227, -97.724588683936 30.2448185996))",349,387,5159593,2022477,,,ACTIVE,,DELINEATORS,2,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:49 PM +0000,38c59c41-c4bf-4ed6-af35-3af7747093e3,36.8201102106777
"MULTILINESTRING ((-97.783025158511 30.238565510776, -97.783001183117 30.238557155171))",625,1013,5151933,2023916,,,ACTIVE,W,CURBS,,,PAINT,Yellow,11/27/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,01/06/2020 08:37:44 PM +0000,ADEANDA,01/06/2020 10:21:44 PM +0000,fcd21824-08cc-42d0-bdd0-2f47c8658e6b,8.15818939549807
"MULTILINESTRING ((-97.780165580183 30.25829534897, -97.780226875001 30.258255028794))",68,68,5152207,2021276,,,ACTIVE,,CONCRETE_DOMES,1,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,a15d50c4-8b3b-4426-b6bd-c12bcd99382d,24.2803934906974
"MULTILINESTRING ((-97.736178868049 30.213522094763, -97.736413043132 30.213018523842, -97.73645643558 30.212938231196))",364,453,5158116,2047907,,,ACTIVE,N,DELINEATORS,2,,,White,08/28/2019 12:00:00 AM +0000,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,ADEANDA,09/23/2019 07:22:48 PM +0000,0368a361-c43d-4635-bb9e-35f533cac634,229.776004428973
"MULTILINESTRING ((-97.714983060589 30.254730095923, -97.714978588136 30.254728558959, -97.714972953496 30.25472664362, -97.714924378173 30.254709388763))",1057,841,5160583,2019529,,,ACTIVE,E,CURBS,1,,PAINT,Red,12/03/2019 12:00:00 AM +0000,Excellent,OTHER,,MSTEVENS,05/29/2019 02:56:15 PM +0000,ADEANDA,02/10/2020 10:47:01 PM +0000,555ec8af-c2d2-427c-9e9e-3491925cb987,20.0003111663829
"MULTILINESTRING ((-97.730696362947 30.339531250192, -97.730667549772 30.339579011333))",92,184,5158540,2011634,,,ACTIVE,,CONCRETE_DOMES,2,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:50 PM +0000,37794b80-a13b-434b-9da5-b47fa8bc7122,19.6045312421424
"MULTILINESTRING ((-97.746875716388 30.377180362387, -97.746923526073 30.377168791888))",671,1044,5155882,2010377,,,ACTIVE,,CURBS,1,,PAINT,Red,01/04/2020 12:00:00 AM +0000,Unknown,,,SGOV,01/29/2020 03:25:05 PM +0000,ADEANDA,01/29/2020 07:59:43 PM +0000,b72780b4-7e6f-4c35-abd6-880faeeb5216,15.6522254496797
"MULTILINESTRING ((-97.824015648541 30.173731274514, -97.824013221882 30.173731101523, -97.824010838259 30.173730470997, -97.82400866609 30.173729416015, -97.824006838392 30.173728013173, -97.824005716079 30.173726281278, -97.824005517284 30.173725178356, -97.824005654125 30.173724027875, -97.824006134927 30.173722949103, -97.82400689255 30.1737220481, -97.824008802855 30.173720949527, -97.824015447778 30.173720848791))",1060,1073,5721679,2027803,,,ACTIVE,S,DELINEATORS,,,,Yellow,12/04/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,02/03/2020 05:47:28 PM +0000,ADEANDA,02/10/2020 09:08:23 PM +0000,4f889e25-ee88-47ee-af46-bfc5914f8c37,8.3138193143568
"MULTILINESTRING ((-97.754662997079 30.202116788806, -97.75468197437 30.202143294469, -97.754647017754 30.202184664543, -97.75453571295 30.202440206395))",100,55,5155455,2047146,,,ACTIVE,NW,DELINEATORS,7,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:34 PM +0000,586a64ab-4107-4f45-97f1-0f4511eecbe9,129.383004862996
"MULTILINESTRING ((-97.756546183032 30.285317891932, -97.756550011935 30.285311597497, -97.756554576145 30.285305684196, -97.756562957371 30.28529758277, -97.756572162695 30.285290859544, -97.756579105258 30.285287069445, -97.756594163171 30.285281476318, -97.756602114726 30.285279733161))",1103,1106,5154968,2020572,,,ACTIVE,NW,DELINEATORS,1,,,White,04/15/2020 12:00:00 AM +0000,Excellent,,,ADEANDA,04/21/2020 05:17:25 PM +0000,ADEANDA,04/24/2020 07:51:10 PM +0000,9ddb0578-8b36-4583-bf59-0471c8598b29,23.2815453980256
"MULTILINESTRING ((-97.703438696278 30.258215897512, -97.703418420262 30.258261331426))",540,972,5161741,2019294,,,ACTIVE,W,CURBS,,,PAINT,Red,09/26/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,09/26/2019 07:36:10 PM +0000,ADEANDA,09/26/2019 07:37:31 PM +0000,9f1e83dd-a6ae-4b8d-817f-bd77fd5ec63d,17.7205556272365
"MULTILINESTRING ((-97.716285009933 30.264962384184, -97.716369072361 30.264923917877))",878,747,5160418,2018951,,,ACTIVE,SW,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/17/2019 08:16:49 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,8fd327f6-88ff-4076-90d9-ee1cc8e39ac5,30.0000905534483
"MULTILINESTRING ((-97.730567876922 30.339729826, -97.730308104135 30.340145701875, -97.73022782091 30.340244345463))",117,415,5158540,3189331,,,ACTIVE,,CONCRETE_DOMES,12,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:50 PM +0000,f99d6171-34e4-43de-becd-bfea08552f8f,215.935906918831
"MULTILINESTRING ((-97.723295908406 30.244740117798, -97.723254601574 30.244730314996, -97.723215720365 30.244752006475))",356,157,5159593,3381701,,,ACTIVE,,DELINEATORS,3,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:39 PM +0000,4fbf7f4c-636c-41c2-ba8d-b3813dc7e5ac,28.1152205819994
"MULTILINESTRING ((-97.799056569334 30.223287544427, -97.799540342475 30.223526308377))",518,502,5150540,2041625,,,ACTIVE,,CONCRETE_DOMES,15,,,White,,Unknown,BIKE,,SGOV,09/13/2018 10:26:50 PM +0000,CTREMEL,08/30/2019 03:46:50 PM +0000,0ff7938f-d8d0-4f39-8f25-9e56e6ee6e4e,175.744560479133
"MULTILINESTRING ((-97.783463280189 30.253491054852, -97.783471027769 30.253484046335))",217,77,5151825,2021388,,,ACTIVE,,DELINEATORS,1,,,Yellow,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:35 PM +0000,0fa56ba4-f73e-4a3a-bbce-1cc5308d46ce,3.53283478645451
"MULTILINESTRING ((-97.717275662115 30.259765998697, -97.717319868174 30.259781114168, -97.717364073207 30.259796229602))",905,768,5160158,2041252,,,ACTIVE,E,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/18/2019 04:55:14 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,03b148d9-4fe0-4fe0-a9fb-3f0200e4cd1c,30.0001607460679
"MULTILINESTRING ((-97.736311320943 30.296281851037, -97.736418036109 30.2961079903))",433,471,5157830,2016882,,,ACTIVE,,CONCRETE_DOMES,8,,,White,,Unknown,BIKE,,SGOV,08/21/2018 07:08:25 PM +0000,CTREMEL,08/30/2019 03:46:50 PM +0000,f486917d-af62-4958-95ea-699df844bdee,71.6412486703155
"MULTILINESTRING ((-97.686501367489 30.421675160304, -97.686517474453 30.421670478997, -97.68654837004 30.421648912764, -97.686570957805 30.421624312903))",160,316,5163143,2030557,,,ACTIVE,SW,CURBS,1,,PAINT,Red,05/16/2018 12:00:00 AM +0000,Excellent,OTHER,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,bd4d7661-8c26-47e2-b86f-ebbae2f01346,29.2920259255552
"MULTILINESTRING ((-97.733905150002 30.264776139615, -97.73382667084 30.264958381746))",222,259,5158366,2018983,,,ACTIVE,,DELINEATORS,8,One delineator updated,,White,06/08/2018 12:00:00 AM +0000,Good,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:44 PM +0000,f81e693e-fa71-48b6-9588-3251576421e7,70.7589541764747
"MULTILINESTRING ((-97.720132467863 30.375097523513, -97.720068917584 30.375098442307, -97.719967729395 30.375095403549, -97.719934684034 30.375093790949))",804,210,5159686,3269259,,,ACTIVE,W,DELINEATORS,5,,,White,04/15/2019 12:00:00 AM +0000,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,MSTEVENS,04/15/2019 02:08:41 PM +0000,bc9ce2f1-3170-44da-9002-58ee094a3cb1,62.4074643770549
"MULTILINESTRING ((-97.726083695706 30.286896646992, -97.726049723586 30.286899318893))",485,304,5159274,2043944,,,ACTIVE,,DELINEATORS,3,,,White,,Unknown,,,SGOV,08/15/2018 02:31:55 PM +0000,SGOV,08/28/2018 06:22:03 PM +0000,e378974b-2727-47c4-932e-3a717e7f879a,10.7664900766774
"MULTILINESTRING ((-97.688683311149 30.349346721814, -97.688516881649 30.34962829315, -97.688483146473 30.349685749714, -97.688417213233 30.3497839486, -97.688291419767 30.349983177708, -97.688250098971 30.350058336285, -97.688156409301 30.350202980701, -97.688081804749 30.350321272901, -97.688025175957 30.350411785061, -97.687975006213 30.350480782915, -97.687899351975 30.350606717978, -97.687781434964 30.350785372974, -97.687683133149 30.350945323346, -97.687615618773 30.351054031468, -97.687523083331 30.351206785294, -97.687395045775 30.351400296906, -97.68733464746 30.351503239479, -97.6872894456 30.35157459819, -97.687227864563 30.351665613334, -97.687202302498 30.351711094328, -97.68716418226 30.351771436974, -97.687108095118 30.351860991719, -97.687101542045 30.351868662783, -97.687081393536 30.351900749896, -97.687061213677 30.351928062895, -97.686925624436 30.352144525795, -97.686837360141 30.352278162466, -97.686760629399 30.352407921457, -97.686723006444 30.35246062407, -97.686642473605 30.352598040433, -97.68654333644 30.352751781714, -97.686449117396 30.352900247291, -97.686363092115 30.353039600289, -97.686289031158 30.353157410986, -97.686194985194 30.353331653075, -97.686136351477 30.353532925266, -97.68612509238 30.353658530989, -97.686086867788 30.35386638213, -97.686043026014 30.353971362359, -97.68592196807 30.354144574749, -97.685600236409 30.354510923636, -97.685220993505 30.354949540603, -97.68505855517 30.355136827278, -97.684740836364 30.355492677793, -97.684666025123 30.355579127881, -97.684467871494 30.355794757387))",170,209,5163099,2011251,,,ACTIVE,,CONCRETE_DOMES,213,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,7df49116-2850-4b8e-a9ca-7b81275150cf,2716.21807927503
"MULTILINESTRING ((-97.742691550754 30.292009902553, -97.742682389468 30.29201624131, -97.742662718637 30.292016586318))",22,1005,5156883,2017111,,,ACTIVE,E,DELINEATORS,4,,,Yellow,09/07/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,10/30/2019 07:04:08 PM +0000,ADEANDA,10/30/2019 09:11:21 PM +0000,0a6f7f08-d52b-4a0f-ba78-dea335a4d896,9.90754569202861
"MULTILINESTRING ((-97.725360839761 30.24483476507, -97.72479867739 30.244800568157))",348,44,5159442,2022477,,,ACTIVE,,DELINEATORS,15,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:33 PM +0000,3e87aa93-69a6-41a0-bb55-b70dce1beb7b,177.946605516572
"MULTILINESTRING ((-97.785335375966 30.22974380403, -97.785324866918 30.229760677897, -97.785323113338 30.229764441825, -97.785320914527 30.229768027257, -97.785318295492 30.229771392283, -97.785315288365 30.229774500544, -97.785311923154 30.229777317447, -97.78530823487 30.229779815717, -97.785304269004 30.229781964676, -97.785300064578 30.229783742543, -97.785295672015 30.229785128665, -97.785291132248 30.229786107614, -97.785286501622 30.229786670586, -97.785281830226 30.229786809553, -97.785277165931 30.229786521859, -97.785272560497 30.229785814849, -97.785270392623 30.229785273635, -97.785268066798 30.229784693185, -97.785264327685 30.229783406969))",923,838,5151705,2026298,,,ACTIVE,S,CURBS,1,,PAINT,Red,05/28/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,05/29/2019 01:45:29 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,cdd489b2-42f7-432c-a6c8-6a762ba0bd1b,30.397769906001
"MULTILINESTRING ((-97.686856549675 30.345786747, -97.686543881382 30.346271391212))",443,61,5163376,2040187,,,ACTIVE,,CONCRETE_DOMES,21,,,White,,Unknown,BIKE,,SGOV,08/01/2018 02:57:53 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,133689ee-d7b6-4d4e-852b-ef5d6b725535,201.976531249231
