the_geom,OBJECTID,MARKINGS_SPECIALTY_LINE_ID,INTERSECTION_ID,SEGMENT_ID,ALTERNATE_ID,LOCATION_DESCRIPTION,LOCATION_STATUS,DIRECTION,SPECIALTY_LINE_TYPE,NUMBER_OF_ASSETS,MARKING_TEXT_NOTE,MATERIAL,COLOR,INSTALL_DATE,ASSET_CONDITION,CREW_ASSIGNED,COMMENTS,CREATED_BY,CREATED_DATE,MODIFIED_BY,MODIFIED_DATE,GLOBALID,Shape__Length
"MULTILINESTRING ((-97.764087944143 30.185747743012, -97.764108249353 30.18570756454, -97.76410869349 30.185690861373, -97.764099492086 30.185675158421, -97.764077836965 30.185662786894, -97.764012424393 30.185642374494))",585,533,5154321,2025707,,,ACTIVE,,CURBS,1,,PAINT,Red,,Unknown,OTHER,,SGOV,10/10/2018 04:21:00 PM +0000,CTREMEL,08/30/2019 03:48:13 PM +0000,ec0fd0b6-f630-4119-8176-5cf15641e310,58.5933746371215
"MULTILINESTRING ((-97.780355615037 30.258160187266, -97.780480848188 30.258073154014))",69,358,5152207,2021276,,,ACTIVE,,CONCRETE_DOMES,4,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,6da36125-57bc-4478-b4b3-297e53aff44c,50.6482106692411
"MULTILINESTRING ((-97.677024263551 30.293294206715, -97.676897620408 30.293235247813))",232,204,5429498,2016995,,,ACTIVE,,DELINEATORS,2,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:41 PM +0000,d4d9b598-e000-4928-b418-0e8c9fd898e9,45.3580013965094
"MULTILINESTRING ((-97.777033243911 30.23919669092, -97.776963186844 30.239159194982, -97.777000598728 30.239100351523, -97.777003649707 30.239126386971, -97.777011265993 30.239154424668, -97.777018236039 30.239173662548, -97.777033243911 30.23919669092))",745,737,5152609,2023899,,,ACTIVE,W,RPM_LANE_SEPARATOR,21,,,White,04/05/2019 12:00:00 AM +0000,Unknown,,4 replaced on 4/5/2019,MSTEVENS,04/05/2019 08:13:31 PM +0000,MSTEVENS,04/05/2019 08:28:53 PM +0000,efb9d1e1-54f8-462a-9f14-a0ae0f9c2d9e,87.3857739725282
"MULTILINESTRING ((-97.707018380804 30.228378999238, -97.707773390882 30.227184180088))",600,957,5721745,3261136,,,ACTIVE,,DELINEATORS,46,,,White,09/24/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,09/26/2019 03:35:31 PM +0000,ADEANDA,09/26/2019 03:39:14 PM +0000,1ed35db1-4f0a-419a-8ff1-d8d7deb8a1c2,495.667901221527
"MULTILINESTRING ((-97.774674491354 30.399216422989, -97.774661881353 30.399204065713))",756,805,5152405,2008273,,,ACTIVE,N,DELINEATORS,2,,,White,04/22/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,04/24/2019 04:15:26 PM +0000,MSTEVENS,04/24/2019 04:18:02 PM +0000,826e608d-9e95-418e-9386-80460fa23349,6.00015082580051
"MULTILINESTRING ((-97.796323755346 30.455527296931, -97.796273123199 30.4555625902))",682,1037,5150189,3194305,,,ACTIVE,,CURBS,1,,PAINT,Red,12/01/2019 12:00:00 AM +0000,Unknown,,,SGOV,01/29/2020 03:17:23 PM +0000,ADEANDA,01/29/2020 07:59:43 PM +0000,44d7eabe-22b6-4ed2-a5da-2caf3703c03d,20.4756797318461
"MULTILINESTRING ((-97.777495817455 30.205250885825, -97.777551178455 30.205277774895))",1041,623,5152641,2024992,,,ACTIVE,,CURBS,1,,PAINT,Red,10/18/2018 12:00:00 AM +0000,Unknown,OTHER,,SGOV,12/03/2018 07:55:04 PM +0000,CTREMEL,08/30/2019 03:48:09 PM +0000,758e3033-0eb4-4f39-8f89-f0edc2a6afbe,20.0368183184988
"MULTILINESTRING ((-97.715011168697 30.254721145222, -97.71503657583 30.254669363608, -97.715047887475 30.254645069026))",47,839,5160583,2019529,,,ACTIVE,S,CURBS,1,,PAINT,Red,12/03/2019 12:00:00 AM +0000,Excellent,OTHER,,MSTEVENS,05/29/2019 02:53:16 PM +0000,ADEANDA,02/10/2020 10:47:01 PM +0000,a400b0ed-83e2-4057-af9b-c00f16d9840a,29.9999923147715
"MULTILINESTRING ((-97.690906700122 30.316759458255, -97.690895425768 30.316779280681))",643,593,5162961,2015463,,,ACTIVE,,DELINEATORS,2,,,,11/28/2018 12:00:00 AM +0000,Unknown,,CONTRACTOR,SGOV,11/30/2018 09:59:38 PM +0000,SGOV,11/30/2018 11:10:17 PM +0000,2e80d072-77d9-4958-bc90-9a37acc09ccd,8.0391245949203
"MULTILINESTRING ((-97.776425504182 30.261379119194, -97.776435244046 30.261374837085))",206,195,5152608,2021197,,,ACTIVE,,DELINEATORS,1,,,Yellow,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:41 PM +0000,3533455b-140c-4f76-93f7-4e49b1ae8dde,3.44686858164795
"MULTILINESTRING ((-97.728793470627 30.341695207624, -97.72873234531 30.341665316508))",1051,705,5158843,2011535,,,ACTIVE,,CONCRETE_DOMES,3,,,White,,Unknown,BIKE,,SGOV,03/01/2019 03:47:00 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,1ce4d065-c149-4590-8681-ab782eab26d6,22.1353000306368
"MULTILINESTRING ((-97.780021763878 30.258384806111, -97.780072149281 30.258351431317))",67,246,5152207,2021256,,,ACTIVE,,CONCRETE_DOMES,2,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,06f0555a-ab90-4e2c-b44c-18af47efd56a,20.0097232216283
"MULTILINESTRING ((-97.663274895303 30.40904526309, -97.663284252595 30.409100251066, -97.663285425713 30.409102663128, -97.663287702956 30.409104979053, -97.663291090945 30.409106959853, -97.663295059096 30.409107878011, -97.663297952873 30.40910781821, -97.663301840899 30.409106705287, -97.663305068811 30.409104504816, -97.663307478241 30.409102048188, -97.663308646203 30.409099684839, -97.66330872551 30.409096821488, -97.663300465735 30.409041975463))",750,741,5623736,5623361,,,ACTIVE,S,DELINEATORS,9,,,,04/03/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,04/12/2019 07:03:01 PM +0000,MSTEVENS,04/12/2019 07:04:48 PM +0000,32dbf73c-b9aa-47c6-b76f-9b443d937192,51.619492007791
"MULTILINESTRING ((-97.721883959995 30.282739571134, -97.721883612082 30.282743015519, -97.721877873389 30.282743574434, -97.721873386779 30.282741625075))",1093,1094,5159730,2017743,,,ACTIVE,S,CURBS,,,PAINT,Yellow,04/06/2020 12:00:00 AM +0000,Excellent,,,ADEANDA,04/16/2020 06:50:29 PM +0000,ADEANDA,04/20/2020 03:30:37 PM +0000,e45f7cd0-5743-4edd-b93a-9d27551818f5,4.66393907264906
"MULTILINESTRING ((-97.797187646747 30.457663776553, -97.797174734054 30.457568024326))",648,1039,5150189,2007067,,,ACTIVE,,CURBS,1,,PAINT,Red,,Unknown,,,SGOV,01/29/2020 03:17:57 PM +0000,ADEANDA,01/29/2020 07:59:43 PM +0000,bb1995b6-1644-49ee-831c-3397ff3c000c,35.0606855110372
"MULTILINESTRING ((-97.692296536762 30.301378159921, -97.692487123967 30.301381370344))",1063,1084,5363824,3377267,,,ACTIVE,W,DELINEATORS,,,,White,07/02/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,02/10/2020 10:27:19 PM +0000,ADEANDA,02/11/2020 03:15:33 PM +0000,65c56814-cc66-465e-bc5d-cc6291c050dd,60.1569397575449
"MULTILINESTRING ((-97.739929719808 30.265221980746, -97.739063257852 30.264985568867))",589,544,5157405,2018954,,,ACTIVE,,CONCRETE_DOMES,70,,,White,,Unknown,BIKE,,SGOV,10/24/2018 04:59:21 PM +0000,CTREMEL,08/30/2019 03:46:51 PM +0000,df99adc2-bb1e-48a8-90cf-634b90edb5a8,286.735921405962
"MULTILINESTRING ((-97.744215217363 30.293305106992, -97.744205192097 30.293314231984))",41,422,5156657,2017192,,,ACTIVE,,DELINEATORS,1,,,Yellow,12/04/2019 12:00:00 AM +0000,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,01/16/2020 10:29:52 PM +0000,c2905b2a-7e0d-437b-ae10-4604bb1dc6ca,4.58526718574747
"MULTILINESTRING ((-97.677438630865 30.293369400617, -97.677334428068 30.293319126729, -97.677223283137 30.293265200526, -97.677113112316 30.293211286291))",233,205,5164505,3189584,,,ACTIVE,,DELINEATORS,4,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:41 PM +0000,dbd725fc-5ad3-4d16-a174-51f634f09c71,117.734947182109
"MULTILINESTRING ((-97.69298871028 30.313382217572, -97.692891744011 30.313531825634))",1000,590,5162748,2015646,,,ACTIVE,,CONCRETE_DOMES,7,,,White,11/28/2018 12:00:00 AM +0000,Unknown,BIKE,CONTRACTOR,SGOV,11/30/2018 09:49:48 PM +0000,CTREMEL,08/30/2019 03:46:47 PM +0000,971ec2ed-f7dd-4d53-927d-6b4f40241d8f,62.4235342261612
"MULTILINESTRING ((-97.732410945574 30.343430180377, -97.732363539068 30.343412029104))",738,682,5158480,2011492,,,ACTIVE,,CONCRETE_DOMES,3,,,White,,Unknown,BIKE,,SGOV,03/01/2019 03:33:03 PM +0000,CTREMEL,08/30/2019 03:46:47 PM +0000,17bf91ea-1fc5-4384-83b4-e5dbb4023bfb,16.3463218274688
"MULTILINESTRING ((-97.750853115042 30.324698139004, -97.750869474229 30.324678174833))",1031,613,5155516,2012290,,,ACTIVE,,CURBS,1,,PAINT,Red,11/28/2018 12:00:00 AM +0000,Unknown,OTHER,,SGOV,12/03/2018 07:36:33 PM +0000,CTREMEL,08/30/2019 03:48:09 PM +0000,619ddb22-6b96-410e-9994-83c8466ed235,8.9083288696307
"MULTILINESTRING ((-97.735523337615 30.297553309337, -97.735508038205 30.297576061363))",484,119,5157985,2016796,,,ACTIVE,,DELINEATORS,2,,,White,,Unknown,,,SGOV,08/07/2018 09:49:25 PM +0000,SGOV,08/28/2018 06:22:03 PM +0000,a2a26149-2ad2-43a1-8c5f-a28d9bc56d73,9.58036332295978
"MULTILINESTRING ((-97.742502806631 30.307424702512, -97.742436326395 30.307389934192))",1059,1081,5156776,2016195,,,ACTIVE,,CURBS,,,PAINT,Red,12/01/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,02/03/2020 05:42:16 PM +0000,ADEANDA,02/10/2020 09:08:23 PM +0000,fe3be935-3205-4143-8151-52067aa98deb,24.4947357099819
"MULTILINESTRING ((-97.735730147652 30.214185861477, -97.735747286718 30.214161856801))",361,452,5158368,2047907,,,ACTIVE,N,DELINEATORS,1,,,White,08/28/2019 12:00:00 AM +0000,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,ADEANDA,09/23/2019 07:22:48 PM +0000,5a1d292e-a0a2-41db-bf30-ba25138ae18d,10.2725598774573
"MULTILINESTRING ((-97.737223001848 30.33231822514, -97.737141633947 30.332273603368))",1052,638,5157586,2011935,,,ACTIVE,,CURBS,1,,PAINT,Red,11/28/2018 12:00:00 AM +0000,Unknown,OTHER,,SGOV,12/14/2018 08:04:08 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,0be6457e-db3c-4a18-90ba-ed3cbe0c223a,30.3694803757876
"MULTILINESTRING ((-97.72565845219 30.281116596875, -97.72564591099 30.281060657035))",388,962,5159327,2017865,,,ACTIVE,W,CURBS,1,,THERMOPLASTIC,White,09/09/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,09/26/2019 05:58:09 PM +0000,ADEANDA,09/26/2019 05:58:49 PM +0000,8e0a6ff0-136d-4d92-b637-c0f52764f0a9,20.7262728870411
"MULTILINESTRING ((-97.735043891572 30.278524925378, -97.735037365495 30.27854041984))",972,881,5158146,2018051,,,ACTIVE,S,DELINEATORS,1,,,White,05/24/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,06/06/2019 09:53:20 PM +0000,MSTEVENS,06/10/2019 02:49:24 PM +0000,4892b3c4-1edf-44ec-a894-27e6ebe83ed2,5.99989431618836
"MULTILINESTRING ((-97.730389901998 30.340393868363, -97.730227555321 30.340552517935, -97.730059284983 30.340651895458, -97.729918725786 30.340700801315, -97.729637332597 30.340767149352, -97.729433875965 30.340809573685, -97.72931472715 30.340838787702, -97.729077754499 30.340924698958, -97.728911651478 30.341010855421, -97.728494477901 30.341297233706))",119,126,5158635,2011601,,,ACTIVE,,CONCRETE_DOMES,50,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:50 PM +0000,284fc301-c340-4fb3-8f45-5a485f571d8a,696.093822813512
"MULTILINESTRING ((-97.75764966794 30.271448708051, -97.756746228544 30.271114625972))",961,893,5154910,2021063,,,ACTIVE,E,DELINEATORS,8,,,,01/30/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,06/10/2019 07:36:08 PM +0000,MSTEVENS,06/10/2019 07:52:17 PM +0000,8500c0c7-20e0-4f49-9324-96f0a29bbf50,309.99996737086
"MULTILINESTRING ((-97.774662906894 30.399224846328, -97.774650296893 30.39921248905, -97.774636042469 30.399223419986))",711,806,5152405,2008273,,,ACTIVE,N,DELINEATORS,3,,,White,04/22/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,04/24/2019 04:15:50 PM +0000,MSTEVENS,04/24/2019 04:18:02 PM +0000,9237d067-5a2e-4533-83fa-eeef2fb330bd,12.0000610060553
"MULTILINESTRING ((-97.77718782141 30.261099752195, -97.777200572358 30.261085621566))",599,76,5152522,2021203,,,ACTIVE,,DELINEATORS,1,,,Yellow,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,09/07/2018 09:35:50 PM +0000,cbde2576-3a9e-4cf1-9174-dea9323e91fb,6.52814948855415
"MULTILINESTRING ((-97.738377582003 30.359804298306, -97.738373495554 30.359802723142, -97.738369736231 30.359801751952, -97.738366976452 30.359801994789, -97.738364871989 30.359803444691, -97.738364518817 30.359805317134, -97.73836511242 30.359807812402, -97.738366599733 30.35980984751, -97.738369305258 30.359811621222, -97.738372342999 30.359813306909))",714,717,5157292,3300431,,Median nose on W Anderson Ln,ACTIVE,NW,CURBS,1,,PAINT,Yellow,04/01/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/01/2019 04:17:31 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,df92c5ec-bc95-4b99-9c5a-3d7d6d6a179a,9.07015583558548
"MULTILINESTRING ((-97.73270039614 30.325532453691, -97.732752764188 30.325563442261))",857,731,5158325,2012209,,,ACTIVE,N,CURBS,1,,PAINT,Red,04/04/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/04/2019 09:48:04 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,1f322468-274d-4d08-bcdb-acf5b0c38a0e,20.0000025974056
"MULTILINESTRING ((-97.676569108133 30.293086400384, -97.676120149175 30.292933536268, -97.675732481676 30.292876862111, -97.675367580311 30.292878568503))",237,23,5429506,2016995,,,ACTIVE,,DELINEATORS,10,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:32 PM +0000,01cb7816-81fa-4657-a593-32f4b81a7e28,391.45393300785
"MULTILINESTRING ((-97.77613780868 30.392259525125, -97.776134860614 30.392275823998))",760,794,5152250,2012707,,,ACTIVE,N,DELINEATORS,2,,,White,04/22/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,04/24/2019 03:05:46 PM +0000,MSTEVENS,04/24/2019 03:15:42 PM +0000,a1c45e23-76a9-4922-ac93-d29782fad76d,6.00012550294914
"MULTILINESTRING ((-97.723381234926 30.253378005556, -97.723358570114 30.253426029478, -97.723358339064 30.253431193398, -97.723358734932 30.253436351141, -97.723359746861 30.253441442931, -97.723361366916 30.25344641627, -97.723363577886 30.253451215765, -97.723366355165 30.253455790382, -97.723369693228 30.253460113842, -97.723372295039 30.25346291268, -97.723425866568 30.253482893724))",839,951,5159661,2019597,,,ACTIVE,W,CURBS,,,PAINT,Red,08/17/2019 12:00:00 AM +0000,Excellent,OTHER,,ADEANDA,08/22/2019 08:48:23 PM +0000,CTREMEL,08/30/2019 03:48:13 PM +0000,845e64bb-c4ba-414d-b7a0-3d80446e115a,51.7644420751268
"MULTILINESTRING ((-97.754658098881 30.330365208656, -97.755432523543 30.330751336716))",291,33,5155158,2042837,,,ACTIVE,,DELINEATORS,8,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:33 PM +0000,55a82bbf-a8c1-41d9-af22-d210438eebb1,281.802525611771
"MULTILINESTRING ((-97.741677704399 30.29193760881, -97.741400014951 30.291918740504))",19,998,5157142,2017111,,,ACTIVE,E,DELINEATORS,5,,,Yellow,09/07/2019 12:00:00 AM +0000,Excellent,,,ADEANDA,10/30/2019 07:06:06 PM +0000,ADEANDA,10/30/2019 09:11:21 PM +0000,a1113857-30ad-4f8d-b7e5-b4219b49f462,87.9101971725284
"MULTILINESTRING ((-97.744441588455 30.290769010799, -97.744441577758 30.290749794298))",198,368,5156630,2017192,,,ACTIVE,,DELINEATORS,1,,,Yellow,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:48 PM +0000,d0e370a3-6d71-4690-a98a-a1ff3d57247f,6.98883460915076
"MULTILINESTRING ((-97.729277578695 30.34193125201, -97.729229804888 30.341906406599))",789,702,5158843,2011535,,,ACTIVE,,CONCRETE_DOMES,3,,,White,,Unknown,BIKE,,SGOV,03/01/2019 03:46:29 PM +0000,CTREMEL,08/30/2019 03:46:48 PM +0000,c05f59ed-4827-4707-8927-86ac703768f0,17.5715229253875
"MULTILINESTRING ((-97.747063575225 30.37722661447, -97.747109013718 30.377244513628))",638,1046,5155882,2010298,,,ACTIVE,,CURBS,1,,PAINT,Red,01/04/2020 12:00:00 AM +0000,Unknown,,,SGOV,01/29/2020 03:25:25 PM +0000,ADEANDA,01/29/2020 07:59:43 PM +0000,43ee7384-69e2-44ae-b90e-86f74c635ec2,15.7376788318257
"MULTILINESTRING ((-97.708322933026 30.368167614123, -97.708315037602 30.368166856082, -97.708306406004 30.368167873242, -97.708300445196 30.368171929142, -97.708295425773 30.368179287068, -97.708294150486 30.368188214113, -97.708296707623 30.368195428421, -97.708302057307 30.368201208292, -97.708309878617 30.368204651122))",945,912,5160980,2010554,,,ACTIVE,W,CURBS,1,,PAINT,Yellow,07/02/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,07/05/2019 05:12:25 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,783714ef-dd95-42ed-9733-766b65b71d98,22.2286971064801
"MULTILINESTRING ((-97.70415513351 30.368486584916, -97.704170271898 30.368464548437))",824,933,5161400,2010590,,,ACTIVE,S,CURBS,,,PAINT,Red,08/05/2019 12:00:00 AM +0000,Excellent,OTHER,,ADEANDA,08/12/2019 04:30:53 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,360974a1-5a99-4a92-8d4f-8bbbc24cbc0f,9.32857015919394
"MULTILINESTRING ((-97.724428893785 30.318743401361, -97.72438963151 30.318726393476, -97.724382758209 30.318719483284, -97.724383327075 30.318711138219, -97.724391043823 30.31870562581, -97.724399974602 30.318706105333, -97.724442049858 30.318727554065, -97.724444631081 30.318733873399, -97.72444345472 30.318739221135, -97.724437840685 30.318743284757, -97.724428893785 30.318743401361))",686,24,5159340,2015412,,,ACTIVE,,DELINEATORS,10,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,MSTEVENS,01/30/2019 10:42:10 PM +0000,6428a2ba-51d6-48d7-b420-7711663664ef,51.1300987834764
"MULTILINESTRING ((-97.770136623164 30.250914328461, -97.770131107868 30.250914934566, -97.770125374316 30.250913386941, -97.770079743388 30.25089194222))",724,646,5153304,2021473,,,ACTIVE,,CURBS,1,,PAINT,Red,01/30/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,01/30/2019 10:09:42 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,5efaebf7-5994-48d8-a280-dbe326dee0ad,20.0344243010824
"MULTILINESTRING ((-97.756746228544 30.271114625972, -97.756223810414 30.270922256296))",971,894,5155073,2021063,,,ACTIVE,W,DELINEATORS,7,,,,01/30/2019 12:00:00 AM +0000,Unknown,,,MSTEVENS,06/10/2019 07:37:45 PM +0000,MSTEVENS,06/10/2019 07:52:09 PM +0000,a4415f80-a1c9-40ff-a3f9-0f97ad722d52,179.143421542026
"MULTILINESTRING ((-97.727720169565 30.260258964926, -97.727764379732 30.260274070524))",862,734,5159154,2019257,,,ACTIVE,E,CURBS,1,,PAINT,Red,04/04/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/04/2019 09:52:45 PM +0000,CTREMEL,08/30/2019 03:48:10 PM +0000,64f644db-42e4-417b-80b8-a0c5e4ea3e89,15.0000593760145
"MULTILINESTRING ((-97.748356788603 30.298033288915, -97.74833671292 30.298020829637, -97.748336200027 30.29802021743, -97.748335547137 30.298019241464, -97.748335204633 30.29801816889, -97.748335683622 30.298016125722, -97.748336883177 30.298015132975, -97.748354200636 30.298008703843, -97.748360018318 30.29800650396))",934,862,5155961,2019787,,,ACTIVE,SE,CURBS,1,,PAINT,Yellow,,Unknown,OTHER,,MSTEVENS,05/29/2019 10:56:03 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,05575ff3-52ca-44d8-ad3c-87f36ee9de87,18.1084363519324
"MULTILINESTRING ((-97.736257760176 30.213579169622, -97.736554610724 30.213010054021, -97.736863220967 30.212531064541))",363,49,5158116,2047907,,,ACTIVE,N,DELINEATORS,11,,,White,08/28/2019 12:00:00 AM +0000,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,ADEANDA,09/23/2019 07:22:48 PM +0000,635e9a06-aed5-4230-b675-1143302ae8c5,426.854281980539
"MULTILINESTRING ((-97.735023950941 30.298219386541, -97.735073053623 30.298141242712))",425,118,5158037,2016757,,,ACTIVE,,CONCRETE_DOMES,4,,,White,,Unknown,BIKE,,SGOV,08/07/2018 09:43:36 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,c8642d44-3a9e-46e9-8030-a6cce34f5512,32.3703058331349
"MULTILINESTRING ((-97.767945362539 30.187522592547, -97.767855365137 30.187496296284))",799,775,5153776,2042018,,,ACTIVE,E,CURBS,1,,PAINT,Red,04/17/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,04/18/2019 07:17:05 PM +0000,CTREMEL,08/30/2019 03:48:11 PM +0000,f290664d-c78f-4164-8a1e-6f2cc23cda9b,30.0001748271595
"MULTILINESTRING ((-97.733062151554 30.334723162821, -97.732720027377 30.335284918348))",142,129,5158278,2011824,,,ACTIVE,,CONCRETE_DOMES,17,,,White,,Unknown,BIKE,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,CTREMEL,08/30/2019 03:46:50 PM +0000,44c3cd7b-af22-462c-b292-cd3997b97d58,231.060599773886
"MULTILINESTRING ((-97.781275734989 30.257497385027, -97.781295203849 30.257509948924))",335,269,5152067,2021276,,,ACTIVE,,DELINEATORS,2,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:44 PM +0000,abc91cca-5dd5-40cb-a676-61ff51b7d0df,7.65911603713377
"MULTILINESTRING ((-97.734886000744 30.298417956261, -97.734869936279 30.298443120016))",480,467,5158057,2016739,,,ACTIVE,,DELINEATORS,2,,,White,,Unknown,,,SGOV,08/07/2018 09:38:46 PM +0000,SGOV,08/28/2018 06:22:03 PM +0000,a564a971-d539-4c5b-82a4-1192e5897050,10.4622102703218
"MULTILINESTRING ((-97.748410434303 30.298221621259, -97.748410553492 30.298220626575, -97.748410604192 30.298220131309, -97.748410641357 30.298219636673, -97.748410664985 30.298219065065, -97.748410648102 30.298218297733, -97.74841056746 30.298217581452, -97.748410428738 30.298216937089, -97.748410261522 30.298216424796, -97.748409917815 30.29821566892, -97.748409618245 30.298215167493, -97.748409327789 30.298214752874, -97.748408923057 30.298214256544, -97.748408507425 30.298213817745, -97.748408067043 30.298213410028, -97.748407482657 30.298212943462, -97.748406986589 30.298212595982, -97.748406264025 30.298212163625, -97.748405629923 30.298211844942, -97.74840499969 30.298211575967, -97.748404487794 30.298211392394, -97.748403703575 30.29821116543, -97.748402907225 30.29821100319, -97.748402064445 30.298210904982, -97.748401377682 30.29821088301, -97.748400720698 30.298210913975, -97.748399999544 30.298211011322, -97.748399359432 30.298211150006, -97.748398798912 30.298211306537, -97.748398107296 30.29821154344, -97.748397556565 30.298211761528, -97.748396740041 30.298212119532, -97.748396198713 30.298212374806, -97.748395839383 30.298212551637, -97.748395120578 30.29821291071))",928,856,5155961,2019801,,,ACTIVE,NE,CURBS,1,,PAINT,Yellow,05/29/2019 12:00:00 AM +0000,Unknown,OTHER,,MSTEVENS,05/29/2019 10:11:39 PM +0000,CTREMEL,08/30/2019 03:48:12 PM +0000,061753e5-5049-46cd-bbd0-a9cdea72ec27,7.70788911038641
"MULTILINESTRING ((-97.699689210533 30.302897802947, -97.699643578786 30.302981819049, -97.699622296063 30.303006991388, -97.699557803475 30.303108290672, -97.699494130118 30.30320886954, -97.699436198414 30.303304406716, -97.699374146044 30.303400680333, -97.699309632297 30.303499115908, -97.699246774474 30.303598257736, -97.699152672133 30.303714032059))",230,374,5162129,5392774,,,ACTIVE,,DELINEATORS,10,,,White,,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,SGOV,08/24/2018 10:01:49 PM +0000,d8de3c14-d397-4c7b-ae36-018676eab065,342.198296089358
"MULTILINESTRING ((-97.798103744743 30.459779631688, -97.798169351248 30.459716474095))",661,1034,5150017,3272987,,,ACTIVE,,CURBS,1,,PAINT,Red,12/01/2019 12:00:00 AM +0000,Unknown,,,SGOV,01/29/2020 03:16:23 PM +0000,ADEANDA,01/29/2020 07:59:43 PM +0000,affa353d-b73a-4773-aad2-9a3ba32c1425,30.9007772729758
"MULTILINESTRING ((-97.741844119981 30.285678239052, -97.741884346295 30.285238835601))",1086,82,5157078,2019907,,,ACTIVE,,DELINEATORS,7,,,White,04/15/2020 12:00:00 AM +0000,Excellent,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,ADEANDA,04/21/2020 06:04:44 PM +0000,2e02e7ff-9622-4e5f-ac51-fe3ef77b0c94,160.309929790775
"MULTILINESTRING ((-97.735862134553 30.296866649151, -97.735811001082 30.296947543947))",429,120,5157917,2016825,,,ACTIVE,,CONCRETE_DOMES,3,,,White,,Unknown,BIKE,,SGOV,08/07/2018 09:52:03 PM +0000,CTREMEL,08/30/2019 03:46:49 PM +0000,e247037d-3ee1-4725-879c-c65fc8f2734f,33.5557294964101
"MULTILINESTRING ((-97.739654085128 30.207935270547, -97.739741179323 30.207762750753, -97.739811460843 30.207679269654))",384,225,5157563,2046436,,,ACTIVE,N,DELINEATORS,4,,,White,08/28/2019 12:00:00 AM +0000,Unknown,,,ATD_ADMIN,06/21/2018 09:37:43 PM +0000,ADEANDA,09/23/2019 07:22:48 PM +0000,d29b9e20-0519-4970-8f3c-a4b82131e183,106.123098390818
