OBJECTID,Angle,Site_ID,the_geom,Status,Type,Street,XStreet1,XStreet2,Side
1,151,HB-012,POINT (-73.97094092206245 40.67489979560509),Installed,Type B,Flatbush Avenue,Plaza Street West,Grand Army Plaza,W
2,15,HB-035,POINT (-73.9698563675342 40.675293041592475),Installed,Type A,Vanderbilt Avenue,Plaza Street,Grand Army Plaza,W
3,15,HB-016,POINT (-73.96933351768122 40.67669030073022),Installed,Type A,Vanderbilt Avenue,Park Place,Sterling Place,W
4,150,HB-054,POINT (-73.96914453879718 40.67239541684192),Installed,Type B,Flatbush Avenue,Grand Army Plaza,Ocean Avenue,W
5,105,HB-018,POINT (-73.96853401192864 40.67284824665104),Installed,Type B,Eastern Parkway,Plaza Street East,Underhill Avenue,S
6,105,HB-017,POINT (-73.96409033972417 40.671859854711656),Installed,Type C,Eastern Parkway,Brooklyn Museum,,S
8,105,BCM-022,POINT (-73.95773261669052 40.67042718177338),Installed,Type B,Eastern Parkway South Mall,Franklin Avenue,Bedford Avenue,C
9,105,BCM-055,POINT (-73.95770842112825 40.67077417841282),Installed,Type B,Eastern Parkway North Mall,Franklin Avenue,Bedford Avenue,C
10,351.35,B44-006,POINT (-73.95339018531715 40.68129788213102),Installed,Type D,Bedford Avenue,Fulton Street,Halsey Street,E
11,184.04,B44-029,POINT (-73.94962072639778 40.67994221065099),Installed,Type D,Nostrand Avenue,Fulton Street,Herkimer Street,W
12,184.04,B44-007,POINT (-73.95045588191881 40.671026090004034),Installed,Type D,Nostrand Avenue,St. Johns Place,Lincoln Place,W
13,4.05,B44-008,POINT (-73.95304860493874 40.67149597845128),Installed,Type D,Rogers Avenue,St. Johns Place,Lincoln Place,E
15,355.5,B44-010,POINT (-73.95375632129138 40.66334614118204),Installed,Type D,Rogers Avenue,Empire Boulevard,Sterling Street,E
17,175.5,B44-011,POINT (-73.95008947052956 40.654946984944374),Installed,Type D,Nostrand Avenue,Clarkson Avenue,Lenox Road,W
19,15,BCM-047,POINT (-73.9566746709794 40.674034356969194),Installed,Type B,Franklin Avenue,Park Place,Sterling Place,E
21,172,HB-040,POINT (-73.96378093686616 40.67835947203779),Installed,Type A,Washington Avenue,Bergen Street,St. Marks Avenue,E
22,172,HB-041,POINT (-73.96317366315928 40.6752624305906),Installed,Type B,Washington Avenue,Grand Avenue,Sterling Place,E
24,3.95,BCM-029,POINT (-73.94959115941272 40.67866240801067),Installed,Type A,Nostrand Avenue,Atlantic Avenue,Herkimer Place,E
25,4,BCM-034,POINT (-73.94992894192683 40.67508078747498),Installed,Type B,Nostrand Avenue,St. Marks Avenue,Prospect Place,E
34,4,BCM-006,POINT (-73.94191706650545 40.673095874862625),Installed,Type B,Kingston Avenue,Park Place,Prospect Place,W
35,4,BCM-002,POINT (-73.944409168464 40.67474246251577),Installed,Type C,Brooklyn Avenue,St. Marks Place,Prospect Place,E
37,94,BCM-008,POINT (-73.94237500944197 40.669322853373586),Installed,Type B,Eastern Parkway South Mall,Kingston Avenue,Brooklyn Avenue,C
39,94,BCM-011,POINT (-73.9501234154602 40.669668028353286),Installed,Type B,Eastern Parkway South Mall,Nostrand Avenue,New York Avenue,C
40,151,HB-027,POINT (-73.96447162390767 40.66589684418657),Installed,Type B,Flatbush Avenue,Prospect Park Zoo,,W
43,151,HB-025,POINT (-73.96208712036012 40.662440076820445),Installed,Type B,Flatbush Avenue,Ocean Avenue,Lefferts Avenue,W
46,4,BCM-049,POINT (-73.95024167594066 40.671764236500714),Installed,Type A,Nostrand Avenue,St. Johns Place,Sterling Place,E
47,32,HB-036,POINT (-73.97669273010936 40.6646259842499),Installed,Type B,Prospect Park West,9 Street,,E
48,32,HB-037,POINT (-73.97945483953947 40.66133001627859),Installed,Type B,Prospect Park West,Bartel Pritchard Square,14 Street,E
49,76,HB-038,POINT (-73.96233176882019 40.660676785774164),Installed,Type B,Lincoln Road,Ocean Avenue,Flatbush Avenue,N
50,4,BCM-004,POINT (-73.94130363489906 40.67967440420074),Installed,Type B,Kingston Avenue,Fulton Street,Herkimer Street,W
51,14,LI-006,POINT (-73.95672945408005 40.746308763020124),Installed,Type B,Center Boulevard,47 Avenue,46 Road,W
53,104,LI-005,POINT (-73.94869889938468 40.74249116226945),Installed,Type B,49 Avenue,21 Street,Skillman Avenue,N
54,55,LI-004,POINT (-73.95172486952384 40.74313280832306),Installed,Type B,Jackson Avenue,49 Avenue,11 Street,W
55,14,LI-029,POINT (-73.95406957312356 40.74310285284613),Installed,Type A,Vernon Boulevard,50 Avenue,49 Avenue,W
56,14,LI-038,POINT (-73.9538163821914 40.743871221695905),Installed,Type A,Vernon Boulevard,48 Avenue,49 Avenue,W
58,104,LI-039,POINT (-73.94941685924978 40.74840996197866),Installed,Type B,44 Drive,11 Street,21 Street,S
62,104,LI-031,POINT (-73.94824133932262 40.745959890097375),Removed Sign/Footing (Permanent),Type A,46 Avenue,21 Street,11 Street,S
63,55,LI-012,POINT (-73.94897766458294 40.744562491712166),Installed,Type B,Jackson Avenue,47 Avenue,47 Road,W
67,65,LI-017,POINT (-73.94027786002854 40.747989208882096),Installed,Type A,Jackson Avenue,Queens Street,43 Avenue,W
68,99,LI-016,POINT (-73.93714743638326 40.745067360432216),Installed,Type B,Thomson Avenue,30 Street,30 Place,S
69,65,LI-024,POINT (-73.93780791320678 40.74887128047945),Installed,Type B,Jackson Avenue,Queens Plaza South,West Street,W
71,154,LI-033,POINT (-73.9416523592201 40.74839133841017),Installed,Type B,43 Avenue,27 Street,Crescent Street,E
73,35,LI-036,POINT (-73.94249075102296 40.75414066869394),Installed,Type B,21 Street,41 Avenue,40 Avenue,W
74,35,LI-035,POINT (-73.93914520077138 40.7520902370644),Installed,Type B,Crescent Street,41 Avenue,Queens Plaza North,E
76,120,LI-021,POINT (-73.93997667069246 40.75019306669323),Installed,Type B,Queens Plaza South,27 Street,Crescent Street,S
77,120,LI-018,POINT (-73.93779514088232 40.74984601759714),Installed,Type B,Queens Plaza North,29 Street,,S
78,35,LI-023,POINT (-73.93643888094317 40.74972528921548),Installed,Type B,Queens Plaza East,Queens Plaza North,Queens Plaza,W
80,29,CH-031,POINT (-74.0026786332953 40.71436153793842),Installed,Type C,Centre Street,Pearl Street,Worth Street,W
81,29,CH-012,POINT (-74.00211047908971 40.71528986695807),Installed,Type B,Centre Street,Worth Street,Leonard Street,W
82,122,CH-009,POINT (-73.99971245647355 40.7141275882212),Installed,Type B,Worth Street,Mulberry Street,Baxter Street,N
83,33,CH-029,POINT (-74.00306576854683 40.71786825723577),Installed,Type B,Broadway,White Street,Franklin Street,E
84,29,CH-048,POINT (-74.00139044995379 40.71627185729514),Installed,Type A,Centre Street,Collect Pond Park,,W
85,133,CH-006,POINT (-74.00165635500274 40.719118467639895),Installed,Type B,Canal Street,Broadway,Cortlandt Alley,S
86,133,CH-033,POINT (-74.00022633864761 40.71808745764426),Installed,Type B,Canal Street,Centre Street,Lafayette Street,S
89,115,CH-007,POINT (-73.99930023355047 40.717383313657116),Installed,Custom,Canal Street,Baxter Street,Mulberry Street,S
90,133,CH-008,POINT (-73.99881037129593 40.71731190369378),Installed,Type B,Canal Street,Mulberry Street,Baxter Street,N
93,114,CH-014,POINT (-73.99769576707232 40.71666882802764),Installed,Type B,Canal Street,Mott Street,Elizabeth Street,S
94,114,CH-018,POINT (-73.996299289352 40.71641631287889),Installed,Type B,Canal Street,Bowery,Elizabeth Street,N
96,173,CH-046,POINT (-73.99860937076863 40.71369389434737),Installed,Type B,Mott Street,Chatham Square,Pell Street,E
97,53,CH-047,POINT (-73.99774555592167 40.71366997482022),Installed,Type B,Chatham Square,East Broadway,Catherine Street,S
98,84,CH-044,POINT (-73.99373276731855 40.713840462228234),Installed,Type A,East Broadway,Forsyth Street,Pike Street,N
99,174,CH-052,POINT (-73.99009401628037 40.71386655286185),Installed,Type B,Rutgers Street,East Broadway,Henry Street,E
100,26,CH-042,POINT (-73.99580772703635 40.716912810295035),Installed,Type B,Bowery,Canal Street,Hester Street,W
101,111.4,CH-024,POINT (-73.99328325377779 40.718105217203366),Installed,Type B,Grand Street,Forsyth Street,Chrystie Street,N
102,17,CH-010,POINT (-73.99741373888901 40.71921724363764),Removed Sign Only (Temporary),Type A,Mulberry Street,Grand Street,Hester Street,W
104,299,M34-001,POINT (-73.97368578841362 40.74394259899159),Installed,Type D,E 34 Street,1 Avenue,2 Avenue,N
107,299,M34-002,POINT (-73.97640895192549 40.74509780515794),Installed,Type D,E 34 Street,2 Avenue,3 Avenue,N
108,119,M34-021,POINT (-73.97775572900618 40.745468153437194),Installed,Type D,E 34 Street,3 Avenue,2 Avenue,S
110,119,M34-020,POINT (-73.98104186191837 40.74685366255314),Installed,Type D,E 34 Street,Park Avenue,Lexington Avenue,S
111,299,M34-004,POINT (-73.98173597294206 40.74732800297258),Installed,Type D,E 34 Street,Park Avenue,Madison Avenue,N
114,119,M34-018,POINT (-73.98735181510239 40.749516865018066),Installed,Type D,W 34 Street,6 Avenue,5 Avenue,S
116,299,M34-007,POINT (-73.99125564045256 40.75136005796257),Installed,Type D,W 34 Street,7 Avenue,8 Avenue,N
117,119,M34-017,POINT (-73.9910791896565 40.75110492933453),Installed,Type D,W 34 Street,7 Avenue,8 Avenue,S
118,119,M34-016,POINT (-73.99310130260639 40.75197296484732),Installed,Type D,W 34 Street,8 Avenue,7 Avenue,S
120,119,M34-015,POINT (-73.9959527026786 40.75317188944929),Installed,Type D,W 34 Street,9 Avenue,8 Avenue,S
123,119,M34-014,POINT (-73.99896507361764 40.754409604324955),Installed,Type D,W 34 Street,10 Avenue,Dyer Avenue,S
127,119,TFP-032,POINT (-73.99388809669979 40.75227617623056),Installed,Type B,W 34 Street,8 Avenue,9 Avenue,S
128,119,TFP-027,POINT (-73.99318916372467 40.7521668912773),Installed,Type B,W 34 Street,8 Avenue,7 Avenue,N
130,29,TFP-036,POINT (-73.99383600324384 40.75128377380636),Removed Sign Only (Temporary),Type B,8 Avenue,W 33 Street,W 31 Street,E
132,29,TFP-034,POINT (-73.99131959321888 40.75025799760485),Installed,Type C,7 Avenue,W 33 Street,W 32 Street,W
134,29,FC-029,POINT (-73.9927355003132 40.75339682004766),Installed,Type A,8 Avenue,W 36 Street,W 35 Street,W
135,119,FC-072,POINT (-73.99226086193701 40.75423326777276),Removed Sign/Footing (Permanent),Type B,W 37 Street,8 Avenue,9 Avenue,N
139,119,FC-052,POINT (-73.98698107059262 40.75512353954595),Installed,Type A,W 41 Street,Broadway,7 Avenue,S
143,29,TFP-006,POINT (-73.98750189001689 40.74997663204136),Installed,Type A,6 Avenue,W 34 Street,W 35 Street,E
145,8,TFP-085,POINT (-73.98823446042303 40.74845189036404),Installed,Type B,Broadway,W 32 Street,W 33 Street,W
147,29,TFP-017,POINT (-73.98544981749777 40.74738225440743),Installed,Type A,5 Avenue,W 32 Street,W 33 Street,W
149,29,TFP-019,POINT (-73.98721652449022 40.75077213737823),Installed,Type A,6 Avenue,W 35 Street,W 36 Street,W
150,29,FC-079,POINT (-73.98604283837376 40.75198533185072),Installed,Type A,6 Avenue,W 38 Street,W 37 Street,E
153,25.69,B44-001,POINT (-73.95928049626649 40.70909356916884),Pending Sign,Type C,Havemeyer Street,Broadway,S 5 Street,W
154,139.6,B44-002,POINT (-73.96111202467691 40.706672353095755),Installed,Type D,Lee Avenue,Taylor Street,Wilson Street,W
160,351.35,B44-005,POINT (-73.95494956204679 40.68913970804321),Installed,Type D,Bedford Avenue,Lafayette Avenue,Clifton Place,E
161,171.39,B44-030,POINT (-73.95174357694937 40.6909378654431),Installed,Type D,Nostrand Avenue,DeKalb Avenue,Kosciuszko Street,W
162,355.5,B44-014,POINT (-73.95242147930728 40.65104692669156),Installed,Type D,Rogers Avenue,Church Avenue,Martense Street,E
163,175.5,B44-013,POINT (-73.94958684619934 40.65030880305629),Installed,Type D,Nostrand Avenue,Church Avenue,Erasmus Street,W
165,355.5,B44-016,POINT (-73.95135691974376 40.64113029444273),Installed,Type D,Rogers Avenue,Avenue D,Clarendon Road,E
166,176,B44-017,POINT (-73.94768554402249 40.632089181966414),Installed,Type D,Nostrand Avenue,Flatbush Avenue,Avenue H,W
167,356,B44-018,POINT (-73.94745934939017 40.63176626510745),Installed,Type D,Nostrand Avenue,Flatbush Avenue,Avenue H,E
168,351.75,B44-020,POINT (-73.94459426580288 40.61569615248991),Installed,Type D,Nostrand Avenue,Kings Highway,Marine Parkway,E
169,171.75,B44-019,POINT (-73.94503089196765 40.61641832780659),Installed,Type D,Nostrand Avenue,Kings Highway,Avenue N,W
170,171.75,B44-021,POINT (-73.94204167433105 40.600608516166744),Installed,Type D,Nostrand Avenue,Avenue U,Avenue T,W
173,351.75,B44-024,POINT (-73.9405499303632 40.59414283050365),Installed,Type D,Nostrand Avenue,Avenue X,Avenue W,E
175,267.19,B44-026,POINT (-73.93818710026444 40.58404559939174),Installed,Type D,Emmons Avenue,Nostrand Avenue,Haring Street,N
177,29.07,LM-117,POINT (-74.0008787493298 40.710338459730124),Installed,Type B,Pearl Street,"Robert F. Wagner, Sr. Place",St. James Place,E
178,47.77,LM-046,POINT (-74.00559721052535 40.71187891996291),Installed,Type B,Park Row (Printing House Square),Frankfort Street,Spruce Street,E
179,24.05,LM-045,POINT (-74.00374884789584 40.71086719821974),Installed,Type B,Gold Street,Frankfort Street,Spruce Street,W
180,132,LM-044,POINT (-74.0046549652125 40.71155399461857),Installed,Fingerpost,Frankfort Street,Park Row,Printing House Square,S
182,148.86,LM-049,POINT (-74.00412689641331 40.707694314915294),Installed,Type B,Fulton Street,Pearl Street,Water Street,N
189,101.49,LM-095,POINT (-74.01382760773453 40.71540332343359),Installed,Type B,Murray Street,West Street,North End Avenue,N
191,7.44,LM-101,POINT (-74.00859914967346 40.72046295266324),Installed,Type B,Hudson Street,North Moore Street,Beach Street,W
193,30.85,LM-104,POINT (-74.00627758193731 40.717218411629695),Installed,Type A,Church Street,Worth Street,Leonard Street,W
198,7.43,LM-100,POINT (-74.00897551304584 40.718320685869266),Installed,Type B,Hudson Street,Worth Street,Harrison Street,W
199,30.65,LM-105,POINT (-74.00724358723863 40.71818813753627),Installed,Type B,West Broadway,Leonard Street,Worth Street,W
200,121,LM-068,POINT (-74.00669667049529 40.71429415392826),Installed,Type B,Chambers Street,Broadway,Church Street,S
204,7.34,LM-112,POINT (-74.00805321434801 40.72358160775511),Installed,Type B,Hudson Street,Canal Street,Desbrosses Street,W
207,138.06,LM-121,POINT (-74.00444976772236 40.706371377092566),Installed,Type B,John Street,Front Street,South Street,N
210,45.03,LM-051,POINT (-74.00188429463522 40.70943840769949),Installed,Type B,Pearl Street,Dover Street,Peck Slip,W
211,37.98,LM-118,POINT (-73.99943791505932 40.71195370609875),Installed,Type B,St. James Place,Madison Street,James Street,E
214,17.84,LM-020,POINT (-74.0132515868288 40.70568448002117),Installed,Type B,Broadway,Morris Street,Beaver Street,E
215,24.16,LM-034,POINT (-74.01124230278006 40.706119901058024),Installed,Type B,Broad Street,Exchange Place,Beaver Street,E
217,9.29,LM-035,POINT (-74.0100651090118 40.705247799854746),Installed,Type B,William Street,Beaver Street,Exchange Place,W
221,32.2,LM-022,POINT (-74.01165390195008 40.70799217974499),Installed,Type A,Broadway,Wall Street,Pine Street,W
225,32.37,LM-071,POINT (-74.00887353535887 40.71131452605609),Installed,Type A,Broadway,Vesey Street,Fulton Street,W
226,123.71,LM-047,POINT (-74.00755021249321 40.71006771551603),Installed,Type A,Fulton Street,Nassau Street,Dutch Street,S
227,35.06,LM-039,POINT (-74.00950962319924 40.708541690449096),Installed,Type B,Nassau Street,Liberty Street,Cedar Street,W
232,15.97,LM-082,POINT (-74.01454347424549 40.70997076539064),Installed,Type B,West Street,Albany Street,Cedar Street,E
234,120.88,LM-069,POINT (-74.00751362508723 40.71313003972556),Installed,Type B,Murray Street,Broadway,Church Street,S
235,71.28,LM-013,POINT (-74.01013936925462 40.703212406589174),Installed,Type B,Water Street,Coenties Slip,,E
236,47.49,LM-010,POINT (-74.00577036990333 40.706194900187036),Installed,Type B,Water Street,Maiden Lane,Fletcher Street,E
240,137,LM-005,POINT (-74.00815325263476 40.7032818146613),Installed,Type B,Old Slip,South Street,Front Street,S
247,51.85,LM-030,POINT (-74.01069592927806 40.70372916167626),Installed,Type B,Pearl Street,Coenties Slip,,W
252,60.03,LM-014,POINT (-74.0125282201641 40.70249319466989),Installed,Type B,Water Street,Whitehall Street,Moore Street,E
302,119,MT-096,POINT (-73.97260607023182 40.7498895608144),Installed,Type A,E 42 Street,2 Avenue,3 Avenue,S
353,29,MT-117,POINT (-73.98644490476083 40.756850888010064),Pending Sign,Type A,7 Avenue,W 43 Street,W 44 Street,W
355,119,MT-118,POINT (-73.98615304738586 40.757454623021374),Removed Sign Only (Temporary),Type A,W 44 Street,7 Avenue,8 Avenue,N
356,19.52,MT-116,POINT (-73.98582175122382 40.757047675114364),Removed Sign/Footing (Permanent),Type B,Broadway,W 44 Street,W 43 Street,E
358,119,MT-120,POINT (-73.98578377454602 40.75800018229857),Removed Sign Only (Temporary),Type A,W 45 Street,7 Avenue,8 Avenue,S
359,17.98,MT-124,POINT (-73.98566786903456 40.757404350620355),Installed,Type B,Broadway,W 44 Street,W 45 Street,E
360,29,MT-125,POINT (-73.9855844279986 40.758136356194306),Installed,Type B,7 Avenue,W 45 Street,W 46 Street,W
363,119,MT-127,POINT (-73.98552845582589 40.75871868857356),Installed,Type A,W 46 Street,Broadway,8 Avenue,S
364,119,MT-128,POINT (-73.98492901784103 40.75845689708346),Installed,Type A,W 46 Street,7 Avenue,6 Avenue,S
367,119,MT-129,POINT (-73.98445774970031 40.759074783398454),Installed,Type A,W 47 Street,7 Avenue,6 Avenue,S
369,29,MT-130,POINT (-73.98537600407397 40.758905700572754),Installed,Type C,Broadway,W 46 Street,W 47 Street,W
372,29,MT-138,POINT (-73.98334664115528 40.760795721318836),Installed,Type B,7 Avenue,W 49 Street,W 50 Street,E
374,119,MT-168,POINT (-73.98372384344334 40.761231078223986),Installed,Type B,W 50 Street,7 Avenue,Broadway,S
375,119,MT-167,POINT (-73.98255790413418 40.76167339929493),Installed,Type B,W 51 Street,7 Avenue,6 Avenue,N
380,21.07,MT-136,POINT (-73.98483291141326 40.76030567386545),Installed,Type B,Broadway,W 48 Street,W 49 Street,W
382,119,MT-040,POINT (-73.98639073178249 40.76234825495211),Installed,Type B,W 50 Street,8 Avenue,9 Avenue,S
386,29,MT-037,POINT (-73.98864765203227 40.75859253256057),Installed,Type A,8 Avenue,W 44 Street,W 45 Street,E
391,29,MT-015,POINT (-73.99063560488844 40.76137245486003),Installed,Type A,9 Avenue,W 46 Street,W 47 Street,W
419,119,MT-200,POINT (-73.99046833431561 40.75590378417298),Installed,Type B,W 40 Street,8 Avenue,7 Avenue,N
421,119,MT-198,POINT (-73.9896112231463 40.757059407542016),Installed,Type B,W 42 Street,8 Avenue,7 Avenue,S
424,29,MT-193,POINT (-73.98672210686031 40.75615234803565),Installed,Type A,7 Avenue,W 42 Street,W 43 Street,E
426,14.64,MT-194,POINT (-73.98620324479192 40.75595689634496),Installed,Type C,Broadway,W 42 Street,W 43 Street,E
435,119,MT-171,POINT (-73.9839034390088 40.75465732008978),Installed,Type B,W 42 Street,6 Avenue,5 Avenue,S
437,40.24,LM-028,POINT (-74.0080034115796 40.70537642323291),Installed,Type B,Pearl Street,Wall Street,Beaver Street,E
439,118.48,LM-125,POINT (-74.01612467632943 40.707802783296856),Sign Held,Type B,West Thames Street,West Street,Battery Place,S
442,129.3,NR-001,POINT (-73.9574469408601 40.717729214325814),Installed,Type B,N 7 Street,Bedford Avenue,Driggs Avenue,N
443,129.3,NR-002,POINT (-73.95662284918623 40.717085069943145),Installed,Type B,N 7 Street,Driggs Avenue,Bedford Avenue,S
445,39.05,NR-004,POINT (-73.96125259051651 40.71462659550827),Installed,Type B,Bedford Avenue,Grand Street,N 1 Street,W
446,118.26,NR-005,POINT (-73.95996403319809 40.71403331792419),Installed,Type B,Grand Street,Driggs Avenue,Bedford Avenue,N
448,97.76,NR-007,POINT (-73.95583435939727 40.714140160705256),Installed,Type B,Metropolitan Avenue,Havemeyer Street,Marcy Avenue,N
450,90.25,NR-009,POINT (-73.95359273682506 40.71399300806912),Installed,Type B,Metropolitan Avenue,Marcy Avenue,Rodney Street,S
452,172.95,NR-011,POINT (-73.9516896980267 40.71385973127276),Installed,Type B,Union Avenue,Metropolitan Avenue,Keap Street,W
455,25.69,NR-014,POINT (-73.95829574208472 40.71051591509937),Installed,Type B,Havemeyer Street,Borinquen Place,S 3 Street,W
457,172.92,NR-016,POINT (-73.95099169032511 40.71082412867955),Installed,Type B,Union Avenue,Grand Street,Maujer Street,E
461,98.24,NR-020,POINT (-73.96827540756362 40.71088492511334),Installed,Type B,Broadway,Kent Avenue,Dunham Place,N
463,114.35,NR-022,POINT (-73.96335909422254 40.71036063492012),Installed,Type B,Broadway,Bedford Avenue,Driggs Avenue,N
469,113.83,NR-028,POINT (-73.95439973784237 40.70727662099556),Installed,Type B,Broadway,Hooper Street,Keap Street,N
470,126.96,NR-029,POINT (-73.95061339619636 40.705573528830925),Installed,Type B,Broadway,Johnson Avenue,Heyward Street,S
475,171.4,NR-034,POINT (-73.95022691253166 40.69962677060121),Installed,Type B,Marcy Avenue,Flushing Avenue,Ellery Street,W
477,172,DB-020,POINT (-73.96583150417477 40.69336590030343),Installed,Type B,Hall Street,Myrtle Avenue,Willoughby Avenue,E
478,82,DB-021,POINT (-73.96396221311389 40.69353499667576),Installed,Type B,Myrtle Avenue,Grand Avenue,Stueben Street,S
484,171.23,NR-043,POINT (-73.96576317565554 40.68834506325146),Installed,Type B,Washington Avenue,Lafayette Avenue,Dekalb Avenue,E
495,171.36,NR-054,POINT (-73.96677637971048 40.683312169102294),Installed,Type B,Clinton Avenue,Fulton Street,Atlantic Avenue,E
496,171.28,NR-055,POINT (-73.96465847992066 40.68286053724958),Installed,Type B,Washington Avenue,Fulton Street,Atlantic Avenue,E
497,105.34,NR-056,POINT (-73.95838730759735 40.68176918188934),Installed,Type B,Fulton Street,Classon Avenue,Claver Place,N
500,94.02,NR-059,POINT (-73.94932025100182 40.68031302852711),Installed,Type B,Fulton Street,Nostrand Avenue,New York Avenue,S
501,93.8,NR-060,POINT (-73.94348929598254 40.680130540113446),Installed,Type B,Fulton Street,Tompkins Avenue,Brooklyn Avenue,N
502,171.45,NR-061,POINT (-73.94042623897553 40.68002036861735),Installed,Type B,Throop Avenue,Fulton Street,Decatur Street,W
504,4.04,NR-063,POINT (-73.95058334405869 40.66818807981552),Installed,Type B,Nostrand Avenue,President Street,Union Street,E
507,175.43,NR-066,POINT (-73.95086952212797 40.66376020222408),Installed,Type B,Nostrand Avenue,Empire Boulevard,Sterling Street,E
511,105.38,NR-070,POINT (-73.95671256826779 40.666671352175044),Installed,Type B,Crown Street,Bedford Avenue,Franklin Avenue,N
514,85.26,NR-073,POINT (-73.96117775805142 40.66337433560325),Installed,Type A,Empire Boulevard,Washington Avenue,Flatbush Avenue,N
515,75.89,NR-074,POINT (-73.96119543853315 40.66089849883101),Installed,Type B,Lincoln Road,Flatbush Avenue,Ocean Avenue,N
517,62.66,NR-077,POINT (-73.96007234749501 40.655673134331856),Installed,Type B,Parkside Avenue,Flatbush Avenue,Parkside Court,N
520,62.57,NR-079,POINT (-73.95954394546213 40.65297414564861),Removed Sign Only (Temporary),Type B,Caton Avenue,Flatbush Avenue,E 21 Street,N
521,62.38,NR-080,POINT (-73.97019509255908 40.64672057213318),Installed,Type B,Church Avenue,E 10 Street,Stratford Road,N
522,79.32,NR-081,POINT (-73.95894268177119 40.65040460592396),Installed,Type A,Church Avenue,Flatbush Avenue,E 21 Street,N
523,168.62,NR-082,POINT (-73.95864880879628 40.65058116867958),Installed,Type B,Flatbush Avenue,Church Avenue,Martense Street,E
525,81.89,NR-084,POINT (-73.96432098904036 40.644313403537964),Installed,Type A,Beverley Road,E 16 Street,Marlborough Road,S
527,81.19,NR-086,POINT (-73.95820375450651 40.64512499803857),Installed,Type B,Beverley Road,Flatbush Avenue,E 21 Street,N
528,59.18,NR-087,POINT (-73.96425260407997 40.64121538584001),Installed,Type B,Cortelyou Road,Marlborough Road,E 16 Street,S
531,171.6,NR-090,POINT (-73.96251168965881 40.635762164292906),Installed,Type B,E 16 Street,Newkirk Avenue,Foster Avenue,W
533,140.52,NR-092,POINT (-73.947381283677 40.63270928309211),Installed,Type B,Flatbush Avenue,Nostrand Avenue,E 31 Street,E
541,85.33,NR-100,POINT (-73.95007629323872 40.657055362497054),Installed,Type B,Winthrop Street,Nostrand Avenue,New York Avenue,S
542,175.13,NR-101,POINT (-73.95024027617808 40.6561437789728),Removed Sign Only (Temporary),Type B,Nostrand Avenue,Parkside Avenue,Clarkson Avenue,W
550,86.43,NR-110,POINT (-73.9499341593717 40.65085909988853),Installed,Type B,Church Avenue,Nostrand Avenue,Rogers Avenue,N
560,81.68,NR-119,POINT (-73.96151825297878 40.629980603893955),Installed,Type A,Avenue H,E 15 Street,E 16 Street,S
562,60.07,NR-121,POINT (-73.95810644272436 40.608744897618585),Installed,Type B,Kings Highway,E 15 Street,E 16 Street,S
565,81.58,NR-124,POINT (-73.95567754222638 40.59898068605342),Installed,Type B,Avenue U,E 16 Street,E 15 Street,N
578,7.51,HS-132,POINT (-74.00747664484315 40.725718520651604),Installed,Type B,Hudson Street,Spring Street,Dominick Street,E
579,8,HS-133,POINT (-74.00639631341512 40.72284725000807),Installed,Type B,Varick Street,Canal Street,Grand Street,W
589,133,CH-027,POINT (-74.00214076911325 40.71944822454209),Installed,Type A,Canal Street,Broadway,Mercer Street,S
598,111.4,CH-020,POINT (-73.98985985190558 40.71435440471382),Installed,Type B,Canal Street,Essex Street,East Broadway,N
604,14,LI-002,POINT (-73.95391708884821 40.74298868689396),Installed,Type A,Vernon Boulevard,50 Avenue,49 Avenue,W
616,29,TFP-024,POINT (-73.99023291110564 40.751348277311344),Installed,Type A,7 Avenue,W 35 Street,W 34 Street,E
617,29,TFP-030,POINT (-73.99253235257925 40.75326514324164),Installed,Type A,8 Avenue,W 36 Street,W 35 Street,E
623,29,TFP-084,POINT (-73.9886736971722 40.748384007411396),Installed,Type A,6 Avenue,W 32 Street,W 31 Street,E
627,29,FC-020,POINT (-73.98705990889698 40.750579716000885),Installed,Type A,6 Avenue,W 35 Street,W 36 Street,E
672,129.44,LM-026,POINT (-74.00965870075649 40.706412551633264),Installed,Type B,Wall Street,William Street,Broad Street,S
680,104.53,LM-060,POINT (-74.0151748692154 40.704715103061964),Installed,Type B,Battery Place,Greenwich Street,Washington Street,S
692,31,LM-094,POINT (-74.0088392245417 40.713965068206356),Installed,Type B,Church Street,Murray Street,Warren Street,W
694,120.18,LM-098,POINT (-74.01114068270259 40.71645967465588),Installed,Type B,Chambers Street,Greenwich Street,West Street,N
697,7,LM-115,POINT (-74.00975737503768 40.72262904503104),Installed,Type A,Greenwich Street,Vestry Street,Laight Street,W
714,29,M15-008,POINT (-73.97768258669542 40.73787004430754),Installed,Type D,1 Avenue,E 25 Street,E 24 Street,E
715,209,M15-033,POINT (-73.98128202544748 40.737559468377924),Installed,Type D,2 Avenue,E 23 Street,E 22 Street,W
716,29,M15-009,POINT (-73.97585590979963 40.740348623197306),Installed,Type D,1 Avenue,E 29 Street,E 28 Street,E
718,29,M15-012,POINT (-73.9662470476293 40.753549468242525),Installed,Type D,1 Avenue,E 50 Street,E 49 Street,E
719,29,M15-013,POINT (-73.962469688123 40.758700271029326),Installed,Type D,1 Avenue,E 57 Street,E 58 Street,E
720,29,M15-014,POINT (-73.95793654918893 40.76491725698124),Installed,Type D,1 Avenue,E 67 Street,E 68 Street,E
