Status,Boro,the_geom,ProjectNam,DateAdopte,ZR_ULURPno,ZR_Map,CD,MIH_Option,Zoning_Map,Project_ID,Shape_Leng,Shape_Area
Adopted,2,"MULTIPOLYGON (((-73.90306010195414 40.86075864914502, -73.90303437245787 40.86074964242996, -73.9030343391691 40.860749696431405, -73.90229989764875 40.860494453247036, -73.90204771287543 40.86040800304364, -73.90208993410745 40.86033908201172, -73.90209434264578 40.86033188813135, -73.90223218926408 40.860107337112936, -73.902235908184 40.860101279061645, -73.90300044094252 40.858855835179234, -73.90323276320876 40.858471872760916, -73.90323639961626 40.858462077569406, -73.90337210787223 40.858241146002946, -73.90338931044765 40.858213139833, -73.90354421619081 40.8579609500778, -73.90399102172604 40.857233534206436, -73.90403370351906 40.85716237328987, -73.90403666948033 40.857163374401544, -73.90403881986283 40.85716409928456, -73.90407900200086 40.85709831040217, -73.90422370697168 40.8568613871397, -73.90427085991725 40.85678418394524, -73.90427087774614 40.85678415694531, -73.90454779329065 40.85633075944882, -73.90468653911329 40.856103588369315, -73.90477403569399 40.85596122901865, -73.90505564729214 40.85564042066173, -73.90515217719984 40.85553555410088, -73.90517719752773 40.85550837262573, -73.90578877809541 40.854825517769825, -73.90626902567423 40.85429773017501, -73.90657001079148 40.85396442865194, -73.9065704954162 40.853963891450896, -73.90658261932674 40.853950467735665, -73.90658257428446 40.853950450589835, -73.90714507651602 40.853324595676625, -73.90721476748948 40.8532514093581, -73.90753085391671 40.85291159335691, -73.90769776809543 40.85273171332361, -73.90777120318806 40.85265156075221, -73.90782842721404 40.85258795072337, -73.90785459930532 40.852559017218475, -73.90788627322996 40.85252299942942, -73.90792191760148 40.852482707464496, -73.90792467933834 40.852482063115666, -73.90849425569198 40.85185342731099, -73.90848661297684 40.851848731486896, -73.90906113216094 40.85122701072073, -73.90906340961008 40.85122837496029, -73.90925040102158 40.85102246082752, -73.90926870131143 40.851001150670925, -73.90942275670137 40.85083612059617, -73.90942566391143 40.85083309092213, -73.90944233665599 40.85081467454144, -73.90944242454235 40.85081457915827, -73.90978267500057 40.85044190426417, -73.90992091161922 40.85023832727942, -73.90996474763263 40.85017992856686, -73.91003409415359 40.85007435674297, -73.91057563422727 40.85018105748762, -73.91058274639155 40.85018253260372, -73.9106957307861 40.8500199975493, -73.91128727166995 40.85009320652775, -73.91128081779387 40.85010230553985, -73.9112464549083 40.850150756200186, -73.91114894659779 40.850288234910956, -73.91111317321212 40.85033867182984, -73.91083770242287 40.850727057590014, -73.91026728458108 40.85138329097939, -73.91024007431996 40.851414593422824, -73.90999423178013 40.85169741657923, -73.90976092767713 40.85196581142207, -73.90975866615318 40.85196841387549, -73.90984173925251 40.85198114154493, -73.91000984833757 40.85198987520135, -73.9101748317176 40.851982550409595, -73.90984754546409 40.852340796210164, -73.90973225817325 40.852329238296775, -73.90939325543671 40.85227752204201, -73.90831004242042 40.85344137029623, -73.90872928332422 40.85342471136146, -73.90886553724272 40.85341915408469, -73.9089146213069 40.853365384871935, -73.90926544820377 40.85355805226437, -73.90934314900439 40.85347032802454, -73.90935037067678 40.853462175245255, -73.90935217327346 40.853463077153236, -73.90936489531575 40.85344887018716, -73.90957856022212 40.85357192974235, -73.90971304017445 40.85364938189131, -73.90980973112633 40.853705069180855, -73.90998134450052 40.85380917397229, -73.9100774953393 40.85388048414239, -73.9101991945715 40.85398757083835, -73.91023700845619 40.85402912913434, -73.91028337588432 40.85408008799707, -73.91029888183982 40.85409713014987, -73.91029616235075 40.854102469751, -73.91028355900218 40.854127209959444, -73.91062063744418 40.85423460757556, -73.91049352649175 40.85449167227978, -73.91044410104558 40.85458615850897, -73.91057300513974 40.854626651844626, -73.91059454152939 40.85463341681914, -73.91050861330086 40.85472162266775, -73.91016457864643 40.855074766635006, -73.90984477528318 40.85490339228866, -73.90974379119272 40.854848962370966, -73.90981261572169 40.85477010163037, -73.90973684315504 40.85472969045069, -73.90943136155339 40.85456903389398, -73.90951631536197 40.8544744336903, -73.90913572301884 40.8542786909902, -73.90900921202079 40.85442584054654, -73.9089276081687 40.854380802910704, -73.90865142578264 40.854235649552066, -73.90829264925776 40.8540495304765, -73.90810899232781 40.854251749095425, -73.90802925732234 40.85420747052451, -73.90775855793042 40.85406231398979, -73.90755924398881 40.85428121792941, -73.90755451070497 40.854286416276125, -73.90678937185037 40.855126737165385, -73.90676222098229 40.85515655751024, -73.90633083634447 40.85563031676273, -73.90630358885444 40.85566024047538, -73.90670099261257 40.85580157317163, -73.90670241271872 40.855802078595175, -73.90671796276852 40.855807608479175, -73.90645157952302 40.856106509867885, -73.90645155219947 40.856106542263426, -73.90645138233397 40.85610673302981, -73.90632941524382 40.85630336438347, -73.90624821404955 40.856434237950275, -73.90613571483938 40.85639470766466, -73.90613767454359 40.85639524144935, -73.90612943812728 40.85639247114069, -73.90605340539932 40.85636523062695, -73.90603936172074 40.856360379050145, -73.90602536056457 40.85635565177402, -73.90590067639725 40.85631212485797, -73.90577238916795 40.856267039715775, -73.90577231545878 40.85626716482383, -73.90524401636539 40.857127153225704, -73.90522597558854 40.85715651963024, -73.90459382607915 40.85820134079276, -73.90459391845016 40.858201438122116, -73.90459253228327 40.858203706213004, -73.90459785606505 40.85820558003444, -73.90462251900942 40.8582142631481, -73.90516392111311 40.85840490572907, -73.90552668426233 40.858530195079545, -73.9058244146402 40.858635384393786, -73.90582935202636 40.85863712817214, -73.9070755841148 40.85908216524056, -73.90702282195471 40.85913705627087, -73.90652773057253 40.85967060399624, -73.90652220152491 40.859668663461896, -73.9042280942338 40.85886347668262, -73.90419643338505 40.858852363553936, -73.90405544126891 40.8590825640247, -73.90394652110699 40.85926040226883, -73.90360481536895 40.859818305364385, -73.90360230684621 40.8598223996006, -73.90362625447646 40.85983067080244, -73.9031042975586 40.86068620938825, -73.90306010195414 40.86075864914502)), ((-73.91195091016604 40.84869702360385, -73.91167832783893 40.84864164836441, -73.91112232265704 40.849418097639216, -73.91080354925877 40.84986605448395, -73.91078069821964 40.849898072722326, -73.91068219333621 40.85003631209062, -73.91057609994631 40.85018042480271, -73.91057607143297 40.85018046350173, -73.91046994173703 40.850159138574774, -73.91025504940974 40.85011595688981, -73.910070223284 40.85007881803633, -73.91005754722434 40.85007627056699, -73.91005919754147 40.850073962991814, -73.910059646655 40.85007333569893, -73.9100836481113 40.85003978496267, -73.91016696635253 40.8499228246156, -73.91056145740987 40.849371064585185, -73.91065389221617 40.84924169135269, -73.91111063011863 40.84860243171311, -73.9111588911836 40.84853488423751, -73.91120305328248 40.8484730724239, -73.91183651840993 40.84758483439404, -73.91183666573222 40.847584624691926, -73.91187887130631 40.847527146085916, -73.91190000927719 40.84749465265053, -73.91190016492739 40.84749442224335, -73.9119003110757 40.84749420353519, -73.91313614690233 40.84572445793418, -73.91315580050014 40.845698122512346, -73.91342001485701 40.84534407715853, -73.91342007068467 40.84534400426053, -73.91342979338802 40.84533101114255, -73.91350125888269 40.84523559900493, -73.91350269738467 40.84523367843185, -73.91350674098477 40.845228191158924, -73.91351854885038 40.84523209824577, -73.91358282409054 40.845264878431436, -73.91397534864517 40.84542943072826, -73.91397550525528 40.84543028271128, -73.91236373310275 40.847683125966086, -73.91236367384138 40.84768310250822, -73.91236352177587 40.84768331310792, -73.912493739367 40.847736477083565, -73.91270884336966 40.84782415171584, -73.91282166622693 40.84787014143934, -73.91283478655693 40.8478754858714, -73.9125452696816 40.84829884757412, -73.91251726088083 40.84833948716987, -73.91251734624228 40.84833950254306, -73.91259575599739 40.84835411753874, -73.91298281997096 40.84842626495194, -73.91297839214504 40.848432483113555, -73.91344396563971 40.84851553100471, -73.91339595005394 40.84858304630081, -73.91333357574447 40.84867074973287, -73.91311168358125 40.84898274927779, -73.91249091835351 40.84985558099719, -73.91216225747215 40.85016578668107, -73.91212923555182 40.850196953678584, -73.91210536822776 40.850219480216275, -73.91209358238824 40.85023060311917, -73.91208853024636 40.85022720441394, -73.91207138018365 40.850217129244605, -73.91205297601743 40.85020842276499, -73.9119701224909 40.850188846806724, -73.91185359229341 40.85016558095903, -73.91173563180449 40.85014692802075, -73.91161655875395 40.85013293685746, -73.91153889110082 40.8501233465172, -73.9112931527306 40.85009391163308, -73.91128750525112 40.85009323552315, -73.91128813372106 40.85009238414088, -73.91126129558313 40.85008907039947, -73.91130779022649 40.850023584546996, -73.91137221461106 40.84993284824385, -73.91160898079907 40.849599376841226, -73.9116504395874 40.849540984666525, -73.91185883898692 40.84925876863259, -73.91223155110393 40.8487540324201, -73.91195091016604 40.84869702360385)))",Jerome Avenue Rezoning,03/22/2018 12:00:00 AM +0000,180051AZMX,"CD4,5,7-Map 1(Area1)","5,7",Option 1 and Deep Affordability Option,"3a,3b,3c,3d",P2016X0350,19678.3756075,2322303.62304
Adopted,3,"MULTIPOLYGON (((-73.99473863659964 40.577816146328885, -73.99431553829339 40.57557399187785, -73.99487731909633 40.57550897342805, -73.99537975728589 40.57545082086038, -73.99552551000406 40.57623405405847, -73.99541901482792 40.57624914174789, -73.99498534500762 40.57629586174778, -73.99519064320162 40.577387141111636, -73.99562431996404 40.57734042034144, -73.99572901441633 40.57732759721458, -73.99579704432814 40.57769315130802, -73.99580937033541 40.577759385311005, -73.99475685524396 40.57787974127744, -73.99473863659964 40.577816146328885)))",Sea Park North Rezoning,03/22/2018 12:00:00 AM +0000,170241ZRK,CD13-Map 2 (Area 1),13,Option 1,28d,P2014K0042,2595.30043172,192370.439969
Adopted,1,"MULTIPOLYGON (((-74.00435483345859 40.75338774742211, -74.00452616366091 40.75315053955234, -74.00460672209744 40.75318438996477, -74.00476310005489 40.753250097997295, -74.00492105922838 40.75331646852147, -74.00507427953659 40.753380848920116, -74.00490271151611 40.753618389893816, -74.00484944940202 40.753692132742415, -74.00430028725035 40.75346093715722, -74.00435483345859 40.75338774742211)))",606 West 30th Street,06/28/2018 12:00:00 AM +0000,180151AZRM,CD4-Map 1 (Area 2),4,Option 1 and Option 2,8b,P2017M0157,606.052618022,22443.3538508
Adopted,3,"MULTIPOLYGON (((-73.9817664330343 40.69244065930233, -73.9817553795016 40.69295442254789, -73.9810350256802 40.692935229712475, -73.98105555633632 40.69242568174971, -73.9817664330343 40.69244065930233)))",101 Fleet Place,12/10/2019 12:00:00 AM +0000,180252ZRK,CD2-Map 5 (Area 8),2,Option 1,16c,P2015K0330,770.028887,37020.2139079
Adopted,2,"MULTIPOLYGON (((-73.91453073454946 40.84464378443115, -73.91488260773433 40.8441586023613, -73.91497559679337 40.84402494682706, -73.91448709920235 40.843832535763894, -73.91448496475466 40.843831653499294, -73.91500294225018 40.84311901869043, -73.91501145556099 40.84310731855215, -73.91520971376404 40.8428348464486, -73.91539321640295 40.842582582845914, -73.915576720023 40.84233031804161, -73.91560196469709 40.84229567292698, -73.91562049477 40.84226919397108, -73.91566753537687 40.84220214702524, -73.91577375374499 40.84205294085321, -73.91595235461325 40.841800031599625, -73.91603020660754 40.84168832086445, -73.91603024818099 40.84168826326314, -73.91617687967036 40.841479634645836, -73.91618833997369 40.841463486320805, -73.91619227437367 40.84145773052415, -73.91627960429945 40.84133000312069, -73.91641319447999 40.8411461445039, -73.91689176380909 40.84134725623181, -73.91729851623299 40.8407661179664, -73.9176098849457 40.841274841357276, -73.91806145634021 40.84036193655398, -73.91849173038442 40.84049172068185, -73.91853447165767 40.84040573483308, -73.91899681397102 40.839475583995146, -73.91906184013946 40.8390856510257, -73.91909653155237 40.83903749264511, -73.91920317733079 40.83883046553848, -73.91880716324847 40.83867757355675, -73.91901668349975 40.838381092783266, -73.91916265301055 40.838253712263416, -73.91930863382998 40.838126322559425, -73.9196968531932 40.837873796048015, -73.91921363123639 40.83767365789866, -73.91920438742372 40.83766126422856, -73.91920974214115 40.83761223878393, -73.91920979011978 40.8376117840681, -73.91921028643776 40.83760631751685, -73.91924614127251 40.837209457095035, -73.919246185754 40.8372089528495, -73.91925528436138 40.8371611898115, -73.9192552974791 40.83716112768662, -73.91926055603881 40.837146330847645, -73.9192606143109 40.83714618680942, -73.91926764643895 40.83713055375223, -73.91927116784503 40.83712273092368, -73.91927603127787 40.8371130648225, -73.91928166387461 40.83710366670621, -73.91948049964674 40.836795946575215, -73.92000991308898 40.83697797433143, -73.92005122913415 40.83690531149453, -73.92019796079065 40.83664724595704, -73.92060901777342 40.835929796164045, -73.92063552489833 40.835883175109764, -73.92076396214524 40.83565727718372, -73.92098857740933 40.835205974766374, -73.92165756874577 40.83407166409451, -73.92170507501211 40.83399274369825, -73.92220870965522 40.83416006679629, -73.92221732437007 40.834163004616634, -73.92272776745726 40.83433705132353, -73.92272049579961 40.834349587637455, -73.92268580896787 40.83440938873816, -73.92201235855083 40.83556076485031, -73.92241170258488 40.835699386127864, -73.92248428669889 40.83572600761869, -73.92250085544298 40.83573148295234, -73.92250057031264 40.83573197983355, -73.92250096969912 40.83573212688252, -73.92246109477692 40.83580111035755, -73.92244735049401 40.83582487506457, -73.92244005725634 40.835837431154125, -73.922361202962 40.835973756146764, -73.92235761985594 40.83597995093583, -73.92235748442546 40.83598018047061, -73.92235749028342 40.835980240807736, -73.92229877172062 40.836082739637085, -73.92237220699342 40.83610877554815, -73.9223819366618 40.83610240029423, -73.92263167216495 40.83593937783171, -73.92290036482359 40.83576397039491, -73.9228993439142 40.83602595049244, -73.92289985687727 40.836112250595676, -73.92289920886645 40.836276507501736, -73.92289871259288 40.83628629824283, -73.92289702121528 40.83631960008711, -73.92287914994394 40.83667255481746, -73.92286149258764 40.83702287211999, -73.92284576750367 40.837333461797556, -73.92284512144018 40.837346648199315, -73.92284444690286 40.83735984989039, -73.92282946671824 40.83765573227883, -73.92282872125 40.83766977048052, -73.92282561428196 40.837728482407066, -73.92299846732324 40.83774741465726, -73.92299018136072 40.83779703084254, -73.9229798358275 40.8378589815176, -73.92293735651573 40.83801793714129, -73.92290894181782 40.83809473928533, -73.92289799703488 40.83809254917232, -73.92283588417385 40.838081462176206, -73.92233921732725 40.83787651860276, -73.922245004419 40.83783764203907, -73.92224417593073 40.837849564020026, -73.92218683522435 40.838013262155634, -73.92214971267065 40.8380733459723, -73.92190259948488 40.83847330345124, -73.92190257335008 40.838473345756746, -73.92190333774103 40.83847366324821, -73.92170123907941 40.83879460899998, -73.92156377662886 40.83901281509948, -73.92136639326982 40.83893793251622, -73.92098975036689 40.83877679470689, -73.92089127084817 40.83873893978345, -73.92115942042152 40.83822280544183, -73.9211936786507 40.83815531612707, -73.92102963565974 40.83799966071601, -73.92060427623287 40.83828756185735, -73.91996031993072 40.8387023425929, -73.9199738010217 40.838714285291196, -73.9197694196436 40.83912543843221, -73.92048604956017 40.839335548919095, -73.92048527109858 40.8393370810227, -73.92057010135947 40.83936118265444, -73.92049589655578 40.839504387467976, -73.92113548744274 40.83972921427231, -73.9213311414336 40.839796353615405, -73.92133079161776 40.839799389841275, -73.92132572203187 40.839914283065326, -73.92154024789534 40.83992963042578, -73.92194516214457 40.83995859848068, -73.92190962058866 40.84024446582408, -73.9218978751498 40.84032103584248, -73.92211028362698 40.84033634828923, -73.92228626943111 40.840393296242674, -73.92238800325087 40.840426215646474, -73.92213662146013 40.84077738636549, -73.92253302527001 40.840952985657815, -73.92243944898644 40.84107512603368, -73.92275225827578 40.84121260266373, -73.9228480754618 40.841258935045005, -73.92261644930554 40.84157679451536, -73.92302127881892 40.841751588210556, -73.92288679072877 40.84193098740276, -73.92320068445727 40.842067034435445, -73.92329008880841 40.84210264810308, -73.92298392415833 40.84252413875592, -73.9238156678545 40.84288636968018, -73.92362168008678 40.84423724206892, -73.92354316437287 40.8442271819749, -73.92347930635076 40.84421899917427, -73.92347330569106 40.84421745985299, -73.92332709574006 40.84417992386563, -73.92319090538275 40.84412734802856, -73.92306587134526 40.84406016897332, -73.92297891366833 40.84399745104065, -73.92295655078091 40.84398132088424, -73.92295817122829 40.84396947598159, -73.92297527110067 40.843876483586655, -73.92298432856731 40.84378284196582, -73.92298480114464 40.84375770862134, -73.92296962356889 40.84357309651864, -73.92295682366259 40.843388379737895, -73.922944526835 40.843251565915864, -73.92292554777389 40.8431151933685, -73.92289991238815 40.842979450312974, -73.9228921252629 40.84294998817667, -73.92284361177039 40.84281853776778, -73.92281874398263 40.84275115523826, -73.9226466925151 40.843017829087685, -73.92257039637587 40.84298992114271, -73.92225176223026 40.842873361297904, -73.92234237710807 40.84272573245831, -73.92241294521023 40.84260151278962, -73.92234867869064 40.842575997292606, -73.92202351249132 40.842455177579374, -73.92226678746864 40.84207736604984, -73.92183318981036 40.84191542727859, -73.92191032769159 40.84179364818657, -73.92151811130364 40.841619720946646, -73.92169189544207 40.84138578462777, -73.9213072898228 40.841221748340736, -73.92148466947131 40.84098521774813, -73.92107058902792 40.84080769911419, -73.92098734628914 40.840917798586105, -73.92089076521276 40.84087819261832, -73.92051070382192 40.840719787559905, -73.92050974502381 40.840719411393344, -73.92050946118184 40.840719792106476, -73.92028666925806 40.84101753329678, -73.92023171124671 40.84100239943039, -73.92009212791245 40.841180883269615, -73.92007892589116 40.8411977637774, -73.92005434946917 40.84122919197607, -73.92003861912052 40.84124930890105, -73.91992307922683 40.8413970987676, -73.91979343611678 40.84134193991793, -73.91952219031963 40.841226531951, -73.91950792741102 40.84122046437936, -73.91943792599076 40.84131407762926, -73.919411499488 40.84134941614179, -73.91918953305134 40.84125172570206, -73.91868354496765 40.84102903376191, -73.91861579459034 40.84110785839914, -73.91809762732753 40.84171157051962, -73.91808583486248 40.8417243347434, -73.91852938200833 40.84191563451541, -73.91887622460337 40.84206522399012, -73.91859541725343 40.8424407326576, -73.91852013394848 40.842541405073824, -73.91845618821286 40.84262691484583, -73.91843957464692 40.842649130874186, -73.9184304709117 40.84266130450781, -73.91831520177575 40.842815444102236, -73.91744212036252 40.843982924157245, -73.91743660208017 40.843990301548814, -73.91733259656932 40.84412937213734, -73.9165558207326 40.84382247410688, -73.91654878977691 40.843832319513886, -73.91629759985018 40.84418380345018, -73.91603731045119 40.844548944276895, -73.91586295355677 40.84479250682548, -73.91521410854679 40.84453152182643, -73.91521171254576 40.84453486899852, -73.91520981784097 40.844537515055066, -73.91501415161837 40.84480985571948, -73.91453073454946 40.84464378443115)), ((-73.91461563900923 40.83861431725613, -73.91461584444532 40.83861407337439, -73.91609532159369 40.8392005836553, -73.91611153259056 40.83920700606202, -73.91628870303806 40.839277188695895, -73.91629683284853 40.83928041025923, -73.91676562312853 40.83946625301958, -73.91744348152602 40.83973497025162, -73.9174441890423 40.83973525081154, -73.91785200153176 40.83989691314737, -73.91790823220163 40.83991919627528, -73.91768361962822 40.84022549398251, -73.91744879543562 40.84055515083672, -73.91696200805907 40.84036759960853, -73.91696177813876 40.840367512995606, -73.91696237324308 40.84036666245756, -73.91655091106415 40.84020920775894, -73.91525370918617 40.839712793230795, -73.91520948864067 40.83970331905516, -73.9148565402685 40.839627699436534, -73.91411850821434 40.839344627760816, -73.91411853673267 40.83934458005584, -73.9141178647764 40.83934432201431, -73.91417617078291 40.8392482638182, -73.91423546074616 40.83915036571363, -73.91424436585109 40.83913613642852, -73.91425393878617 40.83912168251572, -73.91429909192708 40.83905293815901, -73.9142992416197 40.839052708644296, -73.9144387813096 40.83884025967979, -73.91446298658805 40.838801928302026, -73.91446302579213 40.838801868898464, -73.91450319743257 40.83874789066419, -73.91461563900923 40.83861431725613)), ((-73.91619855301585 40.84659979966542, -73.91605319212663 40.84622965272662, -73.91527743012449 40.8464053308921, -73.91420938822596 40.8459739078896, -73.91423250560554 40.84594268518608, -73.91424029215216 40.845932182224985, -73.91424809416533 40.845921637852236, -73.91429323841577 40.845860619795765, -73.91438224218756 40.84574061958924, -73.91440576670479 40.84570895591071, -73.91441108953866 40.84570178743531, -73.91441803739588 40.84569241305746, -73.91441892473382 40.84569121696088, -73.91444351839415 40.84565803673725, -73.91446276899981 40.84563206369244, -73.91446280226711 40.84563201328955, -73.91454147299623 40.84566470725922, -73.91481778174197 40.84577953715776, -73.91508179279843 40.84588924974407, -73.91516743051261 40.84592215822836, -73.91525628394179 40.84594971378105, -73.91534777580628 40.845971736773095, -73.9154235716752 40.845978392082735, -73.91549987243357 40.84597873525846, -73.9155757673589 40.8459727629312, -73.9156503527505 40.84596054557985, -73.91572274141583 40.84594222843862, -73.91578681938084 40.84591492637199, -73.91584702205472 40.84588294068137, -73.91590275849957 40.84584658521392, -73.9159131095766 40.84583897909374, -73.91601667495975 40.84576182378167, -73.91611431178477 40.845680331793794, -73.91620402524677 40.84561920041189, -73.916298882642 40.84556272553853, -73.91639846744734 40.84551115539535, -73.91650233945322 40.84546471837664, -73.91653674610184 40.8454520139107, -73.91657761965399 40.84544345817947, -73.91664324047869 40.84542863758137, -73.91671087225023 40.84542056398942, -73.91677931596372 40.845419378813105, -73.91684736090744 40.845425103690346, -73.91691380363741 40.845437637800494, -73.91697746694632 40.84545675877762, -73.91703722357155 40.845482129031254, -73.91709201753432 40.84551329756204, -73.91712499050475 40.84598692550959, -73.91681891249006 40.84646806896264, -73.91619855301585 40.84659979966542)))",Jerome Avenue Rezoning,03/22/2018 12:00:00 AM +0000,180051AZMX,"CD4,5,7-Map 2(Area1)","4,5",Option 1 and Deep Affordability Option,"3a,3b,3c,3d",P2016X0350,22744.8253339,3359277.79818
Adopted,2,"MULTIPOLYGON (((-73.88959407076072 40.81515674941635, -73.88945463931432 40.81462896377291, -73.88847109511697 40.81477681392114, -73.88836125059557 40.81435964836898, -73.88832590409852 40.81422540844495, -73.89111601097305 40.813804564893225, -73.8914093749805 40.814883840520274, -73.88959407076072 40.81515674941635)))",Spofford Campus Redevelopment,03/22/2018 12:00:00 AM +0000,180122ZRX,CD2-Map 2 (Area 2),2,Option 1,6c,P2017X0037,2379.66313802,261999.293337
Adopted,4,"MULTIPOLYGON (((-73.91388850205131 40.769323929340935, -73.91415277888751 40.768999413860655, -73.91513773636495 40.76914585406237, -73.91487375147406 40.76947044584871, -73.91388850205131 40.769323929340935)))",35-10 Astoria Boulevard South Rezoning,03/22/2018 12:00:00 AM +0000,170300ZRQ,CD1-Map 3 (Area 3),1,Option 2,9a,P2016Q0060,834.171829045,36169.7505781
Adopted,2,"MULTIPOLYGON (((-73.91563333693192 40.80969698653076, -73.91618405399994 40.80878929877726, -73.91671748797285 40.80901397787144, -73.91666698954424 40.80908319510071, -73.91663782961845 40.80914686085828, -73.91648581054712 40.809091199999166, -73.9164280487872 40.80919092704565, -73.9164940855636 40.80921285430255, -73.91645289379987 40.809283971024, -73.91641739001467 40.809345270119735, -73.91634463508605 40.80947088097624, -73.91630809420619 40.809533966772946, -73.91634671208452 40.809546789079, -73.91642631604319 40.809573220603255, -73.91627552470972 40.80983356228237, -73.91623803217463 40.809898291671935, -73.91563333693192 40.80969698653076)))",Park Haven Residence,04/25/2018 12:00:00 AM +0000,180132ZRX,CD1-Map 1 (Area 1),1,Option 1 and Deep Affordability Option,6a,P2016X0408,1168.43668581,56696.874263
Adopted,2,"MULTIPOLYGON (((-73.91322342491793 40.80166459462044, -73.91370666220863 40.80100026274381, -73.9140562205045 40.80114734042073, -73.91410127521476 40.80116629169512, -73.91411449044563 40.80117185131987, -73.91411402983739 40.801172488530334, -73.91406017787823 40.80124691699576, -73.9138868139475 40.801486521271, -73.9138994559831 40.80149184185959, -73.9139247211089 40.80150247581455, -73.91403145131699 40.80154739492662, -73.91408516645943 40.80157000148771, -73.91413888282216 40.80159260892501, -73.91415718031533 40.80160030921496, -73.91415748943884 40.80160043911703, -73.91419629804436 40.80161677245198, -73.91422919068269 40.80163061599389, -73.91425348827445 40.80164084213081, -73.91430120111681 40.801660921827185, -73.91434932378264 40.801681175604514, -73.9143996174548 40.80170234227924, -73.91445437747531 40.801725387986664, -73.91445818408872 40.801726990098274, -73.91445169758818 40.801735954258156, -73.91426881171475 40.801988721824785, -73.91420475748998 40.80207773805314, -73.91420471475456 40.80207779565329, -73.91322342491793 40.80166459462044)))",Willow Avenue Rezonng,06/07/2018 12:00:00 AM +0000,180089ZRX,CD1-Map 4 (Area 4),1,Option 1,6b,P2014X0401,1173.68621016,62145.9690856
Adopted,3,"MULTIPOLYGON (((-73.9741334256278 40.68476594681834, -73.97461040049657 40.684712661581806, -73.97467492469576 40.68504169293994, -73.97420232110102 40.68509445892536, -73.9741334256278 40.68476594681834)))",142-150 South Portland Avenue Rezoning,06/28/2018 12:00:00 AM +0000,180097ZRK,CD2-Map 2 (Area 4),2,Option 1,16c,P2016K0180,508.584917362,16130.1727667
Adopted,1,"MULTIPOLYGON (((-74.00460672209744 40.75318438996477, -74.00452616366091 40.75315053955234, -74.00435483345859 40.75338774742211, -74.00430028725035 40.75346093715722, -74.00382271206553 40.753259874712704, -74.00427432867721 40.75264173019365, -74.0060929796294 40.753403270755584, -74.00604624777539 40.753469030832846, -74.00586881969546 40.753714692507586, -74.00586651896873 40.75371602447239, -74.00548546101214 40.75355732555293, -74.00509834529714 40.753396006066986, -74.00507427953659 40.753380848920116, -74.00460672209744 40.75318438996477)))",601 West 29th Street,06/28/2018 12:00:00 AM +0000,180128AZRM,CD4-Map 1 (Area 1),4,Option 1,8b,P2016M0289,1668.31970048,94060.1410626
