the_geom,OBJECTID,TILE_NAME
"MULTIPOLYGON (((-97.666958999874 30.508016409613, -97.666959408618 30.496299681131, -97.687792935288 30.49629869784, -97.687792604299 30.508018125978, -97.666958999874 30.508016409613)))",686,M42
"MULTIPOLYGON (((-97.437781485091 30.133033631997, -97.437781284963 30.12131377542, -97.458610145584 30.121315921507, -97.458609789858 30.133032958162, -97.437781485091 30.133033631997)))",2023,Y10
"MULTIPOLYGON (((-98.021125651347 30.343956876864, -98.021125905477 30.332238272094, -98.041962138643 30.332238290036, -98.041962038097 30.343956852167, -98.021125651347 30.343956876864)))",1351,WU28
"MULTIPOLYGON (((-97.416946142913 30.343963718698, -97.416946013329 30.332246360771, -97.437782544859 30.332245538569, -97.437782828096 30.343962842596, -97.416946142913 30.343963718698)))",1319,Z28
"MULTIPOLYGON (((-98.187792886448 30.273645571206, -98.187792706699 30.261927358447, -98.208628971912 30.261928051472, -98.208629304992 30.27364622461, -98.187792886448 30.273645571206)))",1452,WL22
"MULTIPOLYGON (((-97.62528549602 30.121313744027, -97.625285496901 30.10959440519, -97.646114202594 30.109593584806, -97.646114354424 30.121312873626, -97.62528549602 30.121313744027)))",1899,P9
"MULTIPOLYGON (((-97.604457192962 30.531455014344, -97.604456553396 30.519735355376, -97.625290617557 30.519736161699, -97.625291488477 30.531453021362, -97.604457192962 30.531455014344)))",501,Q44
"MULTIPOLYGON (((-97.875297850936 30.508013615632, -97.875298314869 30.496297393058, -97.896131757598 30.496295623542, -97.896132170842 30.508014564819, -97.875297850936 30.508013615632)))",638,B42
"MULTIPOLYGON (((-97.312780198155 30.402555567805, -97.312780042813 30.390837889951, -97.333616265697 30.390837184972, -97.333616574897 30.402554806089, -97.312780198155 30.402555567805)))",998,EE33
"MULTIPOLYGON (((-97.854460133702 30.425987024887, -97.854460028451 30.414268001872, -97.875296432487 30.414267259319, -97.875295898613 30.425986221359, -97.854460133702 30.425987024887)))",854,C35
"MULTIPOLYGON (((-97.375281237044 30.343963762323, -97.375281413778 30.332246296415, -97.396110190654 30.332246564233, -97.396117297013 30.343964139753, -97.375281237044 30.343963762323)))",1314,EB28
"MULTIPOLYGON (((-97.583613748524 30.168188449665, -97.583613264941 30.15646893348, -97.604449852875 30.156469348122, -97.604449777004 30.168186047838, -97.583613748524 30.168188449665)))",1817,R13
"MULTIPOLYGON (((-97.708617915402 30.226776816444, -97.708617228145 30.215060302074, -97.729454050174 30.215059368535, -97.729454025146 30.226778567061, -97.708617915402 30.226776816444)))",1677,K18
"MULTIPOLYGON (((-97.291941686983 30.191626486548, -97.29194177332 30.179906156061, -97.312777689028 30.179907153688, -97.312777842698 30.191624679435, -97.291941686983 30.191626486548)))",1591,EF15
"MULTIPOLYGON (((-97.354442761292 30.133034841733, -97.354442385538 30.121314749043, -97.375278859659 30.121314133472, -97.375279388352 30.133034171041, -97.354442761292 30.133034841733)))",2015,EC10
"MULTIPOLYGON (((-97.4586109956 30.285372259078, -97.458611434628 30.273652316279, -97.479447742351 30.273653253505, -97.479447539709 30.285370394605, -97.4586109956 30.285372259078)))",1718,X23
"MULTIPOLYGON (((-97.521113367795 30.343963638468, -97.521113344463 30.332243815079, -97.541950099064 30.332245326109, -97.541950356091 30.34396234881, -97.521113367795 30.343963638468)))",1327,U28
"MULTIPOLYGON (((-97.875297003498 30.472859404625, -97.875296745228 30.461140419063, -97.896125691146 30.461141459609, -97.896126102459 30.472860399745, -97.875297003498 30.472859404625)))",586,B39
"MULTIPOLYGON (((-97.687789239604 30.238496644762, -97.687788778736 30.226777321481, -97.708617915402 30.226776816444, -97.708617737701 30.238496074574, -97.687789239604 30.238496644762)))",1639,L19
"MULTIPOLYGON (((-97.791963431424 30.566607718091, -97.791962992844 30.554888538301, -97.81279669456 30.554889038345, -97.812797286994 30.566608171135, -97.791963431424 30.566607718091)))",756,F47
"MULTIPOLYGON (((-97.83362350487 30.42598717988, -97.833623553542 30.414268110716, -97.854460028451 30.414268001872, -97.854460133702 30.425987024887, -97.83362350487 30.42598717988)))",852,D35
"MULTIPOLYGON (((-97.729454074159 30.203340181618, -97.729454025095 30.191623755662, -97.750290465699 30.191622277431, -97.750290594342 30.203341404128, -97.729454074159 30.203340181618)))",1586,J16
"MULTIPOLYGON (((-97.875300325733 30.613478911006, -97.875299272206 30.601759932238, -97.896133232127 30.601760488886, -97.896133646008 30.61347940706, -97.875300325733 30.613478911006)))",66,B51
"MULTIPOLYGON (((-97.354450638404 30.660356184727, -97.354450175497 30.648638647738, -97.375284768532 30.64863810181, -97.375284506003 30.660358314039, -97.354450638404 30.660356184727)))",297,EC55
"MULTIPOLYGON (((-97.583623434205 30.508016991456, -97.583622870286 30.496300028689, -97.604456781875 30.496298817104, -97.604456628703 30.508018460936, -97.583623434205 30.508016991456)))",645,R42
"MULTIPOLYGON (((-97.291947384204 30.636921609298, -97.291947383311 30.625203892319, -97.312782010875 30.625202585653, -97.312782166846 30.636920246463, -97.291947384204 30.636921609298)))",383,EF53
"MULTIPOLYGON (((-97.937800377326 30.554887160988, -97.937800451409 30.543168329666, -97.95863423097 30.543167242536, -97.958634310586 30.554886029646, -97.937800377326 30.554887160988)))",736,WY46
"MULTIPOLYGON (((-97.854465064473 30.590042485155, -97.854464958435 30.578323467201, -97.875298682151 30.578324741781, -97.875298942019 30.590043713948, -97.854465064473 30.590042485155)))",150,C49
"MULTIPOLYGON (((-98.125300919898 30.355676933628, -98.125300407037 30.343958532193, -98.146128485329 30.343957942568, -98.146129943193 30.355676316683, -98.125300919898 30.355676933628)))",1328,WP29
"MULTIPOLYGON (((-97.666959207635 30.543172120033, -97.666958898774 30.531452629543, -97.687792810429 30.531454247434, -97.687793348802 30.543170939795, -97.666959207635 30.543172120033)))",772,M45
"MULTIPOLYGON (((-97.937795307429 30.308802796923, -97.937794589979 30.297084010061, -97.958623568858 30.297083823275, -97.958624439036 30.308802565795, -97.937795307429 30.308802796923)))",1221,WY25
"MULTIPOLYGON (((-98.083624507039 30.133026360442, -98.083624301144 30.121308078588, -98.104460746102 30.121306991581, -98.104461104179 30.13302523186, -98.083624507039 30.133026360442)))",2061,WR10
"MULTIPOLYGON (((-97.47945464841 30.601765422816, -97.479454056535 30.590048201143, -97.500288091638 30.590046935064, -97.500288042799 30.601764086417, -97.47945464841 30.601765422816)))",90,W50
"MULTIPOLYGON (((-97.896123403929 30.332238858131, -97.896122924116 30.320522715497, -97.916959544077 30.320521097081, -97.916959315924 30.332239928661, -97.896123403929 30.332238858131)))",1399,A27
"MULTIPOLYGON (((-97.750296360325 30.636917748212, -97.750296229337 30.62519849904, -97.771130204625 30.625199952808, -97.771131357629 30.636916421214, -97.750296360325 30.636917748212)))",414,H53
"MULTIPOLYGON (((-97.312781164198 30.554893773727, -97.312781009528 30.543176084677, -97.333615266413 30.54317456133, -97.333614781973 30.554892176036, -97.312781164198 30.554893773727)))",243,EE46
"MULTIPOLYGON (((-97.396117247998 30.554891914558, -97.396117271184 30.543174464801, -97.416951020487 30.543175923978, -97.416951150974 30.554893319474, -97.396117247998 30.554891914558)))",249,EA46
"MULTIPOLYGON (((-97.437786049438 30.566611453109, -97.437785847833 30.554891365401, -97.458619584915 30.554891513814, -97.458619940759 30.566611547998, -97.437786049438 30.566611453109)))",216,Y47
"MULTIPOLYGON (((-97.687793686107 30.590045897335, -97.687794018284 30.578326483757, -97.708627675514 30.578327260938, -97.70862757231 30.590043876868, -97.687793686107 30.590045897335)))",144,L49
"MULTIPOLYGON (((-97.9794688777 30.590040482857, -97.979467848905 30.578321734208, -98.000301886357 30.578322009262, -98.000303068904 30.590040714291, -97.9794688777 30.590040482857)))",161,WW49
"MULTIPOLYGON (((-98.021126475983 30.379112755326, -98.021126729064 30.367394133257, -98.041963423099 30.367394023022, -98.041963323714 30.379112602451, -98.021126475983 30.379112755326)))",957,WU31
"MULTIPOLYGON (((-97.833630421208 30.531450761886, -97.833630398769 30.519734433887, -97.85446429021 30.519733832844, -97.854464395057 30.531452863612, -97.833630421208 30.531450761886)))",451,D44
"MULTIPOLYGON (((-97.771119129659 30.203341827151, -97.771118848345 30.191622748174, -97.791954277905 30.191622721318, -97.791955577254 30.203339019798, -97.771119129659 30.203341827151)))",1588,G16
"MULTIPOLYGON (((-97.937795878217 30.343959171389, -97.937795951655 30.332240377625, -97.958624597582 30.332240044189, -97.958624675845 30.34395879372, -97.937795878217 30.343959171389)))",1346,WY28
"MULTIPOLYGON (((-98.08363766018 30.601759346618, -98.083637451659 30.590040844295, -98.104471250165 30.590040691771, -98.10447161233 30.601759152537, -98.08363766018 30.601759346618)))",132,WR50
"MULTIPOLYGON (((-97.437781914188 30.226779206317, -97.437781631412 30.215061991672, -97.458610213713 30.215060925604, -97.458610567152 30.226780835374, -97.437781914188 30.226779206317)))",1655,Y18
"MULTIPOLYGON (((-97.854454926571 30.074438974558, -97.854454823387 30.062720263698, -97.875283541726 30.062718085466, -97.875283798352 30.074436750557, -97.854454926571 30.074438974558)))",2168,C5
"MULTIPOLYGON (((-97.916966603109 30.543168788506, -97.916966035928 30.531449895582, -97.937799730535 30.531449481445, -97.937800451409 30.543168329666, -97.916966603109 30.543168788506)))",788,WZ45
"MULTIPOLYGON (((-97.396110190654 30.332246564233, -97.396110298328 30.320526410142, -97.416945966858 30.320526260927, -97.416946013329 30.332246360771, -97.396110190654 30.332246564233)))",1386,EA27
"MULTIPOLYGON (((-97.979467406425 30.519730783856, -97.979467106126 30.508014784837, -98.000301083346 30.508012587041, -98.000300676266 30.51973127715, -97.979467406425 30.519730783856)))",523,WW43
"MULTIPOLYGON (((-97.29194106428 30.121315685087, -97.291941063143 30.109598189002, -97.312777724663 30.109596812688, -97.31277787926 30.121314252577, -97.29194106428 30.121315685087)))",2044,EF9
"MULTIPOLYGON (((-97.979461097201 30.332239221292, -97.97946086428 30.320520522334, -98.000297142726 30.320519106404, -98.000297529258 30.33223776187, -97.979461097201 30.332239221292)))",1406,WW27
"MULTIPOLYGON (((-98.187791453844 30.179900167413, -98.187792065398 30.168182058978, -98.208627896258 30.168183081962, -98.20862822888 30.179901164034, -98.187791453844 30.179900167413)))",1816,WL14
"MULTIPOLYGON (((-98.000297874715 30.390831101612, -98.000298281597 30.379112431779, -98.021126475983 30.379112755326, -98.021127080475 30.390828647432, -98.000297874715 30.390831101612)))",904,WV32
"MULTIPOLYGON (((-98.187794439815 30.37911258963, -98.1877950533 30.367394325098, -98.208631175817 30.367391886056, -98.208631508494 30.379110124224, -98.187794439815 30.37911258963)))",967,WL31
"MULTIPOLYGON (((-98.062787741334 30.109590213531, -98.062787688711 30.097871921319, -98.083623890542 30.097871561993, -98.083624096337 30.109589812288, -98.062787741334 30.109590213531)))",2379,WS8
"MULTIPOLYGON (((-97.333615552757 30.297090944338, -97.333607326352 30.285373193213, -97.354443663124 30.285372390543, -97.354444124521 30.297089900854, -97.333615552757 30.297090944338)))",1200,ED24
"MULTIPOLYGON (((-97.479446341941 30.226779236484, -97.479446545646 30.21506214621, -97.50028366756 30.215059994745, -97.500283536689 30.226779781022, -97.479446341941 30.226779236484)))",1660,W18
"MULTIPOLYGON (((-97.291943650307 30.425993921746, -97.291943736605 30.414273432026, -97.312780353536 30.41427324946, -97.312780421771 30.425993682999, -97.291943650307 30.425993921746)))",818,EF35
"MULTIPOLYGON (((-97.437784537486 30.461147122529, -97.43778433629 30.449427029361, -97.458620656187 30.44942774826, -97.458621093781 30.46114503921, -97.437784537486 30.461147122529)))",596,Y38
"MULTIPOLYGON (((-97.458620656187 30.44942774826, -97.458621011746 30.437710476916, -97.479449958658 30.437710457506, -97.479449755947 30.449427675802, -97.458620656187 30.44942774826)))",1104,X37
"MULTIPOLYGON (((-97.97946086428 30.320520522334, -97.979460631416 30.308801830603, -98.000295898794 30.308803192762, -98.000297142726 30.320519106404, -97.97946086428 30.320520522334)))",1174,WW26
"MULTIPOLYGON (((-97.896118821591 30.050999546484, -97.89611920179 30.03928097832, -97.916955304582 30.039280500192, -97.916955077603 30.050999023421, -97.896118821591 30.050999546484)))",2306,A3
"MULTIPOLYGON (((-97.562787544875 30.379116851817, -97.562787134124 30.367399863442, -97.583616267309 30.367399777317, -97.583616038121 30.379116697459, -97.562787544875 30.379116851817)))",933,S31
"MULTIPOLYGON (((-97.916958573571 30.285367366713, -97.916958801705 30.273648566979, -97.937794669909 30.273649239985, -97.93779466354 30.285365246189, -97.916958573571 30.285367366713)))",1744,WZ23
"MULTIPOLYGON (((-97.541949055398 30.273652077301, -97.541948798719 30.261935102362, -97.562785423671 30.261933554517, -97.562784962116 30.27365320945, -97.541949055398 30.273652077301)))",1776,T22
"MULTIPOLYGON (((-97.562784785837 30.191624023705, -97.562785245988 30.179904446731, -97.583613518456 30.179905213693, -97.583614002188 30.191624756556, -97.562784785837 30.191624023705)))",2085,S15
"MULTIPOLYGON (((-97.916967691312 30.61347929147, -97.916967918056 30.601760433291, -97.937801740305 30.601759736378, -97.937801667379 30.613478549983, -97.916967691312 30.61347929147)))",69,WZ51
"MULTIPOLYGON (((-97.4169522052 30.578328120272, -97.416952075593 30.566610730423, -97.437786049438 30.566611453109, -97.437785538559 30.578328771168, -97.4169522052 30.578328120272)))",162,Z48
"MULTIPOLYGON (((-97.437785104241 30.484581815051, -97.437784820308 30.472864468347, -97.458620655082 30.472865062421, -97.458621092783 30.484582355587, -97.437785104241 30.484581815051)))",704,Y40
"MULTIPOLYGON (((-97.875292022222 30.22677540285, -97.875292556513 30.215056563695, -97.896120743314 30.21505585422, -97.896121152967 30.226774663137, -97.875292022222 30.22677540285)))",1703,B18
"MULTIPOLYGON (((-98.062789054516 30.226773950341, -98.062789001664 30.215055519863, -98.083625155284 30.215054713451, -98.083625360448 30.226773101992, -98.062789054516 30.226773950341)))",1539,WS18
"MULTIPOLYGON (((-97.85446407851 30.496295768469, -97.854460729006 30.484579423545, -97.875297262873 30.48457839107, -97.875298314869 30.496297393058, -97.85446407851 30.496295768469)))",674,C41
"MULTIPOLYGON (((-97.666953851438 30.332243455469, -97.666953543913 30.320524011373, -97.68779031547 30.320523882137, -97.687789984757 30.332243260592, -97.666953851438 30.332243455469)))",1369,M27
"MULTIPOLYGON (((-97.687790982271 30.355679321074, -97.687789728312 30.343959896939, -97.708619525988 30.343961635775, -97.708619423073 30.355678229574, -97.687790982271 30.355679321074)))",1298,L29
"MULTIPOLYGON (((-97.458621093781 30.46114503921, -97.458620656187 30.44942774826, -97.479449755947 30.449427675802, -97.479449553188 30.461144895941, -97.458621093781 30.46114503921)))",598,X38
"MULTIPOLYGON (((-97.291946746115 30.508020984288, -97.291946745306 30.496303233677, -97.312780474308 30.496302563943, -97.312781422432 30.508020277021, -97.291946746115 30.508020984288)))",511,EF42
"MULTIPOLYGON (((-98.104465339793 30.425984776456, -98.104465773057 30.414266320382, -98.125301966246 30.414266241108, -98.125301686617 30.425984656116, -98.104465339793 30.425984776456)))",876,WQ35
"MULTIPOLYGON (((-97.875296432487 30.414267259319, -97.87529610436 30.402551034362, -97.896125149135 30.402549568041, -97.896124767203 30.414268481452, -97.875296432487 30.414267259319)))",999,B34
"MULTIPOLYGON (((-97.604458660235 30.625201108483, -97.604458813341 30.613481492776, -97.625292519418 30.613481862039, -97.625292519411 30.625201427345, -97.604458660235 30.625201108483)))",442,Q52
"MULTIPOLYGON (((-97.937801593393 30.625197358549, -97.937801667379 30.613478549983, -97.958635574534 30.613477182633, -97.958635654376 30.625195946986, -97.937801593393 30.625197358549)))",31,WY52
"MULTIPOLYGON (((-97.583622870286 30.496300028689, -97.583625557744 30.484580384971, -97.604454477808 30.48458187138, -97.604456781875 30.496298817104, -97.583622870286 30.496300028689)))",660,R41
"MULTIPOLYGON (((-97.354446153976 30.437711444534, -97.354444983679 30.425991101021, -97.375282206521 30.425991729591, -97.375282028648 30.437709232661, -97.354446153976 30.437711444534)))",1158,EC36
"MULTIPOLYGON (((-98.187804667568 30.472856338845, -98.187803632478 30.461140772358, -98.208632256959 30.46113787167, -98.208632590095 30.47285613438, -98.187804667568 30.472856338845)))",627,WL39
