Item Number,Product Name,CityStore Exclusive,Unit Price,Color,Size,Style,Category Name,Description
16070,"From the Bay at Night, lower Manhattan skyline, ca. 1937",No,110.00,,,,"Posters, Prints and Signs","As They Loom from the Bay at Night , lower Manhattan skyline, ca. 1937.    11 x 14 inches.  From the NYC Municipal Archives.    High-quality FIBER PRINTS are printed on a heavyweight cotton paper and are the standard for exhibition purposes. They have a greater appearance of depth and a broader tonal range. Each one must be custom printed by hand (from the vintage negative when available) and they are fixed and washed to archival standards. Fiber prints."
06094,Grade A Mug,Yes,12.00,,,,CityStore Exclusives,New ! The Grade A mug  another great New York gift! Based on the New York City  Health Department restaurant ratings inspection card.  Ceramic mug. Comes in its own gift box!
06094,Grade A Mug,Yes,12.00,,,,Home Accents,New ! The Grade A mug  another great New York gift! Based on the New York City  Health Department restaurant ratings inspection card.  Ceramic mug. Comes in its own gift box!
04112,FDNY Baseball Cap,No,16.00,,,,NYPD . FDNY . DSNY,The classic FDNY hat. 100% cotton. Adjustable Velcro back. Part of our official N.Y.C. licensed collection.
04112,FDNY Baseball Cap,No,16.00,,,,Wear NYC,The classic FDNY hat. 100% cotton. Adjustable Velcro back. Part of our official N.Y.C. licensed collection.
18314,New York Crystal Apple,No,42.00,,,,Home Accents,Here is a perfect New York gift - An elegant mouth blown non-lead crystal apple. Handmade and finished with a hand applied leaf.   
18314,New York Crystal Apple,No,42.00,,,,Work Space,Here is a perfect New York gift - An elegant mouth blown non-lead crystal apple. Handmade and finished with a hand applied leaf.   
06095,The Married in NYC Mug,Yes,13.00,Black,,,CityStore Exclusives,Here  a great gift for someone who is getting married in NYC . Or a great anniversary gift for a couple who got married in NYC! One side of the mug features the official NYC logo on a heart; the other side reads  I got married in New York City .    Ceramic. Colors: red or black.  Comes in its own printed gift box!
06095,The Married in NYC Mug,Yes,13.00,Black,,,Home Accents,Here  a great gift for someone who is getting married in NYC . Or a great anniversary gift for a couple who got married in NYC! One side of the mug features the official NYC logo on a heart; the other side reads  I got married in New York City .    Ceramic. Colors: red or black.  Comes in its own printed gift box!
06095,The Married in NYC Mug,Yes,13.00,Black,,,Married in New York,Here  a great gift for someone who is getting married in NYC . Or a great anniversary gift for a couple who got married in NYC! One side of the mug features the official NYC logo on a heart; the other side reads  I got married in New York City .    Ceramic. Colors: red or black.  Comes in its own printed gift box!
06095,The Married in NYC Mug,Yes,13.00,Red,,,CityStore Exclusives,Here  a great gift for someone who is getting married in NYC . Or a great anniversary gift for a couple who got married in NYC! One side of the mug features the official NYC logo on a heart; the other side reads  I got married in New York City .    Ceramic. Colors: red or black.  Comes in its own printed gift box!
06095,The Married in NYC Mug,Yes,13.00,Red,,,Home Accents,Here  a great gift for someone who is getting married in NYC . Or a great anniversary gift for a couple who got married in NYC! One side of the mug features the official NYC logo on a heart; the other side reads  I got married in New York City .    Ceramic. Colors: red or black.  Comes in its own printed gift box!
06095,The Married in NYC Mug,Yes,13.00,Red,,,Married in New York,Here  a great gift for someone who is getting married in NYC . Or a great anniversary gift for a couple who got married in NYC! One side of the mug features the official NYC logo on a heart; the other side reads  I got married in New York City .    Ceramic. Colors: red or black.  Comes in its own printed gift box!
03177,The New York Squirrel,No,14.00,,,,NYC Kids,So New York! The New York squirrel is soft and cuddly with a fluffy tail! 6 inches high.   Ages 3+.
23070,The NYC Manhole Cover Trivet,No,29.00,,,,Home Accents,The NYC Manhole Cover as a fun yet practical trivet. Makes a great gift! Aluminum.  9 inch diameter.
03176,Small NYC Articulated Bus,No,15.00,,,,NYC Kids,New York City Articulated Bus with authentic details and equipped with opening doors. Made of durable plastic. Power friction. Official MTA licensed product.
03176,Small NYC Articulated Bus,No,15.00,,,,NYC Subway,New York City Articulated Bus with authentic details and equipped with opening doors. Made of durable plastic. Power friction. Official MTA licensed product.
01034,Greetings From Brooklyn (gold),No,2.00,,,,Stationery,"A vintage image. Postcard is 3 1/2 x 5 1 2 inches, just like the postcards of yesteryear!   Great to use for  SAVE THE DATE  cards."
01034,Greetings From Brooklyn (gold),No,2.00,,,,Married in New York,"A vintage image. Postcard is 3 1/2 x 5 1 2 inches, just like the postcards of yesteryear!   Great to use for  SAVE THE DATE  cards."
04116,Flower with Veil Headband,Yes,26.00,,,,Married in New York,"For your special day - A rose, wisps of feathers and a short front veil creates an elegant look. Made in USA."
15124,Grade Pending T-Shirt,Yes,19.00,,S,,CityStore Exclusives,"Not everyone is perfect   introducing the  Grade Pending  T-shirt.  Based on New York City  Health Department restaurant ratings inspection card.  100% cotton. CityStore Exclusive!    Available in sizes S,M,L,XL"
15124,Grade Pending T-Shirt,Yes,19.00,,S,,Wear NYC,"Not everyone is perfect   introducing the  Grade Pending  T-shirt.  Based on New York City  Health Department restaurant ratings inspection card.  100% cotton. CityStore Exclusive!    Available in sizes S,M,L,XL"
15124,Grade Pending T-Shirt,Yes,19.00,,M,,CityStore Exclusives,"Not everyone is perfect   introducing the  Grade Pending  T-shirt.  Based on New York City  Health Department restaurant ratings inspection card.  100% cotton. CityStore Exclusive!    Available in sizes S,M,L,XL"
15124,Grade Pending T-Shirt,Yes,19.00,,M,,Wear NYC,"Not everyone is perfect   introducing the  Grade Pending  T-shirt.  Based on New York City  Health Department restaurant ratings inspection card.  100% cotton. CityStore Exclusive!    Available in sizes S,M,L,XL"
15124,Grade Pending T-Shirt,Yes,19.00,,L,,CityStore Exclusives,"Not everyone is perfect   introducing the  Grade Pending  T-shirt.  Based on New York City  Health Department restaurant ratings inspection card.  100% cotton. CityStore Exclusive!    Available in sizes S,M,L,XL"
15124,Grade Pending T-Shirt,Yes,19.00,,L,,Wear NYC,"Not everyone is perfect   introducing the  Grade Pending  T-shirt.  Based on New York City  Health Department restaurant ratings inspection card.  100% cotton. CityStore Exclusive!    Available in sizes S,M,L,XL"
15124,Grade Pending T-Shirt,Yes,19.00,,XL,,CityStore Exclusives,"Not everyone is perfect   introducing the  Grade Pending  T-shirt.  Based on New York City  Health Department restaurant ratings inspection card.  100% cotton. CityStore Exclusive!    Available in sizes S,M,L,XL"
15124,Grade Pending T-Shirt,Yes,19.00,,XL,,Wear NYC,"Not everyone is perfect   introducing the  Grade Pending  T-shirt.  Based on New York City  Health Department restaurant ratings inspection card.  100% cotton. CityStore Exclusive!    Available in sizes S,M,L,XL"
08104,Grade Pending Toddler & Kids T-Shirt,Yes,15.00,,2T,,CityStore Exclusives,Not everyone is perfect   introducing the  Grade Pending  kids T-shirt.   Based on New York City  Health Department restaurant ratings inspection card.    100% cotton. A CityStore Exclusive.    Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08104,Grade Pending Toddler & Kids T-Shirt,Yes,15.00,,2T,,NYC Kids,Not everyone is perfect   introducing the  Grade Pending  kids T-shirt.   Based on New York City  Health Department restaurant ratings inspection card.    100% cotton. A CityStore Exclusive.    Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08104,Grade Pending Toddler & Kids T-Shirt,Yes,15.00,,XS,,CityStore Exclusives,Not everyone is perfect   introducing the  Grade Pending  kids T-shirt.   Based on New York City  Health Department restaurant ratings inspection card.    100% cotton. A CityStore Exclusive.    Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08104,Grade Pending Toddler & Kids T-Shirt,Yes,15.00,,XS,,NYC Kids,Not everyone is perfect   introducing the  Grade Pending  kids T-shirt.   Based on New York City  Health Department restaurant ratings inspection card.    100% cotton. A CityStore Exclusive.    Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08104,Grade Pending Toddler & Kids T-Shirt,Yes,15.00,,S,,CityStore Exclusives,Not everyone is perfect   introducing the  Grade Pending  kids T-shirt.   Based on New York City  Health Department restaurant ratings inspection card.    100% cotton. A CityStore Exclusive.    Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08104,Grade Pending Toddler & Kids T-Shirt,Yes,15.00,,S,,NYC Kids,Not everyone is perfect   introducing the  Grade Pending  kids T-shirt.   Based on New York City  Health Department restaurant ratings inspection card.    100% cotton. A CityStore Exclusive.    Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08104,Grade Pending Toddler & Kids T-Shirt,Yes,15.00,,M,,CityStore Exclusives,Not everyone is perfect   introducing the  Grade Pending  kids T-shirt.   Based on New York City  Health Department restaurant ratings inspection card.    100% cotton. A CityStore Exclusive.    Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08104,Grade Pending Toddler & Kids T-Shirt,Yes,15.00,,M,,NYC Kids,Not everyone is perfect   introducing the  Grade Pending  kids T-shirt.   Based on New York City  Health Department restaurant ratings inspection card.    100% cotton. A CityStore Exclusive.    Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08104,Grade Pending Toddler & Kids T-Shirt,Yes,15.00,,L,,CityStore Exclusives,Not everyone is perfect   introducing the  Grade Pending  kids T-shirt.   Based on New York City  Health Department restaurant ratings inspection card.    100% cotton. A CityStore Exclusive.    Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
08104,Grade Pending Toddler & Kids T-Shirt,Yes,15.00,,L,,NYC Kids,Not everyone is perfect   introducing the  Grade Pending  kids T-shirt.   Based on New York City  Health Department restaurant ratings inspection card.    100% cotton. A CityStore Exclusive.    Sizes: 2 T (toddler) XS (2-4) S (6-8) M (10-12) L (14-16).
10147,"Housing NYC: Rents, Markets and Trends 2012 Book",Yes,30.00,,,,Surveys & Reports,"This is the latest edition of the annual publication, Housing NYC: Rents, Markets and Trends. With the latest statistics on owner revenues and costs; economic trends; multi-family mortgages; housing supply changes; and tenant income and affordability, Housing NYC is a comprehensive compendium of research on the state of New York City  rental housing market.    Housing NYC: Rents, Markets and Trends 2012 encompasses all six NYC Rent Guidelines Board studies produced this year: Price Index of Operating Costs; Income and Expense Study; Housing Supply Report; Mortgage Survey Report; Income and Affordability Study; and Changes to the Rent Stabilized Housing Stock in NYC in 2011. In addition, the book contains 2012-2013 apartment, loft and hotel guidelines adopted by the Board; data from the 2011 NYC Housing and Vacancy Survey and a glossary of rent regulation terms.  From The New York City Rent Guidelines Board. Soft Cover."
