the_geom,Proj_Name,SIP_YR,DateComplt,SIP_Proj_T,Shape_Leng
"MULTILINESTRING ((-73.79101410790204 40.71143258430607, -73.79021544225252 40.71171704459737, -73.78941412077818 40.71199753223273, -73.78928334981543 40.712031728566444, -73.78914879665305 40.71205688567605, -73.78901209659575 40.712072709376095, -73.78900157491134 40.71207263606073, -73.78899105460997 40.712072499711006, -73.7889805356631 40.712072309331994, -73.78897000265775 40.7120720739006, -73.7889594603846 40.71207177541531, -73.78894892775001 40.71207142291594, -73.78893838463581 40.71207101636559, -73.78892784287626 40.71207055578595, -73.78891730010453 40.712070041172694, -73.78890676815494 40.712069472547526, -73.78889622575426 40.7120688408663, -73.78888568467984 40.712068164160904, -73.78887515327276 40.712067424436306, -73.78886461135765 40.71206663966583, -73.78885408147676 40.712065791880505, -73.78884356360152 40.712064890085436, -73.78883304708125 40.71206393426113, -73.78882252836553 40.71206292440103, -73.788812024051 40.712061851530436, -73.78880152934691 40.71206073365085, -73.78879103720975 40.712059552739134, -73.78878055468304 40.71205832681838, -73.7887700865576 40.71205703788714, -73.788759616237 40.71205569492017, -73.78874917091147 40.712054306972455, -73.78873873880386 40.71205285601208, -73.78872830450106 40.71205135101595, -73.78871789640543 40.7120497920362, -73.788707497949 40.712048179042355, -73.78869712572829 40.71204650305981, -73.78868675128395 40.71204478204662, -73.78867640304686 40.71204300704977, -73.78866607628335 40.71204117806062, -73.7886557627094 40.712039295063946, -73.78864546114157 40.7120373580576, -73.78863519643195 40.71203536708723, -73.78862492949891 40.71203333108616, -73.78861469945262 40.71203123211602, -73.788604482596 40.71202907913834, -73.78859429901878 40.71202688119525, -73.78858412863133 40.71202462924463, -73.78857398326791 40.712022323308325, -73.78856386056168 40.71201996338189, -73.7885537616675 40.71201755847267, -73.78854369847686 40.712015090592196, -73.78853364608068 40.71201257770502, -73.78852363169771 40.71201001986115, -73.78851365183485 40.71200739904383, -73.78850368394995 40.71200473322203, -73.78849375052806 40.712002022436984, -73.78848385396468 40.711999257688035, -73.78847398242551 40.71199643895342, -73.788464144166 40.711993575253416, -73.78845433093078 40.711990657567775, -73.78844455452553 40.71198769492332, -73.78843481258343 40.71198468731566, -73.78784678434671 40.711810832640275, -73.78742040839352 40.71184767852467, -73.78699598801758 40.71190160918727, -73.7865752878178 40.711972492844545, -73.78616005979524 40.71206007164294, -73.78575198421912 40.71216395254297, -73.78535272285939 40.71228361642129, -73.78446144510016 40.71249390494421, -73.78356075673962 40.712710787651645, -73.78262547354171 40.71293754867087, -73.78247043372225 40.71297658123033, -73.78236649931074 40.71300274281495, -73.78227126605054 40.71302512960166, -73.78178273985743 40.713139992609754, -73.78058892902355 40.71342817505117, -73.7804203407677 40.71346870990106, -73.77998005323407 40.713574571084884, -73.77972553694542 40.713635769532736, -73.77886957562167 40.7138492971949, -73.77800119765733 40.714051123901086, -73.77730633908472 40.714209316790786, -73.77712347023478 40.7142619941307, -73.77618628398253 40.714485574407064, -73.77571458410509 40.714598454259956, -73.7752992788314 40.7146963136446, -73.77444238271755 40.7149050428733, -73.77357135254394 40.71512009555407))",Hillside Avenue,2009,09/30/2009 12:00:00 AM +0000,-,5084.4496736
"MULTILINESTRING ((-73.94231176028285 40.608268197433446, -73.94154700874138 40.60758228886111, -73.94116729819577 40.60724379609607, -73.94050812638112 40.60664240257733, -73.94003133629997 40.60620314225961, -73.93920978609255 40.60547889812477, -73.93891592386335 40.60522294003645, -73.93867478536737 40.60500138225996, -73.937738105919 40.60416126787441, -73.93682747785826 40.60334437555721, -73.93655774230538 40.60309499844653, -73.93503274639613 40.601733790500894, -73.9344715882705 40.60123151172497, -73.93404788296125 40.60084817990725, -73.9332218476173 40.60010737255485, -73.93292657581209 40.59981792574832, -73.93140358654496 40.59847680598042, -73.92993757815543 40.5971468130224, -73.92973779247104 40.59697845537234, -73.92956858322029 40.596820265007906, -73.92866851055886 40.59602045075722, -73.92759936744778 40.59506077920983, -73.92653305130642 40.59410431428213, -73.92547147695436 40.59314878797703, -73.92440413350435 40.59218425173491, -73.92405498752959 40.59187170201933, -73.9233217790206 40.59121191493172, -73.92230792544001 40.59030820703122, -73.92095992085038 40.589095652194665, -73.91972510818317 40.58798727815574))",Gerritsen Avenue,2009,11/20/2009 12:00:00 AM +0000,-,9692.48922101
"MULTILINESTRING ((-73.98845696618721 40.607068565501166, -73.98825779469276 40.60713680396603, -73.98725486974362 40.607244188794596), (-73.98725486974362 40.607244188794596, -73.98702465164068 40.60603057497956), (-73.98725486974362 40.607244188794596, -73.98625770555516 40.60735601683819, -73.98533158846921 40.60745769824126), (-73.98737795249275 40.60812811745359, -73.98725486974362 40.607244188794596))",Ave P & Stillwell Ave,2009,04/20/2010 12:00:00 AM +0000,Traffic Network Changes - Pedestrian Safety,1652.10885729
"MULTILINESTRING ((-74.00164094247933 40.70954193776954, -74.0015193884799 40.709692342779, -74.00147140325903 40.70974655416156, -74.00141934739457 40.709814795534385, -74.0012825863439 40.70999405284477, -74.00123476651946 40.71005533313531))",Pearl Street - Pedestrian Improvements at Bk Bridge/FDR Ramps,2010,12/31/2010 12:00:00 AM +0000,Pedestrian Safety -,218.374215427
"MULTILINESTRING ((-73.83580031446861 40.849676816514055, -73.83490151426362 40.84961349869017, -73.83400089959237 40.84956039184899, -73.83310503005485 40.84947884725789, -73.83220760624457 40.84939377251515, -73.83130943927576 40.84930804134433, -73.83047687299909 40.849200661684534), (-73.84820090390748 40.86285666213923, -73.84726099257513 40.86284002334569, -73.84632209099033 40.86282290998448, -73.8453819490149 40.862803833254624))",St. Theresa & Mace Aves,2010,12/31/2010 12:00:00 AM +0000,Pedestrian Safety - School Safety,2263.5240934
"MULTILINESTRING ((-73.99433124226066 40.64060028840237, -73.99479539579934 40.64028848781158, -73.99551033806267 40.639809667223474, -73.99622742154253 40.63933119253762))",Fort Hamilton Parkway,2010,12/31/2010 12:00:00 AM +0000,Traffic Calming - Pedestrian Safety,700.513942895
"MULTILINESTRING ((-74.07789902230121 40.63809465320715, -74.07791965633413 40.6377525905596, -74.0768777377844 40.6356489991335, -74.0764456034665 40.63499655481051, -74.0763441302473 40.634682394997945, -74.07622468341485 40.63426865765845, -74.07629925093707 40.63396173008578, -74.07653707258065 40.633461711671, -74.07712251058209 40.632304585084334, -74.07749226805161 40.631570719122436, -74.07785238606724 40.63098033825056, -74.0783714221665 40.630405832222195, -74.07864275091852 40.6301087005384, -74.07913471676065 40.62957285982892, -74.07972492240032 40.62895068809087, -74.08037989022259 40.62826190157392, -74.08045421116634 40.628184620990666, -74.08051601917022 40.62809988381088, -74.08056350809964 40.62800951937594, -74.08059556724658 40.62791570774059, -74.08061179871389 40.62782070049694, -74.08061902240895 40.62772455590617, -74.08064690661378 40.627628675984695, -74.08069514857557 40.627536897145646, -74.08076183789507 40.62745285880677, -74.08082945843589 40.62739421804362, -74.08092108819278 40.627360615516025, -74.08115217669652 40.627338266519914, -74.0813678619663 40.62733612482733, -74.08165220387926 40.62735102946528, -74.08183352564309 40.62740084339527, -74.08202428403811 40.62743512534001, -74.08222094333273 40.627452545011266, -74.08241960214562 40.62745240277, -74.08261621812008 40.62743470151052, -74.0828068916078 40.62740014645756, -74.08298809016532 40.62735007296015, -74.08326107453591 40.627194742981196, -74.0834483781708 40.627064436991446, -74.08362236879483 40.62692257769865, -74.08378128807543 40.62677040015667, -74.08392362501357 40.62660935536817, -74.0840482103823 40.626441020159525, -74.08415419783304 40.62626711520139, -74.08496211805824 40.62462523257466, -74.08524991720972 40.62280087110902))",Van Duzer Street,2010,12/31/2010 12:00:00 AM +0000,Traffic Calming - Pedestrian Safety,6764.60055909
"MULTILINESTRING ((-73.94852318918727 40.74465861939905, -73.94745043043056 40.74510667737092, -73.94654282534634 40.74547059571793, -73.94618648493966 40.745612682822646, -73.94565042661112 40.74581819689421, -73.94489283784668 40.7461170023367, -73.94401935546786 40.74647915298787, -73.94321990333572 40.74679547882458, -73.94238175316144 40.74712173935197, -73.94145821493515 40.74745838727146, -73.94123466570596 40.74753880572825, -73.9406750294048 40.747738638394864, -73.93976832103301 40.748064718470275, -73.93917399528505 40.74827781716253, -73.93891575890312 40.74836991937218, -73.93790430399966 40.74873244468903, -73.93765825239132 40.74882020119786, -73.93739653854897 40.74891644044349))","Jackson Avenue - Streetscape, Medians and Plazas",2010,12/31/2010 12:00:00 AM +0000,Traffic Calming - Traffic Network Chng,3452.24377933
"MULTILINESTRING ((-73.92546270193564 40.66591675187242, -73.92374878637617 40.664377401794695, -73.92193009540951 40.66274459913908, -73.92012765752119 40.661122567735035, -73.9198910930473 40.66090577491873, -73.91974399553371 40.66077097218255, -73.91962827947113 40.660668269395906, -73.91829371954529 40.65948380687563, -73.91647481294547 40.657849124670136, -73.91465843151913 40.656214253108956, -73.91291169085947 40.654650068849115, -73.91253566866347 40.65430063487303, -73.91240351147358 40.65420125224103, -73.91232824414755 40.65413478172452, -73.91227142613074 40.65408349895244, -73.91214166960923 40.65396648571356, -73.91101629004088 40.65295137656027, -73.90951860880999 40.651585572479874, -73.90944846352663 40.6515215985183))",Rockaway Parkway - Traffic Calming & Bicycle Lanes,2010,10/01/2010 12:00:00 AM +0000,Traffic Calming - Pedestrian Safety,6873.93344864
"MULTILINESTRING ((-74.19398456950303 40.53087104554575, -74.193019767736 40.52949692311044, -74.19217464757793 40.52831459511946, -74.19114098228678 40.526859983568286, -74.18957782053619 40.524679726520326, -74.18846834815483 40.52312761548529))",Luten Avenue - Tottenville High School Safety Improvement,2010,04/09/2010 12:00:00 AM +0000,Traffic Calming - Pedestrian Safety,3210.98580801
"MULTILINESTRING ((-73.98577487481498 40.71772552227319, -73.9854103730888 40.71760687048466, -73.984934428099 40.71745193046623, -73.9840954491565 40.71720638270409, -73.98321379609776 40.71692432673126, -73.98242975706616 40.716682891040726, -73.98158396745148 40.71643570389096, -73.98074453129021 40.716184252167864, -73.97990410706576 40.715925797177626, -73.97906369172614 40.71566733604376, -73.97857164064376 40.715520192180506, -73.97821910221938 40.71541069601098, -73.97803823629707 40.715357378455295, -73.97740179560608 40.71516976003098, -73.97665038307092 40.71494518489155, -73.97658506231738 40.71492394659526, -73.97648038425217 40.7148912187207, -73.96120360730286 40.710253623334104))",Williamsburg Bridge Multi-Use Path Reconfiguration,2010,12/31/2010 12:00:00 AM +0000,Pedestrian Safety - Bike Network Dev,7335.73048491
"MULTILINESTRING ((-73.99748652067439 40.71400565454156, -73.99709223427242 40.71461839756269, -73.99679892519356 40.71503445257463, -73.99652605011227 40.7154741368242, -73.99605872737152 40.716231639976726), (-73.9940465294421 40.71427568476973, -73.99457797177402 40.71508676108672, -73.99427445670298 40.71562161347863))",Bowery - Traffic Calming with Green Center Median,2010,05/19/2010 12:00:00 AM +0000,Traffic Calming - Pedestrian Safety,1445.04664479
"MULTILINESTRING ((-73.90398200638354 40.646628566897085, -73.90343569573307 40.64614316229408, -73.90231269756677 40.645134704743214, -73.90138034126667 40.64429669771637, -73.90066994276535 40.64365991397178))",Rockaway Parkway & Glenwood Road,2010,04/30/2010 12:00:00 AM +0000,Pedestrian Safety - Bus Mobility,1419.35831947
"MULTILINESTRING ((-73.8969658907065 40.83434214643124, -73.89713156858946 40.83452617534222, -73.89728062960391 40.83472110320557, -73.897411337635 40.834925585902866, -73.89752218560243 40.8351381120272, -73.8976119785138 40.835356966933006, -73.89767988074607 40.83558033092876, -73.89772539350099 40.83580629726353, -73.89774842587177 40.83603292621818, -73.89774925201382 40.8362583486229, -73.89772850529174 40.836480725330084, -73.89768068413738 40.83673856649187, -73.89760937393554 40.83699543224874, -73.89751458079017 40.8372494945596, -73.89739666298969 40.83749890767267, -73.89725628471072 40.837741852210705, -73.8970944336696 40.837976628840984, -73.89691241526593 40.83820161775153, -73.89671177536748 40.838415377640914, -73.8964943061946 40.83861667634471, -73.89410150592037 40.842190302172604))",Crotona Avenue - Park Road Traffic Calming & Bicycle Lanes,2010,07/29/2010 12:00:00 AM +0000,Traffic Calming - Pedestrian Safety,3149.82929742
"MULTILINESTRING ((-73.98070684552481 40.61340218404609, -73.98018152348757 40.61063401042664, -73.97969735888483 40.60807736351544, -73.97927640806395 40.60594062061627, -73.97912671837972 40.60506865428288, -73.97882774025867 40.60347494595578, -73.97845696510899 40.60151838477672, -73.97838747269128 40.60115167009183, -73.97793319642216 40.598761921757145, -73.97750674194101 40.596506453439275, -73.97723924959416 40.595096146248316, -73.97710469935028 40.59438832663883, -73.9768955488338 40.59327644524561, -73.97663556369073 40.59199054496871, -73.9765127910552 40.59145264654233))",West 6th Street - Traffic Calming,2010,06/18/2010 12:00:00 AM +0000,Traffic Calming - Traffic Network Chng,8081.28336962
"MULTILINESTRING ((-73.9882889673487 40.685868694961, -73.98871156088164 40.685224617728764, -73.98912840752315 40.68458945343824, -73.9895566258146 40.683955666407435, -73.98999199309287 40.68331884362415, -73.99042374247104 40.68269393264419, -73.9908666399592 40.6820583047643, -73.99129654061524 40.681424880408144, -73.99172797101411 40.68079007672036, -73.99220483035148 40.68008640131571, -73.99258669086832 40.67952022094003, -73.99277972797147 40.67923475213605, -73.99294738655144 40.67899544181671, -73.99329539568326 40.6784794678228, -73.99372510867694 40.67784162158658), (-73.99046739483394 40.686727751928245, -73.9909031512233 40.68608242509846, -73.99133249790353 40.68544840653752, -73.9917617774243 40.684813152616734, -73.99219161652586 40.68417832032469, -73.99262292607446 40.68354371160054, -73.99305193255219 40.68290919112295, -73.99348050505978 40.68227427274605, -73.9939134460128 40.68164034352053, -73.99436819719537 40.68096151854957, -73.99465372828027 40.68054023107637, -73.9948895361477 40.68019983837983, -73.99513859214144 40.679825046097875, -73.99537354350541 40.6794824280731, -73.99567137873706 40.679045032792175, -73.99579394640001 40.678837459749964, -73.99608291338224 40.67825296399721, -73.99612861145175 40.67816150028209, -73.9964722852673 40.677438659270884, -73.9968279462861 40.6766942951996, -73.99714858471796 40.67604489738803, -73.99744702777417 40.67540002773137, -73.99776979507284 40.674741487908086, -73.99807658786477 40.674114608968104, -73.99838807080833 40.67347053929676, -73.99869452115038 40.672824576693095, -73.99881832242778 40.672574107850316))",Smith and Hoyt Streets,2010,06/29/2010 12:00:00 AM +0000,Traffic Calming - Bicycle Network Development,8953.85146024
"MULTILINESTRING ((-73.97041289494 40.67259372288127, -73.9708544076846 40.6718643642031, -73.97132526413769 40.67124822387645, -73.9718159456198 40.67062947494324, -73.97231720841116 40.670029096936005, -73.97281990566835 40.66942717806179, -73.97332284352846 40.668824922014004, -73.97382528606897 40.66822308865722, -73.97433093515471 40.667621233969285, -73.97483327691164 40.66702209675268, -73.97533714611474 40.666419094416504, -73.97583132217652 40.66581508011905, -73.9763338623758 40.6652136039331, -73.97684516795186 40.66460638198349, -73.97734253030248 40.664011897277106, -73.97784275079786 40.66340176896545, -73.9783494519854 40.66279901488456, -73.97885475867008 40.66220183156988, -73.97935060024479 40.6615948214645, -73.97965447669839 40.66124108974885))",Prospect Park West - Traffic Calming and Protected Bicycle Path,2010,06/25/2010 12:00:00 AM +0000,Traffic Calming - Pedestrian Safety,4868.88104012
