Levy Year,School District Name,School District Code,Number of Basic Exemptions,Amount of Basic Reimbursement ,Number of Enhanced Exemptions,Amount of Enhanced Reimbursement ,Total Amount of Reimbursement ,Data Preparation Date
2004,Tioga,493603,1172,472470,349,211356,683826,03/15/2016
2004,Ithaca,500700,8054,5043762,1642,1481670,6525432,03/15/2016
2004,Dryden,502401,2377,1755873,548,537103,2292976,03/15/2016
2004,Groton,502801,1277,844158,313,294610,1138768,03/15/2016
2004,Lansing,503201,1614,981383,336,314002,1295385,03/15/2016
2004,Newfield,503401,1042,677823,258,192552,870375,03/15/2016
2004,Trumansburg,503601,1640,1033028,391,355104,1388132,03/15/2016
2004,Kingston,510800,8238,5628490,2910,3144597,8773087,03/15/2016
2004,Highland,513203,2165,1620740,523,626358,2247098,03/15/2016
2004,Rondout Valley,513401,3542,3003588,965,1215884,4219472,03/15/2016
2004,Marlboro,513601,2175,1284373,504,465361,1749734,03/15/2016
2004,New Paltz,513801,3086,2122363,616,695096,2817459,03/15/2016
2004,Onteora,514001,3300,1842796,1140,958642,2801438,03/15/2016
2004,Saugerties,514801,4179,2826634,1248,1338523,4165157,03/15/2016
2004,Wallkill,515201,3698,2884163,856,890157,3774320,03/15/2016
2004,Ellenville,515602,1540,1306944,573,629997,1936941,03/15/2016
2004,Glens Falls,520500,2723,1616689,830,812153,2428842,03/15/2016
2004,Bolton,522001,401,88955,146,52125,141080,03/15/2016
2004,Lake George,522201,1468,443736,428,207090,650826,03/15/2016
2004,North Warren,522402,978,350340,434,243751,594091,03/15/2016
2004,Johnsburg,523001,562,301761,241,198065,499826,03/15/2016
2004,Hadley-Luzerne,523201,1193,530061,484,329076,859137,03/15/2016
2004,Queensbury,523402,4233,2364969,1001,873813,3238782,03/15/2016
2004,Glens Falls Common,523418,238,90207,99,65674,155881,03/15/2016
2004,Warrensburg,524001,1187,788837,394,397005,1185842,03/15/2016
2004,Argyle,532001,848,530706,244,236276,766982,03/15/2016
2004,Fort Ann,532802,718,528897,212,249848,778745,03/15/2016
2004,Fort Edward,533001,516,390631,215,260159,650790,03/15/2016
2004,Granville,533201,1441,917638,494,464344,1381982,03/15/2016
2004,Greenwich,533401,1349,863686,469,479277,1342963,03/15/2016
2004,Hartford,533801,678,476443,176,187699,664142,03/15/2016
2004,Hudson Falls,534401,2459,1654105,935,948588,2602693,03/15/2016
2004,Putnam,534601,158,43113,55,23928,67041,03/15/2016
2004,Salem,534801,838,494310,303,279322,773632,03/15/2016
2004,Cambridge,535010,1261,735313,516,452569,1187882,03/15/2016
2004,Whitehall,535201,857,431560,412,280481,712041,03/15/2016
2004,Newark,542001,2701,1929600,944,1057473,2987073,03/15/2016
2004,Clyde-Savannah,542401,1108,823679,460,490310,1313989,03/15/2016
2004,Lyons,542801,1138,677108,453,380694,1057802,03/15/2016
2004,Gananda,543002,1372,1163877,89,122789,1286666,03/15/2016
2004,Marion,543201,1323,986210,272,316190,1302400,03/15/2016
2004,Wayne,543401,3545,2483668,630,705677,3189345,03/15/2016
2004,Palmyra-Macedon,543601,2563,2134404,658,836076,2970480,03/15/2016
2004,Sodus,544201,1578,1080808,541,535352,1616160,03/15/2016
2004,Williamson,544602,1512,1129943,399,479088,1609031,03/15/2016
2004,North Rose-Wolcott,544801,1898,1090901,705,573211,1664112,03/15/2016
2004,Red Creek,544803,1189,552614,395,269904,822518,03/15/2016
2004,Mount Vernon,550800,4949,11216797,1558,5343249,16560046,03/15/2016
2004,New Rochelle,551000,8475,15971761,1544,4826030,20797791,03/15/2016
2004,Peekskill,551200,3004,6513765,632,1936459,8450224,03/15/2016
2004,Rye,551400,3016,3419777,398,787416,4207193,03/15/2016
2004,White Plains,551700,6545,12918694,1151,3312958,16231652,03/15/2016
2004,Yonkers,551800,16331,25640781,4368,10577072,36217853,03/15/2016
2004,Katonah-Lewisboro,552001,4823,7656751,481,1306105,8962856,03/15/2016
2004,Bedford,552002,4880,5493789,664,1252213,6746002,03/15/2016
2004,Croton-Harmon,552202,2133,4382147,318,991794,5373941,03/15/2016
2004,Hendrick Hudson,552203,3322,5387075,526,1138568,6525643,03/15/2016
2004,Eastchester,552401,2934,6037467,711,2182934,8220401,03/15/2016
2004,Tuckahoe,552402,1167,2025172,245,643989,2669161,03/15/2016
2004,Bronxville,552403,1153,2216142,66,358599,2574741,03/15/2016
2004,Tarrytowns,552601,2314,4556120,461,1445544,6001664,03/15/2016
2004,Irvington,552602,1769,3424043,212,740050,4164093,03/15/2016
2004,Dobbs Ferry,552603,1462,3520377,212,847447,4367824,03/15/2016
2004,Hastings On Hudson,552604,1601,3959783,309,1210117,5169900,03/15/2016
2004,Ardsley,552605,2437,4360156,357,1050377,5410533,03/15/2016
2004,Edgemont,552606,1634,3432540,118,418563,3851103,03/15/2016
2004,Greenburgh,552607,4048,6342193,882,2034140,8376333,03/15/2016
2004,Elmsford,552609,1249,1878986,327,791255,2670241,03/15/2016
2004,Harrison,552801,3603,3307128,707,1234796,4541924,03/15/2016
2004,Mamaroneck,553201,4614,6348966,661,1587060,7936026,03/15/2016
2004,Mount Pleasant,553401,2670,3796141,676,1623395,5419536,03/15/2016
2004,Pocantico Hills,553402,452,328335,90,100164,428499,03/15/2016
2004,Valhalla,553405,1770,2988097,438,1268068,4256165,03/15/2016
2004,Pleasantville,553409,1894,3695361,335,1052482,4747843,03/15/2016
2004,Chappaqua,553604,4362,6823576,226,631933,7455509,03/15/2016
2004,Byram Hills,553801,2924,3366567,241,524979,3891546,03/15/2016
2004,North Salem,554001,1887,2670665,227,488847,3159512,03/15/2016
2004,Ossining,554201,5554,11405810,830,2705836,14111646,03/15/2016
2004,Briarcliff Manor,554202,1658,3572736,117,412953,3985689,03/15/2016
2004,Pelham,554401,2442,3604323,342,842870,4447193,03/15/2016
2004,Rye Neck,554801,1504,2394859,331,856584,3251443,03/15/2016
2004,Port Chester-Rye,554804,2777,4165234,1050,2435437,6600671,03/15/2016
2004,Blind Brook-Rye,554805,1640,2449485,176,437024,2886509,03/15/2016
2004,Scarsdale,555001,4604,6093201,217,512011,6605212,03/15/2016
2004,Somers,555201,4618,6245923,1040,2272219,8518142,03/15/2016
2004,Lakeland,555401,8333,16589140,1642,4377871,20967011,03/15/2016
2004,Yorktown,555402,5125,9728297,629,1935035,11663332,03/15/2016
2004,Attica,562201,2258,1209949,637,552616,1762565,03/15/2016
2004,Letchworth,562601,1404,750823,396,320414,1071237,03/15/2016
2004,Wyoming,563802,451,232749,92,75625,308374,03/15/2016
2004,Perry,564201,1252,684697,436,377916,1062613,03/15/2016
2004,Warsaw,564801,1355,921218,413,447819,1369037,03/15/2016
2004,Penn Yan,573001,2838,1225426,1159,766965,1992391,03/15/2016
2004,Dundee,573401,1135,530981,459,309105,840086,03/15/2016
2004,New York City School,650000,540457,118009441,97990,33849054,151858495,03/15/2016
2003,Albany,010100,9522,5964829,3815,3637539,9602368,03/15/2016
2003,Cohoes,010300,1942,1393770,847,907819,2301589,03/15/2016
2003,Watervliet,011800,1204,629850,558,450582,1080432,03/15/2016
2003,Berne-Knox-Westerlo,012001,1551,1076180,345,363164,1439344,03/15/2016
2003,Bethlehem,012206,6621,4879107,1164,1401812,6280919,03/15/2016
2003,Ravena-Coeymans-Selkirk,012402,2640,1615032,714,671287,2286319,03/15/2016
2003,South Colonie,012601,8269,4059180,2828,2223000,6282180,03/15/2016
2003,North Colonie,012605,7080,3161521,1714,1243127,4404648,03/15/2016
2003,Menands,012615,359,151307,114,76187,227494,03/15/2016
2003,Maplewood,012622,86,41283,62,45345,86628,03/15/2016
2003,Green Island,012801,259,199044,145,180232,379276,03/15/2016
2003,Guilderland,013002,6997,4357566,1491,1519672,5877238,03/15/2016
2003,Voorheesville,013403,1916,1286910,360,399778,1686688,03/15/2016
2003,Alfred-Almond,022001,829,610532,275,299910,910442,03/15/2016
2003,Andover,023001,457,370625,164,190698,561323,03/15/2016
2003,Genesee Valley,023202,701,315329,377,233162,548491,03/15/2016
2003,Belfast,023401,416,208974,173,115774,324748,03/15/2016
2003,Canaseraga,024002,387,211805,141,108262,320067,03/15/2016
2003,Cuba-Rushford,024801,1251,752388,528,460886,1213274,03/15/2016
2003,Friendship,025001,336,263490,163,160382,423872,03/15/2016
2003,Fillmore,025801,762,356283,253,168940,525223,03/15/2016
2003,Whitesville,026001,227,143420,100,79288,222708,03/15/2016
2003,Scio,026601,488,357837,186,186578,544415,03/15/2016
2003,Wellsville,027001,1642,947765,824,660506,1608271,03/15/2016
2003,Bolivar-Richburg,027602,970,393801,352,187564,581365,03/15/2016
2003,Binghamton,030200,5607,3538969,2777,2446542,5985511,03/15/2016
2003,Chenango Forks,032001,2161,1558336,596,651033,2209369,03/15/2016
2003,South Mountain-Hickory,032201,133,32698,25,10244,42942,03/15/2016
2003,Harpursville,032601,1109,535249,309,219869,755118,03/15/2016
2003,Susquehanna Valley,032801,2403,1906056,842,1019389,2925445,03/15/2016
2003,Chenango Valley,033001,2560,1820903,1182,1332689,3153592,03/15/2016
2003,Maine-Endwell,033801,3363,3258339,1379,1958209,5216548,03/15/2016
2003,Deposit,034201,692,364460,313,245101,609561,03/15/2016
2003,Whitney Point,034401,1676,937583,474,396076,1333659,03/15/2016
2003,Union-Endicott,034601,5320,4909143,2444,3388146,8297289,03/15/2016
2003,Johnson City,034602,2910,2171965,1681,1729131,3901096,03/15/2016
2003,Vestal,034801,5593,4436474,1817,2186259,6622733,03/15/2016
2003,Windsor,035001,2086,1351873,664,652755,2004628,03/15/2016
2003,Olean,041200,2775,1515713,1243,883954,2399667,03/15/2016
2003,Salamanca,041600,1137,472073,572,278527,750600,03/15/2016
2003,Allegany-Limestone,042001,1542,687889,520,320069,1007958,03/15/2016
2003,West Valley,042204,525,330850,167,157444,488294,03/15/2016
2003,Ellicottville,043601,717,284461,251,154341,438802,03/15/2016
2003,Franklinville,044001,889,499312,340,256279,755591,03/15/2016
2003,Hinsdale,044601,574,284589,221,151987,436576,03/15/2016
2003,Cattaraugus - Little Valley,046402,1460,803585,520,394625,1198210,03/15/2016
2003,Gowanda,047201,1459,813857,647,537433,1351290,03/15/2016
2003,Portville,047401,1103,647995,378,326742,974737,03/15/2016
2003,Randolph,047601,1206,488015,421,238795,726810,03/15/2016
2003,Yorkshire-Pioneer,048401,3122,1362715,970,614466,1977181,03/15/2016
2003,Auburn,050100,5016,3121801,2392,2229441,5351242,03/15/2016
2003,Weedsport,052201,1235,736449,250,337893,1074342,03/15/2016
2003,Cato-Meridian,052401,1407,854030,322,286571,1140601,03/15/2016
2003,Southern Cayuga,053001,1241,674147,394,323841,997988,03/15/2016
2003,Port Byron,053801,1400,921209,458,432731,1353940,03/15/2016
2003,Moravia,054201,1428,677166,342,240505,917671,03/15/2016
2003,Union Springs,055401,1243,925279,408,465474,1390753,03/15/2016
2003,Dunkirk,060300,2266,1782570,1282,1399982,3182552,03/15/2016
2003,Jamestown,060800,4831,2614669,1927,1415110,4029779,03/15/2016
2003,Southwestern,062201,2293,1511479,794,809623,2321102,03/15/2016
2003,Frewsburg,062401,1044,673594,358,355887,1029481,03/15/2016
2003,Cassadaga Valley,062601,1407,733161,498,378901,1112062,03/15/2016
2003,Chautauqua Lake,062803,1212,366846,442,213926,580772,03/15/2016
2003,Pine Valley,063001,816,581357,291,299359,880716,03/15/2016
2003,Clymer,063201,601,274091,245,176584,450675,03/15/2016
2003,Bemus Point,063601,1150,586622,414,320484,907106,03/15/2016
2003,Falconer,063801,1545,971221,534,512998,1484219,03/15/2016
2003,Silver Creek,064601,1238,733845,507,447787,1181632,03/15/2016
2003,Forestville,064603,849,441064,302,240738,681802,03/15/2016
2003,Panama,064801,808,455532,245,205343,660875,03/15/2016
2003,Fredonia,065801,2082,1349167,740,776872,2126039,03/15/2016
2003,Brocton,066001,793,622166,285,318467,940633,03/15/2016
2003,Ripley,066201,424,311937,177,175934,487871,03/15/2016
2003,Sherman,066601,539,289404,134,106589,395993,03/15/2016
2003,Westfield,067201,1021,738091,365,396396,1134487,03/15/2016
2003,Elmira,070400,7451,4487816,3265,2851375,7339191,03/15/2016
2003,Horseheads,073401,5362,3063302,1908,1728946,4792248,03/15/2016
2003,Elmira Heights,073402,1197,698368,606,538538,1236906,03/15/2016
2003,Norwich,081100,2218,1505361,824,776198,2281559,03/15/2016
2003,Afton,082001,820,561729,308,311528,873257,03/15/2016
2003,Bainbridge-Guilford,082201,1110,692037,401,359202,1051239,03/15/2016
2003,Greene,083001,1476,952350,458,451715,1404065,03/15/2016
2003,Unadilla Valley,083803,1091,539367,391,269123,808490,03/15/2016
2003,Georgetown-So Otselic Valley,084401,536,318408,129,97697,416105,03/15/2016
2003,Oxford Academy,084601,1061,671835,399,360542,1032377,03/15/2016
2003,Sherburne-Earlville,085601,1672,968917,585,500067,1468984,03/15/2016
2003,Plattsburgh,091300,1994,1369029,749,807554,2176583,03/15/2016
2003,Ausable Valley,092201,1859,947117,679,474523,1421640,03/15/2016
2003,Beekmantown,092401,2576,1252948,737,510268,1763216,03/15/2016
2003,Northeastern Clinton,092801,1950,1313392,580,552164,1865556,03/15/2016
2003,Chazy,093001,706,452803,180,171334,624137,03/15/2016
2003,Northern Adirondack,093601,1367,499912,426,205734,705646,03/15/2016
2003,Peru,094001,2575,1293223,548,408825,1702048,03/15/2016
2003,Saranac,094401,2225,1283823,663,567760,1851583,03/15/2016
2003,Hudson,100600,1956,1173296,1042,921832,2095128,03/15/2016
2003,Taconic Hills,102801,1980,910230,830,605556,1515786,03/15/2016
2003,Germantown,103602,835,442010,333,282321,724331,03/15/2016
2003,Chatham,103801,1825,938581,561,480778,1419359,03/15/2016
2003,Kinderhook,104401,2863,1535894,742,626601,2162495,03/15/2016
2003,New Lebanon,104801,861,473152,234,199857,673009,03/15/2016
2003,Cortland,110200,2951,1598938,1138,972356,2571294,03/15/2016
2003,Cincinnatus,112001,714,326345,245,149372,475717,03/15/2016
2003,Mc Graw,112204,711,375882,228,181890,557772,03/15/2016
2003,Homer,113001,2700,1750841,750,753185,2504026,03/15/2016
2003,Marathon,113401,892,569388,289,265583,834971,03/15/2016
2003,Andes,122002,236,92460,150,93273,185733,03/15/2016
2003,Downsville,122401,371,144118,213,115265,259383,03/15/2016
2003,Charlotte Valley,122601,553,265743,229,166358,432101,03/15/2016
2003,Delhi,122801,1178,594925,535,433623,1028548,03/15/2016
2003,Franklin,123201,443,211424,155,116416,327840,03/15/2016
2003,Hancock,123606,449,270927,245,209683,480610,03/15/2016
2003,Margaretville,124601,670,231045,344,187794,418839,03/15/2016
2003,Roxbury,124802,525,282221,265,212770,494991,03/15/2016
2003,Sidney,125001,1390,979218,681,710798,1690016,03/15/2016
2003,Stamford,125201,545,438873,202,248111,686984,03/15/2016
2003,South Kortright,125202,474,244207,227,185028,429235,03/15/2016
2003,Walton,125601,1166,477137,505,317851,794988,03/15/2016
2003,Beacon,130200,2903,1886876,898,948742,2835618,03/15/2016
2003,Poughkeepsie,131300,2657,1743424,1030,1056266,2799690,03/15/2016
2003,Dover,132602,1450,1350785,304,482523,1833308,03/15/2016
2003,Hyde Park,133201,5212,4115383,1480,1807930,5923313,03/15/2016
2003,Northeast,133801,920,569205,312,312624,881829,03/15/2016
2003,Pawling,134001,1684,1210797,354,422470,1633267,03/15/2016
2003,Pine Plains,134201,1716,871653,519,411630,1283283,03/15/2016
2003,Arlington,134601,10602,7690171,1836,2181356,9871527,03/15/2016
2003,Spackenkill,134602,1798,1275159,429,488742,1763901,03/15/2016
2003,Red Hook,134801,2082,1608026,610,769158,2377184,03/15/2016
2003,Rhinebeck,135001,1702,1039512,497,485727,1525239,03/15/2016
2003,Wappingers,135601,14198,7714132,3104,2790423,10504555,03/15/2016
2003,Millbrook,135801,1367,645290,324,255952,901242,03/15/2016
2003,Buffalo,140200,28153,11696128,10444,5538326,17234454,03/15/2016
2003,Lackawanna,140900,2085,590810,1563,579833,1170643,03/15/2016
2003,Tonawanda,141600,3062,1695658,1417,1228993,2924651,03/15/2016
2003,Alden,142001,2575,1690168,811,843952,2534120,03/15/2016
2003,Amherst,142201,5446,3661120,1552,1646250,5307370,03/15/2016
2003,Williamsville,142203,15783,9264589,3551,3314134,12578723,03/15/2016
2003,Sweet Home,142207,5088,2064805,2121,1410354,3475159,03/15/2016
2003,East Aurora,142401,2778,1486910,853,743533,2230443,03/15/2016
2003,Cheektowaga,143001,3429,1730949,1968,1467688,3198637,03/15/2016
2003,Cheektowaga-Maryvale,143002,3364,1719663,2229,1808755,3528418,03/15/2016
2003,Cleveland Hill,143003,2270,1642415,1113,1275658,2918073,03/15/2016
2003,Depew,143007,3299,2220572,1220,1323030,3543602,03/15/2016
2003,Cheektowaga-Sloan,143009,2095,1561401,1583,1889385,3450786,03/15/2016
2003,Clarence,143201,5810,2920804,1385,1003559,3924363,03/15/2016
2003,Springville-Griffith,143801,2844,1632189,885,788469,2420658,03/15/2016
2003,Eden,144001,2269,1091686,667,525542,1617228,03/15/2016
2003,Iroquois,144201,3942,1671695,1222,839260,2510955,03/15/2016
2003,Evans-Brant,144401,4002,2381100,1095,928873,3309973,03/15/2016
2003,Grand Island,144601,4525,2761794,949,925103,3686897,03/15/2016
2003,Hamburg,144801,5235,2709704,1501,1287370,3997074,03/15/2016
2003,Frontier,144804,7212,3322335,2290,1604798,4927133,03/15/2016
2003,Holland,145001,1592,684319,385,270190,954509,03/15/2016
2003,Lancaster,145201,8696,4344930,2711,2086622,6431552,03/15/2016
2003,Akron,145601,1825,932914,589,419892,1352806,03/15/2016
2003,North Collins,145801,897,515227,303,273048,788275,03/15/2016
2003,Orchard Park,146001,7297,3902499,1703,1488297,5390796,03/15/2016
2003,Kenmore,146401,13989,8922708,6612,6843048,15765756,03/15/2016
2003,West Seneca,146801,11447,6089710,4872,4067718,10157428,03/15/2016
2003,Crown Point,152203,396,156978,169,100307,257285,03/15/2016
2003,Elizabethtown-Lewis,152401,503,258509,167,133318,391827,03/15/2016
2003,Keene,153001,246,88056,85,49597,137653,03/15/2016
2003,Minerva,153401,216,121107,84,71034,192141,03/15/2016
2003,Moriah,153601,882,383777,502,298245,682022,03/15/2016
2003,Newcomb,153801,123,9237,68,7537,16774,03/15/2016
2003,Lake Placid,154002,1113,391765,329,169579,561344,03/15/2016
2003,Schroon Lake,154601,412,115469,208,91710,207179,03/15/2016
2003,Ticonderoga,154801,1120,371905,489,249895,621800,03/15/2016
2003,Westport,155001,324,184536,112,99609,284145,03/15/2016
2003,Willsboro,155201,494,240814,260,189315,430129,03/15/2016
2003,Tupper Lake,162001,1259,514355,520,266136,780491,03/15/2016
2003,Chateaugay,163401,697,369505,230,167489,536994,03/15/2016
2003,Salmon River,164201,775,354629,289,189356,543985,03/15/2016
2003,Saranac Lake,164601,2107,828789,637,360763,1189552,03/15/2016
2003,Malone,164801,2886,1558825,1079,794683,2353508,03/15/2016
2003,Brushton-Moira,165001,893,456714,323,232365,689079,03/15/2016
2003,St. Regis Falls,165401,434,185634,168,98922,284556,03/15/2016
2003,Gloversville,170500,3091,1932450,1429,1133003,3065453,03/15/2016
2003,Johnstown,170800,2110,1202571,772,650741,1853312,03/15/2016
2003,Broadalbin-Perth,172201,2141,879089,689,438901,1317990,03/15/2016
2003,Wheelerville,172401,348,166869,135,100113,266982,03/15/2016
2003,Mayfield,173001,1341,701446,474,368451,1069897,03/15/2016
2003,Northville,173201,615,288759,274,190697,479456,03/15/2016
2003,Oppenheim-Ephratah,173401,601,361025,185,151179,512204,03/15/2016
2003,Batavia,180200,2981,2096994,1168,1270472,3367466,03/15/2016
2003,Alexander,182202,1151,900893,322,387336,1288229,03/15/2016
2003,Byron-Bergen,183001,1558,1155183,433,441394,1596577,03/15/2016
2003,Elba,183401,594,453631,174,212174,665805,03/15/2016
2003,Le Roy,183601,1647,1084162,519,534058,1618220,03/15/2016
2003,Oakfield-Alabama,183801,1085,829644,385,453897,1283541,03/15/2016
2003,Pavilion,184001,1147,813826,264,286160,1099986,03/15/2016
2003,Pembroke,184202,1428,906357,448,435398,1341755,03/15/2016
2003,Cairo-Durham,192401,1692,762740,712,503378,1266118,03/15/2016
2003,Catskill,192601,2059,1231298,800,739559,1970857,03/15/2016
2003,Coxsackie-Athens,192801,1822,1035179,600,528439,1563618,03/15/2016
2003,Greenville,193201,1730,1118589,606,619595,1738184,03/15/2016
2003,Hunter-Tannersville,193601,661,292533,291,199092,491625,03/15/2016
2003,Windham-Ashland-Jewett,194601,556,191847,262,144106,335953,03/15/2016
2003,Piseco,202001,80,8016,38,6427,14443,03/15/2016
2003,Indian Lake,202601,318,90247,159,71772,162019,03/15/2016
2003,Inlet,202801,89,12055,41,9151,21206,03/15/2016
2003,Lake Pleasant,203001,190,57127,97,46296,103423,03/15/2016
2003,Long Lake,203201,165,38065,103,37210,75275,03/15/2016
2003,Raquette Lake,203202,26,1525,13,1299,2824,03/15/2016
2003,Wells,203601,223,89388,120,75780,165168,03/15/2016
2003,Little Falls,210900,1198,805293,652,623361,1428654,03/15/2016
2003,West Canada Valley,212402,972,489390,301,232887,722277,03/15/2016
2003,Frankfort-Schuyler,212602,1284,809621,598,584799,1394420,03/15/2016
2003,Ilion,212801,1580,646263,608,378294,1024557,03/15/2016
2003,Mohawk,212802,1055,569101,446,363873,932974,03/15/2016
2003,Herkimer,213001,1442,854081,832,686572,1540653,03/15/2016
2003,Dolgeville,213602,998,417119,431,249732,666851,03/15/2016
2003,Poland,213803,885,372575,292,189386,561961,03/15/2016
2003,Van Hornesville-Owen D. Young,215001,313,190936,120,112352,303288,03/15/2016
2003,Town Of Webb,215401,557,111734,273,86647,198381,03/15/2016
2003,Mount Markham,215601,1454,1002325,444,454057,1456382,03/15/2016
2003,Watertown,221800,3456,1415905,1431,850104,2266009,03/15/2016
2003,South Jefferson,222001,1994,835116,548,328528,1163644,03/15/2016
2003,Alexandria,222202,778,289663,279,157065,446728,03/15/2016
2003,Indian River,222401,1564,306138,419,111353,417491,03/15/2016
2003,General Brown,222601,1724,668932,511,300649,969581,03/15/2016
2003,Thousand Islands,223201,1398,655949,602,423840,1079789,03/15/2016
2003,Belleville-Henderson,223402,647,194973,300,132427,327400,03/15/2016
2003,Sackets Harbor,223801,544,271382,186,139741,411123,03/15/2016
2003,Lyme,224401,469,196475,245,157567,354042,03/15/2016
2003,La Fargeville,224601,556,220289,157,90840,311129,03/15/2016
2003,Carthage,226001,2300,1273896,787,622131,1896027,03/15/2016
2003,Copenhagen,232201,546,204345,138,77349,281694,03/15/2016
2003,Harrisville,232401,538,306589,192,131692,438281,03/15/2016
2003,Lowville,233601,1510,649850,549,330894,980744,03/15/2016
2003,South Lewis,234001,1454,632916,561,327185,960101,03/15/2016
2003,Beaver River,234401,1174,411882,366,182738,594620,03/15/2016
2003,Avon,242001,1167,912552,326,397308,1309860,03/15/2016
2003,Caledonia-Mumford,242201,1303,806245,355,350574,1156819,03/15/2016
2003,Geneseo,242601,1322,730984,321,287318,1018302,03/15/2016
2003,Livonia,243401,2531,1495300,572,524896,2020196,03/15/2016
2003,Mount Morris,243601,619,428598,255,264011,692609,03/15/2016
2003,Dansville,243801,2071,1039781,682,517970,1557751,03/15/2016
2003,Dalton-Nunda,244001,1141,785147,340,338103,1123250,03/15/2016
2003,York,245201,1105,605578,321,275474,881052,03/15/2016
2003,Oneida,251200,2712,1485893,931,784552,2270445,03/15/2016
2003,Brookfield,252009,296,144568,81,56570,201138,03/15/2016
2003,Cazenovia,252201,2170,1256650,525,487155,1743805,03/15/2016
2003,De Ruyter,252401,530,324710,184,161726,486436,03/15/2016
2003,Morrisville-Eaton,252601,953,512471,236,181883,694354,03/15/2016
2003,Hamilton,253201,894,522405,243,218221,740626,03/15/2016
2003,Canastota,253601,1827,1079024,654,591271,1670295,03/15/2016
2003,Madison,254001,608,403219,187,176912,580131,03/15/2016
2003,Stockbridge Valley,254601,515,285114,164,134435,419549,03/15/2016
2003,Chittenango,254801,3093,2184303,758,772235,2956538,03/15/2016
2003,Rochester,261400,25498,10928198,5545,3344637,14272835,03/15/2016
2003,Brighton,262001,5134,3749133,957,1152634,4901767,03/15/2016
2003,Gates-Chili,262601,7705,5573565,2859,3288546,8862111,03/15/2016
2003,Greece,262801,18161,12266661,5411,5906288,18172949,03/15/2016
2003,East Irondequoit,263401,6172,4725131,2687,3254369,7979500,03/15/2016
2003,West Irondequoit,263403,6200,5495914,2040,2974325,8470239,03/15/2016
2003,Honeoye Falls-Lima,263601,3180,2221882,509,585630,2807512,03/15/2016
2003,Spencerport,263801,5116,3848923,1214,1468498,5317421,03/15/2016
2003,Hilton,264001,5992,4063045,1133,1246659,5309704,03/15/2016
2003,Penfield,264201,7864,6139952,1473,1856300,7996252,03/15/2016
2003,Fairport,264401,9535,6229094,1951,2052684,8281778,03/15/2016
2003,East Rochester,264413,1645,1161587,665,709828,1871415,03/15/2016
2003,Pittsford,264601,8270,5406840,1058,1138048,6544888,03/15/2016
2003,Churchville-Chili,264801,5398,3951965,1213,1430093,5382058,03/15/2016
2003,Rush-Henrietta,265001,7962,4751852,2049,1989935,6741787,03/15/2016
2003,Brockport,265201,4741,3268899,782,845964,4114863,03/15/2016
2003,Webster,265401,11827,7594829,2938,3073771,10668600,03/15/2016
2003,Wheatland-Chili,265601,1276,967284,384,455309,1422593,03/15/2016
2003,Amsterdam,270100,3845,2779504,2109,2280121,5059625,03/15/2016
2003,Canajoharie,272201,1156,693566,465,431629,1125195,03/15/2016
2003,Fonda-Fultonville,272801,1757,1197149,595,559951,1757100,03/15/2016
2003,Fort Plain,273001,949,815224,393,477362,1292586,03/15/2016
2003,St. Johnsville,273802,564,297399,298,219076,516475,03/15/2016
2003,Glen Cove,280500,3123,2808988,1196,1650375,4459363,03/15/2016
2003,Long Beach,281000,6580,4338397,1034,1312827,5651224,03/15/2016
2003,Hempstead,282001,2695,4073303,494,1281123,5354426,03/15/2016
2003,Uniondale,282002,4516,3882868,871,1342494,5225362,03/15/2016
2003,East Meadow,282003,10294,10689339,2972,4863292,15552631,03/15/2016
2003,North Bellmore,282004,5564,5442472,1228,2145624,7588096,03/15/2016
2003,Levittown,282005,10502,13840722,2340,5618790,19459512,03/15/2016
2003,Seaford,282006,3689,3519891,842,1406619,4926510,03/15/2016
2003,Bellmore,282007,2980,2854682,507,854153,3708835,03/15/2016
2003,Roosevelt,282008,2046,2262742,349,686451,2949193,03/15/2016
2003,Freeport,282009,5147,6365766,928,2004989,8370755,03/15/2016
2003,Baldwin,282010,6810,7857719,1109,2226302,10084021,03/15/2016
2003,Oceanside,282011,8153,7234031,1722,2691528,9925559,03/15/2016
2003,Malverne,282012,2902,3222320,629,1295588,4517908,03/15/2016
2003,Valley Stream 13,282013,5693,6178320,1543,2844314,9022634,03/15/2016
2003,Hewlett-Woodmere,282014,4552,5052966,647,1219996,6272962,03/15/2016
2003,Lawrence,282015,5939,4225897,900,1233464,5459361,03/15/2016
2003,Elmont,282016,7117,6697979,1733,2928054,9626033,03/15/2016
2003,Franklin Square,282017,4718,3933656,1514,2272412,6206068,03/15/2016
2003,Garden City,282018,5413,3199156,742,790026,3989182,03/15/2016
2003,East Rockaway,282019,1908,2038939,518,973210,3012149,03/15/2016
2003,Lynbrook,282020,3622,3725777,774,1440188,5165965,03/15/2016
2003,Rockville Centre,282021,4551,3904607,679,1100392,5004999,03/15/2016
2003,Floral Park-Bellerose,282022,3943,3350202,862,1299023,4649225,03/15/2016
2003,Wantagh,282023,4229,4118746,739,1312523,5431269,03/15/2016
2003,Valley Stream 24,282024,2330,2090904,601,959184,3050088,03/15/2016
2003,Merrick,282025,4571,4090843,570,874333,4965176,03/15/2016
2003,Island Trees,282026,3166,3288115,775,1458888,4747003,03/15/2016
2003,West Hempstead,282027,3429,3321391,690,1217699,4539090,03/15/2016
