Levy Year,School District Name,School District Code,Number of Basic Exemptions,Amount of Basic Reimbursement ,Number of Enhanced Exemptions,Amount of Enhanced Reimbursement ,Total Amount of Reimbursement ,Data Preparation Date
2007,West Islip,472809,6514,6539044,1258,2394485,8933529,03/15/2016
2007,Brentwood,472812,9420,6671468,1931,2588359,9259827,03/15/2016
2007,Central Islip,472813,5425,6639094,861,1964948,8604042,03/15/2016
2007,Fire Island,472814,92,10156,18,3751,13907,03/15/2016
2007,Shoreham-Wading River,473001,3128,2587087,752,1059988,3647075,03/15/2016
2007,Riverhead,473002,6802,5317281,2598,3100830,8418111,03/15/2016
2007,Shelter Island,473201,594,127358,222,90652,218010,03/15/2016
2007,Smithtown,473401,13737,13779401,2417,4340054,18119455,03/15/2016
2007,Kings Park,473405,5455,4703448,890,1429136,6132584,03/15/2016
2007,Remsenburg-Speonk,473601,428,142878,83,56210,199088,03/15/2016
2007,Westhampton Beach,473602,982,352357,235,165114,517471,03/15/2016
2007,Quogue,473603,246,30571,41,10230,40801,03/15/2016
2007,Hampton Bays,473605,2178,1419275,666,892468,2311743,03/15/2016
2007,Southhampton,473606,1713,299953,544,192921,492874,03/15/2016
2007,Bridgehampton,473609,288,25995,89,16479,42474,03/15/2016
2007,Sagaponack,473610,76,2172,9,529,2701,03/15/2016
2007,Tuckahoe Common,473613,524,227573,166,146468,374041,03/15/2016
2007,East Quogue,473617,1091,671088,284,330282,1001370,03/15/2016
2007,Oysterponds,473802,387,111313,181,97492,208805,03/15/2016
2007,Fishers Island,473804,37,9749,6,2962,12711,03/15/2016
2007,Southold,473805,1551,843562,579,587038,1430600,03/15/2016
2007,Greenport,473810,646,366103,291,302738,668841,03/15/2016
2007,Mattituck-Cutchogue,473812,2177,1261895,679,734764,1996659,03/15/2016
2007,New Suffolk,473815,84,16515,34,12344,28859,03/15/2016
2007,Fallsburg,482801,1254,1156390,314,489401,1645791,03/15/2016
2007,Eldred,483401,1101,643665,374,398693,1042358,03/15/2016
2007,Liberty,483601,1480,1277380,548,831656,2109036,03/15/2016
2007,Tri-Valley,484201,1302,936108,333,389211,1325319,03/15/2016
2007,Roscoe,484401,364,190049,178,161529,351578,03/15/2016
2007,Livingston Manor,484402,628,320079,256,220132,540211,03/15/2016
2007,Monticello,484601,3323,2014908,1029,1082984,3097892,03/15/2016
2007,Sullivan West,484802,2176,1133446,889,820067,1953513,03/15/2016
2007,Waverly,492001,1854,1036746,637,592379,1629125,03/15/2016
2007,Candor,492401,1044,661533,341,373670,1035203,03/15/2016
2007,Newark Valley,492602,1738,1234295,518,641718,1876013,03/15/2016
2007,Owego-Apalachin,493001,2981,2097917,1013,1221325,3319242,03/15/2016
2007,Spencer-Van Etten,493401,1349,717401,397,356565,1073966,03/15/2016
2007,Tioga,493603,1205,430641,366,221751,652392,03/15/2016
2007,Ithaca,500700,8345,4681981,1585,1455207,6137188,03/15/2016
2007,Dryden,502401,2467,1834101,567,648758,2482859,03/15/2016
2007,Groton,502801,1332,819483,312,319818,1139301,03/15/2016
2007,Lansing,503201,1715,1019848,315,326232,1346080,03/15/2016
2007,Newfield,503401,1040,628602,280,233687,862289,03/15/2016
2007,Trumansburg,503601,1725,1250689,384,449967,1700656,03/15/2016
2007,Kingston,510800,8629,5733630,2803,3368190,9101820,03/15/2016
2007,Highland,513203,2428,1630547,518,635683,2266230,03/15/2016
2007,Rondout Valley,513401,3775,2914318,990,1336040,4250358,03/15/2016
2007,Marlboro,513601,2385,1436700,498,540501,1977201,03/15/2016
2007,New Paltz,513801,3238,2239873,626,804868,3044741,03/15/2016
2007,Onteora,514001,3418,1695260,1187,1045378,2740638,03/15/2016
2007,Saugerties,514801,4424,2710387,1259,1395760,4106147,03/15/2016
2007,Wallkill,515201,3943,3028966,877,992943,4021909,03/15/2016
2007,Ellenville,515602,1703,1334128,563,651622,1985750,03/15/2016
2007,Glens Falls,520500,2868,1937397,823,976159,2913556,03/15/2016
2007,Bolton,522001,408,87405,144,56336,143741,03/15/2016
2007,Lake George,522201,1536,374321,429,192236,566557,03/15/2016
2007,North Warren,522402,1032,350124,433,255307,605431,03/15/2016
2007,Johnsburg,523001,573,304500,224,209640,514140,03/15/2016
2007,Hadley-Luzerne,523201,1333,520914,526,358558,879472,03/15/2016
2007,Queensbury,523402,4564,2670572,1063,1096184,3766756,03/15/2016
2007,Glens Falls Common,523418,274,151368,89,82676,234044,03/15/2016
2007,Warrensburg,524001,1281,751305,433,437675,1188980,03/15/2016
2007,Argyle,532001,918,576701,257,282273,858974,03/15/2016
2007,Fort Ann,532802,801,735440,222,359125,1094565,03/15/2016
2007,Fort Edward,533001,560,491330,203,317619,808949,03/15/2016
2007,Granville,533201,1551,995846,484,519126,1514972,03/15/2016
2007,Greenwich,533401,1475,1005022,466,569911,1574933,03/15/2016
2007,Hartford,533801,709,473954,179,209368,683322,03/15/2016
2007,Hudson Falls,534401,2670,1809487,966,1147501,2956988,03/15/2016
2007,Putnam,534601,168,44585,52,24758,69343,03/15/2016
2007,Salem,534801,870,507661,316,325315,832976,03/15/2016
2007,Cambridge,535010,1306,784127,517,542771,1326898,03/15/2016
2007,Whitehall,535201,916,442216,383,290189,732405,03/15/2016
2007,Newark,542001,2811,2036625,945,1220806,3257431,03/15/2016
2007,Clyde-Savannah,542401,1182,905630,427,540716,1446346,03/15/2016
2007,Lyons,542801,1201,752862,432,435532,1188394,03/15/2016
2007,Gananda,543002,1467,1242017,109,173533,1415550,03/15/2016
2007,Marion,543201,1375,1001692,305,392652,1394344,03/15/2016
2007,Wayne,543401,3742,2514435,709,870199,3384634,03/15/2016
2007,Palmyra-Macedon,543601,2641,2051323,710,969888,3021211,03/15/2016
2007,Sodus,544201,1574,953971,542,548569,1502540,03/15/2016
2007,Williamson,544602,1544,1139344,426,577724,1717068,03/15/2016
2007,North Rose-Wolcott,544801,1902,986592,696,592856,1579448,03/15/2016
2007,Red Creek,544803,1213,586713,383,313200,899913,03/15/2016
2007,Mount Vernon,550800,5324,13926659,1413,6217080,20143739,03/15/2016
2007,New Rochelle,551000,9326,19607349,1519,5827328,25434677,03/15/2016
2007,Peekskill,551200,3454,8290195,580,2246317,10536512,03/15/2016
2007,Rye,551400,2911,3699192,299,805147,4504339,03/15/2016
2007,White Plains,551700,7324,16151587,1123,4036829,20188416,03/15/2016
2007,Yonkers,551800,17533,28229565,4534,11484231,39713796,03/15/2016
2007,Katonah-Lewisboro,552001,5087,8115613,460,1416411,9532024,03/15/2016
2007,Bedford,552002,5135,6117025,666,1479650,7596675,03/15/2016
2007,Croton-Harmon,552202,2347,5315497,276,1056882,6372379,03/15/2016
2007,Hendrick Hudson,552203,3487,6274636,501,1424685,7699321,03/15/2016
2007,Eastchester,552401,3095,7109253,659,2526103,9635356,03/15/2016
2007,Tuckahoe,552402,1227,2516866,228,787341,3304207,03/15/2016
2007,Bronxville,552403,1165,2521360,51,327771,2849131,03/15/2016
2007,Tarrytowns,552601,2526,5592614,441,1745697,7338311,03/15/2016
2007,Irvington,552602,1827,4071453,210,942968,5014421,03/15/2016
2007,Dobbs Ferry,552603,1529,4160467,208,1061838,5222305,03/15/2016
2007,Hastings On Hudson,552604,1698,4685152,292,1413557,6098709,03/15/2016
2007,Ardsley,552605,2547,5084313,332,1244103,6328416,03/15/2016
2007,Edgemont,552606,1706,4078843,120,536247,4615090,03/15/2016
2007,Greenburgh,552607,4280,7425386,853,2393638,9819024,03/15/2016
2007,Elmsford,552609,1330,2227983,307,947104,3175087,03/15/2016
2007,Harrison,552801,3705,3716230,671,1362673,5078903,03/15/2016
2007,Mamaroneck,553201,5021,7381019,642,1817206,9198225,03/15/2016
2007,Mount Pleasant,553401,2712,4253671,683,2053811,6307482,03/15/2016
2007,Pocantico Hills,553402,471,412592,92,145299,557891,03/15/2016
2007,Valhalla,553405,1855,3288338,401,1363756,4652094,03/15/2016
2007,Pleasantville,553409,1965,4079719,333,1208801,5288520,03/15/2016
2007,Chappaqua,553604,4490,7269473,228,747479,8016952,03/15/2016
2007,Byram Hills,553801,3029,3788057,213,573225,4361282,03/15/2016
2007,North Salem,554001,1923,2654937,212,514286,3169223,03/15/2016
2007,Ossining,554201,5826,12534597,769,2949555,15484152,03/15/2016
2007,Briarcliff Manor,554202,1710,3850026,114,498626,4348652,03/15/2016
2007,Pelham,554401,2514,4262200,318,971157,5233357,03/15/2016
2007,Rye Neck,554801,1564,2394013,293,809455,3203468,03/15/2016
2007,Port Chester-Rye,554804,2857,4537844,884,2435982,6973826,03/15/2016
2007,Blind Brook-Rye,554805,1684,2438864,178,486866,2925730,03/15/2016
2007,Scarsdale,555001,4689,6167558,220,582420,6749978,03/15/2016
2007,Somers,555201,5172,7391629,1228,3222522,10614151,03/15/2016
2007,Lakeland,555401,8617,18884023,1642,5383259,24267282,03/15/2016
2007,Yorktown,555402,5190,10282953,647,2328194,12611147,03/15/2016
2007,Attica,562201,2353,1256511,625,617266,1873777,03/15/2016
2007,Letchworth,562601,1431,700571,388,326282,1026853,03/15/2016
2007,Wyoming,563802,458,254589,89,88955,343544,03/15/2016
2007,Perry,564201,1248,685600,435,424944,1110544,03/15/2016
2007,Warsaw,564801,1386,925430,390,473701,1399131,03/15/2016
2007,Penn Yan,573001,2939,1230288,1158,842298,2072586,03/15/2016
2007,Dundee,573401,1217,536368,435,311541,847909,03/15/2016
2007,New York City School,650000,599439,113239910,97501,32718922,145958832,03/15/2016
2006,Albany,010100,9992,6828510,3420,3979273,10807783,03/15/2016
2006,Cohoes,010300,2067,1697420,776,1059698,2757118,03/15/2016
2006,Watervliet,011800,1283,666003,516,459528,1125531,03/15/2016
2006,Berne-Knox-Westerlo,012001,1662,1140814,346,408473,1549287,03/15/2016
2006,Bethlehem,012206,6922,5078455,1223,1671710,6750165,03/15/2016
2006,Ravena-Coeymans-Selkirk,012402,2820,2052903,762,958361,3011264,03/15/2016
2006,South Colonie,012601,8885,4478973,2754,2513077,6992050,03/15/2016
2006,North Colonie,012605,7759,3661073,1716,1492892,5153965,03/15/2016
2006,Menands,012615,391,188661,106,93628,282289,03/15/2016
2006,Maplewood,012622,95,61228,60,67766,128994,03/15/2016
2006,Green Island,012801,275,214419,139,198426,412845,03/15/2016
2006,Guilderland,013002,7428,4644698,1490,1739500,6384198,03/15/2016
2006,Voorheesville,013403,1979,1301469,378,465978,1767447,03/15/2016
2006,Alfred-Almond,022001,869,650773,267,331121,981894,03/15/2016
2006,Andover,023001,489,433287,173,232341,665628,03/15/2016
2006,Genesee Valley,023202,754,369035,366,263805,632840,03/15/2016
2006,Belfast,023401,438,239003,167,130323,369326,03/15/2016
2006,Canaseraga,024002,394,237880,149,134603,372483,03/15/2016
2006,Cuba-Rushford,024801,1352,854674,529,534782,1389456,03/15/2016
2006,Friendship,025001,378,306728,155,175050,481778,03/15/2016
2006,Fillmore,025801,816,372397,259,187956,560353,03/15/2016
2006,Whitesville,026001,238,167447,99,89430,256877,03/15/2016
2006,Scio,026601,499,404638,185,224680,629318,03/15/2016
2006,Wellsville,027001,1671,1113548,798,797642,1911190,03/15/2016
2006,Bolivar-Richburg,027602,989,465259,355,229823,695082,03/15/2016
2006,Binghamton,030200,6057,4242509,2563,2773799,7016308,03/15/2016
2006,Chenango Forks,032001,2210,1576907,619,796940,2373847,03/15/2016
2006,South Mountain-Hickory,032201,143,45556,24,14482,60038,03/15/2016
2006,Harpursville,032601,1174,592725,303,248565,841290,03/15/2016
2006,Susquehanna Valley,032801,2550,2193111,827,1233210,3426321,03/15/2016
2006,Chenango Valley,033001,2693,2088730,1146,1627856,3716586,03/15/2016
2006,Maine-Endwell,033801,3536,3327015,1359,2158526,5485541,03/15/2016
2006,Deposit,034201,738,386069,304,269614,655683,03/15/2016
2006,Whitney Point,034401,1806,1058997,474,467179,1526176,03/15/2016
2006,Union-Endicott,034601,5648,4889181,2399,3618002,8507183,03/15/2016
2006,Johnson City,034602,3140,2400256,1511,1846899,4247155,03/15/2016
2006,Vestal,034801,5891,5118917,1819,2737346,7856263,03/15/2016
2006,Windsor,035001,2170,1545713,690,842145,2387858,03/15/2016
2006,Olean,041200,2850,1759540,1102,959933,2719473,03/15/2016
2006,Salamanca,041600,1102,519351,535,322750,842101,03/15/2016
2006,Allegany-Limestone,042001,1643,875760,605,467579,1343339,03/15/2016
2006,West Valley,042204,519,380678,158,196867,577545,03/15/2016
2006,Ellicottville,043601,731,212247,244,120917,333164,03/15/2016
2006,Franklinville,044001,962,568145,338,288131,856276,03/15/2016
2006,Hinsdale,044601,598,310029,235,185567,495596,03/15/2016
2006,Cattaraugus - Little Valley,046402,1500,813126,497,410147,1223273,03/15/2016
2006,Gowanda,047201,1500,903531,629,630563,1534094,03/15/2016
2006,Portville,047401,1140,741392,381,397603,1138995,03/15/2016
2006,Randolph,047601,1253,552301,415,313105,865406,03/15/2016
2006,Yorkshire-Pioneer,048401,3407,1484529,950,693677,2178206,03/15/2016
2006,Auburn,050100,5377,3355793,2216,2341164,5696957,03/15/2016
2006,Weedsport,052201,1202,865416,334,421955,1287371,03/15/2016
2006,Cato-Meridian,052401,1459,866914,344,335773,1202687,03/15/2016
2006,Southern Cayuga,053001,1300,733509,389,374007,1107516,03/15/2016
2006,Port Byron,053801,1401,988368,473,584509,1572877,03/15/2016
2006,Moravia,054201,1414,738723,366,325431,1064154,03/15/2016
2006,Union Springs,055401,1287,908909,430,527963,1436872,03/15/2016
2006,Dunkirk,060300,2301,1714706,1209,1381635,3096341,03/15/2016
2006,Jamestown,060800,4939,2708482,1836,1587104,4295586,03/15/2016
2006,Southwestern,062201,2280,1487506,765,844398,2331904,03/15/2016
2006,Frewsburg,062401,1062,748847,375,462276,1211123,03/15/2016
2006,Cassadaga Valley,062601,1500,788645,488,430164,1218809,03/15/2016
2006,Chautauqua Lake,062803,1232,383737,425,233862,617599,03/15/2016
2006,Pine Valley,063001,847,585601,302,331388,916989,03/15/2016
2006,Clymer,063201,646,286393,231,178190,464583,03/15/2016
2006,Bemus Point,063601,1193,617478,422,366773,984251,03/15/2016
2006,Falconer,063801,1602,1038422,542,583865,1622287,03/15/2016
2006,Silver Creek,064601,1283,793638,480,507479,1301117,03/15/2016
2006,Forestville,064603,918,532343,297,297545,829888,03/15/2016
2006,Panama,064801,829,524795,245,253941,778736,03/15/2016
2006,Fredonia,065801,2194,1404926,735,871082,2276008,03/15/2016
2006,Brocton,066001,847,696545,285,344534,1041079,03/15/2016
2006,Ripley,066201,445,397997,176,238006,636003,03/15/2016
2006,Sherman,066601,563,346807,152,154602,501409,03/15/2016
2006,Westfield,067201,1040,743993,393,490699,1234692,03/15/2016
2006,Elmira,070400,7749,5241635,3121,3426785,8668420,03/15/2016
2006,Horseheads,073401,5675,3418473,1947,2091701,5510174,03/15/2016
2006,Elmira Heights,073402,1265,840485,567,642319,1482804,03/15/2016
2006,Norwich,081100,2366,1592271,801,853114,2445385,03/15/2016
2006,Afton,082001,856,608879,315,363813,972692,03/15/2016
2006,Bainbridge-Guilford,082201,1185,849802,429,503494,1353296,03/15/2016
2006,Greene,083001,1493,945037,487,532224,1477261,03/15/2016
2006,Unadilla Valley,083803,1127,595229,389,340635,935864,03/15/2016
2006,Georgetown-So Otselic Valley,084401,549,327345,146,130293,457638,03/15/2016
2006,Oxford Academy,084601,1107,703674,410,418778,1122452,03/15/2016
2006,Sherburne-Earlville,085601,1731,1026609,565,558087,1584696,03/15/2016
2006,Plattsburgh,091300,2163,1493674,743,909287,2402961,03/15/2016
2006,Ausable Valley,092201,1978,1201896,673,607010,1808906,03/15/2016
2006,Beekmantown,092401,2796,1645866,761,726736,2372602,03/15/2016
2006,Northeastern Clinton,092801,2086,1425798,559,608152,2033950,03/15/2016
2006,Chazy,093001,732,474305,188,208277,682582,03/15/2016
2006,Northern Adirondack,093601,1437,549381,415,246878,796259,03/15/2016
2006,Peru,094001,2760,1702679,589,604954,2307633,03/15/2016
2006,Saranac,094401,2407,1625777,646,736286,2362063,03/15/2016
2006,Hudson,100600,2095,1249967,926,940070,2190037,03/15/2016
2006,Copake-Taconic Hills,102801,2147,915056,749,574921,1489977,03/15/2016
2006,Germantown,103602,905,464371,320,297956,762327,03/15/2016
2006,Chatham,103801,1944,1030492,522,484919,1515411,03/15/2016
2006,Kinderhook,104401,3055,1824191,701,741935,2566126,03/15/2016
2006,New Lebanon,104801,900,454782,240,210758,665540,03/15/2016
2006,Cortland,110200,3198,1855365,1082,1132588,2987953,03/15/2016
2006,Cincinnatus,112001,739,387308,259,212060,599368,03/15/2016
2006,Mc Graw,112204,769,472131,230,234234,706365,03/15/2016
2006,Homer,113001,2799,1858429,774,903120,2761549,03/15/2016
2006,Marathon,113401,942,639070,288,319660,958730,03/15/2016
2006,Andes,122002,237,91396,146,101402,192798,03/15/2016
2006,Downsville,122401,382,149071,228,145128,294199,03/15/2016
2006,Charlotte Valley,122601,602,281446,245,195193,476639,03/15/2016
2006,Delhi,122801,1256,654705,521,491904,1146609,03/15/2016
2006,Franklin,123201,457,212529,153,126296,338825,03/15/2016
2006,Hancock,123606,456,273376,245,238101,511477,03/15/2016
2006,Margaretville,124601,686,224679,319,190797,415476,03/15/2016
2006,Roxbury,124802,565,321938,254,253649,575587,03/15/2016
2006,Sidney,125001,1441,868594,660,687735,1556329,03/15/2016
2006,Stamford,125201,556,369217,219,255219,624436,03/15/2016
2006,South Kortright,125202,511,254046,242,216234,470280,03/15/2016
2006,Walton,125601,1238,543265,517,396134,939399,03/15/2016
2006,Beacon,130200,3525,2548512,870,1184626,3733138,03/15/2016
2006,Poughkeepsie,131300,2882,1850711,926,1079255,2929966,03/15/2016
2006,Dover,132602,1590,1402571,285,483344,1885915,03/15/2016
2006,Hyde Park,133201,5565,4946742,1433,2227167,7173909,03/15/2016
2006,Northeast,133801,984,673389,299,368896,1042285,03/15/2016
2006,Pawling,134001,1894,1471186,332,483214,1954400,03/15/2016
2006,Pine Plains,134201,1851,870184,472,398353,1268537,03/15/2016
2006,Arlington,134601,11416,9074560,1832,2703670,11778230,03/15/2016
2006,Spackenkill,134602,1892,1710298,424,678692,2388990,03/15/2016
2006,Red Hook,134801,2301,1887756,599,906719,2794475,03/15/2016
2006,Rhinebeck,135001,1803,1262903,508,673202,1936105,03/15/2016
2006,Wappingers,135601,15188,8532077,3015,3168802,11700879,03/15/2016
2006,Millbrook,135801,1474,811636,307,333575,1145211,03/15/2016
2006,Buffalo,140200,30339,12540402,9580,5349742,17890144,03/15/2016
2006,Lackawanna,140900,2318,654872,1454,575646,1230518,03/15/2016
2006,Tonawanda,141600,3221,1883732,1372,1419504,3303236,03/15/2016
2006,Alden,142001,2740,1583451,823,853488,2436939,03/15/2016
2006,Amherst,142201,5653,3319863,1478,1575348,4895211,03/15/2016
2006,Williamsville,142203,16639,9809870,3648,3817166,13627036,03/15/2016
2006,Sweet Home,142207,5287,2266641,2151,1710333,3976974,03/15/2016
2006,East Aurora,142401,2919,1376636,839,730086,2106722,03/15/2016
2006,Cheektowaga,143001,3640,1980018,1917,1731763,3711781,03/15/2016
2006,Cheektowaga-Maryvale,143002,3615,1919494,2078,1998084,3917578,03/15/2016
2006,Cleveland Hill,143003,2513,1931856,969,1344340,3276196,03/15/2016
2006,Depew,143007,3384,2189092,1206,1428094,3617186,03/15/2016
2006,Cheektowaga-Sloan,143009,2289,2050836,1424,2341368,4392204,03/15/2016
2006,Clarence,143201,6330,3057192,1418,1143179,4200371,03/15/2016
2006,Springville-Griffith,143801,3008,1803240,875,932170,2735410,03/15/2016
2006,Eden,144001,2413,1263235,674,658279,1921514,03/15/2016
2006,Iroquois,144201,4194,1965291,1244,1078531,3043822,03/15/2016
2006,Evans-Brant,144401,4123,2538061,1081,1079584,3617645,03/15/2016
2006,Grand Island,144601,4925,3155132,1017,1178030,4333162,03/15/2016
2006,Hamburg,144801,5551,2778815,1440,1353508,4132323,03/15/2016
2006,Frontier,144804,7834,3685262,2247,1827019,5512281,03/15/2016
2006,Holland,145001,1686,853617,379,359509,1213126,03/15/2016
2006,Lancaster,145201,9412,4512195,2709,2305650,6817845,03/15/2016
2006,Akron,145601,1953,971212,603,480872,1452084,03/15/2016
2006,North Collins,145801,982,594046,303,325037,919083,03/15/2016
2006,Orchard Park,146001,7632,3871977,1724,1627542,5499519,03/15/2016
2006,Kenmore,146401,14705,9105090,6193,7104203,16209293,03/15/2016
2006,West Seneca,146801,11794,6350320,4722,4511106,10861426,03/15/2016
