the_geom,DOCUMENT_I,DOCUMENT_T,FILE_NUMBE,SHAPE_AREA,SHAPE_LEN
"MULTIPOLYGON (((-97.74556907939196 30.17151101591566, -97.74532296210846 30.17127501171755, -97.74532412104718 30.171261285277897, -97.74532837005708 30.171250369912425, -97.74533499184203 30.17123950080059, -97.74534319535329 30.171228667105556, -97.74535290716035 30.171220610784605, -97.74536491803546 30.17121535298189, -97.74545699559677 30.171145708001333, -97.74571517871912 30.171403954954563, -97.74556907939196 30.17151101591566)))",2008066180,TRAVIS COUNTY DOCUMENT,3972.121,7613.62578125,366.090093879
"MULTIPOLYGON (((-97.74559883386414 30.171036995077145, -97.74573117793301 30.17093647682927, -97.74595936557733 30.17117654583118, -97.74585917242644 30.171297128022456, -97.74585879016378 30.17129758784946, -97.7458584164161 30.17129721243957, -97.74559883386414 30.171036995077145)))",2008115331,TRAVIS COUNTY DOCUMENT,3972.119,6458.07285996,348.504133111
"MULTIPOLYGON (((-97.74717712009512 30.174546862434287, -97.74703804237664 30.174476831380563, -97.74721543989507 30.174217595028917, -97.7473396205171 30.17427917713167, -97.74737731940243 30.174297869058588, -97.74748722608841 30.174352350467952, -97.74731015035917 30.174613848951186, -97.74730959785083 30.174613573071426, -97.74730670682732 30.174612115443228, -97.74717712009512 30.174546862434287)))",1999050084,TRAVIS COUNTY DOCUMENT,3666.56,10905.0780727,418.297589119
"MULTIPOLYGON (((-97.74783900491886 30.173834145481102, -97.74756728929053 30.173696641884124, -97.74770489283758 30.17349314760715, -97.74771460462937 30.173485092823285, -97.74772503379994 30.17347980284619, -97.74773697127883 30.173477293651388, -97.74774890875707 30.17347478445548, -97.74776156361615 30.173475040065718, -97.74777335399968 30.173478028530877, -97.74797752465366 30.173537158639114, -97.74805444740855 30.173560714748685, -97.74797421332053 30.1736608560311, -97.74783900491886 30.173834145481102)))",2007195392,TRAVIS COUNTY DOCUMENT,3972.101,11207.256875,423.201463019
"MULTIPOLYGON (((-97.74352217682875 30.172259536660007, -97.74353841119945 30.172257252308082, -97.74355477024531 30.172258657623292, -97.74386355104433 30.17234735724856, -97.74375666453314 30.172615766222684, -97.74375640350131 30.17261664791997, -97.74341082928665 30.17251830977778, -97.7434109726295 30.172517980920702, -97.74347850963946 30.172299055372868, -97.74348456301473 30.172285783790915, -97.74349433548481 30.17227429265193, -97.74350714200476 30.172265339903667, -97.74352217682875 30.172259536660007)))",1999075252,TRAVIS COUNTY DOCUMENT,3666.71,12204.1071201,435.040317846
"MULTIPOLYGON (((-97.74728921084518 30.172909934243222, -97.74737757223352 30.17268344298809, -97.74784557880115 30.17281941295979, -97.74775808290335 30.173043169966984, -97.74728921084518 30.172909934243222)))",2007210495,TRAVIS COUNTY DOCUMENT,3872.87,13480.0864844,484.750086181
"MULTIPOLYGON (((-97.7450899887068 30.172557451934455, -97.74479394694836 30.172471704784712, -97.74497458012317 30.171991301356844, -97.74527845612207 30.172079956824398, -97.7450899887068 30.172557451934455)))",2007173740,TRAVIS COUNTY DOCUMENT,3972.95,18360.6589062,567.302324989
"MULTIPOLYGON (((-97.74819580146347 30.173453556810603, -97.74829201483882 30.173199722067977, -97.7483772104894 30.172973164509195, -97.74868346551848 30.17306185810076, -97.74849731029474 30.17354215497412, -97.74819580146347 30.173453556810603)))",2008023007,TRAVIS COUNTY DOCUMENT,3972.105,18638.0627344,570.787464657
"MULTIPOLYGON (((-97.74437726168878 30.173167359582745, -97.74454428343833 30.17284069922417, -97.74465420267035 30.172873175669707, -97.74484247321043 30.173171268742937, -97.74481068896579 30.173176124935424, -97.74478113013973 30.17318653019786, -97.74475379691197 30.17320247765974, -97.7447311355525 30.173221271629703, -97.74471386340059 30.17324567521649, -97.74470212772556 30.173270190762654, -97.74469664582398 30.17329758309408, -97.74469706857941 30.173311343237884, -97.74437726168878 30.173167359582745)))",2008129664,TRAVIS COUNTY DOCUMENT,3972.77,13434.9892969,479.947095629
"MULTIPOLYGON (((-97.73751180460438 30.234811898732342, -97.73748209574869 30.23479297940201, -97.73745545224806 30.23477668000238, -97.73742851497546 30.234760704683904, -97.73740134798396 30.234745027241114, -97.73737394979571 30.234729702650668, -97.7373462894922 30.234714702782462, -97.73731843038756 30.23470002891951, -97.73720668389831 30.234643444881257, -97.73733859262319 30.23447903534441, -97.73757045341549 30.2341901357638, -97.73781558057391 30.234315045390627, -97.73771058589185 30.23448690414291, -97.73751180460438 30.234811898732342)))",2011189907,TRAVIS COUNTY DOCUMENT,4682.01,20503.8164,609.546357813
"MULTIPOLYGON (((-97.90941319156069 30.207413372284815, -97.9094133547265 30.20741310034972, -97.90949621935931 30.207281887461228, -97.90949687636366 30.207282204141922, -97.90965519201677 30.207356897579825, -97.90977802030783 30.20741485953711, -97.90977858378845 30.20741511772263, -97.90969348676144 30.2075457127083, -97.90969308019069 30.207545510777898, -97.90941319156069 30.207413372284815)))",13345/2512,TRAVIS COUNTY DOCUMENT,3628.43,5517.47289688,311.40112217
"MULTIPOLYGON (((-97.6319040824556 30.230471701321903, -97.63193596265394 30.2304699808759, -97.63196759411458 30.23047375597412, -97.63199774383419 30.23048294560351, -97.63241899523332 30.230682597146302, -97.63242387193127 30.230684900303004, -97.63583194948343 30.232377449305403, -97.63892419443162 30.233867734531316, -97.63919580530042 30.233929270581875, -97.63940999585762 30.23400025101014, -97.63951425434873 30.23405075273336, -97.63954086002917 30.234063640932984, -97.63956600268834 30.234075821073315, -97.63959374719447 30.23408925922547, -97.6397482831529 30.234165477131413, -97.63974844535741 30.234165552740397, -97.64088817347208 30.23472150042031, -97.6438164137944 30.236178657251195, -97.6445116069668 30.23653854206309, -97.64445190489013 30.23662683299365, -97.64421028296171 30.236696156983427, -97.64419736067552 30.23669731589463, -97.64418475374742 30.236698453921342, -97.64417214681903 30.23669959194681, -97.6441595700166 30.236700785611397, -97.64414696155673 30.236701978610096, -97.64413438398827 30.236703199760083, -97.64412180565401 30.236704448396704, -97.64410922731946 30.23670569703203, -97.64409664745368 30.236707000641932, -97.64408406758751 30.236708304250524, -97.64407148772105 30.23670960785793, -97.64404632294661 30.23671232497886, -97.6440337744184 30.236713711752316, -97.64402122314578 30.236715125970907, -97.64400864021567 30.236716539523574, -97.64399608812899 30.236717982945482, -97.64398353537213 30.236719450418107, -97.64397097977513 30.23672094877177, -97.64395845988777 30.23672244443593, -97.64394590555092 30.23672396859857, -97.64393335044822 30.23672552024781, -97.6439208262367 30.2367271000484, -97.64390830202481 30.236728679847737, -97.64389574538981 30.236730286469044, -97.64388321964609 30.236731921241645, -97.6438706939019 30.236733556013025, -97.64385819904899 30.23673521893576, -97.64384567177287 30.236736908680395, -97.64383314373083 30.236738625911702, -97.64382064653215 30.236740373012346, -97.64380814942866 30.236742116675778, -97.64379565151138 30.23674388954384, -97.6437831535936 30.236745662410666, -97.64377065414432 30.236747490252057, -97.64375815464665 30.236749319810162, -97.643745686088 30.23675117580165, -97.64373318591957 30.23675302940921, -97.64372071582883 30.236754940373995, -97.6437082457376 30.236756851337578, -97.64369577564588 30.236758762299957, -97.64368330402252 30.23676072823682, -97.64367086405584 30.236762694837253, -97.64365839161802 30.236764689977498, -97.64364595016701 30.236766709833216, -97.64363347701044 30.236768730740955, -97.64362103474494 30.23677077980009, -97.64360862337045 30.23677285701063, -97.64359617957271 30.236774961043125, -97.6435837357744 30.236777065074367, -97.64357132281927 30.23677919897499, -97.6435589091937 30.236781356926357, -97.6435464630969 30.236783543417552, -97.64353408031391 30.236785731237035, -97.64352166510758 30.236787945878483, -97.64350924913504 30.236790188006573, -97.6434968648191 30.236792430798292, -97.64348447973697 30.236794701076583, -97.64347209388862 30.236796998841598, -97.64345970727403 30.236799324093244, -97.64344732065886 30.236801649343683, -97.6434349325118 30.236804029568685, -97.64342257678697 30.236806382969423, -97.64341021953025 30.2368087913447, -97.64339786227286 30.236811199718755, -97.64338550424925 30.236813635579445, -97.64337314545935 30.23681609892687, -97.64336081832597 30.236818562937888, -97.6433484904263 30.236821054435598, -97.64333616176037 30.236823573419972, -97.64332383232808 30.236826119891013, -97.64331150289514 30.236828666360875, -97.64329920435307 30.23683124098223, -97.64328687338748 30.23683384242546, -97.64327457331272 30.236836472020173, -97.64326227323728 30.236839101613704, -97.64325000405266 30.23684175935878, -97.64323770321018 30.236844416437837, -97.64322543249283 30.23684712915627, -97.64321316177474 30.236849841873518, -97.64320089024244 30.23685258379546, -97.64318861875732 30.236855323998228, -97.64317637744509 30.23685811812241, -97.64316410519278 30.236860885810685, -97.64315186301774 30.236863710856376, -97.64313962017192 30.236866559952745, -97.64312740893473 30.236869411430828, -97.64311516527388 30.23687228973073, -97.6431029532695 30.236875168694326, -97.64309074045082 30.23687807686264, -97.6430785269135 30.236881010799642, -97.6430663126575 30.236883970505374, -97.64305413001017 30.236886932592792, -97.64304194583059 30.236889949654774, -97.64302976241594 30.236892939227758, -97.64301757746907 30.236895983775256, -97.64300542417861 30.23689902898656, -97.64299327012162 30.236902101684535, -97.64298108364083 30.236905201204305, -97.64296896047375 30.23690830205276, -97.6429568029043 30.23691142968145, -97.64294468018265 30.23691458554486, -97.64293255471584 30.236917768853445, -97.64292042920039 30.23692095387888, -97.64290830301405 30.23692416295503, -97.64289620767046 30.23692740190078, -97.64288408066884 30.236930640180493, -97.64287201621505 30.236933907276782, -97.64285991933738 30.236937201194877, -97.64284782245895 30.23694049511178, -97.64283575570525 30.236943844668264, -97.64282368895071 30.2369471942236, -97.64281162219535 30.236950543777755, -97.64224237563808 30.23705517468789, -97.64088129045327 30.23640381184437, -97.6310640494371 30.231704972760788, -97.63178314215712 30.230553587694864, -97.63179870589846 30.23052938241148, -97.63181947067615 30.230508339771365, -97.63184465370111 30.230491268381215, -97.63187325213937 30.230478917198404, -97.6319040824556 30.230471701321903)))",9247/710,TRAVIS COUNTY DOCUMENT,2671,2261578.94022,9869.37315987
"MULTIPOLYGON (((-97.67316902740023 30.22613849667353, -97.67331186195821 30.226012223250265, -97.67373971206462 30.2263759067794, -97.67369920115898 30.226411645500054, -97.67359601047973 30.226504913051087, -97.67316902740023 30.22613849667353)))",2008156636,TRAVIS COUNTY DOCUMENT,4044.07,12268.54865,508.328935915
"MULTIPOLYGON (((-97.80698186760951 30.220290288898536, -97.8069818402705 30.22029012334158, -97.80697716622616 30.22022666433924, -97.80696783686709 30.220100241757297, -97.80696799585007 30.220100217390545, -97.80710898140298 30.22009202477514, -97.80718286071968 30.22002197437638, -97.80752774553542 30.22011120301517, -97.80752809151495 30.22011129406638, -97.80752027876919 30.220133939927067, -97.807518670191 30.220138609487734, -97.80751082750163 30.220165957761644, -97.80750721436459 30.220181810709956, -97.80750456938307 30.2201933390054, -97.80749903074403 30.22022348301465, -97.80749562904877 30.220243436353307, -97.8074943553511 30.220250892035168, -97.80749062233242 30.22027980651962, -97.80748342242637 30.220335935554345, -97.80748313826923 30.220335902447204, -97.80708862349829 30.22030001306687, -97.80698186760951 30.220290288898536)))",2010114732,TRAVIS COUNTY DOCUMENT,4643.23,14699.7273934,504.620170962
"MULTIPOLYGON (((-97.75244007077113 30.260948030352154, -97.75297640868544 30.261162301176455, -97.75293712815423 30.261278164480323, -97.7528932154691 30.261392767766722, -97.75284472406798 30.26150597153065, -97.752791712963 30.261617637970254, -97.75278297091559 30.261635177489683, -97.75278296765987 30.261635373385467, -97.75195877550938 30.2613058478167, -97.752063738385 30.261219009082453, -97.75217227284372 30.26113554446961, -97.75228423503343 30.261055564595587, -97.75240328207994 30.26097369421275, -97.75244007077113 30.260948030352154)))",11005/1046,TRAVIS COUNTY DOCUMENT,3095,43519.369817,855.696973175
"MULTIPOLYGON (((-97.67225249125175 30.21983854398894, -97.67259316171975 30.219537300325644, -97.67318884158819 30.219813215536547, -97.67283219017675 30.22011274843973, -97.67225249125175 30.21983854398894)))",10958/292,TRAVIS COUNTY DOCUMENT,3177,31295.1354125,731.992406402
"MULTIPOLYGON (((-97.65837241575309 30.436384936223675, -97.65858112570714 30.436052855438284, -97.65894343110003 30.436226254778028, -97.6589656836574 30.43639661129705, -97.65908490407053 30.437390618319863, -97.65912264352126 30.437702943613804, -97.65917407160296 30.438128238403415, -97.65846733741333 30.43770295853932, -97.65844963566542 30.437692303104466, -97.65779752162895 30.437299512373347, -97.65781278906069 30.437275224752625, -97.65837241575309 30.436384936223675)))",2008206199,TRAVIS COUNTY DOCUMENT,4010.06d,172899.95875,1870.47892876
"MULTIPOLYGON (((-97.73551292607401 30.26489612014958, -97.73558763854 30.264691194029812, -97.73582519939674 30.264756242834853, -97.73603385605058 30.264813361853736, -97.73624487170954 30.264871133419863, -97.73617005196847 30.265071849697726, -97.73602952912172 30.265034264358615, -97.73595909394031 30.26501545435635, -97.73585028086782 30.264986350108533, -97.73575433462807 30.264960669517972, -97.73551292607401 30.26489612014958)))",2010028939,TRAVIS COUNTY DOCUMENT,4548.02.4T,16830.41215,589.537868528
"MULTIPOLYGON (((-97.79947504687657 30.48838961728568, -97.80035879935112 30.488118862689362, -97.80070752359768 30.488934918247452, -97.80027479108587 30.489630739932164, -97.80025104909977 30.489669952038064, -97.80022792800789 30.489659137566402, -97.80008314300875 30.489591411753562, -97.80001917520468 30.48946499101929, -97.79996153200871 30.489351071497328, -97.79990385689601 30.4892370877158, -97.79984618187457 30.489123105626465, -97.79978862776306 30.489009361390853, -97.79973247194258 30.488898377853385, -97.7996742388595 30.488783291412986, -97.79961722112472 30.488670601081253, -97.79947504687657 30.48838961728568)))",209069264,WILLIAMSON COUNTY DOCUMENT,4637.01,121652.972155,1452.56015298
"MULTIPOLYGON (((-97.9071825722289 30.206016062627423, -97.90718305052103 30.206014669068672, -97.90726271658178 30.205782683341194, -97.90727450181589 30.205748389433815, -97.90728497660137 30.205751147324786, -97.9073152382784 30.20575914628717, -97.90732093218443 30.205760629278753, -97.90734552765305 30.205767145767066, -97.90741837883404 30.205786347457476, -97.9074503392547 30.205794789386125, -97.90745065165018 30.20579487953025, -97.90735490282322 30.206059646024805, -97.9073546641163 30.206060246554532, -97.90725093251363 30.206031273988128, -97.90723385341987 30.206026797551452, -97.9072192257703 30.20602297260984, -97.90720306664487 30.20601953118633, -97.90718700375469 30.206016119086506, -97.9071825722289 30.206016062627423)))",13345/2512,TRAVIS COUNTY DOCUMENT,3628.43,5791.78229375,317.670252719
"MULTIPOLYGON (((-97.63510719414694 30.23033302450128, -97.63529032896733 30.2300449810422, -97.63533869726342 30.230068690699852, -97.6378067361984 30.231272576586324, -97.63774319898718 30.231372343960125, -97.63765004786553 30.231518657330206, -97.63736781096763 30.23196193912437, -97.63489954258642 30.230757957625325, -97.634851839161 30.23073467437305, -97.63510719414694 30.23033302450128)))",2000003326,TRAVIS COUNTY DOCUMENT,3648.09,261109.782523,2395.89251731
