Reporting Area,MMWR Year,MMWR Week,"Pertussis§, Current week","Pertussis§, Current week, flag","Pertussis§, Previous 52 weeks Max†","Pertussis§, Previous 52 weeks Max†, flag","Pertussis§, Cum 2020†","Pertussis§, Cum 2020†, flag","Pertussis§, Cum 2019†","Pertussis§, Cum 2019†, flag","Plague, Current week","Plague, Current week, flag","Plague, Previous 52 weeks Max†","Plague, Previous 52 weeks Max†, flag","Plague, Cum 2020†","Plague, Cum 2020†, flag","Plague, Cum 2019†","Plague, Cum 2019†, flag","Poliomyelitis, paralytic, Current week","Poliomyelitis, paralytic, Current week, flag","Poliomyelitis, paralytic, Previous 52 weeks Max†","Poliomyelitis, paralytic, Previous 52 weeks Max†, flag","Poliomyelitis, paralytic, Cum 2020†","Poliomyelitis, paralytic, Cum 2020†, flag","Poliomyelitis, paralytic, Cum 2019†","Poliomyelitis, paralytic, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
NEW ENGLAND,2020,7,1,,25,,31,,140,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20200702,
RHODE ISLAND,2020,7,,-,7,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20200707,POINT (-71.534637 41.572574)
OREGON,2020,7,,-,20,,56,,30,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20200761,POINT (-120.605279 43.940449)
DELAWARE,2020,7,1,,3,,6,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20200729,POINT (-75.452394 38.994926)
ALABAMA,2020,7,,-,14,,14,,32,,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20200739,POINT (-86.844516 32.756889)
KANSAS,2020,7,,-,5,,,-,17,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20200722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,7,,-,20,,23,,44,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20200734,POINT (-79.130883 35.52603)
GUAM,2020,7,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20200766,POINT (144.653198 13.3532)
NEW JERSEY,2020,7,,-,11,,,-,38,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20200710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,7,,-,9,,16,,26,,,-,1,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20200754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,7,29,,123,,402,,400,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,20200714,
TENNESSEE,2020,7,3,,14,,25,,22,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20200742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,7,,-,5,,,-,8,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20200703,POINT (-72.738288 41.575155)
MARYLAND,2020,7,1,,6,,7,,13,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20200733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,7,,-,11,,11,,33,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20200735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,7,,-,10,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20200746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200765,POINT (145.725693 15.1834)
OHIO,2020,7,29,,51,,227,,167,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20200718,POINT (-82.70936 40.415534)
MINNESOTA,2020,7,,-,15,,,-,52,,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20200723,POINT (-94.198308 46.349153)
LOUISIANA,2020,7,,-,5,,1,,14,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20200745,POINT (-91.840238 30.921314)
HAWAII,2020,7,,-,4,,7,,3,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20200760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,7,14,,60,,157,,174,,,-,0,,,-,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,20200728,
PENNSYLVANIA,2020,7,14,,50,,172,,49,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20200713,POINT (-77.838886 40.896694)
UTAH,2020,7,,-,12,,5,,57,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20200755,POINT (-111.678222 39.323779)
COLORADO,2020,7,14,,21,,66,,62,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20200750,POINT (-105.547832 38.998552)
VERMONT,2020,7,1,,5,,9,,5,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20200708,POINT (-72.662695 44.075252)
KENTUCKY,2020,7,,-,14,,28,,25,,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20200740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20200767,POINT (-66.414655 18.215692)
MAINE,2020,7,,-,17,,16,,76,,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20200704,POINT (-69.06137 45.117911)
VIRGINIA,2020,7,4,,26,,28,,12,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20200736,POINT (-78.666382 37.510861)
ARIZONA,2020,7,6,,21,,97,,57,,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20200749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20200764,
WISCONSIN,2020,7,,-,42,,36,,63,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20200719,POINT (-89.732969 44.639954)
IDAHO,2020,7,,-,17,,12,,15,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20200751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200768,POINT (-64.840836 18.060868)
MICHIGAN,2020,7,,-,21,,28,,64,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20200717,POINT (-85.730977 44.874798)
GEORGIA,2020,7,,-,4,,1,,25,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20200732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,7,,-,15,,13,,34,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20200712,
ARKANSAS,2020,7,1,,7,,11,,10,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20200744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,7,,-,3,,5,,6,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20200741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,7,,-,8,,,-,37,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20200727,POINT (-100.230491 44.43614)
WYOMING,2020,7,,-,7,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20200756,POINT (-107.55145 42.999627)
MISSOURI,2020,7,,-,19,,20,,44,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20200724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,7,22,,81,,242,,186,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20200709,
CALIFORNIA,2020,7,,-,64,,99,,322,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20200759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,7,,-,5,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20200737,POINT (-80.613729 38.642579)
FLORIDA,2020,7,8,,22,,77,,43,,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20200731,POINT (-82.420978 28.260731)
MONTANA,2020,7,2,,95,,14,,56,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20200752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,7,1,,46,,47,,193,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20200720,
MASSACHUSETTS,2020,7,,-,14,,4,,38,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20200705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,7,22,,134,,221,,284,,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20200748,
INDIANA,2020,7,,-,11,,18,,33,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20200716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,7,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200769,
US TERRITORIES,2020,7,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200763,
TOTAL,2020,8,107,,453,,1764,,2161,,,-,1,,,-,,-,,-,0,,,-,,-,,TOTAL,20200870,
US RESIDENTS,2020,8,107,,453,,1764,,2161,,,-,1,,,-,,-,,-,0,,,-,,-,,US RESIDENTS,20200801,
NEW HAMPSHIRE,2020,8,,-,5,,2,,15,,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20200806,POINT (-71.57139 43.680429)
NEW YORK,2020,8,11,,30,,68,,75,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20200811,POINT (-75.59655 42.921241)
PACIFIC,2020,8,,-,86,,297,,467,,,-,0,,,-,,-,,-,0,,,-,,-,,PACIFIC,20200857,
WEST SOUTH CENTRAL,2020,8,6,,109,,88,,68,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20200843,
NEBRASKA,2020,8,3,,11,,22,,14,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20200825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,8,1,,28,,81,,94,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20200838,
NORTH DAKOTA,2020,8,,-,7,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20200826,POINT (-100.46931 47.446305)
NEVADA,2020,8,,-,6,,5,,11,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20200853,POINT (-114.916992 39.283294)
ILLINOIS,2020,8,1,,45,,107,,85,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20200815,POINT (-89.148632 40.124144)
IOWA,2020,8,,-,17,,6,,32,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20200821,POINT (-93.500061 42.074659)
TEXAS,2020,8,6,,104,,70,,39,,,-,0,,,-,,-,,-,0,,,-,,-,TEXAS,,20200847,POINT (-99.317341 31.447238)
ALASKA,2020,8,,-,4,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20200858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,8,,-,4,,3,,3,,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20200830,POINT (-77.016275 38.904785)
WASHINGTON,2020,8,,-,30,,110,,71,,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20200862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,8,3,,25,,49,,156,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20200802,
RHODE ISLAND,2020,8,,-,7,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20200807,POINT (-71.534637 41.572574)
OREGON,2020,8,,-,20,,56,,32,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20200861,POINT (-120.605279 43.940449)
DELAWARE,2020,8,,-,3,,6,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20200829,POINT (-75.452394 38.994926)
ALABAMA,2020,8,,-,14,,15,,35,,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20200839,POINT (-86.844516 32.756889)
KANSAS,2020,8,,-,5,,,-,22,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20200822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,8,,-,20,,31,,47,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20200834,POINT (-79.130883 35.52603)
GUAM,2020,8,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20200866,POINT (144.653198 13.3532)
NEW JERSEY,2020,8,,-,11,,,-,43,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20200810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,8,,-,9,,16,,30,,,-,1,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20200854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,8,19,,123,,448,,443,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,20200814,
TENNESSEE,2020,8,1,,14,,33,,26,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20200842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,8,,-,5,,1,,8,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20200803,POINT (-72.738288 41.575155)
MARYLAND,2020,8,2,,6,,10,,16,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20200833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,8,,-,11,,11,,35,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20200835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,8,,-,10,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20200846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200865,POINT (145.725693 15.1834)
OHIO,2020,8,18,,51,,245,,184,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20200818,POINT (-82.70936 40.415534)
MINNESOTA,2020,8,,-,15,,,-,57,,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20200823,POINT (-94.198308 46.349153)
LOUISIANA,2020,8,,-,5,,4,,17,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20200845,POINT (-91.840238 30.921314)
HAWAII,2020,8,,-,4,,6,,3,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20200860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,8,22,,68,,192,,189,,,-,0,,,-,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,20200828,
PENNSYLVANIA,2020,8,16,,50,,199,,62,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20200813,POINT (-77.838886 40.896694)
UTAH,2020,8,1,,12,,7,,59,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20200855,POINT (-111.678222 39.323779)
COLORADO,2020,8,8,,21,,74,,75,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20200850,POINT (-105.547832 38.998552)
VERMONT,2020,8,,-,5,,9,,5,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20200808,POINT (-72.662695 44.075252)
KENTUCKY,2020,8,,-,14,,28,,25,,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20200840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20200867,POINT (-66.414655 18.215692)
MAINE,2020,8,1,,17,,19,,87,,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20200804,POINT (-69.06137 45.117911)
VIRGINIA,2020,8,2,,36,,31,,16,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20200836,POINT (-78.666382 37.510861)
ARIZONA,2020,8,17,,22,,123,,68,,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20200849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20200864,
WISCONSIN,2020,8,,-,42,,41,,70,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20200819,POINT (-89.732969 44.639954)
IDAHO,2020,8,,-,17,,16,,15,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20200851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200868,POINT (-64.840836 18.060868)
MICHIGAN,2020,8,,-,21,,35,,65,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20200817,POINT (-85.730977 44.874798)
GEORGIA,2020,8,,-,3,,1,,25,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20200832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,8,,-,15,,16,,37,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20200812,
ARKANSAS,2020,8,,-,7,,14,,12,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20200844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,8,,-,3,,5,,8,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20200841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,8,,-,8,,2,,40,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20200827,POINT (-100.230491 44.43614)
WYOMING,2020,8,,-,7,,11,,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20200856,POINT (-107.55145 42.999627)
MISSOURI,2020,8,,-,19,,20,,48,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20200824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,8,27,,81,,283,,217,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20200809,
CALIFORNIA,2020,8,,-,64,,125,,358,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20200859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,8,,-,5,,4,,1,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20200837,POINT (-80.613729 38.642579)
FLORIDA,2020,8,18,,22,,95,,46,,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20200831,POINT (-82.420978 28.260731)
MONTANA,2020,8,,-,95,,15,,56,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20200852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,8,3,,46,,59,,213,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20200820,
MASSACHUSETTS,2020,8,2,,14,,15,,41,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20200805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,8,26,,134,,267,,314,,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20200848,
INDIANA,2020,8,,-,11,,20,,39,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20200816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200869,
US TERRITORIES,2020,8,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200863,
WEST NORTH CENTRAL,2020,16,1,,46,,177,,420,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201620,
MASSACHUSETTS,2020,16,,-,14,,37,,77,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20201605,POINT (-71.481104 42.151077)
TOTAL,2020,9,122,,455,,2113,,2432,,,-,1,,,-,,-,,-,0,,,-,,-,,TOTAL,20200970,
NEW HAMPSHIRE,2020,9,,-,5,,3,,15,,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20200906,POINT (-71.57139 43.680429)
NEW YORK,2020,9,13,,30,,81,,85,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20200911,POINT (-75.59655 42.921241)
PACIFIC,2020,9,3,,86,,365,,534,,,-,0,,,-,,-,,-,0,,,-,,-,,PACIFIC,20200957,
WEST SOUTH CENTRAL,2020,9,19,,118,,123,,82,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20200943,
NEBRASKA,2020,9,,-,11,,22,,16,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20200925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,9,,-,28,,90,,103,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20200938,
NORTH DAKOTA,2020,9,,-,7,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20200926,POINT (-100.46931 47.446305)
NEVADA,2020,9,,-,6,,7,,15,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20200953,POINT (-114.916992 39.283294)
ILLINOIS,2020,9,,-,45,,129,,96,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20200915,POINT (-89.148632 40.124144)
IOWA,2020,9,,-,17,,6,,38,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20200921,POINT (-93.500061 42.074659)
TEXAS,2020,9,16,,113,,97,,52,,,-,0,,,-,,-,,-,0,,,-,,-,TEXAS,,20200947,POINT (-99.317341 31.447238)
ALASKA,2020,9,,-,4,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20200958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,9,,-,4,,5,,4,,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20200930,POINT (-77.016275 38.904785)
WASHINGTON,2020,9,1,,31,,129,,84,,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20200962,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,9,1,,25,,51,,178,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20200902,
RHODE ISLAND,2020,9,,-,8,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20200907,POINT (-71.534637 41.572574)
OREGON,2020,9,2,,20,,78,,36,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20200961,POINT (-120.605279 43.940449)
DELAWARE,2020,9,1,,3,,9,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20200929,POINT (-75.452394 38.994926)
ALABAMA,2020,9,,-,14,,20,,38,,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20200939,POINT (-86.844516 32.756889)
KANSAS,2020,9,,-,4,,,-,26,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20200922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,9,,-,20,,45,,54,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20200934,POINT (-79.130883 35.52603)
GUAM,2020,9,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20200966,POINT (144.653198 13.3532)
NEW JERSEY,2020,9,,-,11,,,-,49,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20200910,POINT (-74.655514 40.110253)
NEW MEXICO,2020,9,,-,9,,22,,36,,,-,1,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20200954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,9,30,,123,,506,,483,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,20200914,
TENNESSEE,2020,9,,-,14,,37,,30,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20200942,POINT (-86.343226 35.842998)
CONNECTICUT,2020,9,,-,5,,1,,10,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20200903,POINT (-72.738288 41.575155)
MARYLAND,2020,9,1,,6,,12,,19,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20200933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,9,,-,11,,11,,40,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20200935,POINT (-80.864614 33.878572)
OKLAHOMA,2020,9,,-,10,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20200946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200965,POINT (145.725693 15.1834)
OHIO,2020,9,30,,51,,275,,190,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20200918,POINT (-82.70936 40.415534)
MINNESOTA,2020,9,,-,15,,9,,64,,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20200923,POINT (-94.198308 46.349153)
LOUISIANA,2020,9,,-,5,,8,,18,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20200945,POINT (-91.840238 30.921314)
HAWAII,2020,9,,-,4,,6,,4,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20200960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,9,13,,69,,257,,221,,,-,0,,,-,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,20200928,
PENNSYLVANIA,2020,9,13,,50,,221,,64,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20200913,POINT (-77.838886 40.896694)
UTAH,2020,9,,-,12,,18,,67,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20200955,POINT (-111.678222 39.323779)
COLORADO,2020,9,18,,21,,92,,80,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20200950,POINT (-105.547832 38.998552)
VERMONT,2020,9,,-,5,,9,,5,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20200908,POINT (-72.662695 44.075252)
KENTUCKY,2020,9,,-,14,,28,,26,,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20200940,POINT (-85.290484 37.526683)
PUERTO RICO,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20200967,POINT (-66.414655 18.215692)
MAINE,2020,9,1,,17,,20,,99,,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20200904,POINT (-69.06137 45.117911)
VIRGINIA,2020,9,1,,37,,36,,19,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20200936,POINT (-78.666382 37.510861)
ARIZONA,2020,9,12,,22,,139,,80,,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20200949,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20200964,
WISCONSIN,2020,9,,-,42,,43,,81,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20200919,POINT (-89.732969 44.639954)
IDAHO,2020,9,,-,17,,16,,16,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20200951,POINT (-114.659366 44.389073)
