School_Year,OPT_Code,Name,Affiliation,Site_Type,Street_Address,City,State,Zip,Longitude,Latitude,Door_To_Door_Service,Stop_To_School_Service,Common_Carrier_Svc_Metrocards,Site_Reimbursement,Mid_Day_Service,D2D_Late_Day_Programs,S2S_Late_Day_Programs
2016-2017,02561,URBAN ACADEMY LABORATORY HS,Public,School,317 EAST 67TH STREET,Manhattan,NY,10021,-73.9600200000,40.7654290000,Yes,No,Yes,No,No,No,No
2016-2017,02563,ELEANOR ROOSEVELT HIGH SCHOOL,Public,School,411 EAST 76TH STREET,Manhattan,NY,10021,-73.9535630000,40.7702550000,Yes,No,Yes,No,No,No,No
2016-2017,02564,P2G @ STANLEY ISAACS NEIGH CTR,Public,School,1792 First Avenue,Manhattan,NY,10128,-73.9462420000,40.7811490000,No,No,Yes,No,No,No,No
2016-2017,02565,P2G @ CHELSEA HUDSON GUILD,Public,School,443-447 WEST 25 ST,Manhattan,NY,10001,-74.0016210000,40.7483840000,No,No,Yes,No,No,No,No
2016-2017,02566,P138M @ P033M,Public,School,281 NINTH AVE,Manhattan,NY,10001,-73.9997380000,40.7488490000,Yes,Yes,Yes,No,Yes,No,No
2016-2017,02568,THE GILLEN BREWER SCHOOL,Nonsectarian,School,410 EAST 92ND STREET,Manhattan,NY,10128,-73.9461540000,40.7804130000,Yes,No,Yes,No,Yes,No,No
2016-2017,02569,P2G- THE DOOR,Public,School,121 6TH AVENUE,Manhattan,NY,10012,-74.0047880000,40.7239230000,No,No,Yes,No,No,No,No
2016-2017,02571,OFF.OF FITNESS & HEALTH EDUC,Public,Office,52 CHAMBERS STREET ROOM 209,Manhattan,NY,10007,-74.0056230000,40.7137470000,No,No,No,No,No,No,No
2016-2017,02573,P2G-DOOR ART ACCESS-,Public,School,121 6TH AVENUE,Manhattan,NY,10012,-74.0047880000,40.7239230000,No,No,Yes,No,No,No,No
2016-2017,02574,JOHN V. LINDSAY WILDCAT ACAD.,Charter,School,17 BATTERY PLACE,Manhattan,NY,10004,-74.0161500000,40.7051280000,No,No,Yes,No,No,No,No
2016-2017,02580,THE ELLA BAKER SCHOOL,Public,School,317 EAST 67 STREET,Manhattan,NY,10021,-73.9600200000,40.7654290000,Yes,Yes,Yes,No,Yes,No,No
2016-2017,02582,HUMANITIES PREP. SCHOOL,Public,School,351 WEST 18 STREET,Manhattan,NY,10011,-74.0020690000,40.7429250000,Yes,No,Yes,No,No,No,No
2016-2017,02583,OFF OF ENGLISH LANG LEARNERS,Public,Office,52 CHAMBERS STREET  ROOM 220,Manhattan,NY,10007,-74.0056230000,40.7137470000,No,No,Yes,No,No,No,No
2016-2017,02584,ESSEX STREET ACADEMY,Public,School,350 GRAND STREET,Manhattan,NY,10002,-73.9893030000,40.7168500000,Yes,No,Yes,No,No,No,No
2016-2017,02587,Y.A.B.C.@ WASHINGTON IRVING HS,Public,School,40 IRVING PLACE,Manhattan,NY,10003,-73.9875440000,40.7354910000,No,No,Yes,No,No,No,No
2016-2017,02596,URBAN ASSEMBLY OF DESIGN CONST,Public,School,525 WEST 50TH STREET,Manhattan,NY,10019,-73.9926340000,40.7651370000,Yes,No,Yes,No,No,No,No
2016-2017,02601,P169M @ PS 59,Public,School,233 EAST 56TH STREET,Manhattan,NY,10022,-73.9671410000,40.7593030000,Yes,No,Yes,No,Yes,Yes,No
2016-2017,02605,P035M @ MANHATTAN SCHOOL,Public,School,317 WEST 52 STREET,Manhattan,NY,10019,-73.9858760000,40.7639280000,Yes,Yes,Yes,No,Yes,No,No
2016-2017,02606,P721M @ LEGACY HS,Public,School,34 WEST 14 STREET,Manhattan,NY,10011,-73.9948950000,40.7364460000,Yes,No,Yes,No,No,No,No
2016-2017,02609,OFFICE OF SCHOOL QUALITY,Public,Office,52 CHAMBERS STREET  ROOM 310,Manhattan,NY,10007,-74.0056230000,40.7137470000,No,No,Yes,No,No,No,No
2016-2017,02611,Keswell School,Nonsectarian,School,331 WEST 25 STREET,Manhattan,NY,10001,-73.9984420000,40.7470490000,Yes,No,Yes,No,No,No,No
2016-2017,02612,HS FOR DUAL LANG.& ASIAN STUDY,Public,School,350 GRAND STREET  5TH FLOOR,Manhattan,NY,10002,-73.9893030000,40.7168500000,No,No,Yes,No,Yes,No,No
2016-2017,02613,P751M@ HUMANTIES PREPARATORY,Public,School,351 WEST 18TH STREET,Manhattan,NY,10011,-74.0020690000,40.7429250000,No,No,Yes,No,No,No,No
2016-2017,02615,LA SCUOLA D'ITALIA G.MARCONI,Nonsectarian,School,406 EAST 67TH STREET,Manhattan,NY,10021,-73.9579500000,40.7643620000,No,No,Yes,No,Yes,No,No
2016-2017,02616,P751M @ HUNTER COLLEGE,Public,School,695 PARK AVENUE  12TH FLOOR,Manhattan,NY,10010,-73.9651700000,40.7688880000,No,No,Yes,No,No,No,No
2016-2017,02622,A.M.A.C. INC-SECONDARY,Other Religion,School,25 WEST 17 STREET,Manhattan,NY,10011,-73.9932020000,40.7384250000,Yes,No,Yes,No,Yes,No,No
2016-2017,02623,P751M @ BARUCH COLLEGE,Public,School,137 EAST 25 STREET,Manhattan,NY,10016,-73.9834210000,40.7407230000,Yes,No,Yes,No,No,No,No
2016-2017,02624,P751M @ GOODWILL,Public,School,220 EAST 23RD STREET,Manhattan,NY,10010,-73.9825520000,40.7384830000,No,No,No,No,No,No,No
2016-2017,02625,P751M @ V.A. HOSPITAL,Public,School,423 EAST 23RD STREET  FIRST FLOOR,Manhattan,NY,10010,-73.9776440000,40.7366080000,No,No,No,No,No,No,No
2016-2017,02628,OFFICE SCHOOL PROGRAMS,Public,Office,52 CHAMBERS STREET  ROOM 205,Manhattan,NY,10007,-74.0056230000,40.7137470000,No,No,Yes,No,No,No,No
2016-2017,02629,P402X@ NY PREBYTERIAN HOSP,Public,School,525 EAST 68TH STREET 11TH FLOOR,Manhattan,NY,10021,-73.9552050000,40.7642180000,No,No,Yes,No,No,No,No
2016-2017,02631,ROSIE'S BROADWAY KIDS DOE    S,Public,Office,445 WEST 45TH STREET,Manhattan,NY,10036,-73.9924820000,40.7609790000,No,No,No,No,No,No,No
2016-2017,02632,HAWTHORNE COUNTRY DAY SCHOOL,Nonsectarian,School,156 WILLIAM STREET,Manhattan,NY,10038,-74.0059290000,40.7099330000,Yes,No,Yes,No,No,No,No
2016-2017,02633,CUNY-COLLEGE NOW             S,Public,Office,101 WEST 31ST STREET  14TH FLOOR,Manhattan,NY,10001,-73.9895380000,40.7481500000,No,No,No,No,No,No,No
2016-2017,02634,OFF OF SAFETY & YOUTH DEVELOP,Public,Office,52 CHAMBERS STREET  ROOM 218,Manhattan,NY,10007,-74.0056230000,40.7137470000,No,No,Yes,No,No,No,No
2016-2017,02635,THE SPENCE SCHOOL,Nonsectarian,School,56 EAST 93RD STREET,Manhattan,NY,10128,-73.9550840000,40.7849950000,No,Yes,Yes,No,Yes,No,No
2016-2017,02639,CASSIDY'S PLACE,Nonsectarian,School,419 EAST 86TH STREET,Manhattan,NY,10028,-73.9487120000,40.7766950000,No,No,No,No,No,No,No
2016-2017,02645,THE TRANSFIGURATION KDRG.SCH.,Nonsectarian,School,10 CONFUCIUS PLAZA,Manhattan,NY,10002,-73.9974870000,40.7140050000,No,No,No,No,No,No,No
2016-2017,02646,FOOD AND FINANCE HS,Public,School,525 WEST 50TH STREET,Manhattan,NY,10019,-73.9926340000,40.7651370000,Yes,No,Yes,No,No,No,No
2016-2017,02650,MS 255 SALK SCHOOL OF SCIENCE,Public,School,320 EAST 20TH STREET FOURTH FLOOR,Manhattan,NY,10003,-73.9817200000,40.7356920000,No,Yes,Yes,No,No,No,No
2016-2017,02652,PACE HIGH SCHOOL,Public,School,100 HESTER STREET,Manhattan,NY,10002,-73.9931260000,40.7164800000,Yes,No,Yes,No,No,No,No
2016-2017,02654,COOKE CENTER ACADEMY,Nonsectarian,School,60 MACDOUGAL STREET,Manhattan,NY,10012,-74.0023310000,40.7276600000,Yes,No,Yes,No,Yes,No,No
2016-2017,02539,SOS,Public,School,121 6TH AVENUE,Manhattan,NY,10013,-74.0047880000,40.7239230000,No,No,No,No,No,No,No
2016-2017,02541,HS OF GRAPHIC COMM ARTS,Public,School,439 WEST 49TH STREET,Manhattan,NY,10019,-73.9905410000,40.7634360000,No,No,Yes,No,No,No,No
2016-2017,02655,CHILD SCH M.S. PATTERSON BLDG,Nonsectarian,School,537 MAIN STREET,Manhattan,NY,10044,-73.9500510000,40.7616610000,Yes,No,Yes,No,No,No,No
2016-2017,02656,CLARKE NYC AUDITORY SCHOOL,Nonsectarian,School,80 EAST END AVENUE,Manhattan,NY,10028,-73.9461900000,40.7731660000,No,No,No,No,No,No,No
2016-2017,02657,P2G @ MANHATTAN LRNG CTR,Public,School,317 WEST 52 STREET,Manhattan,NY,10019,-73.9858760000,40.7639280000,No,No,Yes,No,No,No,No
2016-2017,02658,NOTRE DAME SCHOOL,Parochial,School,327 WEST 13TH STREET,Manhattan,NY,10014,-74.0042390000,40.7396740000,No,No,Yes,No,No,No,No
2016-2017,02661,P751M @ FASHION INDUSTRIES HS,Public,School,225 WEST 24TH STREET,Manhattan,NY,10011,-73.9960180000,40.7452180000,Yes,No,Yes,No,No,No,No
2016-2017,02663,P751M @ ARMORY,Public,School,68 LEXINGTON AVENUE,Manhattan,NY,10016,-73.9837020000,40.7411170000,Yes,No,Yes,No,No,No,No
2016-2017,02664,P751M @ ICD,Public,School,340 EAST 24 STREET,Manhattan,NY,10010,-73.9787720000,40.7377610000,No,Yes,No,No,No,No,No
2016-2017,02665,SPECIAL EDUCATION INITIATIVES,Public,Office,52 CHAMBERS STREET ROOM 220,Manhattan,NY,10007,-74.0056230000,40.7137470000,No,No,Yes,No,No,No,No
2016-2017,02666,RABBI ARTHUR SCHNEIER PK EA DA,Yeshiva,School,164 EAST 68TH STREET,Manhattan,NY,10065,-73.9634080000,40.7674820000,No,Yes,Yes,No,Yes,No,Yes
2016-2017,02667,CHILD SCHOOL- HS EASTWOOD BLDG,Nonsectarian,School,566 MAIN STREET,Manhattan,NY,10044,-73.9492740000,40.7626020000,Yes,No,Yes,No,No,No,No
2016-2017,02668,P226M @ MILLENNIUM HS,Public,School,75 BROAD STREET,Manhattan,NY,10004,-74.0114520000,40.7044850000,Yes,No,Yes,No,No,No,No
2016-2017,02669,P169M @ METROPOLITAN HOSPITAL,Public,School,1900 2ND AVENUE-8 FLOOR SOUTH,Manhattan,NY,10029,-73.9459990000,40.7855770000,No,No,No,No,No,No,No
2016-2017,02677,P138M @ SCHOOL OF THE FUTURE,Public,School,127 EAST 22 STREET,Manhattan,NY,10010,-73.9854390000,40.7390240000,Yes,No,Yes,No,No,No,No
2016-2017,02685,P751M @ NYU FED CAP-SCH CAR,Public,School,119 WEST 19 STREET,Manhattan,NY,10011,-73.9953060000,40.7408400000,No,No,Yes,No,No,No,No
2016-2017,02686,OFFICE OF HOME SCHOOLING,Public,Office,52 CHAMBERS STREET,Manhattan,NY,10007,-74.0056230000,40.7137470000,No,No,No,No,No,No,No
2017-2018,01034,PS 34,Public,School,730 EAST 12TH STREET,Manhattan,NY,10009,-73.9752320000,40.7264040000,Yes,Yes,Yes,No,Yes,No,No
2016-2017,02687,ACAD OF INFO-TECHNOLOGY TWEED,Public,Office,52 CHAMBERS STREET  ROOM 209,Manhattan,NY,10007,-74.0056230000,40.7137470000,No,No,No,No,No,No,No
2016-2017,02692,BRITISH INTERNATIONAL SCH.N.Y.,Nonsectarian,School,20 WATERSIDE PLAZA,Manhattan,NY,10010,-73.9740000000,40.7372010000,No,Yes,Yes,No,Yes,No,No
2016-2017,02696,ALTERNATE LEARNING CENTERS,Public,Office,52 CHAMBERS STREET   ROOM 218,Manhattan,NY,10007,-74.0056230000,40.7137470000,No,No,No,No,No,No,No
2016-2017,02697,LINDAMOOD BELL LRNG (IMPARTIAL,Nonsectarian,School,110 E. 55th STREET,Manhattan,NY,10021,-73.9710430000,40.7599380000,No,No,Yes,No,No,No,No
2016-2017,02699,LEARNING SPRING ELEM SCHOOL,Nonsectarian,School,247 EAST 20TH STREET,Manhattan,NY,10003,-73.9831200000,40.7364760000,Yes,No,Yes,No,Yes,No,No
2016-2017,02706,LA SCUOLA NEW YORK 'G.MARCONI',Nonsectarian,School,12 EAST 96 STREET,Manhattan,NY,10128,-73.9552680000,40.7876000000,No,Yes,Yes,No,Yes,No,No
2016-2017,02707,EAST MANHATTAN SCHOOL,Nonsectarian,School,31-35 WEST 15TH STREET,Manhattan,NY,10011,-73.9942240000,40.7372520000,No,No,No,No,No,No,No
2016-2017,02710,LYCEUM KENNEDY FRENCH SCHOOL,Nonsectarian,School,225 EAST 43 ST,Manhattan,NY,10017,-73.9731870000,40.7512130000,No,No,Yes,No,Yes,No,No
2016-2017,02711,CONVENT SACRED HEART SCH,Parochial,School,1 EAST 91ST STREET,Manhattan,NY,10128,-73.9578020000,40.7846910000,No,Yes,Yes,No,No,No,No
2016-2017,02714,MANHATTAN H.S FOR GIRLS,Yeshiva,School,154 EAST 70 STREET,Manhattan,NY,10021,-73.9627190000,40.7688300000,No,No,Yes,No,Yes,No,No
2016-2017,02715,NYCTA-FARE MEDIA PROGRAMS,Nonsectarian,Office,2 BROADWAY    D11.45,Manhattan,NY,10004,-74.0130880000,40.7041290000,No,No,Yes,No,No,No,No
2016-2017,02716,OFF OF SCHOOL SAFETY-PBIS-SEL,Public,Office,400 1ST AVENUE  3RD FLOOR,Manhattan,NY,10010,-73.9782140000,40.7370700000,No,No,No,No,No,No,No
2016-2017,02717,SACRED HEART JESUS SCH,Parochial,School,456 WEST 52ND STREET,Manhattan,NY,10019,-73.9896500000,40.7653210000,No,No,Yes,No,No,No,No
2016-2017,02721,P721M @ MANHATTAN OTC,Public,School,250 WEST HOUSTON STREET,Manhattan,NY,10014,-74.0059750000,40.7287520000,Yes,No,Yes,No,Yes,Yes,No
2016-2017,02725,ST STEPHEN OF HUNGARY SCHOOL,Parochial,School,408 EAST 82ND STREET,Manhattan,NY,10028,-73.9508660000,40.7740280000,No,Yes,Yes,No,Yes,No,No
2016-2017,02727,TRANSFIGURATION LOWER SCHOOL,Parochial,School,29 MOTT STREET,Manhattan,NY,10013,-73.9989380000,40.7147140000,No,No,Yes,No,Yes,No,No
2016-2017,02728,GUARDIAN ANGEL SCHOOL,Parochial,School,193 10TH AVENUE,Manhattan,NY,10011,-74.0049780000,40.7467540000,Yes,No,Yes,No,No,No,No
2016-2017,02730,MONTESSORI SCH. OF NEW YORK,Nonsectarian,School,347 EAST 55TH STREET,Manhattan,NY,10022,-73.9650730000,40.7576130000,No,No,Yes,No,Yes,No,No
2016-2017,02732,XAVIER HIGH SCHOOL,Parochial,School,30 WEST 16TH STREET,Manhattan,NY,10011,-73.9938340000,40.7377300000,No,No,Yes,No,No,No,No
2016-2017,02733,NYC-DOE CENTRAL-,Public,Office,52 CHAMBERS STREET   ROOM 108,Manhattan,NY,10007,-74.0056230000,40.7137470000,No,No,Yes,No,No,No,No
2016-2017,02734,THE LANG SCHOOL,Nonsectarian,School,11 BROADWAY  3RD FLOOR,Manhattan,NY,10004,-74.0137640000,40.7054540000,Yes,No,Yes,No,No,No,No
2016-2017,02735,ACADEMY OF ST JOSEPH,Parochial,School,111 WASHINGTON PLACE,Manhattan,NY,10014,-74.0009800000,40.7326460000,No,No,Yes,No,No,No,No
2016-2017,02737,MESIVTHA TIFERETH JRSLM AMER,Yeshiva,School,145 EAST BROADWAY,Manhattan,NY,10002,-73.9911650000,40.7138830000,Yes,Yes,Yes,No,Yes,No,Yes
2016-2017,02748,GRACE CHURCH SCHOOL,Christian,School,86 4TH AVENUE,Manhattan,NY,10003,-73.9904060000,40.7316780000,No,Yes,Yes,No,No,No,No
2016-2017,02750,THE FAMILY SCHOOL,Nonsectarian,School,323 EAST 47TH STREET,Manhattan,NY,10017,-73.9691750000,40.7527850000,No,No,Yes,No,No,No,No
2016-2017,02751,RAMAZ LOWER SCHOOL,Yeshiva,School,125 EAST 85TH STREET,Manhattan,NY,10028,-73.9566770000,40.7791610000,No,Yes,Yes,No,No,No,No
2016-2017,02701,CITY AS SCHOOL,Public,School,16 CLARKSON STREET,Manhattan,NY,10014,-74.0061460000,40.7293330000,No,No,Yes,No,No,No,No
2016-2017,02753,PHILOSOPHY DAY SCHOOL,Nonsectarian,School,12 EAST 79 ST,Manhattan,NY,10021,-73.9631400000,40.7766580000,No,No,Yes,No,No,No,No
2016-2017,02756,MARYMOUNT SCHOOL OF NY,Parochial,School,1026 5TH AVENUE,Manhattan,NY,10028,-73.9614260000,40.7799750000,No,Yes,Yes,No,No,No,No
2016-2017,02760,EPIPHANY LOWER SCHOOL,Parochial,School,234 EAST 22ND STREET,Manhattan,NY,10010,-73.9828120000,40.7377230000,No,Yes,Yes,No,Yes,No,No
2016-2017,02761,P094M @ PS 126 CHINATOWN YMCA,Public,School,80 CATHERINE STREET,Manhattan,NY,10038,-73.9968410000,40.7111740000,No,No,No,No,No,No,No
2016-2017,02764,RAMAZ UPPER SCHOOL,Yeshiva,School,60 EAST 78TH STREET,Manhattan,NY,10021,-73.9620320000,40.7752910000,No,No,Yes,No,No,No,No
2016-2017,02765,OUR LADY OF POMPEI SCH,Parochial,School,240 BLEECKER STREET,Manhattan,NY,10014,-74.0027460000,40.7305840000,No,Yes,Yes,No,No,No,No
2016-2017,02770,CATHEDRAL ELEMENTARY SCH,Nonsectarian,School,319 EAST 74TH STREET,Manhattan,NY,10021,-73.9567110000,40.7699250000,No,No,Yes,No,No,No,No
2016-2017,02771,ST BERNARD'S SCH INC,Nonsectarian,School,4 EAST 98TH STREET,Manhattan,NY,10029,-73.9545830000,40.7890100000,No,No,Yes,No,No,No,No
2016-2017,02773,CORLEARS SCHOOL,Nonsectarian,School,324 WEST 15TH STREET,Manhattan,NY,10011,-74.0029820000,40.7407520000,No,No,Yes,No,No,No,No
2016-2017,02775,ST DAVID'S SCHOOL,Parochial,School,12 EAST 89TH STREET,Manhattan,NY,10128,-73.9584510000,40.7831360000,No,Yes,Yes,No,No,No,No
2016-2017,02776,ST IGNATIUS LOYOLA SCH,Parochial,School,48 EAST 84 STREET,Manhattan,NY,10028,-73.9593620000,40.7792710000,No,Yes,Yes,No,Yes,No,No
2016-2017,02777,THE BLUE SCHOOL,Nonsectarian,School,241 WATER STREET,Manhattan,NY,10038,-74.0023470000,40.7079490000,No,No,Yes,No,No,No,No
2016-2017,02778,ST JOSEPH OF YORKVILLE,Parochial,School,420 EAST 87TH STREET,Manhattan,NY,10128,-73.9482820000,40.7772040000,No,No,Yes,No,No,No,No
2016-2017,02779,ST JEAN BAPTISTE HS,Parochial,School,173 EAST 75TH STREET,Manhattan,NY,10021,-73.9598490000,40.7720750000,No,No,Yes,No,No,No,No
2016-2017,02780,ST LUKES SCHOOL,Christian,School,487 HUDSON STREET,Manhattan,NY,10014,-74.0065990000,40.7325290000,No,Yes,Yes,No,No,No,No
2016-2017,02783,ST VINCENT FERRER HS,Parochial,School,151 EAST 65TH STREET,Manhattan,NY,10021,-73.9649110000,40.7658560000,No,No,Yes,No,No,No,No
2016-2017,02785,EPIPHANY UPPER SCHOOL,Parochial,School,141 EAST 28 STREET,Manhattan,NY,10016,-73.9820020000,40.7425520000,No,Yes,Yes,No,Yes,No,No
2016-2017,02787,OFFICE OF ASSESSMENT,Public,Office,52 CHAMBERS STREET  ROOM 309,Manhattan,NY,10007,-74.0056230000,40.7137470000,No,No,Yes,No,No,No,No
2016-2017,02789,MANHATTAN COUNTRY SCHOOL,Nonsectarian,School,150 West 85th Street,Manhattan,NY,10025,-73.9741190000,40.7864070000,No,Yes,No,No,Yes,No,No
2016-2017,02793,DOMINICAN ACADEMY,Parochial,School,44 EAST 68TH STREET,Manhattan,NY,10021,-73.9669230000,40.7689640000,No,No,Yes,No,No,No,No
2016-2017,02795,ALC @ BOWLING GREEN,Public,School,50 BROADWAY 12TH FLOOR,Manhattan,NY,10004,-74.0126750000,40.7064070000,Yes,No,No,No,No,No,No
2016-2017,02798,Off. of Senior Dep Chancellor,Public,Office,52 CHAMBERS ST  ROOM 320,Manhattan,NY,10007,-74.0056230000,40.7137470000,No,No,No,No,No,No,No
2016-2017,02799,P094M @ PS 281,Public,School,425 EAST 35TH STREET,Manhattan,NY,10016,-73.9725410000,40.7443470000,Yes,No,Yes,No,Yes,Yes,No
2016-2017,02801,OFFICE OF POLICY RESEARCH,Public,Office,52 CHAMBERS STREET   ROOM 309,Manhattan,NY,10007,-74.0056230000,40.7137470000,No,No,No,No,No,No,No
2016-2017,02802,CFN # 106,Public,Office,333 7TH AVENUE   ROOM 707,Manhattan,NY,10001,-73.9929510000,40.7476210000,No,No,No,No,No,No,No
2017-2018,01063,PS 63,Public,School,121 EAST 3RD STREET,Manhattan,NY,10009,-73.9864670000,40.7242420000,Yes,Yes,Yes,No,Yes,No,No
2016-2017,02806,P035M @RIVERVIEW SCH@BELLEVUE,Public,School,462 FIRST AV,Manhattan,NY,10016,-73.9765360000,40.7394610000,Yes,Yes,Yes,No,No,No,No
2016-2017,02808,FRIENDS SEMINARY SCH,Christian,School,222 EAST 16TH STREET,Manhattan,NY,10003,-73.9858360000,40.7343620000,No,Yes,Yes,No,No,No,No
2016-2017,02809,HEWITT SCHOOL,Nonsectarian,School,45 EAST 75TH STREET,Manhattan,NY,10021,-73.9634770000,40.7736050000,No,Yes,Yes,No,Yes,No,No
2016-2017,02811,P094M @ PS 397,Public,School,12 SPRUCE STREET,Manhattan,NY,10038,-74.0055570000,40.7112700000,Yes,No,Yes,No,Yes,Yes,No
2016-2017,02814,P226M @ MANHATTAN SCHOOL,Public,School,12 WEST 12TH STREET,Manhattan,NY,10011,-73.9953470000,40.7348970000,Yes,No,Yes,No,Yes,No,No
2016-2017,02816,HUNTER COLLEGE HS,Nonsectarian,School,71 EAST 94TH STREET,Manhattan,NY,10128,-73.9542800000,40.7856710000,No,No,Yes,No,Yes,No,No
2016-2017,02818,ISLAMIC CULTURAL CTR SCHOOL,Other Religion,School,222 EAST 97TH STREET,Manhattan,NY,10029,-73.9478030000,40.7853540000,No,Yes,Yes,No,Yes,No,No
2016-2017,02820,REGIS HS,Parochial,School,55 EAST 84TH STREET,Manhattan,NY,10028,-73.9590890000,40.7793500000,No,No,Yes,No,No,No,No
2016-2017,02821,P094M @ PS 340,Public,School,590 AVENUE OF THE AMERICAS,Manhattan,NY,10011,-73.9954430000,40.7391020000,Yes,No,Yes,No,No,No,No
2016-2017,02822,TRANSFIGURATION UPPER SCHOOL,Parochial,School,37 ST.JAMES PLACE,Manhattan,NY,10038,-73.9991410000,40.7122030000,No,No,Yes,No,No,No,No
2016-2017,02824,THE DALTON SCHOOL,Nonsectarian,School,108 EAST 89 STREET,Manhattan,NY,10128,-73.9552840000,40.7818000000,No,Yes,Yes,No,No,No,No
2016-2017,02825,ELISABETH IRWIN HS,Nonsectarian,School,40 CHARLTON STREET,Manhattan,NY,10014,-74.0048020000,40.7270000000,No,No,Yes,No,No,No,No
2016-2017,02826,THE DALTON SCHOOL-ANNEX,Nonsectarian,School,53-61 EAST 91 STREET,Manhattan,NY,10128,-73.9558940000,40.7838900000,No,Yes,Yes,No,No,No,No
2016-2017,02830,THE BEEKMAN SCHOOL,Nonsectarian,School,220 EAST 50TH STREET,Manhattan,NY,10022,-73.9701650000,40.7554770000,No,No,Yes,No,No,No,No
2016-2017,02833,Q345 @ DIV OF EQUITY & ACCESS,Public,Office,52 CHAMBERS STREET ROOM 319,Manhattan,NY,10007,-74.0056230000,40.7137470000,No,No,No,No,No,No,No
2016-2017,02840,RUDOLF STEINER SCHOOL,Nonsectarian,School,15 EAST 79TH STREET,Manhattan,NY,10021,-73.9629500000,40.7767730000,No,Yes,Yes,No,No,No,No
2016-2017,02841,THE SPENCE SCHOOL,Nonsectarian,School,22 EAST 91ST STREET,Manhattan,NY,10128,-73.9572500000,40.7842670000,No,Yes,Yes,No,Yes,No,No
2016-2017,02843,TOWN SCHOOL INC,Nonsectarian,School,540 EAST 76TH STREET,Manhattan,NY,10021,-73.9509080000,40.7689460000,No,Yes,Yes,No,Yes,No,No
2016-2017,02844,UN INTERNATIONAL SCH,Nonsectarian,School,24-50 FRANKLIN D. ROOSEVELT DRIVE,Manhattan,NY,10010,-73.9744370000,40.7365330000,Yes,Yes,Yes,No,Yes,No,No
2016-2017,02846,VILLAGE COMMUNITY SCH,Nonsectarian,School,272 WEST 10TH STREET,Manhattan,NY,10014,-74.0078670000,40.7334220000,No,No,Yes,No,Yes,No,No
2016-2017,02850,LITTLE RED SCHOOLHOUSE,Nonsectarian,School,196 BLEECKER ST,Manhattan,NY,10012,-74.0016130000,40.7292700000,No,Yes,Yes,No,Yes,No,No
2016-2017,02855,LOYOLA HS,Parochial,School,980 PARK AVENUE N.Y.,Manhattan,NY,10028,-73.9586920000,40.7785030000,No,No,Yes,No,No,No,No
2016-2017,02862,HOSPITALS SCHOOLS @ ICD HOSP,Public,Office,50 BROADWAY,Manhattan,NY,10004,-74.0126750000,40.7064070000,No,No,Yes,No,No,No,No
2016-2017,02866,THE ARK NURSY AND KNDG SCH,Nonsectarian,School,12 EAST 79TH STREET,Manhattan,NY,10021,-73.9631400000,40.7766580000,No,No,No,No,No,No,No
2016-2017,02870,THE ALLEN STEVENSON SCHOOL,Nonsectarian,School,132 EAST 78TH STREET,Manhattan,NY,10021,-73.9599320000,40.7744060000,No,Yes,Yes,No,Yes,No,No
2016-2017,02872,Winston Preparatory School,Nonsectarian,School,126 WEST 17 STREET,Manhattan,NY,10011,-73.9964370000,40.7395920000,Yes,No,Yes,No,No,No,No
2016-2017,02875,BARUCH COLLEGE CAMPUS HS,Public,School,55 EAST 25TH STREET,Manhattan,NY,10010,-73.9864850000,40.7420030000,Yes,No,Yes,No,No,No,No
2016-2017,02876,BIRCH WATHEN LENOX LOWER SCH,Nonsectarian,School,210 EAST 77 STREET,Manhattan,NY,10075,-73.9578170000,40.7726830000,No,No,Yes,No,No,No,No
2016-2017,02877,NYC LAW DEPART GEN.LITIGATION,Nonsectarian,Office,100 CHURCH ST ROOM 2-195,Manhattan,NY,10007,-74.0095800000,40.7130060000,No,No,No,No,No,No,No
2016-2017,02878,BREARLEY SCHOOL,Nonsectarian,School,610 EAST 83RD STREET,Manhattan,NY,10028,-73.9460140000,40.7728110000,No,Yes,Yes,No,No,No,No
2016-2017,02880,THE BROWNING SCHOOL,Nonsectarian,School,52 EAST 62ND STREET,Manhattan,NY,10021,-73.9695400000,40.7651590000,No,Yes,Yes,No,No,No,No
2016-2017,02881,WINSTON PREP @ COOKE CTR,Nonsectarian,School,252 WEST 29TH STREET 4TH FLOOR,Manhattan,NY,10001,-73.9944390000,40.7484030000,Yes,No,No,No,No,No,No
2016-2017,02882,BUCKLEY SCHOOL,Nonsectarian,School,113 EAST 73RD STREET,Manhattan,NY,10021,-73.9626040000,40.7715800000,No,No,Yes,No,No,No,No
2016-2017,02884,THE CAEDMON SCHOOL,Nonsectarian,School,416 EAST 80TH STREET,Manhattan,NY,10021,-73.9513710000,40.7725800000,No,No,Yes,No,Yes,No,No
2016-2017,02885,HOME INSTR.SCHOOL- MANHATTAN,Public,School,250 WEST HOUSTON STREET,Manhattan,NY,10014,-74.0059750000,40.7287520000,No,Yes,No,No,No,No,No
2016-2017,02886,CHAPIN SCHOOL,Nonsectarian,School,100 EAST END AVENUE,Manhattan,NY,10028,-73.9457250000,40.7738010000,No,Yes,Yes,No,No,No,No
2016-2017,02888,MANHATTAN BOROUGH OFFICE STH,Public,Office,333 7TH AVENUE,Manhattan,NY,10001,-73.9929510000,40.7476210000,No,No,Yes,No,No,No,No
