the_geom,OBJECTID,Zone,District,Shape_Length,Shape_Area
"MULTIPOLYGON (((-90.096523381807 29.938773661977, -90.096305936309 29.938327053007, -90.096089517994 29.937879215436, -90.095769851247 29.937217668139, -90.095374688444 29.936398795419, -90.09536477747 29.936378215264, -90.095971479089 29.936161283677, -90.096451625954 29.935990623052, -90.0965392009 29.935978769171, -90.09656821095 29.935974174372, -90.096618511677 29.93596623215, -90.09716910272 29.935879227064, -90.098656756354 29.935581896838, -90.100599564232 29.935445924086, -90.10170158693 29.935363818764, -90.102959588374 29.935263252722, -90.103063439361 29.936279714381, -90.103163037558 29.937254445915, -90.103348115251 29.939102522089, -90.103464155953 29.940255222095, -90.101351269925 29.940418411098, -90.100205253345 29.940504336674, -90.100198268608 29.940504876603, -90.099525704986 29.940553956104, -90.099422171249 29.940561509377, -90.099105350149 29.940583919988, -90.098936747599 29.940595868906, -90.098654922474 29.940630239191, -90.098456982425 29.94068585696, -90.098046709193 29.940834849116, -90.097551137724 29.941033255004, -90.097501113734 29.940789190953, -90.097111773471 29.939982286398, -90.096523381807 29.938773661977)))",1789,2O,2,8016.3754773708533,3946689.7248054477
"MULTIPOLYGON (((-90.036679428079 29.979599099271, -90.037436485549 29.977058985942, -90.040345748092 29.977715203977, -90.041514667202 29.977978828747, -90.042893100827 29.978289708062, -90.042902329188 29.978291805998, -90.047108496207 29.979246938833, -90.047112181421 29.979247744446, -90.047330617099 29.979296272332, -90.047681397779 29.979284133157, -90.048425626409 29.9792360997, -90.048545537097 29.980754027917, -90.048745521919 29.983285477184, -90.048907106209 29.98533103917, -90.047533590941 29.98541382426, -90.04727509393 29.985428321135, -90.046154678654 29.985491151459, -90.045978249875 29.985510738407, -90.045787319194 29.985547618785, -90.045539841454 29.985633499527, -90.045242954633 29.985729318814, -90.045127858549 29.985747498266, -90.045032522906 29.985752256433, -90.044762196923 29.985723761522, -90.044574317714 29.985700389576, -90.043990813449 29.985573922051, -90.043022372201 29.985353453619, -90.042549383241 29.985245773696, -90.040923642588 29.98487567692, -90.039284156611 29.984504379109, -90.037380299113 29.984073175618, -90.036530796898 29.983883639694, -90.035470378775 29.983616283014, -90.035883423058 29.982252700217, -90.036198000579 29.981214213362, -90.036280011105 29.980939086975, -90.036679428079 29.979599099271)))",1842,5M,5,12640.004022041343,9602879.6790105868
"MULTIPOLYGON (((-90.027908016774 29.96935964022, -90.02733737594 29.969234133559, -90.027096655394 29.969261719276, -90.026876965539 29.969270291322, -90.026686458518 29.969254952236, -90.026493039828 29.969227896473, -90.026280092201 29.969182414203, -90.025733405211 29.969068193481, -90.026504196318 29.966861987052, -90.026741737967 29.966181987065, -90.027501090425 29.963885928516, -90.028774287796 29.959898647013, -90.027549330598 29.957113638285, -90.02860444881 29.953739697381, -90.034263234897 29.955524670819, -90.036218819183 29.956141456146, -90.037364824827 29.956502878458, -90.038516714822 29.956895808468, -90.039796828264 29.95731572945, -90.042279737928 29.957843859405, -90.042654115285 29.957901239963, -90.044754110037 29.958223137758, -90.042146089048 29.961282277831, -90.0408645395 29.965551888485, -90.040531681267 29.966668226743, -90.04046874679 29.966879330974, -90.0402880544 29.96749105252, -90.039916192968 29.968749814216, -90.03935928152 29.970616154077, -90.038984694191 29.971871473781, -90.03485490795 29.970930801142, -90.034360091371 29.970819382011, -90.029968832988 29.969830571075, -90.027908016774 29.96935964022)))",1835,5D,5,20899.090998777727,23947032.065936245
"MULTIPOLYGON (((-90.065564541496 29.939521394017, -90.065506929482 29.939167408165, -90.065854639573 29.939199331191, -90.067465534055 29.939665098607, -90.06798836427 29.939843763155, -90.068650524432 29.94007587781, -90.068869967616 29.940176024263, -90.069503233284 29.940580749365, -90.070126244486 29.940980203116, -90.07045401632 29.941180992189, -90.070750682938 29.941349774873, -90.070990601978 29.941469033975, -90.071197629958 29.941535068562, -90.071939979503 29.941749674548, -90.07210558769 29.941802797554, -90.073098204284 29.942325569464, -90.072874091869 29.942624409887, -90.072704699483 29.942858324729, -90.072638943613 29.942991922023, -90.072467959502 29.943339176487, -90.072333268832 29.943787812907, -90.070968063577 29.948335430378, -90.070780204607 29.948951964926, -90.070599933416 29.949582653078, -90.070368057471 29.950385764046, -90.070248534124 29.950799701409, -90.069870275204 29.952109826297, -90.069787726459 29.952264436144, -90.069165479166 29.953100315104, -90.069089233014 29.953186071059, -90.06817777745 29.952566535343, -90.067756697667 29.952280336564, -90.067550995736 29.952140528061, -90.067199050135 29.951901302081, -90.066383266432 29.951359097464, -90.06597589547 29.951088314911, -90.065971648874 29.95079113576, -90.065965156269 29.950434645891, -90.065930748094 29.948549107783, -90.065930437102 29.948536234489, -90.065847553888 29.944602604568, -90.065839869863 29.94419577834, -90.065830269558 29.943753292846, -90.065817770504 29.943171107004, -90.065804144366 29.942585830044, -90.065795324406 29.94217393305, -90.065792072748 29.941970015797, -90.065784499196 29.941551997417, -90.06577599129 29.941115627672, -90.065767736664 29.940890460683, -90.065736081165 29.940620848123, -90.065564541496 29.939521394017)))",1887,8G,8,12458.171131434568,7629887.1884587416
"MULTIPOLYGON (((-90.083084074646 29.936994076098, -90.081925149612 29.935656183184, -90.081429822885 29.935084365302, -90.080595516402 29.934121155364, -90.080632285368 29.934097166942, -90.081561229648 29.933491165004, -90.081885618378 29.933286845765, -90.082399740205 29.932963110045, -90.082720374345 29.932783447991, -90.083254707203 29.933505067245, -90.085185572013 29.936112635935, -90.085185794009 29.93611252797, -90.087618779477 29.934760560546, -90.089808015866 29.933520068106, -90.08987837554 29.933480857347, -90.091396015719 29.93263513184, -90.092060391948 29.932359416872, -90.092066976678 29.932373173933, -90.093225054204 29.931950036183, -90.093227855223 29.931955864821, -90.093951962522 29.93345940303, -90.094935202941 29.935500993149, -90.09536477747 29.936378215264, -90.095374688444 29.936398795419, -90.09513141207 29.936485194119, -90.094922291314 29.93656704547, -90.094793923618 29.936632112018, -90.094681981771 29.936706792955, -90.094565323816 29.936800294079, -90.09440778586 29.936953965879, -90.094319186224 29.937025318764, -90.094262033972 29.93707133818, -90.093479606376 29.937519943838, -90.093471084587 29.937524731048, -90.091740435724 29.938493375798, -90.091636633551 29.938555508811, -90.089887201571 29.939541111589, -90.088356893954 29.940403201918, -90.087742462775 29.940742730333, -90.087634999698 29.94081442346, -90.087442459173 29.940942839647, -90.086830860084 29.941350784072, -90.083907014898 29.937951029039, -90.083084074646 29.936994076098)))",1850,6F,6,13547.890448661023,7507545.4871661635
"MULTIPOLYGON (((-90.081191479564 29.972668297806, -90.081641016895 29.97215634715, -90.082207994668 29.972545195588, -90.085499688669 29.97480256069, -90.085625872265 29.974888704114, -90.089396987637 29.977462882294, -90.09039556713 29.978128407831, -90.092967604781 29.979842507891, -90.094129611078 29.980616848488, -90.093542413857 29.981156143865, -90.093050973958 29.981607461065, -90.092417861869 29.982192849113, -90.091780682846 29.982794805692, -90.091524543653 29.983037220077, -90.091465983133 29.983092657693, -90.091353922715 29.983197858704, -90.091194481574 29.983287598606, -90.090779084557 29.983483024772, -90.090670617318 29.983527897731, -90.090473019064 29.983609686117, -90.090120367224 29.983865073438, -90.089976656685 29.984002837796, -90.089592091854 29.983840530623, -90.089389829988 29.983700872402, -90.087689223887 29.98253279506, -90.087265213498 29.982241574254, -90.086051763961 29.981408110391, -90.085893476098 29.981299389184, -90.078946586822 29.976527233803, -90.078253559436 29.976051121798, -90.078627747287 29.975620770071, -90.079269034704 29.974883257769, -90.080136033822 29.973886121208, -90.080845597116 29.973062242615, -90.080853993002 29.973052669614, -90.081191479564 29.972668297806)))",1777,1N,1,13310.400533395599,8728522.8628921416
"MULTIPOLYGON (((-90.103713507651 29.949175583329, -90.104301963492 29.948878361968, -90.104411482031 29.948965128847, -90.10450174918 29.949014977204, -90.105003839253 29.949302419341, -90.105206828568 29.949414918927, -90.105516425139 29.949586575022, -90.106390842813 29.950078372458, -90.107022870788 29.950434117734, -90.107315266564 29.950595187596, -90.10745620837 29.950679439649, -90.107567323988 29.950726482907, -90.107684733644 29.950754718266, -90.107825343154 29.950796728242, -90.108037943795 29.950854807666, -90.108108510829 29.950871085009, -90.108412531511 29.950947202457, -90.108437371235 29.950953401015, -90.108932425263 29.951077330617, -90.108992763154 29.951093485229, -90.109212366091 29.951152288325, -90.109475706872 29.951229179684, -90.109739045645 29.951306098461, -90.109932539748 29.951372192031, -90.110098888263 29.951434678485, -90.110213375814 29.951485050268, -90.110342437494 29.951541854041, -90.111026759153 29.951832506567, -90.111114730435 29.951869211538, -90.111599045273 29.952071323629, -90.111854934029 29.952169013955, -90.111520545347 29.952746540636, -90.110675733953 29.954205618733, -90.109491580497 29.956253222609, -90.109479126425 29.956274776405, -90.108652607137 29.957692294434, -90.109381582229 29.95807629238, -90.108636356726 29.958995719246, -90.108013078144 29.959745887029, -90.107022945677 29.960909147231, -90.106363154626 29.962327984117, -90.106329613495 29.962284386282, -90.106290554144 29.962209250268, -90.106248685183 29.962123803591, -90.10619238555 29.962007283265, -90.106157794155 29.961933508825, -90.106066841625 29.961745799189, -90.10601921006 29.961646108506, -90.105880642987 29.961360000166, -90.105799747251 29.961199415664, -90.105557299147 29.960695832033, -90.105330657379 29.960229739369, -90.105122867136 29.959794787461, -90.105013131416 29.959570794666, -90.104806732984 29.959146140544, -90.104572819898 29.958668401177, -90.104502206827 29.95851437443, -90.104265407374 29.958032730633, -90.10402580097 29.957538162831, -90.103741458647 29.956952976587, -90.103526452483 29.956505056195, -90.103234717292 29.955884737353, -90.102920453347 29.955250347137, -90.102696561816 29.954796209705, -90.102446966347 29.954270497861, -90.102412769138 29.954200989009, -90.102360336135 29.95409443109, -90.102267009233 29.953931281016, -90.102178749905 29.953795182793, -90.102100368254 29.953662230063, -90.102033991358 29.953554414646, -90.101955763454 29.953408950296, -90.101823277239 29.953171871358, -90.101709175348 29.952942114492, -90.101625297836 29.952755512397, -90.101265189039 29.952014786262, -90.100784085129 29.9510251519, -90.100708918637 29.950872538193, -90.100904581233 29.95079313729, -90.101249584992 29.950610935622, -90.101316091012 29.950575066027, -90.101584431691 29.950430372051, -90.101957936208 29.950226188257, -90.102041805606 29.950180333458, -90.102184855939 29.95009337028, -90.102345981093 29.949969505393, -90.102461506396 29.949861054124, -90.102545425684 29.949798259281, -90.102621078992 29.949747762, -90.102804865623 29.949645283759, -90.103139661512 29.949468262438, -90.103713507651 29.949175583329)))",1796,2V,2,12932.165089589696,8345263.3108830703
"MULTIPOLYGON (((-90.081621568221 30.020781389441, -90.082287540298 30.020749934653, -90.083120753706 30.020770636572, -90.08273168076 30.021362968721, -90.082704285638 30.021788540991, -90.082840818237 30.024158410228, -90.082855897802 30.024420130676, -90.082698964813 30.025082536151, -90.082539196362 30.025383817258, -90.082595320176 30.027170176809, -90.082660096893 30.035056830388, -90.074254453013 30.035121656989, -90.074357928037 30.031602775549, -90.074245916462 30.031245363977, -90.073667367659 30.029399473313, -90.073450635027 30.02901639247, -90.073435002867 30.028630284975, -90.073687741882 30.028337081268, -90.073807836409 30.028066781538, -90.073712687751 30.027663330671, -90.073029399009 30.027228183316, -90.07230837941 30.026813212711, -90.072304672805 30.026809025207, -90.071989695921 30.02645362731, -90.071448216298 30.024832943426, -90.070938874732 30.024029910958, -90.070823418886 30.023534360198, -90.070809137527 30.023484201554, -90.070723368918 30.023182340335, -90.070703430599 30.022473426457, -90.070701052924 30.022389200468, -90.070673752477 30.02141822592, -90.072072004769 30.021340795905, -90.075496604119 30.021151109913, -90.077277650191 30.02104218997, -90.079579981829 30.020900454513, -90.080985767752 30.02081846355, -90.081621568221 30.020781389441)))",1811,3O,3,17259.356963708964,15900694.924954157
"MULTIPOLYGON (((-90.129880712748 29.947092188955, -90.131199181983 29.945850826386, -90.13175628938 29.946299735469, -90.132876148853 29.947202024148, -90.133997402657 29.948118670989, -90.134750728377 29.948741146873, -90.135549307617 29.949350939913, -90.138165894839 29.950949097812, -90.137720278352 29.951732725961, -90.13755617899 29.952021274996, -90.137105811336 29.952813245823, -90.136718343109 29.953494577353, -90.136550334221 29.953790020437, -90.136362483686 29.954120343179, -90.13586864164 29.954988721339, -90.135593812798 29.955471949513, -90.135201580977 29.956161621116, -90.133909966227 29.958432666184, -90.133550169469 29.959065236277, -90.133340810913 29.959433364649, -90.133151392033 29.959766365183, -90.13278538913 29.960409903509, -90.132424157311 29.961044987216, -90.131830096761 29.962089423358, -90.131372377568 29.962894122321, -90.131042136679 29.963474650903, -90.130823080779 29.963859790935, -90.130701403617 29.964073672137, -90.130550941526 29.96399268497, -90.130304852317 29.963819551998, -90.129615371854 29.963274884098, -90.128029077051 29.961996447018, -90.127655959256 29.961691273559, -90.127655896711 29.961691218852, -90.127567393706 29.961618852699, -90.126361415254 29.960628392163, -90.125593658243 29.960018442264, -90.125593595712 29.960018386654, -90.124807409482 29.959376666141, -90.124061543408 29.958765230833, -90.120526043565 29.955899000657, -90.120909646676 29.955537915576, -90.121434252163 29.955044093752, -90.123659793407 29.952949093403, -90.124457489175 29.952198088291, -90.128179846477 29.94869350094, -90.129701464779 29.947260964993, -90.129880712748 29.947092188955)))",1785,2K,2,17577.117192519443,18282507.129133813
"MULTIPOLYGON (((-90.005615328061 29.957920895199, -90.011477691702 29.945489771666, -90.011739847335 29.945651792116, -90.011983868512 29.945802633481, -90.013954993567 29.947010750415, -90.016079544563 29.948053557466, -90.019435444102 29.949700599249, -90.019565490439 29.949762563954, -90.023832677287 29.951795283358, -90.025740450143 29.952637966941, -90.027310849727 29.953331605308, -90.02860444881 29.953739697381, -90.027549330598 29.957113638285, -90.028774287796 29.959898647013, -90.027501090425 29.963885928516, -90.026741737967 29.966181987065, -90.026504196318 29.966861987052, -90.025733405211 29.969068193481, -90.025015762362 29.968892925947, -90.024666003733 29.968786295495, -90.024160733619 29.968597074337, -90.02292268011 29.968150060477, -90.02145591404 29.967719150669, -90.020138304882 29.967419871361, -90.016890481376 29.966682073407, -90.014892349478 29.966223609103, -90.014234529063 29.966072668976, -90.011301641278 29.965399626457, -90.011049203289 29.965341704911, -90.010599289981 29.96521354338, -90.010064364307 29.965034639273, -90.008869014232 29.964604887779, -90.00736202709 29.964057585228, -90.005904588363 29.963528474949, -90.004361596245 29.962966997336, -90.003958281918 29.962820197624, -90.003398815349 29.962620121579, -90.005615328061 29.957920895199)))",1836,5E,5,26238.032112435139,42181620.292005941
"MULTIPOLYGON (((-90.038175193168 29.974583918235, -90.038984694191 29.971871473781, -90.042390846672 29.972637556484, -90.042689348711 29.972704696636, -90.044458660738 29.973105247326, -90.048702361696 29.974065869268, -90.048939614577 29.974116612817, -90.053669807893 29.973830600317, -90.057213318521 29.973616215989, -90.057373539141 29.975639920918, -90.057444441573 29.976596477473, -90.057599092874 29.9786834048, -90.054069989582 29.978893514809, -90.054065406694 29.97889377251, -90.052939427615 29.978965433194, -90.05275730264 29.978977026898, -90.050623470123 29.979103757779, -90.049556409358 29.979167108406, -90.049436565646 29.979174437479, -90.048425626409 29.9792360997, -90.047681397779 29.979284133157, -90.047330617099 29.979296272332, -90.047112181421 29.979247744446, -90.047108496207 29.979246938833, -90.042902329188 29.978291805998, -90.042893100827 29.978289708062, -90.041514667202 29.977978828747, -90.040345748092 29.977715203977, -90.037436485549 29.977058985942, -90.038175193168 29.974583918235)))",1837,5G,5,16172.847387536172,11763986.18949385
"MULTIPOLYGON (((-90.022526383289 29.940503264931, -90.022526939345 29.940494608122, -90.022541409688 29.940501132892, -90.022920534781 29.940672192801, -90.023399949071 29.940876562776, -90.024399193101 29.941317270467, -90.02513157347 29.941617678782, -90.025950862357 29.941970536319, -90.026367359588 29.942153068516, -90.027246964755 29.942472444184, -90.027350451335 29.942512576967, -90.029015869144 29.943158245834, -90.03258444727 29.944541684691, -90.032956450862 29.944680085092, -90.033141647943 29.944743213037, -90.033314081755 29.944785039211, -90.033483307567 29.944806401507, -90.033660441938 29.94481950959, -90.034363570944 29.944855548513, -90.034578213939 29.94486654904, -90.035480322145 29.944911311833, -90.036806758342 29.944968608816, -90.037762879032 29.945017242678, -90.038832760374 29.945071636298, -90.039187685408 29.945086320045, -90.04083704835 29.94515453585, -90.040725013307 29.946985242512, -90.040642298632 29.948336690829, -90.040567202075 29.949558166103, -90.040365228117 29.952843153704, -90.040320540896 29.953693896289, -90.040310763138 29.953880607989, -90.038516714822 29.956895808468, -90.037364824827 29.956502878458, -90.036218819183 29.956141456146, -90.034263234897 29.955524670819, -90.02860444881 29.953739697381, -90.027310849727 29.953331605308, -90.026355379169 29.952089646597, -90.022293335899 29.9468091167, -90.022140397329 29.946610251707, -90.02236952904 29.942985184634, -90.022526383289 29.940503264931)))",1828,4H,4,19504.443740247207,21332095.930321854
"MULTIPOLYGON (((-90.09513141207 29.936485194119, -90.095374688444 29.936398795419, -90.095769851247 29.937217668139, -90.096089517994 29.937879215436, -90.096305936309 29.938327053007, -90.096523381807 29.938773661977, -90.097111773471 29.939982286398, -90.097501113734 29.940789190953, -90.097551137724 29.941033255004, -90.096467011995 29.941449343777, -90.09458025612 29.942526365484, -90.093462023093 29.943151438853, -90.093262973382 29.943262697719, -90.092916415374 29.943456441256, -90.092516849527 29.94367976786, -90.092460092103 29.943711489914, -90.091289238909 29.944365941283, -90.090801386104 29.944649479375, -90.090055223561 29.945083116445, -90.089027173073 29.943893155105, -90.087065237054 29.941622091279, -90.086830860084 29.941350784072, -90.087442459173 29.940942839647, -90.087634999698 29.94081442346, -90.087742462775 29.940742730333, -90.088356893954 29.940403201918, -90.089887201571 29.939541111589, -90.091636633551 29.938555508811, -90.091740435724 29.938493375798, -90.093471084587 29.937524731048, -90.093479606376 29.937519943838, -90.094262033972 29.93707133818, -90.094319186224 29.937025318764, -90.09440778586 29.936953965879, -90.094565323816 29.936800294079, -90.094681981771 29.936706792955, -90.094793923618 29.936632112018, -90.094922291314 29.93656704547, -90.09513141207 29.936485194119)))",1853,6I,6,9577.8351197469055,5232071.2062075622
"MULTIPOLYGON (((-90.086547368973 29.941533144891, -90.086830860084 29.941350784072, -90.087065237054 29.941622091279, -90.089027173073 29.943893155105, -90.090055223561 29.945083116445, -90.089234832341 29.945639798789, -90.089224672146 29.94564671483, -90.089166031064 29.945689995949, -90.088909793817 29.945879109264, -90.08868350248 29.946115284062, -90.088366282709 29.946512297137, -90.088030408639 29.946961574865, -90.087934405296 29.947096295335, -90.087844412618 29.947222548388, -90.087661149487 29.947471916006, -90.087290882217 29.947974160802, -90.086835827447 29.948589947831, -90.086590281394 29.948938438067, -90.086330935175 29.949289298932, -90.085994199181 29.949717609071, -90.085805514176 29.949947781957, -90.085688449211 29.950061732119, -90.085619251429 29.950148388097, -90.085448293262 29.950362421714, -90.085321713482 29.950522507829, -90.08524794664 29.950615831041, -90.085102303482 29.950802878723, -90.085078310574 29.950832543703, -90.084372316221 29.949406214721, -90.083602180554 29.948947819956, -90.083123985953 29.948736669708, -90.082522281034 29.948470966923, -90.081442554505 29.947968504022, -90.082021953623 29.947184601311, -90.084338558599 29.944050222304, -90.085122001494 29.942990190523, -90.085509001052 29.942469905098, -90.08535615802 29.942299413021, -90.086547368973 29.941533144891)))",1854,6J,6,9005.4452880783956,4247243.581081816
"MULTIPOLYGON (((-90.034013026955 29.926417648076, -90.036787521925 29.923878488248, -90.039306401154 29.926264178724, -90.041417317901 29.92826325975, -90.041886814649 29.928707844918, -90.041849755291 29.929292904401, -90.041821164279 29.929745660442, -90.041748593172 29.93061810516, -90.041674343699 29.932234823416, -90.041534681477 29.93455572707, -90.041478427922 29.935350065375, -90.04145199798 29.93572347822, -90.041329007408 29.937460716877, -90.04128677687 29.938056944973, -90.041164644081 29.939959108673, -90.041147324429 29.940333518374, -90.041118516621 29.940761164216, -90.041097642072 29.941014950204, -90.041058957873 29.941549254715, -90.041036336469 29.941937910829, -90.041002492244 29.94249104457, -90.040966372618 29.943090577556, -90.040936782361 29.94353452247, -90.040907587842 29.943994285563, -90.04088284501 29.944415068118, -90.040852826226 29.944892119738, -90.04083704835 29.94515453585, -90.039187685408 29.945086320045, -90.038832760374 29.945071636298, -90.037762879032 29.945017242678, -90.036806758342 29.944968608816, -90.037207211051 29.939282757005, -90.037246428812 29.938725880149, -90.037321167149 29.937896800315, -90.037351694425 29.937598147941, -90.037446924552 29.936666777012, -90.037218916073 29.935692648912, -90.036853097543 29.934552876342, -90.036842259753 29.933277478742, -90.036837814599 29.93275441012, -90.036786830841 29.930440211263, -90.035059016078 29.930351559661, -90.034837628258 29.930332324186, -90.034574980517 29.930300554071, -90.034294099564 29.930255458732, -90.033953246289 29.930184963506, -90.03356921077 29.930084864294, -90.033232338324 29.929963312091, -90.032637961507 29.929677265754, -90.032014348112 29.929447273823, -90.032522920241 29.928552691179, -90.032950631444 29.927779078239, -90.033308856664 29.927104134896, -90.034013026955 29.926417648076)))",1822,4B,4,19099.866894051036,11776673.155145245
"MULTIPOLYGON (((-90.098483192422 29.94590402275, -90.09932451909 29.945565526114, -90.100029714375 29.947365325987, -90.100654023625 29.948958719248, -90.101091569447 29.950048127918, -90.101237141581 29.950419254894, -90.101316091012 29.950575066027, -90.101249584992 29.950610935622, -90.100904581233 29.95079313729, -90.100708918637 29.950872538193, -90.09957861707 29.951434850108, -90.098506960594 29.951967976221, -90.097933137236 29.952740864419, -90.097319671662 29.953562300941, -90.096987308772 29.954007343841, -90.096677576962 29.954404666949, -90.096190543352 29.955029478798, -90.095833533508 29.955508002332, -90.095488334336 29.955978716265, -90.095426656238 29.956062835181, -90.095121702891 29.956478679874, -90.094978879717 29.956673409336, -90.094733096462 29.957008575368, -90.094483971838 29.957348273842, -90.094273507967 29.957616065813, -90.094155893528 29.957769231638, -90.092892970061 29.956847444176, -90.091697183625 29.955996292317, -90.090566401284 29.955191365224, -90.089929642921 29.954710591959, -90.089286337709 29.954231127718, -90.090233663112 29.952964084428, -90.090913263847 29.952055085127, -90.093177323899 29.949029039758, -90.093306214102 29.948892783143, -90.0933268888 29.948875707563, -90.093470877767 29.948756779598, -90.093643698178 29.948658170604, -90.094226845572 29.948325360189, -90.095460462267 29.947633330738, -90.098353642996 29.946010221422, -90.098483192422 29.94590402275)))",1857,6M,6,12065.001457408014,7910340.2495359266
"MULTIPOLYGON (((-90.072333268832 29.943787812907, -90.072467959502 29.943339176487, -90.075894839395 29.945515073754, -90.076540158023 29.945927909124, -90.076886296728 29.946169447559, -90.076884725609 29.946294227898, -90.076869895126 29.946659560981, -90.076798935413 29.947011020377, -90.076620563248 29.947762568319, -90.076509607441 29.948150468146, -90.076191402107 29.949197789726, -90.076123549123 29.949437766569, -90.076108083896 29.949492233377, -90.07605296723 29.949686268615, -90.07597311249 29.949943812555, -90.07589169667 29.950222434714, -90.07582676486 29.950448524237, -90.075764610479 29.950642052694, -90.075731051233 29.950794191343, -90.075034382395 29.950567174304, -90.074274050869 29.950395340872, -90.073107324166 29.950137275728, -90.07224020172 29.949945487874, -90.071884392164 29.94986675553, -90.070599933416 29.949582653078, -90.070780204607 29.948951964926, -90.070968063577 29.948335430378, -90.072333268832 29.943787812907)))",1888,8H,8,7493.5978344521964,3369127.8903812026
"MULTIPOLYGON (((-89.993036968589 30.013375606599, -89.994115015031 30.013185717314, -89.996203493781 30.012816334831, -89.997695350036 30.012552738059, -89.998635655977 30.012392489023, -89.99935229965 30.012270310416, -90.000074166976 30.012182829032, -90.002889308841 30.011878915421, -90.003191982805 30.015041961388, -90.003731413393 30.015006489436, -90.004370112677 30.021585025572, -90.000423260821 30.021948939283, -90.000100294138 30.021977294346, -89.999855460084 30.022016340022, -89.999818286987 30.022024241476, -89.999655043207 30.022058943304, -89.999456089167 30.022105492097, -89.994964567386 30.02335749832, -89.994186764278 30.015631355695, -89.993272926081 30.015698040833, -89.993036968589 30.013375606599)))",1866,7E,7,13912.71426419853,10897935.587870583
"MULTIPOLYGON (((-90.004370112677 30.021585025572, -90.003731413393 30.015006489436, -90.003191982805 30.015041961388, -90.002889308841 30.011878915421, -90.000074166976 30.012182829032, -89.99935229965 30.012270310416, -89.998635655977 30.012392489023, -89.998463653937 30.010764509227, -90.004706136012 30.009403734702, -90.004918022081 30.009375816023, -90.00522857345 30.009393963974, -90.006875424389 30.009542071419, -90.007961675197 30.009654429391, -90.008328307098 30.00967313546, -90.008993235491 30.009657303387, -90.009905327715 30.009557519438, -90.010956359672 30.009395271543, -90.011320005954 30.009312518263, -90.011823269516 30.009118472031, -90.013968708325 30.008609213666, -90.014591673444 30.008471052976, -90.015848794815 30.008198685486, -90.016592325525 30.008056001718, -90.018581550205 30.007531026876, -90.019417338429 30.007347229164, -90.02049633142 30.007136536496, -90.02057237667 30.007696394894, -90.020607376038 30.00788916059, -90.020700616757 30.008093396823, -90.021195044416 30.00887888204, -90.021239484987 30.00898822443, -90.021234310835 30.009064429839, -90.021187577949 30.009129304137, -90.02109873517 30.009167138558, -90.020754092883 30.009199067542, -90.020825176874 30.009646346996, -90.020880537042 30.009826308148, -90.020906899529 30.010084822953, -90.021095492599 30.012057232399, -90.021332608109 30.014533290485, -90.021345248702 30.014665278346, -90.021567837587 30.016961395822, -90.021631282233 30.017603380133, -90.021654076675 30.017845220076, -90.021671667556 30.018026152265, -90.021674207914 30.018135682288, -90.021672264587 30.018283418326, -90.021677102945 30.018372099191, -90.021680611984 30.018398452016, -90.017984200885 30.019363588388, -90.017989864688 30.019473231804, -90.016898691667 30.019760645412, -90.014220963915 30.020465893164, -90.013911522716 30.020547381692, -90.013189893775 30.020739825272, -90.013030819173 30.02076336536, -90.009855683427 30.021064622207, -90.007868337152 30.021253190971, -90.007063924034 30.021329515773, -90.006952231313 30.021340105191, -90.005125770072 30.021513368071, -90.004370112677 30.021585025572)))",1864,7C,7,22778.683376190551,24761582.745987363
"MULTIPOLYGON (((-90.071737056187 29.983317256339, -90.070364781399 29.980930804354, -90.069245594401 29.978975158475, -90.068446042372 29.977582969059, -90.069138530006 29.976810247764, -90.069411926525 29.976505177732, -90.073033325073 29.972432743106, -90.07366700698 29.972872015187, -90.073907669223 29.973038822983, -90.078253559436 29.976051121798, -90.078946586822 29.976527233803, -90.085893476098 29.981299389184, -90.085618020618 29.981638188544, -90.08521933041 29.981634105344, -90.083946466123 29.981591834295, -90.08284549813 29.981557838981, -90.081843798123 29.981519938836, -90.081025684375 29.981495245196, -90.079734122994 29.981450334815, -90.079719377654 29.981449837093, -90.078676901126 29.981414301488, -90.07787905952 29.981377708857, -90.077571311769 29.981368805738, -90.077318862835 29.981363316731, -90.076925360501 29.983129395955, -90.076549311949 29.984822903067, -90.076321688356 29.985829752829, -90.076254109142 29.986141284879, -90.076177859274 29.986391272809, -90.076113930117 29.986500800233, -90.075927914064 29.986820221237, -90.075658589498 29.987282724467, -90.07524733776 29.98795215526, -90.075052739198 29.988155114298, -90.074691877318 29.988455784741, -90.07401267949 29.987274660359, -90.073165775926 29.985801831019, -90.072350363486 29.984383748392, -90.071746946157 29.98333448347, -90.071737056187 29.983317256339)))",1767,1C,1,17522.916884788912,12731582.851161338
