Inventory ID,Prop ID,Feature,Type,Category,Sub-Category
63030,B080-01,Paved Surfaces,Belgian Blocks,Structural Features,
62964,Q004-ZN03,Paved Surfaces,Greenway,Structural Features,
62969,Q010A-ZN01,Paved Surfaces,Greenway,Structural Features,
62954,R046-ZN05,Paved Surfaces,Greenway,Structural Features,
414,B026,Lawns,Lawn,Landscape Features,
57192,Q471-ZN01,Athletic Fields,"""C"" Multi-Use Fields - Artificial",Landscape Features,Artificial Turf
57180,Q471-ZN01,Fences,Metal Railing,Structural Features,
62961,Q001-ZN03,Paved Surfaces,Greenway,Structural Features,
62959,R172-ZN01,Paved Surfaces,Greenway,Structural Features,
62912,X003-ZN02,Paved Surfaces,Greenway,Structural Features,
62978,Q024-ZN03,Paved Surfaces,Greenway,Structural Features,
62950,R046-ZN01,Paved Surfaces,Greenway,Structural Features,
62861,M077-04,Play Equipment,Painted Games,Structural Features,
2215,B080-01,Play Equipment,GameTime,Structural Features,
62869,X046-ZN02,Fences,Chain-Link,Structural Features,
62990,M037-ZN01,Paved Surfaces,Greenway,Structural Features,
62907,M108T-ZN01,Fences,Chain-Link,Structural Features,
62867,M029-ZN02,Fences,Pipe-Rail,Structural Features,
63033,B080-01,Horticultural Areas,Lawn,Landscape Features,
62918,X039-ZN06,Paved Surfaces,Greenway,Structural Features,
63031,B080-01,Benches,Concrete Tables,Structural Features,
62753,R016-ZN03,Lawns,Natural Areas,Landscape Features,
57175,Q471-ZN01,Paved Surfaces,Asphalt,Structural Features,
63017,M391-ZN01,Paved Surfaces,Greenway,Structural Features,
56622,XZ386,Paved Surfaces,Concrete,Structural Features,
62879,XZ261,Horticultural Areas,Flower Beds,Landscape Features,
824,B051,Play Equipment,Sprinkler,Structural Features,Manual
62941,B057-ZN04,Paved Surfaces,Greenway,Structural Features,
62903,M108Q,Paved Surfaces,Planter,Structural Features,
63027,M107-ZN05,Paved Surfaces,Greenway,Structural Features,
63004,M005-ZN01,Paved Surfaces,Greenway,Structural Features,
63016,M144-ZN04,Horticultural Areas,Flower Beds,Landscape Features,
830,B051,Play Equipment,Tennis Courts,Structural Features,Hard Surface
63018,M391-ZN02,Paved Surfaces,Greenway,Structural Features,
63003,M283-ZN01,Paved Surfaces,Greenway,Structural Features,
62966,Q008-ZN01,Paved Surfaces,Greenway,Structural Features,
62994,M042-ZN04,Paved Surfaces,Greenway,Structural Features,
25799,R031-08,Safety Surface,Mitchell E-Z Fall,Structural Features,
57187,Q471-ZN01,Trees,>10,Landscape Features,
62917,X010-ZN04,Paved Surfaces,Greenway,Structural Features,
3227,B144,Safety Surface,Mitchell New Sectional,Structural Features,
61570,X088-ZN02,Safety Surface,Mitchell New Sectional,Structural Features,
62972,Q020-ZN04,Paved Surfaces,Greenway,Structural Features,
62873,Q162J01,Play Equipment,Exercise Equipment,Structural Features,
62952,R046-ZN03,Paved Surfaces,Greenway,Structural Features,
62929,X092-ZN20,Paved Surfaces,Greenway,Structural Features,
62988,Q048,Paved Surfaces,Greenway,Structural Features,
62984,Q300A-ZN04,Paved Surfaces,Greenway,Structural Features,
57189,Q471-ZN01,Lawns,Dog Run,Landscape Features,
61747,Q471-ZN01,Horticultural Areas,Bushes,Landscape Features,
62911,X003-ZN01,Paved Surfaces,Greenway,Structural Features,
62875,B073-ZN04,Paved Surfaces,Concrete Pavers,Structural Features,
855,B052,Athletic Fields,"""B"" Softball Fields - Natural",Landscape Features,Natural Turf
62866,M283A,Paved Surfaces,Dog Run,Structural Features,Concrete
62956,R065-ZN08,Paved Surfaces,Greenway,Structural Features,
62983,QT02,Paved Surfaces,Greenway,Structural Features,
62772,R016-ZN05,Lawns,Natural Areas,Landscape Features,
25188,QZ667,Trees,6-10,Landscape Features,
62877,B073-ZN26,Paved Surfaces,Other Decorative,Structural Features,Gazebo
62965,Q005-ZN05,Paved Surfaces,Greenway,Structural Features,
63005,Q062,Benches,Concrete Tables,Structural Features,
62970,Q010A-ZN03,Paved Surfaces,Greenway,Structural Features,
62870,B125-ZN02,Fences,Metal Mesh,Structural Features,
63034,B080-01,Horticultural Areas,Bushes,Landscape Features,
62932,X118-ZN05,Paved Surfaces,Greenway,Structural Features,
62951,R046-ZN02,Paved Surfaces,Greenway,Structural Features,
62920,X039-ZN09,Paved Surfaces,Greenway,Structural Features,
62131,Q021-ZN02,Safety Surface,Mitchell E-Z Fall,Structural Features,
63011,Q126-01,Benches,Concrete Tables,Structural Features,
63020,M144-ZN02,Paved Surfaces,Greenway,Structural Features,
2222,B080-01,Safety Surface,Mitchell New Sectional,Structural Features,
63019,M144-ZN01,Paved Surfaces,Greenway,Structural Features,
62894,XZ323,Horticultural Areas,Wild Flowers,Landscape Features,
62856,QZ96,Horticultural Areas,Wild Flowers,Landscape Features,
62868,Q099-ZN20,Sidewalks,Concrete Curbs,Structural Features,
62858,M095-ZN06,Horticultural Areas,Wild Flowers,Landscape Features,
62993,M039-ZN02,Paved Surfaces,Greenway,Structural Features,
63009,M211B,Benches,Picnic Tables,Structural Features,
62854,XZ387,Horticultural Areas,Flower Beds,Landscape Features,
62953,R046-ZN04,Paved Surfaces,Greenway,Structural Features,
62860,M077-04,Paved Surfaces,Plaque,Structural Features,
62916,X010-ZN03,Paved Surfaces,Greenway,Structural Features,
4065,B210A,Safety Surface,Mitchell New Sectional,Structural Features,
62943,B166-ZN01,Paved Surfaces,Greenway,Structural Features,
905,B052-03,Play Equipment,Sprinkler,Structural Features,Manual
62999,M072-ZN28,Paved Surfaces,Greenway,Structural Features,
57176,Q471-ZN01,Paved Surfaces,Concrete,Structural Features,
62891,M060B,Horticultural Areas,Shrubs,Landscape Features,
62957,R065-ZN12,Paved Surfaces,Greenway,Structural Features,
62862,M077-04,Fences,Wire,Structural Features,
911,B054-01,Play Equipment,Sprinkler,Structural Features,Manual
58985,Q471-ZN01,Benches,Picnic Tables,Structural Features,
62904,M108Q,Fences,Wire,Structural Features,
62987,Q221-02,Paved Surfaces,Greenway,Structural Features,
62997,M028-ZN03,Paved Surfaces,Greenway,Structural Features,
57182,Q471-ZN01,Benches,Concrete Benches,Structural Features,
62915,X010-ZN02,Paved Surfaces,Greenway,Structural Features,
57223,M391-ZN01,Paved Surfaces,Dog Run,Landscape Features,Concrete
62948,R006-ZN02,Paved Surfaces,Greenway,Structural Features,
62975,Q021-ZN03,Paved Surfaces,Greenway,Structural Features,
62931,X118-ZN04,Paved Surfaces,Greenway,Structural Features,
62963,Q004-ZN02,Paved Surfaces,Greenway,Structural Features,
2217,B080-01,Trees,>10,Landscape Features,
62887,M060B,Sidewalks,Concrete Flags,Structural Features,
62971,Q015-ZN13,Paved Surfaces,Greenway,Structural Features,
62880,Q386,Paved Surfaces,Cribbing,Structural Features,
62936,X147A-ZN01,Paved Surfaces,Greenway,Structural Features,
62958,R116,Paved Surfaces,Greenway,Structural Features,
3412,B156,Safety Surface,Mitchell E-Z Fall,Structural Features,
61899,X019-01,Safety Surface,Mitchell E-Z Fall,Structural Features,
55852,B080,Benches,Plastic Benches,Structural Features,
933,B054-ZN01,Athletic Fields,"""B"" Baseball Fields - Natural",Landscape Features,Natural Turf
62863,M077-04,Horticultural Areas,Wild Flowers,Landscape Features,
62967,Q008-ZN02,Paved Surfaces,Greenway,Structural Features,
62973,Q020-ZN05,Paved Surfaces,Greenway,Structural Features,
62992,M039-ZN01,Paved Surfaces,Greenway,Structural Features,
62898,XZ01,Horticultural Areas,Wild Flowers,Landscape Features,
62945,B007,Paved Surfaces,Greenway,Structural Features,
62857,M095-ZN06,Paved Surfaces,Concrete Pavers,Structural Features,
62995,M042-ZN08,Paved Surfaces,Greenway,Structural Features,
61710,B073-ZN15,Athletic Fields,"""B"" Softball Fields - Natural",Landscape Features,Natural Turf
62902,M108Q,Horticultural Areas,Potted Plants,Landscape Features,
63001,M353-ZN01,Paved Surfaces,Greenway,Structural Features,
62908,X002-ZN02,Paved Surfaces,Greenway,Structural Features,
63024,M104-ZN01,Paved Surfaces,Greenway,Structural Features,
62982,Q099-ZN22,Paved Surfaces,Greenway,Structural Features,
63008,X272,Benches,Plastic Benches,Structural Features,
63012,R106-ZN03,Sidewalks,Asphalt,Structural Features,
60342,Q471-ZN01,Paved Surfaces,Gravel,Structural Features,
62991,M037-ZN08,Paved Surfaces,Greenway,Structural Features,
62924,X039-ZN24,Paved Surfaces,Greenway,Structural Features,
62878,B073-ZN26,Fences,Bollards,Structural Features,
62886,M060B,Sidewalks,Concrete Curbs,Structural Features,
62899,M192,Horticultural Areas,Flower Beds,Landscape Features,
57188,Q471-ZN01,Horticultural Areas,Lawn,Landscape Features,
960,B054-ZN03,Play Equipment,Tennis Courts,Structural Features,Hard Surface
62940,B072-ZN27,Paved Surfaces,Greenway,Structural Features,
62874,M010-ZN34,Benches,Picnic Tables,Structural Features,
63006,M108G,Play Equipment,Painted Games,Structural Features,
47710,Q494,Horticultural Areas,Bushes,Landscape Features,
62979,Q024-ZN04,Paved Surfaces,Greenway,Structural Features,
63026,M104-ZN03,Paved Surfaces,Greenway,Structural Features,
62942,B082-ZN07,Paved Surfaces,Greenway,Structural Features,
62914,Q474,Horticultural Areas,Bushes,Landscape Features,
62947,BT12,Paved Surfaces,Greenway,Structural Features,
62933,X118-ZN06,Paved Surfaces,Greenway,Structural Features,
62889,M060B,Paved Surfaces,Concrete,Structural Features,
62909,X002-ZN03,Paved Surfaces,Greenway,Structural Features,
62955,R065-ZN07,Paved Surfaces,Greenway,Structural Features,
992,B055,Athletic Fields,"""B"" Baseball Fields - Artificial",Landscape Features,Artificial Turf
62897,X114,Paved Surfaces,Cribbing,Structural Features,
20136,Q162J01,Trees,>10,Landscape Features,
62937,X305,Paved Surfaces,Greenway,Structural Features,
2220,B080-01,Fences,Wrought-Iron,Structural Features,
62895,X067,Sidewalks,Stone Curb,Structural Features,
63035,M010-ZN45,Water Bodies,Creek,Landscape Features,
62989,M028-ZN04,Paved Surfaces,Greenway,Structural Features,
60796,Q371,Athletic Fields,"""B"" Baseball Fields - Natural",Landscape Features,Natural Turf
62872,B057-ZN03,Safety Surface,Woodchips,Structural Features,
62980,Q099-ZN01,Paved Surfaces,Greenway,Structural Features,
1004,B055,Play Equipment,Sprinkler,Structural Features,Timer
63029,M107-ZN08,Paved Surfaces,Greenway,Structural Features,
62938,XT10,Paved Surfaces,Greenway,Structural Features,
62906,Q462,Benches,Metal Benches,Structural Features,
62962,Q004-ZN01,Paved Surfaces,Greenway,Structural Features,
62888,M060B,Fences,Wrought-Iron,Structural Features,
63025,M104-ZN02,Paved Surfaces,Greenway,Structural Features,
62934,X126-ZN01,Paved Surfaces,Greenway,Structural Features,
62998,M072-ZN24,Paved Surfaces,Greenway,Structural Features,
62935,X126-ZN02,Paved Surfaces,Greenway,Structural Features,
62913,X003-ZN03,Paved Surfaces,Greenway,Structural Features,
62901,M286-01,Paved Surfaces,Hex Blocks,Structural Features,
62038,B387,Safety Surface,Mitchell New Sectional,Structural Features,
62758,R016-ZN04,Lawns,Natural Areas,Landscape Features,
63021,M144-ZN03,Paved Surfaces,Greenway,Structural Features,
63015,M144-ZN04,Fences,Metal Railing,Structural Features,
16311,B073-ZN04,Paved Surfaces,Cribbing,Structural Features,
62865,R123,Horticultural Areas,Garden,Landscape Features,
62930,X118-ZN01,Paved Surfaces,Greenway,Structural Features,
62968,Q008-ZN03,Paved Surfaces,Greenway,Structural Features,
62892,M060B,Horticultural Areas,Ground Cover,Landscape Features,
62928,X092-ZN16,Paved Surfaces,Greenway,Structural Features,
62921,X039-ZN10,Paved Surfaces,Greenway,Structural Features,
57181,Q471-ZN01,Benches,Wood Benches,Structural Features,
39085,X067,Trees,>10,Landscape Features,
62900,M192,Paved Surfaces,Cribbing,Structural Features,
57174,Q471-ZN01,Paved Surfaces,Hex Blocks,Structural Features,
1037,B057-03,Play Equipment,Sprinkler,Structural Features,Timer
60343,Q471-ZN01,Fences,Wire,Structural Features,
62910,X002-ZN04,Paved Surfaces,Greenway,Structural Features,
62927,X092-ZN03,Paved Surfaces,Greenway,Structural Features,
62939,BT15,Paved Surfaces,Greenway,Structural Features,
62876,B073-ZN04,Fences,Rope & Pillar,Structural Features,
63010,M014-02,Play Equipment,HBCT,Structural Features,
62946,B066,Paved Surfaces,Greenway,Structural Features,
62859,M095-ZN06,Horticultural Areas,Flower Beds,Landscape Features,
62890,M060B,Trees,>10,Landscape Features,
57177,Q471-ZN01,Paved Surfaces,Boardwalk,Structural Features,
1055,B057-04,Play Equipment,Sprinkler,Structural Features,Manual
63080,M104-ZN01,Benches,Bleachers,Structural Features,
18398,Q056,Paved Surfaces,Concrete,Structural Features,
61576,X243,Play Equipment,Galaxy Adventure,Structural Features,
63167,Q281,Paved Surfaces,Belgian Blocks,Structural Features,
21671,Q335,Play Equipment,Galaxy Adventure,Structural Features,
54707,X039-G01,Paved Surfaces,Quick Coupler,Structural Features,
14253,M205,Play Equipment,Playground Environments,Structural Features,
55269,X126-ZN04,Play Equipment,Galaxy Adventure,Structural Features,
63193,Q001-ZN08,Trails,Old Pavement,Landscape Features,
63077,M107-ZN08,Paved Surfaces,Cribbing,Structural Features,
61125,XT03,Paved Surfaces,Stone/Slate/Granite,Structural Features,
15320,MZ02,Sidewalks,Concrete Curbs,Structural Features,
9720,M010-ZN30,Lawns,C-Lawn,Landscape Features,
63160,Q108,Paved Surfaces,Plaque,Structural Features,
1071,B057-05,Play Equipment,Sprinkler,Structural Features,Manual
57323,B371,Water Bodies,Creek,Landscape Features,
63050,X118-ZN01,Fences,Wood Guardrails,Structural Features,
63074,Q050-ZN08A,Horticultural Areas,Ornamental Grass,Landscape Features,
60812,M010-ZN09,Sidewalks,Concrete Flags,Structural Features,
63068,XT01,Paved Surfaces,Other Decorative,Structural Features,
63194,Q164-ZN10A,Fences,Snow Picket,Structural Features,
63109,MZ468,Paved Surfaces,Concrete Pavers,Structural Features,
62433,X088-ZN02,Paved Surfaces,Color Seal,Structural Features,
1082,B057-ZN01,Play Equipment,Tennis Courts,Structural Features,Hard Surface
62455,Q050-ZN08B,Sidewalks,Concrete Flags,Structural Features,
63046,Q290,Paved Surfaces,Other Decorative,Structural Features,
61522,X010A-02,Lawns,Tree Lines,Landscape Features,
57311,B371,Sidewalks,Concrete Curbs,Structural Features,
371,B025,Lawns,C-Lawn,Landscape Features,
1946,B073-ZN19,Lawns,C-Lawn,Landscape Features,
9995,M010-ZN46,Lawns,C-Lawn,Landscape Features,
63085,MZ467,Fences,Pipe-Rail,Structural Features,
57328,B371,Lawns,Horticultural Areas,Landscape Features,
57319,B371,Benches,Bleachers,Structural Features,
63118,MZ469,Trees,1-5,Landscape Features,
63013,R106-ZN03,Fences,Wood Guardrails,Structural Features,
47173,M353-01,Play Equipment,Galaxy Adventure,Structural Features,
63156,B027,Sidewalks,Stone Curb,Structural Features,
63075,Q050-ZN08A,Horticultural Areas,Bushes,Landscape Features,
63173,M005-06,Sidewalks,Stone Curb,Structural Features,
63108,MZ468,Fences,Wire Mesh,Structural Features,
63154,B052-02,Benches,Metal Benches,Structural Features,
63177,MZ02,Fences,Wrought-Iron,Structural Features,
63139,MZ471,Fences,Pipe-Rail,Structural Features,
54768,X039-G02,Paved Surfaces,Quick Coupler,Structural Features,
63145,MZ471,Paved Surfaces,Plaque,Structural Features,
63128,MZ470,Fences,Wire Mesh,Structural Features,
61975,B169-ZN02A,Play Equipment,Playground Environments,Structural Features,
1110,B057-ZN02,Athletic Fields,"""B"" Softball Fields - Natural",Landscape Features,Natural Turf
1111,B057-ZN02,Athletic Fields,"""C"" Multi-Use Fields - Natural",Landscape Features,Natural Turf
63190,B073-ZN09,Paved Surfaces,Other Decorative,Structural Features,
62462,M052,Paved Surfaces,Planter,Structural Features,
63043,Q302,Benches,Plastic Benches,Structural Features,
63064,RT02,Horticultural Areas,Bushes,Landscape Features,
63144,MZ471,Lawns,Lawn,Landscape Features,
2752,B114,Lawns,C-Lawn,Landscape Features,
63143,MZ471,Horticultural Areas,Flower Beds,Landscape Features,
63087,MZ467,Fences,Wrought-Iron,Structural Features,
63041,X336,Fences,Wire Mesh,Structural Features,
56712,X039-ZN02,Sidewalks,Stone Curb,Structural Features,
63054,X118-ZN01,Benches,Bleachers,Structural Features,
60908,X039-ZN07,Trails,Foot Bridge,Landscape Features,
63159,Q108,Paved Surfaces,Concrete Pavers,Structural Features,
60310,Q099-18,Play Equipment,Galaxy Adventure,Structural Features,
63014,R106-ZN03,Lawns,Grass Strips,Landscape Features,
1137,B057-ZN04,Athletic Fields,Soccer Fields - Natural,Landscape Features,Natural Turf
63130,MZ470,Horticultural Areas,Flower Beds,Landscape Features,
62483,M089-01,Play Equipment,Galaxy Adventure,Structural Features,
1140,B057-ZN04,Athletic Fields,"""B"" Softball Fields - Natural",Landscape Features,Natural Turf
63058,B304,Horticultural Areas,Bushes,Landscape Features,
63091,MZ467,Paved Surfaces,Concrete,Structural Features,
63081,M104-ZN01,Fences,Metal Railing,Structural Features,
38855,B073-ZN14,Lawns,C-Lawn,Landscape Features,
36149,B169-ZN01A,Fences,Wrought-Iron,Structural Features,
63037,B371,Sidewalks,Asphalt,Structural Features,
63141,MZ471,Fences,Wire Mesh,Structural Features,
63056,B284,Paved Surfaces,Concrete Pavers,Structural Features,
57314,B371,Paved Surfaces,Boardwalk,Structural Features,
63093,MZ467,Benches,Wood Benches,Structural Features,
54402,Q024-G01,Paved Surfaces,Quick Coupler,Structural Features,
57312,B371,Sidewalks,Concrete Flags,Structural Features,
63061,B304,Play Equipment,Chess & Checkers Tables,Structural Features,
63092,MZ467,Fences,Wire Mesh,Structural Features,
63132,MZ470,Paved Surfaces,Plaque,Structural Features,
63155,BZ43,Paved Surfaces,Concrete,Structural Features,
63044,Q302,Benches,Picnic Tables,Structural Features,
